Key,French
letter.post.dice_win,"Post-scriptum : vous souvenez-vous de cette partie de dés pendant laquelle j'ai vidé vos poches ? Peut-être pourrions-nous remettre ça un jour prochain, qu'en dites-vous ?"
letter.post.battle_win_together,Post-scriptum : je n'oublierai jamais cette victoire commune face à nos voisins ! Une bataille comme on les aime !
letter.post.nice_trade,"Post-scriptum : d'ailleurs, les biens que vous m'avez fait parvenir étaient excellents, merci beaucoup !"
letter.post.ex_player_lord,"Post-scriptum : {soul_uuid_target}, qui était autrefois membre de votre cour, vous fait savoir que sa vie est bien plus belle depuis que vous n'en faites plus partie. Qu'avez-vous fait pour l'énerver à ce point ?"
letter.post.new_kid,Post-scriptum : j'ai appris la naissance de votre enfant. {soul_uuid_target} est un nom parfait ! Que Sainte Sophia bénisse votre chérubin !
letter.post.battle_win,"Post-scriptum : j'ai reçu les échos de votre victoire. Toutes mes félicitations ! C'était une bien belle bataille, paraît-il."
letter.post.high_prestige,Post-scriptum : rien au monde ne m'apporterait une plus grande fierté que de rencontrer le monarque d'une famille telle que la vôtre !
letter.post.drunk,Post-scriptum : vous souvenez-vous de la façon dont se sont terminées nos dernières festivités ensemble ? Mon épouse me rappelle régulièrement le moment où je me suis effondré au sol…
letter.post.thanks_for_help,Post-scriptum : merci encore du soutien que vous m'avez apporté ! Il est tombé à point nommé !
letter.post.ex_ai_lord,Post-scriptum : veuillez informer {soul_uuid_target} que je me souviens de tout ! Sa trahison ne sera pas oubliée !
letter.post.enemy.battle_with_me_loose,"Post-scriptum : rien ne saurait me réchauffer le cœur comme le souvenir de votre défaite par la lame de mon épée. Lorsque la peine m'envahit, j'aime repenser à ce moment."
letter.post.enemy.battle_loose_enemy,Post-scriptum : la nouvelle de votre défaite a au moins eu le mérite de me faire rire ! J'ai offert de l'ale à tout mon peuple ce jour-là. Bénie soit Sophia.
letter.post.coward,"Post-scriptum : vous rappelez-vous ce moment où vous avez fui et avez refusé de m'affronter ? Croyez-moi, cette nouvelle s'est répandue dans toutes les provinces voisines ! Tout le monde y parle de vous comme d'un pleutre."
letter.post.enemy.village_destroyed,Post-scriptum : j'ai bien ri lorsque j'ai appris que vous n'aviez même pas été capable de défendre votre village ! Que pense votre population paysanne de votre règne ?
letter.post.enemy.battle_loose,"Post-scriptum : j'imagine que vous avez du mal à dormir après une telle humiliation sur le champ de bataille ! Je pensais pourtant que votre adversaire n'avait aucune chance ! Louée soit Mère Sophia, j'avais tort !"
letter.post.enemy.battle_win,Post-scriptum : quelle ne fut pas ma surprise lorsque j'ai eu vent de votre victoire ! Avez-vous soudoyé Mère Sophia d'une quelconque façon ? Vous êtes visiblement dans ses bonnes grâces.
letter.post.enemy.vassal,"Post-scriptum : je ne comprends pas que votre royaume n'ait pas été réduit à l'état de vassal plus tôt. Vos coffres et vos casernes abritent peut-être plus de rats que d'or et de soldats. Ma foi, la soumission est le lot des faibles."
letter.post.enemy.low_prestige,Post-scriptum : j'ai entendu dire que vous étiez le monarque le plus incapable de toute la région. Ça ne me surprend guère. J'imagine que vous passez vos nuits dans la grange ?
letter.post.enemy.betrayal,"Post-scriptum : vous pensiez réellement que j'avais oublié votre trahison ? Je prie notre Sainte Mère chaque jour pour que vous restiez en vie, afin que je puisse prendre ma revanche sur vous !"
prophecy.letter_announce.wolf_attack,"Les os ont prédit une catastrophe. La lune cachée s'élèvera bientôt dans le ciel, et les cris des loups affamés glaceront le sang de la population ! Prenez garde aux bêtes sauvages et préparez-vous à leur assaut. L'heure est bientôt venue."
prophecy.letter_announce.bandits_capm,Un soleil rouge s'est levé ce matin. Un soleil de sang ! J'ai lancé les dés et ils m'ont dit que ceux qui craignent la mort vont ourdir celle des autres dans votre maison.
prophecy.letter_announce.fields_sick_one,J'ai fait un rêve prémonitoire cette nuit. Des corbeaux noirs avaient remplacé les champs. Ils annoncent la famine et la mort !
prophecy.letter_announce.cholera_epidemy,"Nous avons pratiqué un sacrifice, mais le sang du veau ne s'est pas écoulé en un puissant jet vermillon. Seul un liquide noir à l'odeur épouvantable s'est lentement écoulé. Notre cité sera bientôt en proie à la maladie !"
prophecy.letter_announce.xenophoby,Le livre saint s'est ouvert sur une page des plus inquiétante. Elle montrait les hommes se jetant les uns sur les autres comme des bêtes sauvages. Les cris des enfants se faisaient entendre par-delà les flammes. C'est Sainte Sophia qui vous envoie un avertissement !
prophecy.letter_announce.crocks_wave,"J'ai fait un rêve la nuit dernière. Une ombre encapuchonnée se penchait sur moi, une dague brillante à la main. Méfiez-vous des parias, c'est une vision de notre déesse, j'en ai l'intime conviction !"
prophecy.letter_announce.fanatics_wave,Les prophètes disent avoir vu des foules en colère brandir des croix de feu dans les nuages. Ils sont nombreux et leurs cœurs sont emplis de rage !
prophecy.letter_announce.fields_sick_all,La lune ne s'est pas montrée depuis dix nuits. Les livres anciens disent qu'il s'agit d'un signe annonciateur de mauvaise récolte et de famine. Que Sainte Sophia nous vienne en aide !
prophecy.letter_announce.tree_bug,"J'ai fait un mauvais rêve. Des arbres noircis au feuillage vide se tenaient là, en lieu et place de nos luxuriantes forêts. J'espère que vous savez ce qu'il vous reste à faire."
prophecy.letter_announce.rats_invasion,"Sous l'effet du nectar, j'ai eu une vision. J'ai vu un rat dévorer la chair d'un agneau sous l'idole. Cela annonce la famine et les ennuis pour notre royaume."
prophecy.letter.finish,"Les gens de la Caravane nous disent que l'ombre noire du fléau s'est éloignée. J'espère que tous vos proches sont sains et saufs, mais je crains que ce ne soit pas la dernière épreuve que nous envoie Mère Sophia pour nous punir de nos péchés."
letter.sign.matriarch,"Avec toute ma tendresse,
 La Matriarche"
letter.post.diplomat_1,"Voilà une issue plus que favorable que je n'avais pas su prédire. Et pourtant, voir que notre animosité appartient maintenant au passé me réjouit. Et ne dit-on pas que le passé doit être oublié ?"
letter.post.diplomat_2,"Vos efforts pour rétablir la paix entre nos royaumes sont, je dois bien l'avouer, une source de joie. Cependant, ne vous attendez pas à gagner ma confiance dès l'instant où vous faites preuve de noblesse."
letter.post.vassal_out_1,"Je vous informe que mon royaume ne se soumettra plus au vôtre désormais. Si vous voulez en connaître la raison, regardez-vous dans un miroir. Je n'ai reçu aucune aide de vous lorsque j'en avais besoin, c'est pourquoi votre royaume se retrouve réduit."
letter.post.vassal_out_2,"Lorsque j'ai accepté que mon royaume devienne vassal du vôtre, vous avez juré d'apporter un soutien militaire en cas de nécessité. J'ai payé avec loyauté le tribut que vous aviez choisi et pourtant, quand j'ai eu besoin de vous, vous avez trahi ma confiance. C'est pourquoi je mets fin à mon allégeance."
letter.emperor,"Il est bien malheureux que votre orgueil vous aveugle au point de vous pousser à prendre d'assaut l'ordre divin instauré par Mère Sophia en personne. Hélas, nos admonestations seront sans effet. Votre cas est entre les mains du Père autoritaire et de son Inquisition. Que Sophia vous pardonne !"
letter.start.matriarch,"Mon enfant,"
letter.tax_increase,"La Famille de l'étreinte divine se réjouit particulièrement de vos succès politiques. Hier encore, votre dynastie suait sang et eau dans les champs de rutabaga. Aujourd'hui, voilà que vous êtes à la tête d'un État et imposez votre volonté aux provinces voisines ! Nul doute, donc, que notre décision d'augmenter légèrement notre impôt militaire ne vous affectera pas outre mesure."
letter.army_tax_increase_footer,"À la suite de votre entrée dans l'arène politique mondiale et en raison de votre influence grandissante, la Famille de l'étreinte divine aimerait compter sur une hausse de votre participation à la sécurité des routes.
 
 L'Église augmente l'impôt militaire, qui passe ainsi de {old_tax} à {new_tax} par unité de combativité pour chaque guerrier ou guerrière."
faction.player_village,Paysannat
faction.faceless,Horde impie
faction.forest_bandits,Bandits de la forêt
faction.mercenaries,Mercenaires
faction.wolves,Loups
faction.inquisition,Inquisition
faction.traders,Caravane sacrée
faction.traders_slaves,Esclaves de la Caravane sacrée
faction.free_lords,Noblesse libre
faction.holy_synod,Famille de l'étreinte divine
faction.rebellious_zealots,Fanatiques rebelles
faction.rebellious_slaves,Esclaves rebelles
faction.rebellious_soldiers,Soldats rebelles
faction.rebellious_heir,Séparatistes
faction.mountain_bandits,Maraudeurs
faction.hired_bandits,Bandits engagés
faction.abandoned,Cité abandonnée
faction.low_loyalty,Renégats
faction.name.0,Havre-cendré
faction.name.1,Val-poudreux
faction.name.2,Montvent
faction.name.3,Ruissétoile
faction.name.4,Lunolac
faction.name.5,Villueur
faction.name.6,Cristalueur
faction.name.7,Vallétoile
faction.name.8,Charmoie
faction.name.9,Sylvebois
faction.name.10,Terre-de-lune
faction.name.11,Grand-brume
faction.name.12,Valléclaire
faction.name.13,Havre-de-brume
faction.name.14,Comté-d'or
faction.name.15,Bluette
faction.name.16,Geôlac
faction.name.17,Cornedragon
faction.name.18,Verteflèche
faction.name.19,Terre-du-couchant
faction.name.20,Cristalia
faction.name.21,Gué-des-merveilles
faction.name.22,Fort-givré
faction.name.23,Sylvebête
faction.name.24,Raz-de-marché
faction.name.25,Luxuriance
faction.name.26,Vallée-aux-fées
faction.name.27,Gorgivre
faction.name.28,Forêt-noire
faction.name.29,Brillétang
faction.name.30,Fort-du-couchant
faction.name.31,Mascarêve
faction.name.32,Coteau-smaragdin
faction.name.33,Havredor
faction.name.34,Flot-cendré
faction.name.35,Citégarée
faction.name.36,Capéclair
faction.name.37,Roc-poudreux
faction.name.38,Val-de-vie
faction.name.39,Potron-ambré
faction.name.40,Trémicave
faction.name.41,Dédale-vert
faction.name.42,Bosquétoilé
faction.name.43,Brillecouronne
faction.name.44,Havredor
faction.name.45,Clair-de-lune
faction.name.46,Brasevent
faction.name.47,Nidastre
faction.name.48,Corville
faction.name.49,Sombrepertuis
faction.name.50,Valléclair
faction.name.51,Sylvebois
faction.name.52,Valueur
faction.name.53,Clocheton
faction.name.54,Charmorée
faction.name.55,Cristalueur
faction.name.56,Portoubli
faction.name.57,Déferleflamme
faction.name.58,Crête-aux-songes
faction.name.59,Frimacime
faction.name.60,Grand-brume
faction.name.61,Havre-aux-bêtes
faction.name.62,Flèchocculte
faction.name.63,Grangouffre
faction.name.64,Souffle-plaine
faction.name.65,Sombregrotte
faction.name.66,Chute-de-gel
faction.name.67,Mysticité
faction.name.68,Rive-du-silence
faction.name.69,Ronciépais
faction.name.70,Flambantin
faction.name.71,Vivoasis
faction.name.72,Solallée
faction.name.73,Ru-de-brume
faction.name.74,Vigisparue
faction.name.75,Capdor
faction.deserted_soldiers,Désertion
faction.player_untitled,De basse noblesse
0map.appoint.sub_category.others,Autres
9map.appoint.sub_category.expansion,Expansion
8map.appoint.sub_category.others,Autres
product_change_price.neighbore_town_attacked,"En raison de l'attaque contre {faction_uuid_town}, le prix a augmenté de <red>{price_factor} %</red>."
no_defence_allies,Aucun allié
map.category.lords,Nobles
map.hostage_player,Rançon pour un otage
map.lord_low_loyalty,Noble prêt à partir
map.lord_rebellion.nobody_support,Aucun
map.lord_rebellion_heir,Révolte de l'héritier ou héritière
map.lord_rebellion_king,Protection contre la révolte
map.hire_bandits,Engager des bandits
map.solders_gift,Proposer de l'aide
map.appoint.events,Événements
map.category.criminals,Actes malveillants
map.category.politics,Politique
map.category.attack,Attaque
map.category.marriage,Mariage
map.category.trade,Négociation
map.abandoned_town,Cité abandonnée
map.marriage_female,Future mariée
map.marriage_male,Futur marié
map.loan,Prêt financier
map.king_tribute,Risque de pillage
map.king_tribute_light,Demande de tribut respectueuse
map.demand_tribute,Demande de tribut respectueuse
map.assault_fair,Piller la cité
map.assault_unfair,Piller la cité
map.city_burn_ai,Menace de destruction
map.demand_peace,Proposition d'un traité de paix
map.declared_peace_broken,Traité de paix annulé
map.trade_agreement_broken,Accord commercial annulé
map.declared_peace,Accord de paix
map.demand_defence_alliance_to_player,Proposition d'alliance
map.declared_defence_alliance,Alliance des cités libres
map.demand_defence_ally_army,Demande d'assistance
map.demand_vassal_waiting,En attente d'une réponse
map.demand_vassal_attack_waiting,En attente d'une attaque
map.demand_vassal_light_player,Demande de vassalisation
map.demand_vassal_player,Demande de vassalisation
map.help_against_faceless,Aide contre la Horde impie
map.demand_kill_own_bandits_camp,Requête d'élimination des bandits
map.conquest,Vassalisation restaurée
map.king_attack,Siège exigé
map.demand_attack,Siège exigé
map.slaves_offer,Vente d'esclaves
map.trade_offer,Offre commerciale
map.trade_request,Requête commerciale
map.village,Village
map.village_neighbore,Village d'un monarque voisin
map.village.short,"Une petite cité qui n'a pas accès aux échanges commerciaux, ni au fer, ni aux outils avancés."
map.burned_village,Village brûlé
map.burned_village.short,"Un village pillé et brûlé. Au bout d'un moment, la population qui se cachait dans les forêts environnantes reviendra et reconstruira le village, mais pour l'instant, il est complètement désert."
map.protect,Risque d'attaque
map.protect.short,Un groupe de bandits s'est rassemblé près du village.
map.tribute,Tribut
map.tribute.short,Le village a fait ses récoltes et est prêt à vous verser un tribut.
map.mill,Amélioration du moulin
map.mill.short,Le chef ou la cheffe souhaite améliorer le moulin du village.
map.hungry,Famine
map.hungry.short,La récolte du village est mauvaise. La nourriture manque.
map.sick,Fléau
map.sick.short,Une épidémie fait des ravages. Il faut trouver des médicaments de toute urgence.
map.meat,Nouvelle porcherie
map.meat.short,La population a besoin d'aide pour construire une porcherie.
map.bandits_camp,Camp des bandits de la forêt
map.bandits_camp.short,C'est là qu'habitent les bandits de la forêt. Ils attaqueront parfois votre cité.
map.bandits_hostage,Otage : {lord_name}
map.bandits_hostage.short,Un seigneur ou une dame est désormais otage et une rançon est demandée.
map.wolfes,Loups à proximité
map.wolfes.short,"Une meute de loups a bloqué les routes menant à votre cité. Cependant, elle devrait s'en aller rapidement."
map.slaves,Esclaves en fuite
map.slaves.short,Un groupe d'esclaves qui s'est échappé de la cité {city_name} a été repéré près de chez vous.
map.fanatics,Groupe de fanatiques
map.fanatics.short,Un petit groupe de fanatiques en pèlerinage demande de la nourriture.
map.theif,Voleur en fuite
map.theif.short,Un voleur qui était à l'œuvre à {city_name} a été repéré à proximité.
map.lord_in_run,Noble en fuite
map.lord_in_run.short,Un noble de la maison {house_name_1} a échappé aux griffes de la maison {house_name_2}. Un groupe est sur ses talons.
map.lord_in_run_2,Noble en fuite
maplord_in_run_2.short,Un noble de la maison {house_name_1} est poursuivi par des bandits. Ses forces s'amenuisent.
map.lord_in_run_3,Noble en fuite
map.lord_in_run_3.short,Un noble de la faction {house_name_1} a décidé de quitter sa province en quête d'un refuge.
map.lovers_in_run,
map.lovers_in_run.short,Deux jeunes hommes de différentes maisons sont tombés amoureux et se sont enfuis.
map.caravan,Caravane protégée
map.caravan.short,Une caravane de la maison {house_name_1} avec des esclaves et des biens se dirige vers {city_name_2}.
map.dispute,
map.dispute.short,Deux maisons se disputent le contrôle du village. Vous pouvez apporter votre soutien à l'une d'elles.
map.bride,Une jeune femme est en quête d'un époux.
map.bride.short,{soul_uuid_bride} est en âge de se marier et le roi lui cherche un prétendant.
map.groom,Un jeune homme est en quête d'une épouse.
map.groom.short,{soul_uuid_groom} est en âge de se marier et le roi lui cherche une prétendante.
map.q_hermit,
map.long.q_hermit,
map.q_hermit.short,
map.risk.q_hermit,
map.menu.quest.description,DESCRIPTION
map.menu.quest.details,Détails
map.menu.quest.consequences,Conséquences possibles
map.menu.quest.reward,RÉCOMPENSE POSSIBLE
map.menu.quest.reward_or,ou
map.menu.status.days_left,{remain_days} jours restants
map.menu.modal.result.success,Succès !
map.menu.modal.result.fail,Échec !
map.menu.modal.ok,OK
map.menu.status.timeless,Indéfini
map.menu.status.go_home,Retour à la maison
map.menu.quest.ignore,Ignoré
map.menu.quest.waiting,En attente
map.menu.quest.time_over,L'accord a expiré
map.menu.quest.tragic,Accident tragique
map.menu.quest.bad_opinion,Mauvaises relations
map.menu.quest.hostage_rescue,Sauvetage d'un otage
map.menu.button.create_army,Créer une nouvelle escouade
map.menu.button.send_army,Envoyer
map.menu.prepare_to_battle.header,Bataille à {place}
map.menu.prepare_to_battle.in_town,aux portes de {town_name}
map.menu.prepare_to_battle.near_town,près de {town_name}
map.menu.prepare_to_battle.battle_begin,La bataille a commencé
map.menu.town.guest_lords,Monarques invités
map.menu.town.information,Informations
map.menu.town.economic,Économie
map.menu.town.army,Armée
map.menu.army_composition,Composition de l'armée
map.menu.town.local_lords,Nobles
map.menu.town.ruling_family,Famille au pouvoir
map.menu.town.status.hostile,Hostile
map.menu.town.status.friendly,Alliée
map.menu.town.status.neutral,Neutre
map.menu.town.status.independent,Province indépendante
map.menu.town.status.vassal,Province vassale
map.menu.town.status.suzerain,Province suzeraine
map.menu.town.relations,Relations
map.menu.messenger,Émissaire
map.army,Armée
map.declared_trade_agreement,Accord commercial
map.forcing_neutrality,Neutralité forcée
map.personal_conflict,Conflit entre cités voisines
map.help_against_bandits,Aide contre les bandits
map.help_against_mountains_bandits,Aide contre les maraudeurs
map.neutralization_order,Ordre de neutralisation
map.menu.town.status.ally,Au sein de l'alliance
map.menu.town.status.alliance_leader,À la tête de l'alliance
map.stolen_rings_offer,Anneaux sacrés volés
map.holy_defence_was_removed,"<red>La protection de la Famille de l'étreinte divine a été levée !</red>
 
 Une action agressive signifie que vous n'avez plus besoin de la <hint=hint_holy_protection>protection de la Famille de l'étreinte divine</hint>."
map.holy_defence_will_be_removed,<hint=hint_holy_protection>La protection de la Famille de l'étreinte divine</hint> sera levée !
map.trade.offer.alias,Produit vendu par la cité : {resource_name}
map.trade.request.alias,Produit acheté par la cité : {resource_name}
map.menu.town.king_family,FAMILLE DU MONARQUE
map.menu.town.guests,HÔTES
map.menu.town.faction_lords,NOBLES DE {town}
map.menu.town.vassal_of,Vassale de
map.menu.town.ally_of,Alliée de
map.player_vassal_rebellion,Vassale rebelle
product_change_price.rats_invasion,"En raison d'une <hint=hint_prophecy_rats_invasion>invasion de rats</hint>, le prix a augmenté de <red>{price_factor} %</red>."
product_change_price.tree_bug,"En raison d'une infestation d'<hint=hint_prophecy_tree_bug>insectes xylophages</hint>, le prix a augmenté de <red>{price_factor} %</red>."
product_change_price.fields_sick,"En raison d'une <hint=hint_prophecy_fields_sick_one>maladie des cultures</hint>, le prix a augmenté de <red>{price_factor} %</red>."
map.universal_help.danger_army,<center>L'armée ennemie :</center>
map.appoint.estimated_time,Temps estimé pour terminer la tâche : {estimated_time}
map.appoint.estimated_time_army,Temps de trajet estimé : {estimated_time}
map.appoint.tasks,Actions
map.category.improve_relations,Tente d'améliorer les relations
map.guest.remain_stay_time,"<tight><center><b>Le personnage n'est pas dans la cité</b></center>.
 
 </tight>Ce personnage est actuellement en visite à {faction_uuid}.
 
 Son retour est prévu dans {remain_time}."
map.your_province,Votre province
map.burn_town_waiting,Se prépare à brûler la cité
map.last_female_in_faction,La dernière femme célibataire est de votre maison
map.defence_alliance_leaving_ai,Conflit avec un monarque allié
map.defence_alliance_leaving_player,Conflit avec le personnage à la tête de l'alliance
product_change_price.temporary,Augmentation temporaire des prix de <red>{price_factor} %</red>
actor.deep_social_alias.abuse_1,{name_initiator} a humilié {name_target}
actor.deep_social_alias.abuse_2,{name_initiator} a insulté {name_target}
actor.deep_social_alias.abuse_3,{name_initiator} a réprimandé {name_target}
actor.deep_social_alias.abuse_4,{name_initiator} a malmené {name_target}
actor.deep_social_alias.abuse_5,{name_initiator} a traîné {name_target} dans la boue
actor.deep_social_alias.abuse_6,{name_initiator} a détruit {name_target} émotionnellement
actor.deep_social_alias.abuse_7,{name_initiator} a réduit {name_target} au silence
actor.deep_social_alias.deep_talk_1,{name_initiator} a encensé {name_target}
actor.deep_social_alias.deep_talk_2,{name_initiator} a eu une conversation sincère avec {name_target}
actor.deep_social_alias.deep_talk_3,{name_initiator} a réconforté {name_target}
actor.deep_social_alias.deep_talk_4,{name_initiator} a remotivé {name_target}
actor.deep_social_alias.deep_talk_5,{name_initiator} a remercié {name_target}
actor.deep_social_alias.deep_talk_6,{name_initiator} a complimenté {name_target}
actor.deep_social_alias.deep_talk_7,{name_initiator} a rendu hommage à {name_target}
actor.deep_social_alias.evil_joke_1,{name_initiator} a raillé {name_target}
actor.deep_social_alias.evil_joke_2,{name_initiator} a fait passer {name_target} pour un âne
actor.deep_social_alias.evil_joke_3,{name_initiator} a provoqué {name_target}
actor.deep_social_alias.evil_joke_4,{name_initiator} a ridiculisé {name_target}
actor.deep_social_alias.evil_joke_5,{name_initiator} a parodié {name_target}
actor.deep_social_alias.evil_joke_6,{name_initiator} a fait preuve de sarcasme envers {name_target}
actor.deep_social_alias.flattery_1,{name_initiator} a flatté {name_target}
actor.deep_social_alias.flattery_2,{name_initiator} a fait de la lèche à {name_target}
actor.deep_social_alias.flattery_3,{name_initiator} s'est attiré les bonnes grâces de {name_target}
actor.deep_social_alias.flattery_4,{name_initiator} a rampé devant {name_target}
actor.deep_social_alias.flattery_5,{name_initiator} a feint d'admirer {name_target}
actor.deep_social_alias.flattery_6,{name_initiator} a exalté {name_target}
actor.deep_social_alias.flattery_7,{name_initiator} a amadoué {name_target}
actor.deep_social_alias.good_joke_1,{name_initiator} a échangé quelques mots d'esprit avec {name_target}
actor.deep_social_alias.good_joke_2,{name_initiator} a raconté une nouvelle blague à {name_target}
actor.deep_social_alias.good_joke_3,{name_initiator} a bien rigolé avec {name_target}
actor.deep_social_alias.good_joke_4,{name_initiator} a partagé une anecdote avec {name_target}
actor.deep_social_alias.good_joke_5,{name_initiator} a montré une parodie à {name_target}
actor.deep_social_alias.intrigue_1,{name_initiator} a partagé quelques rumeurs avec {name_target}
actor.deep_social_alias.intrigue_2,{name_initiator} a révélé toute la vérité à {name_target}
actor.deep_social_alias.intrigue_3,{name_initiator} a confirmé ce dont {name_target} avait peur
actor.deep_social_alias.intrigue_4,{name_initiator} a partagé un secret avec {name_target}
actor.deep_social_alias.intrigue_5,{name_initiator} a éclairé {name_target}
actor.deep_social_alias.intrigue_6,{name_initiator} a révélé qui était vraiment {name_target}
actor.deep_social_alias.intrigue_7,{name_initiator} a fait une allusion à {name_target}
actor.deep_social_alias.slight_1,{name_initiator} a méprisé {name_target}
actor.deep_social_alias.slight_2,{name_initiator} a ignoré {name_target}
actor.deep_social_alias.slight_3,{name_initiator} a remis {name_target} à sa place
actor.deep_social_alias.slight_4,{name_initiator} a fait semblant de ne pas entendre {name_target}
actor.deep_social_alias.sorry_1,{name_initiator} a présenté ses excuses à {name_target}
actor.deep_social_alias.bye_1,{name_initiator} dit au revoir à {name_target} avant de partir.
actor.deep_social_alias.bye_2,{name_initiator} promet à {name_target} de revenir bientôt.
actor.deep_social_alias.bye_3,{name_target} souhaite à {name_initiator} un bon voyage.
actor.deep_social_alias.flirt_1,{name_initiator} tente de séduire {name_target}.
actor.deep_social_alias.flirt_2,{name_initiator} invite {name_target} à un rendez-vous galant.
actor.deep_social_alias.flirt_3,{name_initiator} joue avec le feu et drague {name_target}.
actor.deep_social_alias.flirt_4,{name_initiator} promet une folle nuit d'ébats à {name_target}.
opinion_mind_interest.hint_title,Intérêt : {interest}
opinion_mind_interest.zodiak_signs,Odeur
opinion_mind_interest.beauty,Apparence
opinion_mind_interest.age,Charme de la jeunesse
opinion_mind_interest.drank,Influence de l'alcool
opinion_mind_interest.love,Ivre d'amour
opinion_mind_interest.religious_fan,Désaccords religieux
opinion_mind_interest.scars,Cicatrices
opinion_mind_interest.ugly,Visage balafré
opinion_mind_interest.romantic,Besoin de forniquer
opinion_mind_interest.opinion,Relations
opinion_mind_interest.manners,Écart de niveau entre les manières
opinion_mind_interest.guest,Hôte
opinion_mind_interest.has_paramour,Sentiments envers partenaire
opinion_mind_rumor_prefix,Rumeur : {rumor}
opinion_mind.abuse,A proféré des insultes contre moi
opinion_mind.abuse_paramour,A insulté son ou sa partenaire
opinion_mind.adultery,N'est pas au courant de mon infidélité
opinion_mind.blinded_relative,Aveuglé·e par l'amour
opinion_mind.bribe_me,M'a soudoy݇é·e
opinion_mind.chitchat,Bavardages
opinion_mind.close_relative,Parent proche
opinion_mind.convicted_of_adultery,Trahison du ou de la partenaire
opinion_mind.coward,Lâche
opinion_mind.criminal,A été complice de crimes
opinion_mind.deep_talk,A eu une conversation sérieuse
opinion_mind.drunk_fight,Bagarre alcoolisée
opinion_mind.beat_me,M'a frappé·e
opinion_mind.envy_happy,Nage dans le bonheur !
opinion_mind.envy_runes,Envie d'anneaux sacrés
opinion_mind.envy_for_babys,Envie d'une progéniture
opinion_mind.envy_for_victory,Envie de victoires
opinion_mind.evil_joke,S'est moqué·e de moi
opinion_mind.ex_paramour,Ancien amour
opinion_mind.executed_relative,A exécuté un être cher
opinion_mind.punished_me,M'a puni·e !
opinion_mind.flattery,M'a fait des compliments
opinion_mind.flirt,Rendez-vous galant imminent
opinion_mind.game_of_dice_loose,A gagné contre moi aux dés !
opinion_mind.gift,M'a offert un présent
opinion_mind.good_commander,Commandant heureux
opinion_mind.good_joke,Ont bien rigolé ensemble !
opinion_mind.king_gift,M'a offert un présent royal
opinion_mind.heir_envy,Convoite le trône
opinion_mind.hunt_together,Partie de chasse à deux
opinion_mind.intrigue,Rumeurs obscènes
opinion_mind.sorry,A présenté ses excuses
opinion_mind.jealousy,Adversaire !
opinion_mind.love,Je ne pense qu'à cette personne !
opinion_mind.negative_rumor_1,Mange la nuit
opinion_mind.negative_rumor_10,Compte partir et ne pas revenir
opinion_mind.negative_rumor_11,Souffre d'une maladie vénérienne
opinion_mind.negative_rumor_12,Mouille son lit
opinion_mind.negative_rumor_13,Accumule des déchets
opinion_mind.negative_rumor_14,Cache son athéisme
opinion_mind.negative_rumor_15,Dort sur un tapis près de la porte
opinion_mind.negative_rumor_16,Secrètement pyromane
opinion_mind.negative_rumor_17,Se lave rarement
opinion_mind.negative_rumor_18,Finit toujours les restes
opinion_mind.negative_rumor_19,Se promène sans vêtements la nuit
opinion_mind.negative_rumor_2,Se cure le nez
opinion_mind.negative_rumor_20,Possédé·e par un esprit maléfique
opinion_mind.negative_rumor_21,Vénère une souche
opinion_mind.negative_rumor_22,Incapable de forniquer
opinion_mind.negative_rumor_23,Se gratte les aisselles
opinion_mind.negative_rumor_24,Mange des insectes
opinion_mind.negative_rumor_25,Crie la nuit
opinion_mind.negative_rumor_3,Se rince l'œil sur les domestiques
opinion_mind.negative_rumor_4,Lâche des pets
opinion_mind.negative_rumor_6,Boit beaucoup
opinion_mind.negative_rumor_7,Casse du sucre sur le dos des autres
opinion_mind.negative_rumor_8,Vole des ustensiles
opinion_mind.negative_rumor_9,Devient chauve
opinion_mind.night_murder,Tueur·euse sanguinaire
opinion_mind.other_relatives,Autres parents proches
opinion_mind.paramour,Âme sœur
opinion_mind.paranoid_hate,Haine paranoïaque
opinion_mind.personality_arrogant,Méprise les pauvres
opinion_mind.personality_contradictory_hate,Haine inexpliquée
opinion_mind.personality_contradictory_love,Amour inexpliqué
opinion_mind.personality_mismatch,Personnalité désagréable
opinion_mind.personality_mismatch_heavy,Personnalité extrêmement désagréable
opinion_mind.positive_rumor_1,Écrit des poèmes secrètement
opinion_mind.positive_rumor_10,Secrètement romantique
opinion_mind.positive_rumor_11,Regrette le passé
opinion_mind.positive_rumor_12,Voit des personnes mortes
opinion_mind.positive_rumor_13,En phase terminale
opinion_mind.positive_rumor_15,Adore les enfants
opinion_mind.positive_rumor_16,Possède un rat
opinion_mind.positive_rumor_17,A des pouvoirs d'hypnose
opinion_mind.positive_rumor_18,Cache son amour
opinion_mind.positive_rumor_2,Est tendre au lit
opinion_mind.positive_rumor_3,Cache sa dépression
opinion_mind.positive_rumor_4,Ressent de la culpabilité
opinion_mind.positive_rumor_5,Plante des fleurs
opinion_mind.positive_rumor_6,Rêve d'apprendre à voler
opinion_mind.positive_rumor_7,Collectionne les boucles de ceinture
opinion_mind.positive_rumor_8,Aide secrètement les malades
opinion_mind.positive_rumor_9,Peut forniquer cinq fois en une seule nuit
opinion_mind.pretender_envy,Jalousie envers l'héritier ou héritière
opinion_mind.refuse_flirt,A refusé un rendez-vous galant
