Key,Polska
hint_wish_know5,"Pragnienie poszerzenia wiedzy
Ta osoba marzy o poszerzeniu swoich horyzontów i poznaniu dwóch fragmentów <hint=hint_idea>wiedzy</hint>.

[hint_MORAL_DEBUFF]

Aby pomóc tej osobie, kup <hint=hint_book>księgi</hint> u <hint=hint_holy_caravan>Świętej Karawany</hint> i zbadaj je w <hint=hint_knowledge_menu>menu „Wiedza”</hint>.

[hint_its_a_obsession]"
hint_wish_learn_tech,"Pragnienie głębokiej wiedzy
Ta osoba marzy o odkryciu czegoś nowego i poznaniu pierwszego fragmentu <hint=hint_idea>wiedzy</hint>.

[hint_MORAL_DEBUFF]

Aby pomóc tej osobie, kup <hint=hint_book>księgi</hint> u <hint=hint_holy_caravan>Świętej Karawany</hint> i zbadaj je w <hint=hint_knowledge_menu>menu „Wiedza”</hint>.

[hint_its_a_obsession]"
hint_wish_meat,"Pragnienie mięsa
Ta osoba od dawna nie jadła wieprzowiny i chce sobie przypomnieć jej smak.

[hint_MORAL_DEBUFF]

Aby spełnić to pragnienie, dopilnuj, aby w składzie znajdowało się <hint=hint_resource_meat>mięso</hint>.

[hint_its_a_dream]"
hint_wish_get_gift,"Pragnienie nagrody
Lord czuje się niedoceniony i marzy o nagrodzie od króla.

[hint_MORAL_DEBUFF]

Aby spełnić to pragnienie, poleć królowi nagrodzić tego lorda.

[hint_its_a_obsession]"
hint_wish_revenge,"Pragnienie zemsty
Ta osoba ucieszy się, jeśli {soul_uuid_target} otrzyma karę za swoje przewiny.

[hint_MORAL_DEBUFF]

To pragnienie można spełnić na kilka sposobów:
$ Wyzwij przestępcę na pojedynek.
$ Poleć królowi ukarać przestępcę.
$ Lub poczekaj, aż osoba sama rozwiąże problem.

[hint_its_a_obsession]"
hint_wish_enemy_dead,"Pragnienie śmierci wroga
Ta osoba ucieszy się, jeśli jej śmiertelny wróg, {soul_uuid_target}, umrze.

[hint_MORAL_DEBUFF]

To pragnienie można spełnić na kilka sposobów:
$ Wyzwij wroga tej osoby na pojedynek.
$ Poleć królowi go ściąć.
$ Lub poczekaj, aż osoba sama rozwiąże problem.

[hint_its_a_obsession]"
hint_wish_punished,"Pragnienie ukarania zabójcy
Ta osoba ucieszy się, jeśli {soul_uuid_target} otrzyma karę za dokonanie morderstwa.

[hint_MORAL_DEBUFF]

To pragnienie można spełnić na kilka sposobów:
$ Król może ściąć, oślepić lub wygnać przestępcę.
$ Lub poczekaj, aż osoba sama rozwiąże problem.

[hint_its_a_obsession]"
hint_wish_bishop_want_punish,"Pragnienie zbawienia dla grzesznika
Biskup wierzy, że {soul_uuid_target} ma na sumieniu niewybaczalne <hint=hint_sin>grzechy</hint> i należy tę osobę <hint=hint_punishment_blindness>oślepić</hint>, żeby nie mogła już więcej grzeszyć.

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_with_bishop_want_church,"Potrzeba świątyń
Biskup uważa, że to niewybaczalne, iż z powodu niedoboru świątyń nie wszystkie dzieci Świętej Zofii mogą słuchać kazań.
Potrzebne świątynie: {count}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_unavailable_already_sent_help,"Pomoc przybyła
Twoja armia przybyła do miasta i jest gotowa go bronić."
hint_unavailable_captive_high_loyalty,"Lojalność zbyt niska
Lojalność jeńca nie może mieć wartości ujemnej. Tylko wtedy ta osoba będzie gotowa przyłączyć się do twojego rodu szlacheckiego."
hint_global_map_danger_unknown,"~
<red>Nad miastem wisi nieznane zagrożenie.</red>"
hint_global_map_danger_mountains_bandits,"~
Po niedawnych wydarzeniach {soul_uuid_king} został osłabiony, a zwiadowcy donoszą, że ku jego miastu zmierza duża grupa <hint=hint_person_maroders>maruderów</hint>."
hint_global_map_danger_ai_lord_family_destroy,"~
<red>Konflikt między dwoma władcami rozgorzał do takiego poziomu, że {soul_uuid_king_s} chce spalić miasto {faction_uuid} na popiół.</red>"
hint_global_map_danger_forest,"~
<red><hint=hint_persons_forest_bandits>Leśni bandyci</hint> w tej prowincji stali się tak zuchwali, że planują splądrować miasto.</red>"
hint_global_map_danger_marauders,"~
<red>Silny oddział <hint=hint_person_maroders>maruderów</hint> zmierza ku miastu, aby je splądrować.</red>"
hint_global_map_danger_vassal_riot,"~
Stosunki <red>{soul_uuid_king} – {soul_uuid_king_s} ({faction_uuid_sir}) uległy pogorszeniu i teraz wasal chce się wyrwać spod jarzma swego seniora.</red>"
hint_global_map_danger_ai_attacked_by_lord_family,"~
<red>Wrogość pomiędzy królami doprowadziła do wybuchu wojny i teraz {soul_uuid_king_s} ({faction_uuid_s}) zamierza splądrować: {faction_uuid}.</red>"
hint_global_map_danger_faceless,"~
<hint=hint_unholy_horde>Horda Przeklętych</hint> <red>szykuje się do ataku. Jeśli jej się powiedzie, miasto zostanie zniszczone, a jej lordowie zginą.</red>
"
hint_global_map_danger_rebellion_heir,"~
<red>{soul_uuid_heir} wznieca bunt z powodu niskiej lojalności. Jeśli bunt się powiedzie, obecny król {soul_uuid_king} straci władzę, a jego miejsce zajmie {soul_uuid_heir}.</red>"
hint_global_map_danger_ai_lord_family_conquest,"~
<red>{soul_uuid_king_s} ({faction_uuid_s}) zyskuje na sile i zamierza przyłączyć do swojego królestwa nową prowincję: {faction_uuid}.</red>"
hint_unavailable_forbidden_action_with_ally,"To działanie jest niemożliwe.
Nie możesz tego zrobić z sojusznikiem."
hint_unavailable_declaration_already_sended_from_ai,"Wysłano już ofertę
{soul_uuid_king} już oferuje ci to porozumienie."
hint_unavailable_no_global_map_army,"Brak armii
Na mapie globalnej nie ma żadnej armii do wyboru."
hint_unavailable_vassal_demand_exists,"W trakcie hołdu lennego
Rozpoczęto już proces hołdu lennego tego miasta."
hint_unavailable_assault_exists,"Trwa atak na miasto
Rozpoczęto przygotowania do ataku na to miasto, więc to działanie jest niedostępne."
hint_unavailable_no_request_help_reasons,"Brak powodu dla prośby o pomoc
Nikt nie próbuje cię teraz atakować, więc nie możesz prosić o pomoc wojskową."
hint_quest_unsuccess_no_free_titles,"Brak dostępnych tytułów!
Nie masz wolnych <hint=hint_title>tytułów</hint>, więc nie możesz zaprosić lorda do swojej rodziny."
hint_unavailable_help_already_requested,"Prośba o pomoc została już wysłana
Król {soul_uuid_king} otrzymał już twoją prośbę o pomoc. Jeśli sojusznik nie przybył z odsieczą, jego armia zapewne jest zajęta gdzie indziej. Może warto zaczekać na jej powrót."
hint_unavailable_close_family_relations,"Bliskie pokrewieństwo
Ci lordowie są zbyt bliskimi krewnymi."
hint_unavailable_already_married,"W związku małżeńskim
Ten lord ma już żonę lub męża."
hint_global_map_battle_start_unavailable,"Bitwa ręczna
Obecnie dostępne jest wyłącznie automatyczne rozstrzyganie bitew. Poczekaj na przyszłe aktualizacje gry!"
hint_unavailable_gold,"Zbyt mało złota
$ Wymaga <hint=hint_resource_gold>{gold}</hint>."
hint_unavailable_resources,"Zbyt mało zasobów
$ Wymaga {offer_resource_stack}."
hint_unavailable_target_is_vassal,"Wasal
{soul_uuid_king} jest wasalem, więc to działanie jest niedostępne."
hint_unavailable_attack_army,"Nie możesz zaatakować
Maszerującej armii nie można atakować, jeśli nie kieruje się na twoje miasto."
hint_unavailable_player_is_vassal,"Brak pozwolenia
Jako wasal nie masz dość władzy, aby to zrobić."
hint_unavailable_player_is_sir_for_target,"Obowiązek seniora
Jako senior nie możesz atakować swoich wasali."
hint_unavailable_bad_opinion,"Zbyt słabe stosunki
{soul_uuid_king} nie lubi cię wystarczająco. Obecnie między waszymi królami stosunki wynoszą {current_opinion}, a min. wymagana wartość to {required_opinion}."
hint_unavailable_declared_peace,"Działanie niedostępne
Nie możesz przeprowadzić tego agresywnego działania, ponieważ podpisano święte porozumienie pokojowe, a nad jego respektowaniem czuwa Kochający Ród.

Żaden z wojowników ani mieszkańców Norlandu nie ośmieliłby się skalać świętości porozumienia, żeby nie wzbudzić gniewu Świętej Zofii."
hint_unavailable_must_be_neighbore,"Poza zasięgiem wpływów
Twoja prowincja lub twój wasal musi graniczyć z twoim celem."
hint_your_enemies_too_strength.defence_alliance,"Wrogowie są zbyt silni
Twoi wrogowie są zbyt silni, więc {soul_uuid_king} nie chce dołączyć do twojego sojuszu."
hint_unavailable_strength,"Zbyt słaba armia
<hint=hint_army_power>Siła</hint> twojej armii jest mniejsza niż armii tego lorda, który cię z tego powodu nie szanuje."
hint_unavailable_many_guests,"Zbyt wielu gości
Ta prowincja wysłała już do ciebie maksymalną liczbę gości."
hint_action_unavailable_own_town_wolves_around,"Żerwilki w pobliżu
Dopóki wataha żerwilków otacza twoje miasto, nikt nie może go opuścić ani do niego dotrzeć.
Albo nasza armia rozbije watahę, albo poczekamy, aż sama się rozproszy."
hint_action_unavailable_other_town_wolves_around,"Żerwilki w pobliżu
Dopóki wataha żerwilków otacza to miasto, nikt nie może go opuścić ani do niego dotrzeć.
Żeby wejść w interakcję z tą prowincją, ktoś musi rozbić watahę albo należy poczekać, aż sama się rozproszy."
hint_unavailable_migration_already_increased,"Migracja jest już zwiększona
Migrację będzie można zwiększyć ponownie za {days} d."
hint_unavailable_migration_already_decreased,"Migracja jest już zmniejszona
Migrację będzie można zmniejszyć ponownie za {days} d."
hint_actor_unavailable_need_male,"Nieodpowiednia płeć
Do tego działania potrzebujesz lorda płci <b>męskiej</b>."
hint_actor_unavailable_need_female,"Nieodpowiednia płeć
Do tego działania potrzebujesz lorda płci <b>żeńskiej</b>."
hint_actor_unavailable_need_single,"Nieodpowiedni lord
Lord nie może być w związku małżeńskim."
hint_actor_unavailable_in_battle,"Lord toczy bitwę
Nie można odesłać lorda, który bierze udział w bitwie."
hint_actor_unavailable_in_battle_squad,"Lord w oddziale
Lordowi nie można przydzielić innych zajęć, gdy jest częścią oddziału."
hint_unavailable_already_support,"Udzielono już pomocy
{soul_uuid_king} jest zbyt dumny, żeby przyjąć dalszą pomoc."
hint_actor_unavailable_is_has_tantrum,"Lord przeżywa załamanie
Nie można odesłać lorda, który przeżywa załamanie nerwowe."
hint_actor_unavailable_is_immobilized,"Lord nie może chodzić
Nie można odesłać lorda, który nie może chodzić."
hint_actor_unavailable_is_kid,"Lord jest dzieckiem
Nie możesz odesłać lorda, dopóki nie będzie miał {adulthood_age} lat."
hint_actor_unavailable_target_is_kid,"Lord jest dzieckiem
Nie możesz wpływać na lorda, dopóki nie będzie miał {adulthood_age} lat."
hint_actor_unavailable_is_free_lord,"Nieodpowiedni lord
<b>Wolnym lordom</b> nie można przydzielić tego zadania."
hint_actor_unavailable_by_skills,"Niskie umiejętności
Ten lord ma zbyt niskie umiejętności, by wykonać to zadanie."
hint_actor_unavailable_is_captive,"Lord w niewoli
Lordowi nie można przydzielić zajęć, gdy znajduje się w niewoli."
hint_actor_unavailable_is_lost_in_action,"Lord zaginął bez śladu
Lord zaginął bez śladu. Musimy poczekać kilka dni, zanim powróci."
hint_actor_unavailable_to_leave_immobilized,"Lord nie może chodzić
Lord nie może chodzić, więc nie zdoła opuścić miasta."
hint_actor_unavailable_to_leave_kid,"Lord jest dzieckiem
Nie można zaprosić lorda, dopóki nie będzie miał {adulthood_age} lat."
hint_actor_unavailable_to_leave_commander_with_intention,"Lord dowodzi
Lord dowodzący armią ma rozkaz, aby pozostać w mieście, więc nie może się przemieścić."
hint_actor_unavailable_to_leave_heir_low_loyalty_for_king,"Ryzyko buntu spadkobiercy
Król nie może opuścić miasta, dopóki nie minie ryzyko, że spadkobierca wznieci bunt."
hint_actor_unavailable_to_leave_heir_low_loyalty_for_heir,"Ryzyko buntu spadkobiercy
Spadkobierca planuje bunt, więc na razie nie może opuścić miasta."
hint_actor_unavailable_to_leave_low_loyalty,"Niska lojalność
Lord rozważa, czy nie opuścić frakcji, więc na razie chce pozostać w mieście."
hint_actor_unavailable_to_leave_pregnant,"Ciąża
Lord spodziewa się dziecka, więc na razie nie opuści miasta."
hint_actor_unavailable_is_king,"Król
Królom nie możesz przydzielać tego zadania."
hint_actor_unavailable_is_queen,"Królowa
Królowym nie możesz przydzielać tego zadania."
hint_actor_unavailable_to_leave_king_with_intention,
hint_battle_squad_unavailable_in_battle,"Oddział toczy bitwę
Nie można wydawać rozkazów oddziałowi, który toczy bitwę."
hint_battle_squad_unavailable_commander_is_immobilized,"Dowódca nie może chodzić
Nie można wydawać rozkazów oddziałowi, gdy jego dowódca nie może chodzić."
hint_unavailable_send_messenger_no_messengers,"Brak posłańców
Obecnie nie masz posłańców do odprawienia."
hint_unavailable_no_bandits,"Brak zbójów w mieście
W tym mieście nie ma żadnych zbójów, więc nie ma komu przydzielać tego zadania.
Liczba zbójów w mieście zmienia się co kilka dni."
hint_unavailable_no_books,"Brak ksiąg w mieście
W bibliotece tego miasta nie ma żadnych ksiąg, które można ukraść. Może za kilka dni jakieś się pojawią."
hint_unavailable_target_no_runes,"Zbyt mało pierścieni
Ten lord ma za mało pierścieni. 
Wymaga <hint=hint_resource_rune>{rune_number}</hint>."
hint_unavailable_no_runes,"Zbyt mało pierścieni
Masz za mało świętych pierścieni, żeby to zrobić. Wymaga <hint=hint_resource_rune>{rune_number}</hint>."
hint_unavailable_send_messenger_no_paper,"Zbyt mało papieru
Masz zbyt mało papieru, żeby odprawić posłańca. Ta czynność wymaga <hint=hint_resource_paper>{paper_number}</hint>."
hint_unavailable_no_charisma,"Brak cechy Charyzma
Lord nie posiada cechy Charyzma."
hint_send_messenger,"Posłaniec
Król powierzy zadanie przekazania listu wolnemu chłopu. Jeśli nie znajdzie bezrobotnego chłopa, wybierze najbliższego robotnika.

Będzie to wymagać <hint=hint_resource_paper>{paper_cost}</hint>."
hint_lord_love,"~
$ Lord {lord_name} będzie cię wielbić"
hint_lord_hate,"~
$ Lord {lord_name} będzie cię nienawidzić"
hint_group_attack_fail,"~
$ Oddział cię pokonał i zniknął w głębinach lasu"
hint_group_attack_success,"~
$ Udało ci się pochwycić {slaves_captured} jeńców"
hint_DESCRIPTION,Więcej
hint_SENDER,"~
To działanie można wykonać z pomocą <hint=hint_sender>posłańca</hint>."
hint_support_tanaya,"Nastawienie kościoła do Tanayańczyków
<hint=hint_sofia_cult>Kochający Ród</hint> zawsze wspiera wiernych synów <hint=hint_culture_tanaya>tanayańskiej</hint> kultury, więc pomaganie temu królowi <b>jest czynem błogosławionym</b>."
hint_not_support_mahka,"Nastawienie kościoła do Makhańczyków
<hint=hint_sofia_cult>Kochający Ród</hint> nie darzy sympatią byłych <hint=hint_culture_makha>makhańskich</hint> heretyków, więc pomaganie temu królowi <b>nie jest czynem błogosławionym</b>."
hint_ask_help_attack_aborted_result,"Zagrożenie minęło
{faction_uuid} może odetchnąć z ulgą, ponieważ wróg zmienił plany i nie zamierza już tam atakować. Twoje wojska wracają do domu."
hint_ask_help_attack_aborted_result_letter_1,"~
Zagrożenie minęło. Wróg zmienił zdanie i postanowił odwołać atak. Doceniam twoją pomoc, ale na szczęście nie była potrzebna. Nasze modły zostały wysłuchane."
hint_ask_help_attack_aborted_result_letter_2,"~
Dziękuję za przysłaną pomoc. Jednakże wróg pokazał, że jest bardziej tchórzliwy niż zając, i nie zdecydował się wydać nam bitwy. Będzie ubaw po pachy, jak wszyscy o tym usłyszą!
"
hint_church_good_opinion_against_faceless,"~
$ Matrona pochwala twoje wsparcie w walce z Hordą: <green>{church_rel_im}</green>"
hint_church_good_opinion_tanaya,"~
$ Matrona pochwala pomoc <hint=hint_support_tanaya>udzieloną Tanayi</hint>: <green>{church_rel_im}</green>"
hint_church_bad_opinion_makha,"~
$ Matrona <hint=hint_not_support_mahka>nie pochwala twojej pomocy</hint>: <red>{church_rel_de}</red>"
hint_ALLIES,"~
Lista sojuszników króla:
{list_of_defence_allies}"
hint_CHURCH_PLUS,"~
Kochający Ród i Matrona wspierają tego króla.

$ Stosunki z Matroną: <green>{church_im}</green>"
hint_CHURCH_MINUS,"~
Kochający Ród i Matrona nie wspierają tego króla.

$ Stosunki z Matroną: <red>{church_der}</red>"
hint_attack_enemy_army,"Atak
Podejmiesz pościg i zaatakujesz tę armię.
{optional_stack}"
hint_event_king_help,"~
Król {soul_uuid_king_1} ({faction_uuid_1}) przysłał <hint=hint_resource_gold>{sum}</hint> jako wsparcie dla króla {soul_uuid_king_2} ({faction_uuid_2}) w walce z Hordą Przeklętych."
hint_event_horde_won,"~
<red>Złe wieści</red>: Horda Przeklętych zdobyła i spaliła miasto {faction_uuid_1}. Król {soul_uuid_king} poległ, a jego ród wygasł."
hint_event_house_won,"~
Król {soul_uuid_king_1} ({faction_uuid_1}) zniszczył ród {faction_uuid_2} i spalił jego miasto. Król {soul_uuid_king_2} i cała jego rodzina nie żyją."
hint_random_event_lord_dead_on_hunt,"~
Lord {soul_uuid_target} ({faction_uuid_target}) zginął na polowaniu."
hint_random_event_lord_killed_by_lord,"~
Lord {soul_uuid_target} ({faction_uuid_target}) został zabity. Jego zabójcą jest {soul_uuid_member} ({faction_uuid_member})."
hint_random_event_lord_executed,"~
Lord {soul_uuid_target} ({faction_uuid_target}) został stracony."
hint_random_event_lord_dead_from_wounds,"~
Lord {soul_uuid_target} ({faction_uuid_target}) zginął od ran."
hint_random_event_lord_blinded,"~
Lord {soul_uuid_target} ({faction_uuid_target}) został oślepiony."
hint_random_event_lord_was_expelled,"~
Lord {soul_uuid_target} ({faction_uuid_old}) został wygnany i dołączył do frakcji {faction_uuid_new}."
hint_random_event_lord_change_faction,"~
Lord {soul_uuid_target} ({faction_uuid_old}) postanowił dołączyć do rodu szlacheckiego {faction_uuid_new}."
hint_random_event_kings_friends,"~
Król {soul_uuid_king_1} ({faction_uuid_1}) zaprzyjaźnił się z {soul_uuid_king_2} ({faction_uuid_2})."
hint_random_event_kings_abuse,"~
Król {soul_uuid_king_1} ({faction_uuid_1}) pokłócił się z {soul_uuid_king_2} ({faction_uuid_2})."
hint_random_event_rebellion,"~
{faction_uuid} – wybuchł bunt, w którym ginie {dead_lords_stack}."
hint_random_event_death_during_childbirth,"~
Lord {soul_uuid_target} ({faction_uuid}) umiera podczas porodu."
hint_event_new_vassal,"~
{faction_uuid_1} zostaje wasalem króla {soul_uuid_king_2} ({faction_uuid_2})."
hint_event_other_town_has_been_attacked_success,"~
{faction_uuid_attacker} przeprowadza udany atak na stolicę wroga ({faction_uuid_target})."
hint_event_other_town_has_been_attacked_fail,"~
{faction_uuid_attacker} przeprowadza nieudany atak na stolicę wroga ({faction_uuid_target})."
hint_event_other_village_has_been_attacked,"~
{faction_uuid_attacker} pali wioskę wroga ({faction_uuid_target})."
hint_event_bandit_camp_was_attack_success,"~
Obóz bandytów na terytorium {faction_uuid_bandit_area} został zniszczony przez armię ({faction_uuid_attacker})."
hint_event_bandit_camp_was_attack_fail,"~
Obóz bandytów na terytorium {faction_uuid_bandit_area} odparł atak armii ({faction_uuid_attacker})."
hint_event_alliance_against_agressor,"~
Król {soul_uuid_king_1} ({faction_uuid_1}) dołącza do sojuszu wolnych miast, na którego czele stoi {soul_uuid_king_2} ({faction_uuid_2}), z powodu zagrożenia, jakie stanowi {faction_uuid_3}."
hint_event_many_vassals,"~
Król {soul_uuid_king} ({faction_uuid}) ma już trzech wasali!"
hint_possible_helper_line,"~
$ {soul_uuid_king} z frakcji {faction_uuid}"
hint_possible_helpers_enemies,"Wrogowie
Istnieje szansa, że weźmie udział w konflikcie wymierzonym w jego wroga."
hint_possible_helpers_allies,"Sojusznicy
Sojusznik jest zobowiązany do udzielenia pomocy w przypadku zagrożenia militarnego. Jednak jeśli zacznie się obawiać o bezpieczeństwo, może zerwać umowę, a wtedy stosunki ulegną zepsuciu."
hint_possible_helpers_enemies_to_ai_header,"~
<hint=hint_possible_helpers_enemies>Istnieje szansa</hint>, że {soul_uuid_king} udzieli pomocy:"
hint_possible_helpers_allies_to_ai_header,"~
{soul_uuid_king} <hint=hint_possible_helpers_allies>najprawdopodobniej</hint> udzieli pomocy:"
hint_possible_helpers_enemies_to_player_header,"~
<hint=hint_possible_helpers_enemies>Istnieje szansa</hint>, że otrzymasz pomoc:"
hint_possible_helpers_allies_to_player_header,"~
Z pewnością pomogą ci:"
hint_support_by_church_success,"~
$ Matrona pochwala twoje działania w tej sytuacji. Stosunki: {church_improve}"
hint_support_by_church_fail,"~
$ Matrona nie pochwala twoich działań w tej sytuacji. Stosunki: {church_der}"
hint_marriage_female_description,"[hint_DESCRIPTION]
{soul_uuid_female} osiąga wiek ślubny i czeka na propozycje potencjalnych partnerów.

$ Za tę pannę młodą należy uiścić opłatę <hint=hint_resource_gold>{bride_price}</hint>.
$ Twoje stosunki z tym rodem staną się rodzinne."
hint_marriage_female_proposal,"{name}
{soul_uuid_female} osiąga wiek ślubny i czeka na propozycje potencjalnych partnerów.
Zostanie ona żoną jednego z twoich lordów płci męskiej.

$ Ród panny młodej otrzyma <hint=hint_resource_gold>{bride_price}</hint>.
$ Stosunki między królem panny młodej i twoim królem poprawią się o <green>{rel_improve}</green>.
$ <b>Panna młoda przeprowadzi się do miasta swego męża</b>.
"
hint_marriage_female_proposal_success,"~
{soul_uuid_female} i {soul_uuid_groom} zawierają ślub, a panna młoda niedługo przybędzie do twojego miasta.

$ Stosunki między królem panny młodej i twoim królem poprawiają się o <green>{rel_improve}</green>."
hint_marriage_female_letter_1,"~
Jakże cieszy mnie ten mariaż! Więzi rodzinne są tęższe niż skała. Niezawodnie nasz rodzinny alians stanie się właśnie tak mocny. Życzę Wam wszystkiego dobrego i czekam z niecierpliwością na nasze rychłe spotkanie!"
hint_marriage_female_letter_2,"~
Piszę, by podziękować za przyjęcie naszej młodej damy pod Wasze opiekuńcze skrzydła. Mam nadzieję, że z czasem wybiją dzwony, by oznajmić powicie pierworodnego."
hint_marriage_female_letter_3,"~
Ból rozłąki z bliską osobą jest ogromny, lecz koi go radość z tego mariażu. Z pewnością nasze królestwa będą teraz żyć ze sobą w harmonii."
hint_marriage_female_letter_4,"~
Niezmiernie mnie raduje ten mariaż naszego potomstwa. Więzy rodzinne są silniejsze niż przyjaźń. Zdaję sobie sprawę, iż panna młoda urodą nie grzeszy, a jej charakteru anielskim nazwać nie sposób, lecz zdrowie ma, niechybnie, silniejsze niż tur!"
hint_marriage_female_letter_5,"~
Tak wielce pragnęła doczekać nocy poślubnej, iż po zmierzchu oka zmrużyć nie mogła, a my cieszymy się niezmiernie, że w końcu do tego doszło. Wierzę też, iż ten mariaż nie tylko zapewni nam spadkobierców, ale otworzy naszym rodom drogę do rozkwitu!"
hint_marriage_male_description,"[hint_DESCRIPTION]
{soul_uuid_male} osiąga wiek ślubny i czeka na propozycje niezamężnych szlachcianek.

$ Zgodnie z tradycją za pannę młodą należy uiścić opłatę, której wysokość zależy od siły rodu. W tym przypadku cena wyniesie <hint=hint_resource_gold>{bride_price}</hint>.
$ Wasze stosunki poprawią się o <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal,"{name}
{soul_uuid_male} osiąga wiek ślubny i czeka na propozycje niezamężnych szlachcianek.
Zostanie on mężem jednego z twoich lordów płci żeńskiej.

$ W zamian otrzymasz <hint=hint_resource_gold>{bride_price}</hint>.
$ Stosunki między królem pana młodego i tobą poprawią się o <green>{rel_improve}</green>.
$ <b>Panna młoda przeprowadzi się do miasta swojego męża</b>.
$ Wasze stosunki poprawią się o <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal_success,"~
{soul_uuid_bride} przybyła do miasta pana młodego ({soul_uuid_male}) i wyszła za niego podczas ceremonii zaślubin.

$ Stosunki między królem pana młodego i twoim królem poprawią się o <green>{rel_improve}</green>."
hint_marriage_male_proposal_success_letter_1,"~
Ufam, że ten ślub stanie się zalążkiem długiej przyjaźni. Zapanowały niepewne czasy, a światem wstrząsają wojny i tragedie. Tylko razem możemy stawić czoła tym wyzwaniom."
hint_marriage_male_proposal_success_letter_2,"~
Spieszę wyrazić swą wdzięczność! Panna młoda z Waszego rodu szlachetna jest i gładkie ma usposobienie. Zapewniam, że w naszym domostwie nie zazna ni trudu, ni upokorzeń, a jedynie szacunek i opiekę."
hint_marriage_male_proposal_success_letter_3,"~
Wielkim dla nas honorem jest więź rodzinna z Waszym rodem. Niech niebiosa i ziemia błogosławią ten związek. Panna młoda tęskni nieco za domem, ale wierzę, że wkrótce przywyknie. Zapewniam, że otoczymy ją dobrą opieką."
hint_marriage_male_proposal_success_letter_4,"~
Me serce wypełnia uniesienie na myśl o tym mariażu. Wasza młoda dama jest ze wszech miar cudowna, choć emocje targają nią silne! Życzę Wam wszystkiego dobrego!"
hint_king_tribute_100_description,"[hint_DESCRIPTION]
{soul_uuid_king} sądzi, że twoja armia jest bardzo <hint=hint_army_power>słaba</hint>, ale sugeruje, że do zwiększenia bezpieczeństwa regionu możesz przyczynić się datkiem pieniężnym.

$ Musisz przekazać królowi {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Jeśli tego nie zrobisz, za 2 dni wasze stosunki pogorszą się o <red>{rel_de}</red>.

[hint_SENDER]"
hint_king_tribute_100,"Wyślij złoto
$ {soul_uuid_king} otrzyma <hint=hint_resource_gold>{tribute_money}</hint>.
$ Wasze stosunki poprawią się o <green>{rel_imp}</green>."
hint_king_tribute_100_success,"~
$ Król {soul_uuid_king} otrzymał od ciebie <hint=hint_resource_gold>{tribute_money}</hint>.
$ Wasze stosunki poprawiły się o <green>{rel_imp}</green>."
hint_king_tribute_100_ignore,"~
$ Odmówiono zapłaty daniny, co uraziło króla {soul_uuid_king}.
$ Wasze stosunki pogorszyły się o <red>{rel_de}</red>."
hint_king_tribute_100_success_letter_1,"~
Dziękuję Ci za ten dar złota! Szczególnie radują mnie takie niezobowiązujące prezenty. Tylko głupiec stawia chciwość ponad własną klęskę."
hint_king_tribute_100_success_letter_2,"~
Dziękuję Ci za posłuszeństwo! Uspokaja mnie fakt, że w naszym świecie wciąż szanuje się siłę. Nie jest hańbą ukorzyć się, gdy wymaga tego sytuacja."
hint_king_tribute_100_ignore_letter_1,"~
Ta cisza jest głośniejsza niż słowa. Mam nadzieję, że Twoi sojusznicy dadzą Ci inną odpowiedź, gdy będziesz potrzebować wsparcia w niedalekiej przyszłości!"
hint_king_tribute_100_ignore_letter_2,"~
Lekceważenie mych zasadnych żądań czyni z Ciebie albo wroga, albo głupca. Którym z nich chcesz zostać?"
hint_king_tribute_description,"[hint_DESCRIPTION]
{soul_uuid_king} sądzi, że twoja armia jest <hint=hint_army_power>żałosna</hint>, i twierdzi, że zdoła lepiej zagospodarować twoje pieniądze. Jeśli odmówisz, to chętnie ci pokaże, jak wygląda prawdziwa siła.

$ Musisz przekazać królowi {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Jeśli tego nie zrobisz, za 2 dni wasze stosunki pogorszą się o <red>{rel_de}</red>, a {soul_uuid_king} <red>zaatakuje twoje miasto</red>.
{optional_possible_helpers}

[hint_SENDER]"
hint_king_tribute,"Wyślij złoto
$ {soul_uuid_king} otrzyma <hint=hint_resource_gold>{tribute_money}</hint>.
$ Wasze stosunki poprawią się o <green>{rel_imp}</green>."
hint_king_tribute_success,"~
$ Król {soul_uuid_king} otrzymał od ciebie <hint=hint_resource_gold>{tribute_money}</hint>.
$ Wasze stosunki poprawiły się o <green>{rel_imp}</green>."
hint_king_tribute_ignore_battle,"~
Odmówiono zapłaty daniny, co {soul_uuid_king} uznał za obelgę.

$ Wasze stosunki pogorszyły się o <red>{rel_de}</red>.
$ {soul_uuid_king} zbiera armię i maszeruje na twoje miasto, żeby je splądrować."
hint_king_tribute_ignore_coward,"~
Odmówiono zapłaty daniny, co {soul_uuid_king} uznał za obelgę.

$ Wasze stosunki pogorszyły się o <red>{rel_de}</red>.
$ {soul_uuid_king} trzeźwo ocenił swe szanse i postanowił wstrzymać atak. Na razie."
