Key,English
hint_swede_typh_st_3,"Rutabaga typhus
The character has contracted rutabaga typhus - this sometimes happens when consuming raw rutabaga.

The character has survived the crisis of the disease and is in the recovery stage, during which their movements are slowed down.

Full recovery in: {time}"
hint_pregnant,"Pregnant
The character is expecting a child
$ Initially, they may experience nausea and slowed walking.
$ Shortly before giving birth, the character will be unable to walk.
$ There is a small chance of both the mother and the baby dying.

The birth of new life is expected in: {time}"
hint_sin_abuse,"Insult
The character insulted someone. It is unworthy behavior.

The sin will be forgotten in: {time}."
hint_sin_list,"Sin
The character has <hint=hint_sin>sinned</hint>, and now their conscience torments them.

$ Maximum <hint=hint_need_piety>piety</hint> is limited to {X} until the sin is absolved.
$ Sin can be absolved through <hint=hint_confession>confession</hint> in the <hint=hint_bld_temple>Temple</hint>.

Current <hint=hint_sin>sins</hint> on the character's conscience:
{list}

Sins will be forgotten in: {time}."
hint_sin_criminal,hint_persons_criminal
hint_sin_cuthroat,hint_persons_cuthroat
hint_sin_fight,"Fight
The character got into a fight and feels guilty about it.

The sin will be forgotten in: {time}"
hint_sin_forbidden_sex,"Immoral sex
The character engaged in paid sexual activities. This is morally wrong.

The sin will be forgotten in: {time}"
hint_slave_roped,"Bound
The character is bound and awaits their fate.

Soon, they will become a <hint=hint_persons_slave>prisoner</hint>."
hint_slowness,"Concussion
Due to a blow to the head, the character has lost their sense of spatial orientation.

$ <hint=hint_skill_combat>Combat skill</hint> is reduced by half.
$ Movement speed is decreased.

It will end in: {time}."
hint_starvation,"Severe hunger
While it is not dangerous at the moment, it can soon lead to emaciation and eventually death from starvation.

Emaciation in: {time}."
hint_stunning,"Stunned
The character is stunned as a result of a blow. After regaining consciousness, they will be slowed down for some time.

Regains consciousness in: {time}."
hint_terror_peasant,"Terror victim
[hint_terror_peasants]

Ends in: {time}."
hint_terror_lord,"Terror victim
[hint_terror_lord]

Ends in: {time}"
hint_unconscious,"Unconscious
[hint_uncons]

Will regain consciousness in: {time}."
hint_captive,
hint_scars,"Scarred
$ <hint=hint_interest>Interest</hint> in the character {value}"
hint_plague,"Foul plague
[hint_plague]

Death in: {time}"
hint_syphilis,
hint_madness,
hint_healed,"Hospital care
After receiving medical care at the hospital, the recovery and healing time of wounds is significantly reduced."
trait_clean,"Cleaned up
The character is briefly protected from <hint=hint_vshi>lice</hint> and also gains a bonus to <hint=hint_interest>interest</hint>."
hint_vshi,{hint_vshi}
hint_genetics_desc,"Inborn traits
These traits are randomly assigned to a character at birth and cannot be changed."
hint_genetics,"~
Reason: <hint=hint_genetics_desc>Inherited</hint> trait"
hint_beauty_beautyful,"Beautiful
Increases <hint=hint_interest>interest</hint> in the character from other characters by {beauty}."
hint_beauty_pretty,"Attractive
Increases <hint=hint_interest>interest</hint> in the character from other characters by {beauty}."
hint_beauty_ugly,"Unattractive
Reduces <hint=hint_interest>interest</hint> in the character from other characters by {beauty}."
hint_beauty_unpretty,"Homely
Reduces <hint=hint_interest>interest</hint> in the character from other characters by {beauty}."
hint_early_bald,"Early balding
There is a high chance of experiencing <hint=hint_baldt>baldness</hint> earlier than usual."
hint_stupidity,"Mental impairment
- 50% of experience gained from <hint=hint_learning>learning</hint>, but with a constant positive thought."
hint_hard_childbirth,"Difficult childbirth
There is a higher chance of death during childbirth."
hint_low_fertility,"Low fertility
The chance of getting pregnant is 30% lower."
hint_high_fertility,"High fertility
The chance of getting pregnant is 30% higher."
hint_gay,"Gay
Falls in love with people of their own gender."
hint_savant,"Savant
Has very high proficiency in one or two skills, but they cannot be trained further."
hint_bald,"Bald
-20 to <hint=hint_interest>interest</hint>."
hint_childhood_desc,"Childhood
The quality of a character's childhood is determined by the number of happy or unhappy days in the character's life before they turn {age_adult}."
hint_childhood_bad,"~
Reason: unhappy <hint=hint_childhood_desc>childhood</hint>."
hint_childhood_good,"~
Reason: happy <hint=hint_childhood_desc>childhood</hint>."
hint_parent_trait,"~

Reason: inherited from parent {parent}"
hint_nervous,"Nervous
All <hint=hint_tantrum>nervous breakdowns</hint> are severe."
hint_calm,"Calm
All <hint=hint_tantrum>nervous breakdowns</hint> are light."
hint_addiction_resist,"Resistance to addictions
The likelihood of developing addictions is reduced."
hint_empath,"Empathetic
Social thoughts are enhanced."
hint_strong_will,"Strong willpower
Works when unhappy."
hint_brave,"Reckless
Has a higher threshold for bravery."
hint_monogam,"Monogamous
Never cheats on their spouse."
hint_suggestible,"Easily influenced
Thoughts about friends and enemies of friends and enemies are stronger."
hint_addiction_low_resist,"Tendency to addiction
Higher chance of developing dependencies."
hint_home_tyran,"Domestic tyrant
During a nervous breakdown, more likely to engage in physical violence toward spouse or children."
hint_lustful,"Lustful
<hint=hint_need_sex>The need for sex</hint> increases twice as fast.

In addition, shows increased interest in characters of the opposite sex."
hint_envious,"Envious
More prone to feeling envious toward others."
hint_cynic,"Cynical
Social thoughts are weaker, as well as thoughts about the death of loved ones."
hint_gambler,"Gambling addiction
Gets bad thoughts if they haven't played dice for a long time. Thoughts of winning and losing are intensified."
hint_ascet,"Ascetic
$ Does not experience thoughts of lack or excess of rings.

<b>Cause:</b> Was a religious fanatic for a long time."
hint_contemptuous,"Contemptuous  
$ Increased chance the character will choose to ignore others during conversations

<b>Cause:</b> Held a large amount of money (more than <hint=hint_resource_gold>{contemptuous_money_threshold}</hint>) for {contemptuous_days} days in a row."
hint_coward,"Coward
$ Negative thought about the character from the squad they lead.
$ Negative thought about the character from other lords.

<b>Cause:</b> Fled during a battle."
hint_gluttony,"Gluttonous
$ Moves slower.
$ Combat skill <red>-5.</red>
$ Interest in the character <red>-20</red>.

<b>Cause:</b> Was unhappy for a long time."
hint_drug_hater,"Hatred of substances
$ Hates alcoholics and drug addicts.

<b>Cause:</b> Someone close is suffering from addiction."
hint_misandrist,"Misandrist
$ -20 relations with men.

<b>Cause:</b> Someone betrayed this character or they have long been unrequited in love."
hint_misagonist,"Misogynist
$ -20 relations with women.

<b>Cause:</b> Someone betrayed this character or they have long been unrequited in love."
hint_blissful,"Blissful
$ Everyone loves this character.
$ <hint=hint_need_piety>Piety</hint> is restored to their interlocutors during conversations. They will avoid engaging in negative communication.

<b>Cause:</b> Experienced a nervous breakdown."
hint_early_gray,"Premature graying
$ <hint=hint_interest>Interest</hint> in the character <red>-10</red>

<b>Cause:</b> Experienced a nervous breakdown or someone close passed away."
hint_gray_head,"Graying
$ <hint=hint_interest>Interest</hint> in the character <red>-10</red>"
hint_sarcastic,"Sarcastic
$ Increased likelihood of a mean joke.

<b>Cause:</b> Experienced a nervous breakdown or someone close passed away."
hint_religious,"Devout
$ Becomes a fanatic permanently.

<b>Cause:</b> Experienced a nervous breakdown or someone close passed away."
hint_pacifist,"Pacifist
$ Unhappy when having to command troops.

<b>Cause:</b> Experienced defeat in battle."
hint_anxious,"Anxious
$ Always wakes up during a home invasion.

<b>Cause:</b> Experienced a home invasion or captivity."
hint_greedy,"Greedy
$ Dresses in rags.
$ Positive thoughts from <hint=hint_resource_gold>money</hint> are twice as strong.
$ Other lords have a lower opinion of lords with this trait.

<b>Cause:</b> Had no <hint=hint_resource_gold>money</hint> for {greedy_days} days"
hint_sublimation,"Sublimation
$ Tiredness from work is 3 times weaker.
$ 20% higher chance of a nervous breakdown.
$ Does not suffer from lack of sex.

<b>Cause:</b> Long period of time without sex"
hint_disinhereted,"Former heir
Was once the heir to the throne, but has been stripped of that status.

If their loyalty drops, they may lead a <hint=hint_nt_heir_rebellion_former>rebellion of the former heir</hint>."
hint_fearless,"Fearlessness
This character knows no fear and will not flee from battle."
hint_saint,"Blessing
The Matriarch officially grants your ruler her blessing. It will influence the minds of the people for a while.  

$ Your ruler will not suffer from sins.  
$ <hint=hint_persons_fanatic>Fanatics</hint> among your peasants will be ready to join your army (Army recruitment menu).  
$ The relations of all lords with ruler will improve, and the subjects will become happier.

You need to study <b>Sanctity of Power</b> to justify the request for a blessing."
hint_trait_forecaster,"Forecaster
Thanks to their special knowledge of trade language, this character gathers rumors from the Holy Caravan about upcoming price changes for certain goods.

The forecast comes in the form of a notification after each visit to the Holy Caravan."
hint_trait_precise_language,"Precise Language
When this character is in charge of the Chancellery, their ability to explain production tasks in exceptionally precise and clear language eliminates the need for <hint=hint_resource_paper>Paper</hint>."
hint_trait_poisoner,"Poisoner
This character can poison someone, either by the order of the king or on their own whim. If everything goes well, no one will suspect anything. However, in case of failure, the target may start a fight to the death with the poisoner.

The probability of failure depends on the difference in the <hint=hint_skill_knowledge>Intelligence</hint> skill between the interacting characters."
hint_trait_insightful,"Insightful
When teaching, this character has a 5% chance of recognizing a new <hint=hint_talant>talent</hint> in their student (provided the student has no other talents)."
hint_trait_protector,"City Defender
The Command skill of this lord inspires members of his squad when defending their town, doubling their <hint=hint_pain_level>pain threshold</hint> and <hint=hint_moral_level>bravery</hint>."
hint_trait_cutter,"Head Chopper
During combat, this character has a much higher chance of decapitating opponents.

Hand-to-hand combat and shield strikes are not included in this ability."
hint_trait_charisma,"Charismatic
This character has a +{bonus} bonus to <hint=hint_interest>interest</hint> from the opposite sex and can freely visit enemy cities.

Also does not receive a negative thought when seducing someone in the interest of the king."
hint_trait_diplomat,"Diplomat
This character has the ability to convince any enemy king to forget all grievances and return to a normal level of relations."
hint_trait_combat_teacher,"Battle Instructor
When this character trains warriors at the <hint=hint_bld_training_ground>Training Ground</hint>, they gain twice as many experience points."
hint_trait_captive,"Hostage
A character from another noble family is in your custody and dreams of returning home. You can compel them to perform the same tasks you assign to your lords.
 
$ If you manage to raise their loyalty to zero or above, they will remain in your family after their release (though their king won't be pleased about it).
$ On the other hand, their king will be grateful if you release them without any conditions (though some resentment will remain)."
hint_madness,"Madness
As a result of a prolonged depression, this lord has gone mad and behaves inappropriately, causing shame and pity in those around them. It will take several days before they regains their composure. At least, one can hope for that..."
hint_nectar_rage,"Nectar Rage
As a result of consuming <hint=hint_resource_nectar>Nectar</hint>, the character falls into a rage and attacks their surroundings.

The more they consume nectar, the more their consciousness deteriorates, and the fits of rage after consumption become more frequent."
hint_matriarch,"Matriarch
Head of <hint=hint_sofia_cult>the Church of Mother Sophia</hint>"
hint_lord_lowborn,"Lowborn
This lord comes from peasant families, so he is not liked by highborn lords"
hint_loyalist,"Loyalists
<hint=hint_nt_unhappy>Happy</hint> peasants, <hint=hint_sodiers_happiness>warriors</hint>, and <hint=hint_nt_events_unhappy_lord>lords</hint> can develop a deep love for the king and become loyalists. They can be identified by the crown pendant they wear.

<img=hint_loyalist></img>

Traits of loyalists:
$ Loyalist lords cannot be bribed or tempted; their <hint=hint_loyalty>loyalty</hint> is always at its maximum.
$ Loyalist peasants cannot become <hint=hint_persons_criminal>vagabonds</hint>.
$ There is only room for one idol in a loyalist's heart. They cannot become <hint=hint_persons_fanatic>fanatics</hint>, and fanatics cannot become loyalists.
$ Loyalist peasants aspire to serve in the king's army; in their hearts, there is no room for fear of death. They are also emboldened in battle and do not flee if their unit is led by the king.
$ If loyalists become unhappy, they may lose this quality. And if there are many unhappy loyalists, they may start a riot, blaming the fanatics for everything.
$ They will mourn when their beloved king passes away."
hint_inspired,"Inspired
A good mood has sparked <hint=hint_tutorial_inspiration>inspiration</hint>. <green>All skills have been increased by {inc_number}</green>.

This state will last until the end of the day, but it may also disappear if the character becomes unhappy."
hint_hemophilia,"Hemophilia
Moderate and severe bleeding cannot be stopped."
hint_ex_bandit,"Former gangster
Carries a negative thought while serving in the army."
hint_under_culture_terror,"Terror against culture
The king has initiated terror against the people of this culture. Horror and fear have gripped all of its bearers."
hint_trait_genius_king,"Ambitious Conqueror
$ This character believes it is destined for them to unite Norland and become an emperor.
$ Conqueror kings put significant effort into governing their province and receive more money from their subjects.
$ They regard their neighbors as insignificant obstacles on the path to their power, harboring particular hatred toward the leaders of <hint=hint_tutorial_states>states</hint>."
hint_dying_from_old,"Approaching death
Due to natural causes, the character's days are coming to an end, and in a few days, the fire of life will be extinguished."
hint_trait_great_teacher,"Enlightener
Shares their knowledge with anyone without level restrictions, but their interlocutor may adopt their culture."
hint_short_test,
hint_senility,"Senile
This character has lost their mind due to old age.

Unfortunately, this is incurable, and there is only hope for their swift demise."
hint_cholera_st_1,"Smallpox
The character has contracted smallpox. Unfortunately, there are no known methods to protect against this disease.
It can lead to scarring, blindness, and even death.

This is the first stage of the disease, accompanied by severe headaches and general malaise.

Next stage in: {time}"
hint_cholera_st_2,"Smallpox
The character has contracted smallpox. Unfortunately, there are no known methods to protect against this disease.

It can lead to scarring, blindness, and even death.

At this stage, the character is covered in ulcers, cannot move, and requires treatment with <hint=hint_resource_med>Medical Salve</hint>.

$ If the character is treated, there is a 100% chance of survival.
$ If the character is not treated, there is a 50% chance of survival and a 50% chance of death.

Will be clear in: {time}"
hint_cholera_st_3,"Smallpox
The character has contracted smallpox. Unfortunately, there are no known methods to protect against this disease.

It can lead to scarring, blindness, and even death.

The character has survived the crisis of the disease and is in the recovery stage, during which their movements are slowed down.

Full recovery in: {time}"
hint_typh_immunity,"Immunity
The character has recently recovered from an infection, and now their blood provides complete protection against diseases such as rutabaga typhus and smallpox for the rest of their life."
hint_trait_untitled_lord,"Lesser Lord
[hint_untitled_lord]"
hint_encyclopedia_builders,"Fast Construction
To speed up the construction of the city, build additional <hint=hint_bld_store>Warehouses</hint>.

<img=hint_encyclopedia_builders></img>

Warehouses function directly even without workers, and you can hire additional builders there. 

Furthermore, having a Warehouse nearby reduces the time workers spend retrieving resources needed for production."
hint_encyclopedia_salary,"Wages
[hint_salary]"
hint_encyclopedia_rich,"Wealth
[hint_rich]"
hint_encyclopedia_finance,"Economy Menu
[hint_finance_menu]"
hint_nt_event_building_needs_direct_contol,"Direct Control
Some buildings, such as <hint=hint_bld_chancellery>Chancelleries</hint>, require <hint=hint_control>direct management</hint> to operate. This means that the buildings do not function without the constant presence of lords throughout the day.

<img=hint_nt_event_building_needs_direct_contol></img>

If a lord has other tasks involving giving <hint=hint_nt_event_building_without_inspector>instructions</hint>, they will prioritize those tasks first and dedicate the remaining working time to direct management."
hint_tutorial_internal_trade,"Internal Trade
You can simply give <hint=hint_food>food</hint> and <hint=hint_alcohol>alcohol</hint> to your residents, but remember that migrants and warriors carry <hint=hint_resource_gold>Gold</hint> in their pockets, which means you can sell them something and make a profit.

<img=hint_tutorial_internal_trade></img>

$ To begin, you’ll need the knowledge ""Internal Trade"". This book is often sold by the <hint=hint_holy_caravan>Holy Caravan</hint>.
$ Once the knowledge is learned, you’ll be able to build a <hint=hint_bld_market>Market</hint> and other trade buildings in the city that will sell resources to your subjects.
$ In the <hint=hint_finance_menu>Economy Menu</hint>, set the quantity and price of goods to be sold. Keep in mind that residents will buy what they lack — or luxury goods, if they have extra funds."
hint_tutorial_services,"Services
Some peasants work in production, while others are engaged in service occupations such as market traders, bartenders in taverns, and servants in the castle.

<img=hint_tutorial_services></img>

Service buildings operate from 5:00 in the evening to 11:00 in the morning. These service workers take their rest time during the day."
hint_tutorial_production,"Production
Production buildings create resources from other resources (for example, <hint=hint_resource_food>Flour</hint> is made from <hint=hint_resource_rye>Rye</hint>).

<img=hint_tutorial_production></img>

You can place two types of orders:
$ ""Make X"" - a one-time production order. As soon as the required quantity is produced, the work will stop.
$ ""Do Untill X"" - an automatic order to keep the resource quantity at the specified level. If it falls below the specified amount, the workers will produce the necessary quantity.

In the morning, the peasants will go to the city warehouse for the resources needed for production, work all day, and only at the end of the workday (at 6 PM) will they bring the produced goods to your warehouse."
hint_tutorial_buracracy,"Chancelleries
[hint_bld_chancellery]"
hint_tutorial_logistics,"Logistics
The <hint=hint_bld_store>Warehouse</hint> provides characters with access to all the resources you have. The first storage is located on the right wall of the Hall.  And roads increase movement speed by {road_bonus}%.

<img=hint_tutorial_logistics></img>

At 9 AM, workers of resource buildings like <hint=hint_bld_woodcutter>Lumbermills</hint> go straight to their workplace from home, while workers of production buildings first go to the <hint=hint_bld_store>Warehouse</hint> to gather resources for complex products. The farther they have to walk, the less time they have for work.

Additionally, you can build roads, which increase movement speed by {road_bonus}%."
hint_tutorial_breaking,"Building Breakdown
Buildings can deteriorate over time.

<img=hint_tutorial_breaking></img>

$ Fields periodically deplete and require fertilization - for this, you need <hint=hint_resource_wood>Wood</hint>, which farmers burn to obtain useful ash.
$ Other buildings will break down when the necessary <hint=hint_idea>knowledge</hint> for their operation is lost. This happens when you do not have any lords with the relevant knowledge.
$ Typically, reparing buildings requires <hint=hint_resource_instruments>Tools</hint>.
$ If a building is left unrepaired for a long time, it may catch fire, destroying it and posing a threat to neighboring buildings.
$ Repairing a building requires a lord in the settlement who possesses the <hint=hint_idea>knowledge</hint> of its construction."
hint_encyclopedia_holy_caravan,"Holy Caravan
[hint_holy_caravan]"
hint_encyclopedia_inspection,"Instructions
[hint_inspection]"
hint_tutorial_advanced_learning,"Advanced Training
Since students cannot surpass the skill level of their teacher during training, you will need assistance if you want to have lords with high levels and take advantage of the benefits of special talent traits.

<img=hint_tutorial_advanced_learning></img>

$ Invite guests from neighboring settlements. Many will be willing to provide lessons for a few Rings.
$ You can also capture a talented lord for the same purpose.
$ Pay close attention to the traits and skills of prospective spouses when getting married."
hint_encyclopedia_unhappy_peasants,"Unhappy Peasants
[hint_nt_unhappy]"
hint_encyclopedia_unhappy_lords,"Unhappy Lords
[hint_nt_events_unhappy_lord]"
hint_tutorial_base,"Getting help
Here you can find all the hints and help for the game.

Initially, in the right situation, hints will appear automatically. You can disable this in the settings.

$ Click {input.key.mb_left} to mark the article as read and {input.key.mb_right} to close it.
$ After a few seconds of opening the hint, it will freeze in place and you can hover over highlighted words to get a new hint."
hint_tutorial_first_steps,"First steps
Here are several tips to help you at the beginning of the game.

<img=hint_tutorial_first_steps></img>

$ You will need a lot of wood. Build 2-3 <hint=hint_bld_woodcutter>Lumbermills</hint>.
$ When the <hint=hint_holy_caravan>Holy Caravan</hint> arrives, don't forget to buy new books from them and study them at the <hint=hint_bld_library>Library</hint>.
$ Provide peasants with basic <hint=hint_alcohol>alcohol</hint>, <hint=hint_food>food</hint>, and <hint=hint_bld_hostel>housing</hint>. 
$ See what neighboring lords want to buy on the map. Improve relations between your kings and start external trade to ensure a steady flow of money.

<b>Hint:</b> Remember that peasants work during the day, from 9 to 6 PM, in the evening they go to the market and the tavern, and at night they sleep."
hint_tutorial_money,"How to make money
In the world of Norland, lords do not have access to gold mines and do not mint money themselves - this is done by the <hint=hint_synode>Loving Family</hint>.

There are several ways to make money at the beginning of the game.

<img=hint_tutorial_money></img>

$ You can trade with the <hint=hint_holy_caravan>Holy Caravan</hint>, but trading with neighbors is far more profitable. Check the global map to see what they want to buy, sign contracts, and set up production.  
$ Or,you can assemble a squad and attack <hint=hint_persons_forest_bandits>forest bandit camps</hint>.

There are many more ways to earn gold in the game - price manipulation, vassalage, raiding neighbors, writing and selling books, extortion, ransom for brides, and so on."
hint_nt_events_tutorial,"Notifications
$ Click on a notification with the {input.key.mb_left} to navigate to the problem or open the event window.
$ Click on a notification or article with the {input.key.mb_right} to close it.

$ You can also click on notifications that appear at the top center of the screen."
hint_tutorial_earning,
hint_encyclopedia_solid_hints,"Links in hints
$ After a couple of seconds of hovering over a hint, it freezes in place.
$ Now you can hover over any <hint=hint_encyclopedia_solid_hints_over>highlighted word</hint> in that hint to get a new hint.
$ You can adjust the freeze time for hints in the game settings.
$ If you click the highlighted word with the middle mouse button, the hint will immediately appear ""frozen""."
hint_encyclopedia_solid_hints_over,"Yes,
That's correct!

This hint may contain links to other hints and so on."
hint_tut_hotkeys,"Hotkeys
$ <b>F5</b> - Quick save
$ {input.key.mb_right} - Close any open menu.
$ {input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} - Game Speed. {input.action.speed_pause} - Pause
$ {input.action.menu_map} - World map
$ {input.key.mb_right} on a building: Quick menu for assigning a manager.
$ {input.action.gui_add_more} (held) - move items in batches of 10."
hint_encyclopedia_enemies,"Fighting Enemies
If your neighbor has become your enemy but is too strong for a military solution, there are other ways to weaken their army.

<img=hint_encyclopedia_enemies></img>

$ Raid their villages. This will slow down population growth and therefore gold income, which will limit their ability to hire warriors.
$ In the province menu, use dark deeds  - hire bandits to rob the hall, which will also reduce their hiring capabilities.
$ Neutralize their commander with intrigues. Target their lord with the highest Command skill.
$ Try to bribe the heir - they might start a rebellion, which will greatly reduce the province's army and number of lords.
$ You can suddenly attack an enemy city while its army is far away. However, this is considered dishonorable behavior.
$ Finally, you can sit out the dangerous time and gather strength by becoming someone's vassal, which will protect you from enemies."
hint_tutorial_friend_of_friend,"Complex Relationships
Characters in the game treat their friends' friends well and their friends' enemies poorly.

Do you want to improve relations with someone who has a negative opinion of your king (for example, a neighboring king or a bishop)?

$ Pay attention to one of your lords who is in a good mood or a lord of the opposite gender whom the target is highly interested in.
$ Foster a friendship between your king and this intermediary lord. Have them spend time together when both are in a good mood (for example, in the evening).
$ Foster a friendship between the intermediary lord and your target. Now the target will think highly of your king as well, as the intermediary will only speak positively about their friend!"
hint_tutorial_rebellions,"Rebellions
Rebellions of various classes of the population pose a great danger to your lords.

<img=hint_tutorial_rebellions></img>

$ <hint=hint_persons_slave>Prisoners</hint> and <hint=hint_persons_warriors>Warriors</hint> may rebel if their average <hint=hint_mood>mood</hint> over a day falls below 25 (i.e., they are unhappy).
$ Religious <hint=hint_persons_fanatic>fanatics</hint> may <hint=hint_pogrom>start an uprising</hint> if peasants are unhappy. In this case, fanatics of all classes - warriors, prisoners, and even lords - are involved in the rebellion. Such a rebellion can also be started by a <hint=hint_bishop>bishop</hint> if he has a mortal enemy among your lords. Therefore, the fewer fanatics in the city, the safer it is.
$ The heir or former heir may <hint=hint_nt_heir_rebellion>rebel</hint> if their <hint=hint_loyalty>loyalty</hint> to the king drops to zero and they are not on friendly terms. In this case, a portion of the army will join in with the rebel."
hint_encyclopedia_conversation,"Deep Conversation
[hint_conversation]"
hint_encyclopedia_migration,"Migration
[hint_migration]"
hint_encyclopedia_idea,"Knowledge
[hint_idea]"
hint_encyclopedia_interest,"Interest
[hint_interest]"
hint_encyclopedia_teaching,"Education
Characters can improve their <hint=hint_skills>skills</hint> by <hint=hint_learning>learning</hint> with other characters or by performing actions related to that skill (for example, studying knowledge increases the <hint=hint_skill_knowledge>Intelligence</hint> level).

<img=hint_encyclopedia_teaching></img>

Children gain several times more experience from training than adults.

$ Find a child and start their education in the Character menu.

<b>Hint</b> Your lords can also be trained by guests. With good relationships, you can invite skilled lords from neighboring settlements."
hint_encyclopedia_sin,"Sin
[hint_sin]"
hint_encyclopedia_loyalty,"Loyalty
[hint_loyalty]"
hint_encyclopedia_desire,"Desire
[hint_desire]"
hint_tutorial_traits,"Personality Traits
Each lord has unique personality traits

<img=hint_tutorial_traits></img>

$ Inborn traits are given at birth and can be partially inherited from parents.
$ Upbringing traits appear as they grow up; their quality depends on whether the character was happy or unhappy during childhood.
$ Life traits may appear throughout life as a result of complex situations the character encounters.
$ Finally, talent traits are granted when leveling up a <hint=hint_skills>skill</hint> marked with <hint=hint_talant>talent</hint> up to level 15."
hint_encyclopedia_tantrum,"Nervous Breakdown
[hint_tantrum]"
hint_encyclopedia_terror,"Terror
[hint_terror]"
hint_encyclopedia_patrols,"Patrols
[hint_persons_guard]"
hint_encyclopedia_nectar,"The Effect of Nectar
In the <hint=hint_bld_alchemistry>Alchemy Lab</hint>, <hint=hint_resource_nectar>Nectar</hint> can be produced.

It leads to addiction but can significantly accelerate the development of your settlement.

Effects within {hours} hours after consumption:
$ A very strong positive <hint=hint_thought>thought</hint> is induced.
$ All skills are temporarily improved by {skill_improve}.
$ Movement speed is increased by {speed_improve}.

However, one can quickly become <hint=hint_addict>addicted</hint> to nectar, so its consumption by lords is by default limited (Dynasty menu).

You can also adjust who can visit <hint=hint_bld_drug_deg>Dens</hint> to limit its consumption by certain classes."
hint_encyclopedia_slave_escape,"Prisoners Escape
[hint_nt_slave_escape]"
hint_encyclopedia_scafold,"Scaffold
[hint_bld_scafod]"
hint_encyclopedia_persons_criminal,"Vagabonds
[hint_persons_criminal]"
hint_tut_3,"Lords
You manage a family of lords who live in this city (red clothes). Their portraits are shown at the top.

<img=hint_tut_3></img>

$ You can give your lords <hint=hint_action>tasks</hint> by assigning them through the ACTION or INSTRUCTIONS button in the Character and Building menus, respectively.
$ Lords will <b>not</b> perform your tasks if they are <hint=hint_unhappy>unhappy</hint>. Check their <hint=hint_thought>thoughts</hint> and <hint=hint_desire>desires</hint> to maintain their mood.

<b>Hint:</b> One lord can be appointed to manage multiple buildings."
hint_tut_4,"Peasants
[hint_persons_peasant]"
hint_encyclopedia_bishop,"Bishop
[hint_bishop]"
hint_tutorial_guest,"Guest
Your city often receives visitors from neighboring cities.

<img=hint_tutorial_guest></img>

$ Usually, guests have different plans during their visit: some just want to socialize and play dice, some seek sexual adventures, and some want to bribe your lords, turn them against each other, or even kidnap one of them.
$ If a neighboring king comes, this is a good chance to improve relations between your rulers.
$ Find out how you can interact with them by looking at the options in their Character menu.
$Guests can give also lessons for a small fee paid in Rings."
hint_encyclopedia_persons_slave,"Prisoners
[hint_persons_slave]"
hint_encyclopedia_persons_cuthroat,"Сutthroats
[hint_persons_cuthroat]"
hint_tutorial_free_lord,"Freelance Lord
Lords who left or were disowned from their family and did not join another. They arrive with the <hint=hint_holy_caravan>Holy Caravans</hint> and can be hired with <hint=hint_resource_rune>Holy Rings</hint>.

<img=hint_tutorial_free_lord></img>

$ The contract will last for 10 days, after which <b>the lord will leave</b>.
$ Freelance lords can be assigned any tasks - teaching, going on campaigns against bandits, managing buildings, facilitating trade, and more.
$ He can be invited into your family and granted a <hint=hint_title>title.</hint>."
hint_encyclopedia_persons_fanatic,"Fanatics
[hint_persons_fanatic]"
hint_tutorial_kidnaped,"Hostage
You can kidnap a guest in your province or order the kidnapping of a lord from a neighboring city. In the first case, you will violate the law of hospitality, and this will greatly worsen relations with <b>all neighbors</b>, not only with the ruler of the house to which the hostage belongs.

<img=hint_tutorial_kidnaped></img>
 
$ The hostage can be assigned to almost any tasks in the city, except for military ones.
$ When captured, the hostage's <hint=hint_loyalty>loyalty </hint> is set to -100, but if you raise it to 0, they will agree to stay in your noble house.
$ If the hostage is unhappy, they will try to escape. You can eliminate this option by blinding them, but this will greatly limit their capabilities.
$ As a rule, the king of the kidnapped person will set a reward for their return.

Unfriendly rulers and various criminals may also try to kidnap your lords to ransom them off for gold."
hint_encyclopedia_persons_king,"King
[hint_persons_king]"
hint_tutorial_army,"Warriors
You can use warriors for expeditions on the global map and for the defense of your settlement.

<img=hint_tutorial_army></img>
 
$ You can hire mercenaries, but it's expensive.
$ You can recruit your peasants and prisoners, but they will need training at the <hint=hint_bld_training_ground>Training Ground</hint>, as they usually have low Combat skill.
$ All new warriors require armaments. You can buy equipment from the <hint=hint_holy_caravan>Holy Caravan</hint> or create it yourself. To do this, buy <hint=hint_book>Books</hint> from the Caravan and study the necessary knowledge.
$ Additionally, peasants are afraid of dying, and it takes time for them to get used to their new role. Before that, they will be very cowardly.
"
hint_tutorial_wounds,"Wound Treatment
Sometimes <hint=hint_wounds>wounds</hint> are merely bruises and minor cuts, but <hint=hint_wounds_open>inflamed wounds</hint> can be dangerous as they can fester within a couple of days, causing <hint=hint_poisoned>gangrene</hint>.

<img=hint_tutorial_wounds></img>

Gangrene is incurable and fatal, so a character who reaches this stage will soon die. To prevent this, wounds must be treated with <hint=hint_resource_med>Medical Salve</hint> before they reach that point. Wounded characters do this on their own, and no direct action on your part is necessary.

Medical Salve is stored in a warehouse, and injured lords and warriors will retrieve it themselves when they need it.

$ It is very important that you always have a few bottles of Medical Salve!"
hint_encyclopedia_sodiers_happiness,"Warrior mood
[hint_sodiers_happiness]"
hint_encyclopedia_pain,"Pain
[hint_pain]"
