Key,Czech
hint_event_king_help,"~
Král {soul_uuid_king_1} z frakce {faction_uuid_1} poslal <hint=hint_resource_gold>{sum}</hint> na pomoc králi {soul_uuid_king_2} z frakce {faction_uuid_2} v boji proti Nesvaté hordě."
hint_event_horde_won,"~
<red>Špatná zpráva</red>: Nesvatá horda dobyla město {faction_uuid_1} a srovnala ho se zemí – král {soul_uuid_king} zahynul a jeho rod byl zničen."
hint_event_house_won,"~
Král {soul_uuid_king_1} z frakce {faction_uuid_1} vypálil město a zcela zničil urozený rod {faction_uuid_2}. Král {soul_uuid_king_2} a jeho rodina zahynuli."
hint_random_event_lord_dead_on_hunt,"~
Lord {soul_uuid_target} z frakce {faction_uuid_target} zemřel na lovu."
hint_random_event_lord_killed_by_lord,"~
Lorda {soul_uuid_target} z frakce {faction_uuid_target} zabil vrah {soul_uuid_member} z frakce {faction_uuid_member}."
hint_random_event_lord_executed,"~
Lord {soul_uuid_target} z frakce {faction_uuid_target} byl popraven."
hint_random_event_lord_dead_from_wounds,"~
Lord {soul_uuid_target} z frakce {faction_uuid_target} zemřel na následky zranění."
hint_random_event_lord_blinded,"~
Lord {soul_uuid_target} z frakce {faction_uuid_target} byl oslepen."
hint_random_event_lord_was_expelled,"~
Lord {soul_uuid_target} z frakce {faction_uuid_old} byl vyhnán a přidal se k frakci {faction_uuid_new}."
hint_random_event_lord_change_faction,"~
Lord {soul_uuid_target} z frakce {faction_uuid_old} přeběhl ke šlechtické rodině {faction_uuid_new}."
hint_random_event_kings_friends,"~
Král {soul_uuid_king_1} z frakce {faction_uuid_1} se spřátelil s králem {soul_uuid_king_2} z frakce {faction_uuid_2}."
hint_random_event_kings_abuse,"~
Král {soul_uuid_king_1} z frakce {faction_uuid_1} se pohádal s králem {soul_uuid_king_2} z frakce {faction_uuid_2}."
hint_random_event_rebellion,"~
Ve frakci {faction_uuid} došlo ke vzpouře, která si vyžádala život {dead_lords_stack} lordů."
hint_random_event_death_during_childbirth,"~
Lord {soul_uuid_target} z frakce zemřel během porodu."
hint_event_new_vassal,"~
{faction_uuid_1} se stává vazalem krále {soul_uuid_king_2} z frakce {faction_uuid_2}."
hint_event_other_town_has_been_attacked_success,"~
Hlavní město frakce {faction_uuid_target} bylo úspěšně napadeno vojskem útočníka {faction_uuid_attacker}."
hint_event_other_town_has_been_attacked_fail,"~
Hlavní město frakce {faction_uuid_target} bylo neúspěšně napadeno vojskem útočníka {faction_uuid_attacker}."
hint_event_other_village_has_been_attacked,"~
Vesnici frakce {faction_uuid_target} vypálilo vojsko útočníka {faction_uuid_attacker}."
hint_event_bandit_camp_was_attack_success,"~
Zbojnický tábor na území frakce {faction_uuid_bandit_area} zničilo vojsko útočníka {faction_uuid_attacker}."
hint_event_bandit_camp_was_attack_fail,"~
Zbojnický tábor na území frakce {faction_uuid_bandit_area} byl neúspěšně napaden vojskem útočníka {faction_uuid_attacker}."
hint_event_alliance_against_agressor,"~
Král {soul_uuid_king_1} z frakce {faction_uuid_1} se přidal ke spojenectví svobodných měst, které vede {soul_uuid_king_2} z frakce {faction_uuid_2}, a to kvůli hrozbě ze strany frakce {faction_uuid_3}."
hint_event_many_vassals,"~
Král {soul_uuid_king} z frakce {faction_uuid} si podmanil třetího vazala!"
hint_possible_helper_line,"~
$ {soul_uuid_king} z frakce {faction_uuid}"
hint_possible_helpers_enemies,"Nepřátelé
Existuje šance, že se zúčastní konfliktu proti svému nepříteli."
hint_possible_helpers_allies,"Spojenci
Spojenec má povinnost pomoct v případě vojenské hrozby. Ale pokud bude mít strach, smlouva o spojenectví vyprší, což poškodí vztahy."
hint_possible_helpers_enemies_to_ai_header,"~
<hint=hint_possible_helpers_enemies>Je možné</hint>, že {soul_uuid_king} pomůže:"
hint_possible_helpers_allies_to_ai_header,"~
<hint=hint_possible_helpers_allies>Je velmi pravděpodobně</hint>, že {soul_uuid_king} pomůže:"
hint_possible_helpers_enemies_to_player_header,"~
<hint=hint_possible_helpers_enemies>Je možné</hint>, že obdržíš pomoc:"
hint_possible_helpers_allies_to_player_header,"~
Určitě ti pomůže:"
hint_support_by_church_success,"~
$ Matriarcha schvaluje tvoje akce v této situaci. Vztah: {church_improve}"
hint_support_by_church_fail,"~
$ Matriarcha neschvaluje tvoje akce v této situaci. Vztah: {church_der}"
hint_marriage_female_description,"[hint_DESCRIPTION]
{soul_uuid_female} je nyní ve věku, kdy se může vdávat, a očekává návrhy od urozených nápadníků.

$ Za nevěstu je stanovena cena ve výši <hint=hint_resource_gold>{bride_price}</hint>.
$ Tvůj vztah s tímto rodem se změní na rodinný."
hint_marriage_female_proposal,"{name}
{soul_uuid_female} je nyní ve věku, kdy se může vdávat, a očekává návrhy od urozených nápadníků.
Stane se ženou jednoho z tvých lordů.

$ Šlechtická rodina nevěsty obdrží <hint=hint_resource_gold>{bride_price}</hint>.
$ Vztah mezi králem nevěsty a tvým králem se zlepší o <green>{rel_improve}</green>.
$ <b>Nevěsta se usadí se svým manželem ve tvém městě.</b>.
"
hint_marriage_female_proposal_success,"~
{soul_uuid_female} se stala manželkou lorda {soul_uuid_groom} a brzo dorazí do tvého města.

$ Vztah mezi králem nevěsty a tvým králem se zlepší o <green>{rel_improve}</green>."
hint_marriage_female_letter_1,"~
Mám z tohoto svazku nesmírnou radost! Rodinná pouta jsou pevnější než kámen a přátelství mezi našimi královstvími je nyní stejně tak silné, o tom není pochyb. Přeji ti jen to nejlepší a dychtivě očekávám naše brzké shledání!"
hint_marriage_female_letter_2,"~
Chci ti srdečně poděkovat za to, že ses ujal ochrany naší mladé dámy. Doufám, že až nastane správný čas, zvony nám slavnostně oznámí příchod prvorozeného dítěte."
hint_marriage_female_letter_3,"~
Přestože bolest z rozloučení s milovanou osobou byla obrovská, radost z tohoto svazku ji zcela zahojila. Věřím, že naše království budou žít v souladu."
hint_marriage_female_letter_4,"~
Mám nesmírnou radost ze spojení našich potomků; pouta rodinné přízně jsou vpravdě silnější než pouta přátelství. Beru na vědomí, že nevěsta neoplývá dechberoucí krásou ani andělskou povahou, ale její zdraví je bez pochyby v dokonalém stavu!"
hint_marriage_female_letter_5,"~
Ach, jak toužebně toužila po vdavkách, že v noci ani nemohla spát, a tak jsme nesmírně rádi, že ta chvíle konečně nastala. Věřím, že tento svazek nám oběma přinese nejen dědice, ale i přepych a rozkvět našich domácností!"
hint_marriage_male_description,"
{soul_uuid_male} dosáhl věku, kdy se může ženit, a očekává návrhy od urozených nevěst.

$ Cena za nevěstu se tradičně odvíjí od síly jejího urozeného rodu. Ve tvém případě činí <hint=hint_resource_gold>{bride_price}</hint>.
$ Vaše vztahy se zlepší o <green>{rel_improve}</green>.
{optional_last_female_faction}"
hint_marriage_male_proposal,"{name}
{soul_uuid_male} je nyní ve věku, kdy se může ženit, a očekává návrhy od urozených nevěst.
Stane se manželem jednoho z tvých ženských lordů.

$ Obdržíš <hint=hint_resource_gold>{bride_price}</hint>.
$ Vztah mezi králem manžela a tebou se zlepší o <green>{rel_improve}</green>.
$ <b>Nevěsta odejde z tvého města a usadí se v manželově městě</b>.
$ Vaše vztahy se zlepší o <green>{rel_improve}</green>.
{optional_last_female_faction}"
hint_marriage_male_proposal_success,"~
{soul_uuid_bride} dorazila do města svého manžela, kterým je {soul_uuid_male}, a odehrál se svatební obřad.

$ Vztah mezi králem ženicha a tvým králem se zlepšil o <green>{rel_improve}</green>."
hint_marriage_male_proposal_success_letter_1,"~
Věřím, že tento sňatek bude značit začátek našeho dlouhodobého přátelství. V těchto časech je všechno tak nejisté vzhledem k těm válkám a pohromám. Tyto výzvy dokážeme přestát pouze tak, že se sjednotíme."
hint_marriage_male_proposal_success_letter_2,"~
Chvátám ti vyjádřit svou vděčnost! Tvoje mladá dáma je urozená a má laskavou povahu. Ujišťuji tě, že v našem domě nezažije žádné těžkosti ani příkoří, nýbrž toliko úctu a péči."
hint_marriage_male_proposal_success_letter_3,"~
Je nám velkou ctí stát se příbuznými tvého rodu. Kéž tomuto svazku požehnají nebesa i země. Přirozeně se jí zatím stýská po domově, ale věřím, že si brzy zvykne. Slibuji, že se o ni budeme dobře starat."
hint_marriage_male_proposal_success_letter_4,"~
Při pomyšlení na tento svazek se mé srdce plní ryzí radostí; tvoje mladá dáma je dokonalá v každém ohledu, ačkoliv se tuze snadno dojímá! Přeji ti veškeré požehnání."
hint_king_tribute_100_description,"[hint_DESCRIPTION]
{soul_uuid_king} považuje tvoje vojsko za velmi <hint=hint_army_power>slabé</hint> a navrhuje ti, ať přispěješ penězi na bezpečnost regionu.

$ Požaduje se po tobě zaplatit králi {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Pokud tak neučiníš, váš vztah se za 2 dny zhorší o <red>{rel_de}</red>.

[hint_SENDER]"
hint_king_tribute_100,"Poslat zlato
$ {soul_uuid_king} obdrží <hint=hint_resource_gold>{tribute_money}</hint>.
$ Váš vztah se zlepší o <green>{rel_imp}</green>."
hint_king_tribute_100_success,"~
$ Z tvé pokladnice se zaplatilo králi {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Váš vztah se zlepšil o <green>{rel_imp}</green>."
hint_king_tribute_100_ignore,"~
$ Král {soul_uuid_king} se urazil kvůli tvému rozhodnutí nezaplatit.
$ Váš vztah se zhoršil o <red>{rel_de}</red>."
hint_king_tribute_100_success_letter_1,"~
Děkuji za zaslané zlato! Mám obzvláště radost, když lidé zaplatí bez výhrad. Hlupák je ten, kdo klade chamtivost nad vlastní porážku."
hint_king_tribute_100_success_letter_2,"~
Děkuji ti za poslušnost! Uklidňuje mě, že v našem světě stále převládá úcta k síle. Nestyď se pokleknout, když je to nezbytné."
hint_king_tribute_100_ignore_letter_1,"~
Tvoje ticho je hlasitější než jakákoliv slova. Doufám, že od svých spojenců obdržíš jinou odpověď, až budeš v dohledné budoucnosti žádat o jejich pomoc!"
hint_king_tribute_100_ignore_letter_2,"~
Kdo nedbá mých oprávněných požadavků, je buď můj nepřítel, nebo hlupák. Kterým z nich chceš být ty?"
hint_king_tribute_description,"[hint_DESCRIPTION]
{soul_uuid_king} považuje tvoje vojsko za <hint=hint_army_power>ubohé</hint> a domnívá se, že tvoje peníze dokáže použít lépe. Pokud odmítneš, ochotně ti ukáže, jak vypadá skutečná síla.

$ Požaduje se po tobě zaplatit králi {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Pokud tak neučiníš, váš vztah se za 2 dny zhorší o <red>{rel_de}</red> a {soul_uuid_king} <red>zaútočí na tvoje město</red>.
{optional_possible_helpers}

[hint_SENDER]"
hint_king_tribute,"Poslat zlato
$ {soul_uuid_king} obdrží <hint=hint_resource_gold>{tribute_money}</hint>.
$ Váš vztah se zlepší o <green>{rel_imp}</green>."
hint_king_tribute_success,"~
$ Z tvé pokladnice se zaplatilo králi {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Váš vztah se zlepšil o <green>{rel_imp}</green>."
hint_king_tribute_ignore_battle,"~
Král {soul_uuid_king} se urazil kvůli tvému rozhodnutí nezaplatit.

$ Váš vztah se zhoršil o <red>{rel_de}</red>.
$ {soul_uuid_king} svolává vojsko a vyráží s ním vydrancovat tvé město."
hint_king_tribute_ignore_coward,"~
Král {soul_uuid_king} se urazil kvůli tvému rozhodnutí nezaplatit.

$ Váš vztah se zhoršil o <red>{rel_de}</red>.
$ {soul_uuid_king} střízlivě vyhodnotil šanci na úspěch a rozhodl se na tebe nezaútočit. Prozatím."
hint_king_tribute_success_letter_1,"~
Opovrženíhodný je ten, jehož vojsko je slabší než kojenec, ale ještě níže si stojí ten, kdo má navíc prázdnou pokladnici. Děkuj prozřetelnosti, že nepatříš mezi ty druhé. Doufám, že mi v budoucnu budeš dál neprodleně platit."
hint_king_tribute_success_letter_2,"~
Všem je jasné, že výcvik a údržba odvážného vojska není hlavním cílem tvého vedení. Slabí však často mají možnost vynahradit tuto chybu bohatstvím. Doufám, že v budoucnu svatá Sofie požehná tvému měšci."
hint_king_tribute_ignore_letter_coward_1,"~
Tvoje pošetilost hraničí se šílenstvím, jestli si myslíš, že přehlédnu tvoje rozhodnutí neplatit příspěvky. Jsou to moje peníze a já si pro ně přijdu, až budu chtít."
hint_king_tribute_ignore_letter_coward_2,"~
Možná obvykle jednáš s vladaři, kteří jsou stejně zbabělí jako ty, bojí se střetů a pomalu plní podmínky svých dohod. Ale já tě ten příspěvek donutím zaplatit. Právě teď si mou pozornost žádají důležitější záležitosti, ale pro svoje zlato si přijdu. To slibuju!"
hint_king_tribute_ignore_letter_battle_1,"~
Můj příspěvek není břemenem pro ty, kdo svému království vládnou moudře. Leč se zdá, že ty ho buď spravovat neumíš, nebo hůř, snažíš se mne oklamat. Nezbývá mi než chopit se síly a vzít si to, co mi právem náleží. Připrav se na boj!"
hint_king_tribute_ignore_letter_battle_2,"~
Zdá se, že si nevážíš života svých poddaných; jinak by tvůj příspěvek už dorazil. Inu, pakliže je to tvé rozhodnutí, vyrážím!"
hint_demand_change_relations_complete,"~
$ Váš vztah se zhoršil o <red>{demand_tribute_rel_de}</red>."
hint_demand_change_relations,"~
V každém případě se jedná o agresivní akci:
$ Vztahy s králem {soul_uuid_king}: <red>{demand_tribute_rel_de}</red> a mohou se z vás stát <hint=hint_faction_relations_enemy>nepřátelé</hint>."
hint_demand_tribute,"Slušná žádost o příspěvek
Informuj krále {soul_uuid_king}, že od něj očekáváš <hint=hint_resource_gold>{tribute_money}</hint> výměnou za dobré vztahy s tebou.

{optional_change_relations_with_owner}
{optional_holy_defence_will_removed}

[hint_SENDER]
{optional_duty_of_honor}"
hint_demand_tribute_success,"~
$ Král {soul_uuid_king} se urazil, ale posílá <hint=hint_resource_gold>{tribute_money}</hint>.
{optional_changed_relations_with_owner}
{optional_holy_defence_will_removed}
{optional_duty_of_honor_complete}"
hint_demand_tribute_fail,"~
$ {soul_uuid_king} odpovídá, že tvůj požadavek je nesmírně urážlivý.
$ Vaše vztahy se zhoršily na <red>{demand_tribute_rel_de}</red>.
$ Vztah se sousedy: <red>{rel_demand_tribute_de_neigh}</red>
{optional_holy_defence_will_removed}"
hint_demand_tribute_success_letter_1,"~
Pouze zvrácení berou vše a nechávají děti a staré lidi bez chleba. Osud je však jako kosti hozené svatou Matkou. Nastane den, kdy přijdeš o všechno a pak mi budou blahopřát k vítězství!"
hint_demand_tribute_success_letter_2,"~
Ponižovat souseda přináší pramálo výhod, i když ti to možná zatím nedochází. Moje paměť však urážky nikdy nevymaže a mstít se takovým, jako jsi ty, mi přináší nesmírnou rozkoš."
hint_demand_tribute_fail_letter_1,"~
Myslíš, že mne dokážeš zastrašit? Můj vzestup na trůn nebyl žádná náhoda, na rozdíl od tebe. Nuže pojď, zkus si vzít moje zlato!"
hint_demand_tribute_fail_letter_2,"~
Ve snu slyšíš cinkání mincí – prober se! To jediné, co uvidíš ve skutečnosti, bude můj meč, ty zbabělý bídáku!"
hint_assault_fair,"Hrozba drancování
Vyzvi nepřítele a vznes nárok na veškeré jeho poklady. Pokud ti odmítne zaplatit do dvou dnů, budeš mít právo vydrancovat město a uchvátit jeho poklady silou.

Jelikož máš s králem této osady <hint=hint_faction_relations_enemy>nepřátelské</hint> vztahy, budou sousedi takový útok vnímat klidně.

$ Možná kořist: <hint=hint_resource_gold>{town_money}</hint>
$ Vztah s králem {soul_uuid_king}: <red>{assault_fair_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_assault_success,"~
$ Král {soul_uuid_king} se urazil, ale posílá <hint=hint_resource_gold>{tribute_money}</hint>.
{optional_attack_on_vassal_or_ally}"
hint_assault_fail,"~
$ Král {soul_uuid_king} se urazil.
$ Rovněž odmítá tvoje snažení o nadvládu a je připraven na obléhání.
{optional_attack_on_vassal_or_ally}

Nyní toto město můžeš napadnout s úmyslem ho vydrancovat.
{optional_possible_helpers_against_player}"
hint_assault_fair_success_letter_1,"~
Nedáváš mi na výběr. Vezmi si všechno zlato, ale pamatuj: Míru dojdu teprve tehdy, až tvoje město lehne popelem. A věř mi, že najdu takové, kdo mi pomůže toho dosáhnout."
hint_assault_fair_success_letter_2,"~
Nuže dobrá, vezmi si veškerý můj majetek. Nechci prolévat krev vlastních lidí, na rozdíl od tebe. Navzdory tomu, k čemu došlo, stále doufám, že jednou pochopíš, že mírumilovný obchod je mnohem výnosnější než násilí."
hint_assault_fail_letter_1,"~
Nejsi první, kdo se pokouší vydrancovat moje město, a nejspíš nebudeš ani poslední. Ale jelikož volíš cestu pokoření a porážky, nemám jinou možnost než očekávat tvůj příchod. Skoncujeme to!"
hint_assault_fail_letter_2,"~
Nic nedostaneš! Raději, ať mé město shoří, než aby mne okradl parchant z lůna nějaké běhny!"
hint_assault_asnwer_waiting_description,"Čekání na odpověď
{soul_uuid_king} přemýšlí o tvé hrozbě vydrancováním.

Brzy odpoví.
{optional_possible_helpers_against_player}"
hint_demand_assault_attack_description,"Čekání na útok
{soul_uuid_king} očekává útok na své město ze strany tvých vojáků po odmítnutí tvého vydírání.

$ Pokud se nedostavíš a nezahájíš útok do <b>dvou dnů</b>, budou tě považovat za zbabělce.
{optional_holy_defence_will_removed}"
hint_demand_assault_attack,"Útok
$ Pokud se nedostavíš a nezahájíš útok do <b>dvou dnů</b>, budou tě považovat za zbabělce."
hint_demand_assault_attack_success,"~
Po úspěšném útoku utrpěl král {soul_uuid_king} porážku a drancování jeho města vyneslo kořist ve výši <hint=hint_resource_gold>{tribute_money}</hint>.

Tvoji vojáci se vracejí domů jako vítězové a s kořistí."
hint_demand_assault_attack_fail,"~
Bitva pro tebe skončila porážkou a král {soul_uuid_king} dokázal, že na tuto výzvu nemáš."
hint_demand_assault_attack_timeover,"~
Útok se ti nepodařilo zahájit a tvého krále nyní budou považovat za zbabělce.

$ Vztahy se sousedy a králem {soul_uuid_king}: <red>{rel_coward}</red>."
hint_demand_assault_attack_success_letter_1,"~
Odvaha si žádá uznání a tvoji vojáci bojovali statečně. Nyní máš můj obdiv, ale nikoliv mou čest. Vím, že se na bojišti opět setkáme, neboť když si tě lidé pamatují jako poraženého, je to nesmírně nebezpečné – a ty to víš jakbysmet."
hint_demand_assault_attack_success_letter_2,"~
Vítězství je tvé, ale jen díky tomu, že při tobě stála štěstěna – ta jediná ti zajistila výhru. Tvoje srdce je krotké, a tudíž nepředstavuje překážku. Dovol mi nabrat síly a brzy se tvoje království stane pouhou vzpomínkou, která se časem vytratí."
hint_demand_assault_attack_fail_letter_1,"~
Chceš okusit, jak chutná vítězství? Je to jako usrkávat chlazené víno za horkého dne! Ujišťuji tě, že tohle nebyl ani můj první triumf proti tobě ani poslední, neb copak člověk může odolat příležitosti vychutnat si dobré víno?"
hint_demand_assault_attack_fail_letter_2,"~
Vítězství mě nezahřeje u srdce tak jako pohled na bezvládná těla tvých padlých válečníků. Musím říct, že zbabělejší vojsko neznám. Tvoje vojenská taktika bude určitě skvělou inspirací pro naše šašky, o tom nemám žádných pochyb."
hint_demand_assault_attack_timeover_letter_1,"~
Připadám si ještě statečnější, když vím, že jsem v obklopení samých zbabělců. Proslýchá se, že tvá zbabělost se šíří rychleji než ozvěna v horách!"
hint_demand_assault_attack_timeover_letter_2,"~
Zbabělost je hřích a ty, můj příteli, dokazuješ, že jsi na tom hůře než většina. Vpravdě mě nenapadlo očekávat od tebe takovou krotkost. Je pozoruhodné a prazvláštní, že lidé jako ty nosí na hlavě korunu."
hint_assault_asnwer_waiting_fair,"Čekání na odpověď
{soul_uuid_king} přemýšlí o tvé hrozbě vydrancováním.

Brzy odpoví.

$ Vztah s králem {soul_uuid_king}: <red>{assault_fair_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_asnwer_waiting_unfair,"Čekání na odpověď
{soul_uuid_king} přemýšlí o tvé hrozbě vydrancováním.

Brzy odpoví.

$ Vztah s králem {soul_uuid_king}: <red>{assault_unfair_rel_de}</red>
$ Vztahy se sousedy: <red>{assault_unfair_rel_de_neigh}</red>
$ Vztah s matriarchou: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_unfair,"Hrozba drancování
Vyzvi nepřítele a vznes nárok na veškeré jeho poklady. Pokud ti odmítne zaplatit do 2 dnů, budeš mít právo vydrancovat město a uchvátit jeho poklady silou.

Jelikož s králem této osady NEMÁŠ <hint=hint_faction_relations_enemy>nepřátelské</hint> vztahy, bude se takový útok vnímat jako <red>proradný</red> tah.

$ Možná kořist: <hint=hint_resource_gold>{town_money}</hint>

$ Vztah s králem {soul_uuid_king}: <red>{assault_unfair_rel_de}</red>
$ Vztahy se sousedy: <red>{assault_unfair_rel_de_neigh}</red>
$ Vztah s matriarchou: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_ai,"[hint_DESCRIPTION]
{soul_uuid_king} věří, že celý tvůj rod by měl být vyhlazen z povrchu zemského. Připravuje útok za účelem naprostého zničení tvé šlechtické rodiny a vypálení tvého města.

$ Přípravy potrvají 2 dny."
hint_city_burn_ai_ready,"~
Přípravy jsou hotové a {soul_uuid_king} se vydává na tažení.

Brzo dojde k bitvě, ve které se rozhodne o osudu tvé šlechtické rodiny."
hint_city_burn_ai_success,"~
Podařilo se ti útok odrazit.

$ Král {soul_uuid_king} je překvapen tvou odvahou a zlepšuje svůj vztah s tebou o <green>{king_im}</green>."
hint_city_burn_ai_success_letter_1,"~
Nemohu jinak než obdivovat tvou chrabrost; mám pro ni jen slova nejvyššího uznání. Od mého posledního setkání s důstojným protivníkem uplynula už dlouhá doba a navzdory své porážce by mi bylo ctí se s tebou opět utkat v boji."
hint_city_burn_ai_success_letter_2,"~
Jsi srdnatý válečník a bojuješ udatně! Dobrý souboj, třebaže prohraný, je vždy potěšením pro duši."
hint_peace_conditions,"~
Podmínky: 
$ Současný vztah mezi králem {soul_uuid_king} a tvým králem: {current_relations}
$ Na základě toho tě bude dohoda stát <hint=hint_resource_gold>{peace_offer_cost}</hint>"
hint_declared_peace_description,"Mírová dohoda
{soul_uuid_king} a ty spolu máte uzavřenou posvátnou mírovou dohodu.

$ To znamená, že během této doby strany nebudou moct drancovat vesnice, napadat města ani se vzájemně přinutit do vazalství.
$ Lordi však budou moct vzájemně navštěvovat města, pletichařit a provádět <hint=hint_action_shadow>temné skutky</hint>.
$ Vztah krále {soul_uuid_king} s tvým králem: <green>{peace_king_im}</green>

<b>Do konce dohody zbývá {peace_day_remain} d.<b>"
hint_unavailable_peace_too_strong,"Nezájem
Král {soul_uuid_king} je příliš silný a nepovažuje tebe ani tvé sousedy jako hrozbu.

<b>TIP:</b> Pomocí <b>pomluv</b> můžeš poštvat jeho sousedy proti němu (vztahy pod <red>-25</red>), aby byl ochotnější vyjednávat."
hint_peace_treaty,"Mírová dohoda 
Podepiš mírovou dohodu na dobu {peace_duration} dnů.

$ Znamená to, že během této doby strany nebudou moct drancovat vesnice, napadat města ani se vzájemně přinutit do vazalství. 
$ Lordi však budou moct vzájemně navštěvovat města, pletichařit a provádět <hint=hint_action_shadow>temné skutky</hint>.
$ Vztah krále {soul_uuid_king} s tvým králem: <green>{peace_king_im}</green>

{optional_peace_conditions}
[hint_ALLIES]

[hint_SENDER]
{optional_duty_of_honor}"
hint_peace_treaty_success,"Mírová dohoda
{soul_uuid_king} a ty spolu máte uzavřenou posvátnou mírovou dohodu.

$ To znamená, že během této doby strany nebudou moct drancovat vesnice, napadat města ani se vzájemně přinutit do vazalství.
$ Lordi však budou moct vzájemně navštěvovat města, pletichařit a provádět <hint=hint_action_shadow>temné skutky</hint>.
$ Vztah s králem {soul_uuid_king}: <green>{peace_king_im}</green>

<b>Do konce dohody zbývá {peace_day_remain} d.<b>
{optional_duty_of_honor_complete}"
hint_peace_treaty_finish,"Mírová dohoda vypršela.
Tebe a krále {soul_uuid_king} už nesvazují vzájemné povinnosti."
hint_peace_treaty_king_dead,"Mírová dohoda bude ukončena.
Důvod: Smrt jednoho ze signatářů.

$ Tebe a krále {soul_uuid_king} už nesvazují vzájemné povinnosti."
hint_peace_treaty_success_letter_1,"~
Uzavření mírové dohody s tebou mi skutečně přineslo radost. Po životě v souladu se sousedy moje srdce toužilo odnepaměti."
hint_peace_treaty_success_letter_2,"~
Uzavření mírové dohody se v našich časech stalo zvláštností, ale dokázali jsme, že jsme moudřejší než ostatní. Pevně věřím, že naše království čeká mír a rozkvět!"
hint_peace_treaty_finish_letter_1,"~
Období naší mírové dohody bohužel uplynulo. Doufám, že ti přinesla tolik výhod jako mně. A snad se nám v budoucnu podaří uzavřít další."
hint_peace_treaty_finish_letter_2,"~
Nuže, naše mírová dohoda skončila. Našim královstvím přinesla mír a klid. Doufám, že její skončení nebude značit příchod válek a těžkostí."
hint_peace_treaty_king_dead_letter_1,"~
Vím, že můj předchůdce s tebou uzavřel mírovou dohodu. Nedávno však zemřel a já už v jejím dodržování nevidím smysl."
hint_peace_treaty_king_dead_letter_2,"~
Vím, že můj předchůdce s tebou uzavřel mírovou dohodu. Nedávno však zemřel a já už v jejím dodržování nevidím smysl."
hint_peace_treaty_king,"Mírová dohoda
{soul_uuid_king} ti nabízí uzavření mírové dohody na dobu {peace_duration} dnů.

$ To znamená, že během této doby strany nebudou moct drancovat vesnice, napadat města ani se vzájemně přinutit do vazalství.
$ Lordi však budou moct vzájemně navštěvovat města, pletichařit a provádět <hint=hint_action_shadow>temné skutky</hint>.
$ Vztahy s králem {soul_uuid_king}: <green>{peace_king_im}</green>
$ Obdržíš: <hint=hint_resource_gold>{peace_offer_cost}</hint>

Dohoda je posvátná a zpečetěná církví, takže ji nelze porušit.

[hint_ALLIES]

[hint_SENDER]"
hint_peace_treaty_king_accept,"Podepsání dohody 
Souhlasíš s podpisem mírové dohody na dobu {peace_duration} dnů.

$ To znamená, že během této doby strany nebudou moct drancovat vesnice, napadat města ani se vzájemně přinutit do vazalství. 
$ Lordi však budou moct vzájemně navštěvovat města, pletichařit a provádět <hint=hint_action_shadow>temné skutky</hint>.
$ Vztahy s králem {soul_uuid_king}: <green>{peace_king_im}</green>
$ Obdržíš: <hint=hint_resource_gold>{peace_offer_cost}</hint>

Dohoda je posvátná a zpečetěná církví, takže ji nelze porušit."
hint_peace_treaty_king_accept_letter_1,"~
Spěchám ti vyjádřit vděčnost z celého srdce! Věřím, že tato úmluva může zvěstovat dlouhodobé přátelství mezi našimi urozenými rody!"
hint_peace_treaty_king_accept_letter_2,"~
Mám radost z podepsání mírové dohody, třebaže jen nakrátko. Cesta k míru je náročná, ale věř, že je to jediný způsob, jak našim královstvím zajistit prospěch!"
hint_defence_alliance_description,"
[hint_defence_alliance_only_description]
$ Vztah s králem {soul_uuid_king}: <green>{rel_defence_alliance}</green>"
hint_defence_alliance_offer,"Pozvat do spojenectví
{soul_uuid_king} se přidá k alianci svobodných měst pod tvým vedením.

Znamená to:
[hint_defence_alliance_description]

Náklady na pozvání: <hint=hint_resource_gold>{alliance_invite_price}</hint>
{optional_duty_of_honor}"
hint_defence_alliance_offer_success,"Spojenectví se rozšiřuje!
Král {soul_uuid_king} se rozhodl přidat k tvé alianci svobodných měst.

Znamená to:
[hint_defence_alliance_description]
{optional_duty_of_honor_complete}"
hint_defence_alliance_break,"Odejít z městské aliance
Hlava spojenectví by to považovala za zradu.

$ Vztah s králem {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_break_finish,"Spojenectví bylo ukončeno.
Ty a {soul_uuid_king} už nejste vzájemně spjati.

$ Vztah s králem {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>"
