Key,Korean
hint_demand_assault_attack_fail_letter_2,"~
승리 그 자체보다도 그대의 전사들이 쓰러져 뒹구는 모습을 보는 게 더 흡족하더군. 이보다 더 비겁한 군대를 본 적이 없다네. 그대의 군사 전술은 우리의 어릿광대들도 보고 비웃겠네. 참으로 우습군."
hint_demand_assault_attack_timeover_letter_1,"~
겁쟁이들에게 둘러싸여 있다는 사실을 알면 한층 더 용기가 솟아난다네. 그대의 비겁함에 대한 소문은 산에 울리는 메아리보다 더 빠르게 퍼져나가겠지!"
hint_demand_assault_attack_timeover_letter_2,"~
비겁함은 악덕이며 이번 일로 그대가 얼마나 타락했는지 증명되었다네. 사실, 그대가 이렇게까지 소심한 줄은 몰랐다네. 그런 주제에 왕좌에 앉아 있는 게 참으로 기묘하고 우습군."
hint_assault_asnwer_waiting_fair,"응답을 기다리는 중
{soul_uuid_king}이(가) 당신의 약탈 위협에 대한 대응을 고심 중입니다.

곧 응답할 것입니다.

$ {soul_uuid_king}와(과)의 관계: <red>{assault_fair_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_asnwer_waiting_unfair,"응답을 기다리는 중
{soul_uuid_king}이(가) 당신의 약탈 위협에 대한 대응을 고심 중입니다.

곧 응답할 것입니다.

$ {soul_uuid_king}와(과)의 관계: <red>{assault_unfair_rel_de}</red>
$ 이웃들과의 관계: <red>{assault_unfair_rel_de_neigh}</red>
$ 총대주교와의 관계: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_unfair,"약탈 위협
적에게 도전하고 금고를 내놓을 것을 요구하세요. 적이 이틀 안에 지불을 거부하면, 해당 도시를 약탈하고 강제로 금고를 탈취할 권리를 갖게 됩니다.

이 정착지와 왕과 <hint=hint_faction_relations_enemy>적대적인</hint> 관계가 아니므로 공격하면 <red>배반</red> 행위로 간주될 것입니다.

$ 가능한 약탈: <hint=hint_resource_gold>{town_money}</hint>

$ {soul_uuid_king}와(과)의 관계: <red>{assault_unfair_rel_de}</red>
$ 이웃들과의 관계: <red>{assault_unfair_rel_de_neigh}</red>
$ 총대주교와의 관계: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_ai,"[hint_DESCRIPTION]
{soul_uuid_king}이(가) 당신의 가문을 이 땅에서 제거하려고 합니다. 귀족 가문을 완전히 파괴하고 도시를 불태우기 위한 공격을 준비하고 있습니다.

$ 준비를 완료하기까지 2일이 소요됩니다."
hint_city_burn_ai_ready,"~
준비가 완료되었고, {soul_uuid_king}이(가) 작전을 개시합니다.

곧 귀족 가문의 운명이 걸린 전투가 벌어질 것입니다."
hint_city_burn_ai_success,"~
가까스로 공격을 물리쳤습니다.

$ {soul_uuid_king}이(가) 당신의 용기에 감명받아 관계가 <green>{king_im}</green> 향상되었습니다."
hint_city_burn_ai_success_letter_1,"~
그대의 용기에 감탄하지 않을 수 없군. 난 용기를 가장 중요한 가치로 여긴다네. 오랜만에 좋은 적수를 만났군. 비록 이번에는 패배했지만, 그대와 다시 한번 전투를 벌일 수 있다면 영광이겠네."
hint_city_burn_ai_success_letter_2,"~
용감한 전사여, 정말 용맹하게 싸웠네! 좋은 싸움은 패배하더라도 영혼에 기쁨을 가져다주는 법이지."
hint_peace_conditions,"~
조건: 
$ 현재 왕과 {soul_uuid_king}의 관계: {current_relations}
$ 이를 바탕으로 조약에 소모되는 비용: <hint=hint_resource_gold>{peace_offer_cost}</hint>"
hint_declared_peace_description,"평화 조약
{soul_uuid_king}와(과) 평화 조약을 체결했습니다.

$ 이 기간 동안 당사자들은 마을을 습격하거나, 도시를 공격하거나, 서로 봉신화를 강요할 수 없습니다.
$ 그러나 영주는 서로의 도시를 방문해 음모를 꾸미고 <hint=hint_action_shadow>악행</hint>에 가담할 수는 있습니다.
$왕과 {soul_uuid_king}의 관계: <green>{peace_king_im}</green>

<b>조약이 종료되기까지 {peace_day_remain}일 남았습니다.<b>"
hint_unavailable_peace_too_strong,"무관심
{soul_uuid_king}이(가) 너무 강력하여 당신 또는 이웃으로부터 위협을 느끼지 않습니다.

<b>힌트:</b> <b>중상모략</b> 행동을 이용하여 왕의 이웃이 그에게 등을 돌리게 만들면(<red>-25</red> 미만), 협상에 더 기꺼이 응하게 만들 수 있습니다."
hint_peace_treaty,"평화 조약 
{peace_duration}일 동안 평화 조약을 체결합니다.

$ 이 기간 동안 당사자들은 마을을 습격하거나, 도시를 공격하거나, 서로 봉신화를 강요할 수 없습니다. 
$ 그러나 영주는 서로의 도시를 방문해 음모를 꾸미고 <hint=hint_action_shadow>악행</hint>에 가담할 수는 있습니다.
$ 왕과 {soul_uuid_king}의 관계: <green>{peace_king_im}</green>

{optional_peace_conditions}
[hint_ALLIES]

[hint_SENDER]
{optional_duty_of_honor}"
hint_peace_treaty_success,"평화 조약
{soul_uuid_king}와(과) 평화 조약을 체결했습니다.

$ 이 기간 동안 당사자들은 마을을 습격하거나, 도시를 공격하거나, 서로 봉신화를 강요할 수 없습니다.
$ 그러나 영주가 서로의 도시를 방문하고, 음모를 꾸미고, <hint=hint_action_shadow>악행</hint>에 가담할 수는 있습니다.
$ {soul_uuid_king}와(과)의 관계: <green>{peace_king_im}</green>

<b>조약이 종료되기까지 {peace_day_remain}일 남았습니다.<b>
{optional_duty_of_honor_complete}"
hint_peace_treaty_finish,"평화 조약이 만료되었습니다.
이제 {soul_uuid_king}와(과) 더 이상 상호 의무에 구속되지 않습니다."
hint_peace_treaty_king_dead,"평화 조약이 종료됩니다.
이유: 서명자 중 한 사람의 사망.

$ {soul_uuid_king}와(과) 더 이상 상호 의무에 구속되지 않습니다."
hint_peace_treaty_success_letter_1,"~
그대와 평화 조약을 체결하게 되어 참으로 기쁘네. 이웃과 화목하게 지내는 것은 언제나 나의 진심 어린 염원이었다네."
hint_peace_treaty_success_letter_2,"~
우리 시대에 평화 조약을 체결하는 것은 드문 일이 되었지만, 우리는 다른 이들보다 더 현명하다는 것을 증명했네. 우리의 왕국에 평화와 번영이 찾아올 것을 확신한다네!"
hint_peace_treaty_finish_letter_1,"~
유감스럽게도, 우리의 평화 조약 기간이 만료되었네. 나만큼 그대도 이 조약을 통해 많은 이익을 누렸기를 바라네. 그리고 아마도 미래에 우리는 또 다른 결정을 내릴 수 있겠지."
hint_peace_treaty_finish_letter_2,"~
이제 우리의 평화 조약은 끝났다네. 그동안 조약을 통해 우리의 왕국은 평화와 평온을 누렸지. 조약의 끝이 전쟁과 고난의 시작을 의미하는 것은 아니기를 바라네."
hint_peace_treaty_king_dead_letter_1,"~
선왕이 그대와 평화 조약을 맺은 것을 알고 있네. 그러나 선왕은 최근에 세상을 떠났기에 더 이상 조약을 유지할 이유가 없는 것 같군."
hint_peace_treaty_king_dead_letter_2,"~
선왕이 그대와 평화 조약을 맺은 것을 알고 있네. 그러나 선왕은 최근에 세상을 떠났기에 더 이상 조약을 유지할 이유가 없는 것 같군."
hint_peace_treaty_king,"평화 조약
{soul_uuid_king}이(가) {peace_duration} 일 동안 평화 조약을 체결할 것을 제안합니다.

$ 이 기간 동안 당사자들은 마을을 습격하거나, 도시를 공격하거나, 서로 봉신화를 강요할 수 없습니다.
$ 그러나 영주가 서로의 도시를 방문하고, 음모를 꾸미고, <hint=hint_action_shadow>악행</hint>에 가담할 수는 있습니다.
$ {soul_uuid_king}와(과)의 관계: <green>{peace_king_im}</green>
$ 조약 보상: <hint=hint_resource_gold>{peace_offer_cost}</hint>

교회가 보증한 신성한 조약이므로 어길 수 없습니다.

[hint_ALLIES]

[hint_SENDER]"
hint_peace_treaty_king_accept,"평화 조약 
{peace_duration}일 동안 평화 조약을 체결하기로 동의합니다.

$ 이 기간 동안 당사자들은 마을을 습격하거나, 도시를 공격하거나, 서로 봉신화를 강요할 수 없습니다.
$ 그러나 영주가 서로의 도시를 방문하고, 음모를 꾸미고, <hint=hint_action_shadow>악행</hint>에 가담할 수는 있습니다.
$ {soul_uuid_king}와(과)의 관계: <green>{peace_king_im}</green>
$ 조약 보상: <hint=hint_resource_gold>{peace_offer_cost}</hint>

교회가 보증한 신성한 조약이므로 어길 수 없습니다."
hint_peace_treaty_king_accept_letter_1,"~
진심 어린 감사의 마음을 전하네! 이 조약이 우리 귀족 가문 사이의 지속적인 우정의 시작을 알리는 신호가 될 것이라고 믿네!"
hint_peace_treaty_king_accept_letter_2,"~
비록 짧은 기간이긴 해도 평화 조약이 체결되었다는 소식을 듣게 되어 기쁘군. 평화로 가는 길은 험난하지만, 이 조약은 우리의 왕국에 번영을 가져올 수 있는 유일한 길이 될 거라네!"
hint_defence_alliance_description,"~
[hint_defence_alliance_only_description]
$ {soul_uuid_king}와(과)의 관계: <green>{rel_defence_alliance}</green>"
hint_defence_alliance_offer,"동맹에 초대
{soul_uuid_king}이(가) 당신이 주도하는 자유 도시 동맹에 합류할 것입니다.

영향:
[hint_defence_alliance_description]

초대 비용: <hint=hint_resource_gold>{alliance_invite_price}</hint>
{optional_duty_of_honor}"
hint_defence_alliance_offer_success,"동맹 확장!
{soul_uuid_king}이(가) 당신의 자유 도시 동맹에 합류하기로 결정했습니다.

영향:
[hint_defence_alliance_description]
{optional_duty_of_honor_complete}"
hint_defence_alliance_break,"도시 동맹 탈퇴
동맹의 수장이 이 행위를 배신으로 간주합니다.

$ {soul_uuid_king}와(과)의 관계: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_break_finish,"동맹이 종료되었습니다.
{soul_uuid_king}와(과) 더 이상 상호 구속 관계가 아닙니다.

$ {soul_uuid_king}와(과)의 관계: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_offer_success_letter_1,"~
언젠가는 굳이 동맹을 맺을 필요가 없는 날이 오기를 바라네. 그러나 지금의 세상은 증오로 가득하기에, 이 조약은 사악함과 배신에 맞서 함께 싸우는 데 도움이 될 것이네."
hint_defence_alliance_offer_success_letter_2,"~
우리 도시 간에 동맹을 맺을 수 있어서 기쁘네. 우리에겐 의심할 여지 없이 서로의 지원이 필요하다네. 이웃끼리 평화롭고 화목하게 살던 시대는 오래전에 끝났으니까 말일세!"
hint_defence_alliance_break_finish_letter_1,"~
동맹을 해체하기는 쉽지만, 그 결과를 예측하기는 훨씬 더 어렵다네. 나는 그대의 결정을 받아들일 수밖에 없지만, 그동안의 경험을 통해 동맹의 가치를 간과해서는 안 된다고 조언하고 싶네."
hint_defence_alliance_break_finish_letter_2,"~
이런 시대에 이웃과 조약을 파기하는 행위는 좋지 않을 결과를 불러올 것이네! 그대에게도 언젠가 도움이 필요할 날이 올 텐데, 그때가 오면 침묵으로 응답하겠네!"
hint_defence_alliance_destroy,"도시 동맹 해체
동맹의 수장으로서 도시 동맹을 해체합니다.

이전 동맹 간의 관계에는 영향을 미치지 않습니다."
hint_defence_alliance_offer_from_ai_accept,"동맹 합류
영향:
[hint_defence_alliance_description]

합류 보상: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"동맹 초대
{soul_uuid_king}이(가) 당신을 자신이 주도하는 자유 도시 동맹에 초대합니다.

영향:
[hint_defence_alliance_description]

합류 보상: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"동맹에 합류했습니다
{soul_uuid_king}와(과) 계약을 체결했으며, 이제 자유 도시 동맹의 구성원이 되었습니다.

영향:
[hint_defence_alliance_description]

보상: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"동맹 합류 요청
{soul_uuid_king}에게 그가 주도하는 자유 도시 동맹에 합류하게 해 달라고 요청하합니다.

영향:
[hint_defence_alliance_description]"
To The Top,
hint_union_ask_for_help,"도움 요청
{soul_uuid_king}은(는) 당신의 동맹이며, 위협에 직면했을 때 도움을 요청할 수 있습니다.

$ {soul_uuid_king}은(는) 전사들로 구성된 분대를 보낼 것입니다. 다가오는 전투에서 이 분대를 사용할 수 있으며, 사용하지 않으면 3일 후에 다시 돌아갑니다.
$ {soul_uuid_king}의 분대의 전사가 사망할 때마다 관계가 점점 더 악화됩니다."
hint_union_ask_for_help_success,"지원 요청
{soul_uuid_king}은(는) 동맹의 의무를 지켜 전사들을 파견합니다.

$ 다가오는 전투에서 이 분대를 사용할 수 있으며, 사용하지 않으면 3일 후에 다시 돌아갑니다.
$ 전사가 사망할 때마다 {soul_uuid_king}와(과)의 관계가 <red>{rel_every_soldier_dead}</red> 악화됩니다."
hint_union_ask_for_help_fail,"지원 요청
{soul_uuid_king}은(는) 당신의 승리가 불가능하다고 생각하므로 전사들의 희생에 반대합니다. 상대 통치자가 당신을 배신했으며, 아무런 도움도 제공하지 않습니다.

$ 상대가 자유 도시 동맹을 탈퇴합니다.
$ {soul_uuid_king}의 당신에 대한 태도: <red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
내가 보낸 지원군이 곧 도착할 것이네. 이번 전투에서 우리가 완승을 거두고 큰 손해를 입지 않도록 간절히 기도하겠네!"
hint_union_ask_for_help_success_letter_2,"~
동맹을 돕는 것은 우리의 신성한 의무라네. 지원군을 보냈으니 곧 도착할 것이네! 비록 최근에는 성모 소피아의 은총을 받지 못했지만, 이번에는 우리에게 축복을 내려 주시기를 기도하겠네."
hint_union_ask_for_help_fail_letter_1,"~
그대의 요구는 내 전사들을 전쟁터가 아닌 학살자에게 보내라는 것이나 다름없네. 그대의 적은 너무나도 강력하다네. 그런 상대와 적이 된 것은 실수라네! 내 지원은 기대하지 말게!"
hint_union_ask_for_help_fail_letter_2,"~
 그대의 적이 우리 두 군대를 합친 것보다 훨씬 더 강력하다는 것을 알고 있겠지! 전사들을 죽음으로 내모는 것은 광기에 지나지 않네. 미안하지만, 나는 이 일에 관여할 생각이 없다네!"
hint_ask_for_help_from_ai_accept,"도움 제공
{optional_additional_header}
원정대를 구성하고 파병해서 지원을 제공합니다.

$ {soul_uuid_supported}은(는) 다가오는 전투에서 원정대를 활용할 것이며, 전투가 끝나면 다시 돌아옵니다.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"도움 요청
{optional_type_of_danger}

당신의 군대가 {soul_uuid_supported}의 지원군으로 도착했으며, 3일 동안 또는 첫 번째 전투까지 도시에 머뭅니다.

결과:
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"도움 요청
{optional_type_of_danger}

{soul_uuid_king}은(는) 당신의 지원을 기다리지 않았습니다.
{optional_ignore_allyship}"
hint_ask_for_help_from_ai_success_after_battle,"전투 중 도움
당신의 군대가 적의 공격 격퇴를 성공적으로 도왔습니다!"
hint_optional_union_allyship,"~
<b>동맹의 의무</b>
$ 지원군을 보내지 않으면 배신으로 간주되며, 동맹 수장과의 관계가 심하게 악화되어 그 결과로 <red>자유 도시 동맹에서 추방됩니다</red>. 이웃들도 불쾌해하며 놀라게 될 것입니다."
hint_optional_union_allyship_ignore,"~
<red>동맹을 배신했습니다.</red>

$ 동맹 수장 {soul_uuid_king_leader}(와)과의 관계: <red>{rel_defence_alliance_not_help}</red>
$ {soul_uuid_king}(와)과의 관계: <red>{rel_defence_alliance_broken}</red>
$ 이웃과의 관계: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
배신자! 적들이 독수리처럼 내 머리 위를 맴돌고 있는데 감히 발을 빼겠다는 건가? 이 조약에 서명한 건 그대가 아닌가? 그대와 그대의 자손에게 대대로 저주가 내리기를!"
hint_union_help_ai_ignore_letter_2,"~
고문들이 그대 같은 뱀과는 동맹을 맺지 말라고 경고했었지! 하지만 조심하게. 그대가 배반을 저질렀다는 소식은 바람처럼 빠르게 퍼질 테니까. 때때로 평판의 훼손은 가장 사나운 적보다 더 두려운 법이지."
hint_union_help_success_letter_1,"~
나는 그대가 신뢰할 수 있고 명예로운 사람이라는 것을 알게 되었네. 지원에 감사하네. 유감스럽게도, 앞으로의 전투는 쉽지 않을 것으로 예상된다네. 우리 모두를 위해 기도하겠네."
hint_union_help_success_letter_2,"~
약속을 지켜줘서 고맙네. 그 어느 때보다 그대의 지원군이 절실히 필요하다네! 반드시 이 은혜를 갚겠네. 나중에 언제든지 그대를 도울 것이네."
hint_defence_alliance_only_description,"~
귀족 가문들끼리 누군가의 도시가 다른 귀족 가문의 공격을 받을 경우 서로 돕겠다고 약속합니다. 

이 조약은 마을 방어나 도적 공격에는 적용되지 않습니다.

$ 모든 구성원은 동맹의 누군가가 도움을 요청하면 전사들을 보내 지원할 것을 맹세합니다.
$ 동맹 수장과의 관계가 <red>-25</red> 미만으로 하락하면 영지의 동맹 자격이 취소됩니다.
$ 동맹 구성원은 제한 없이 무역 계약을 체결할 수 있으며, <hint=hint_market_volume_bonus>시장 수요</hint>가 증가합니다.
$ <b>도시 동맹의 구성원은 봉신을 보유할 수 없으며,</b> 동맹에 속하지 않은 다른 왕국에 대한 공격적인 행동은 <b>중립 요구에 의해 제한됩니다</b>."
hint_loan_description,"[hint_DESCRIPTION]
<b>우호 관계</b>인 {soul_uuid_king}이(가) 자금을 대출해 주겠다고 제안합니다.

$ <hint=hint_resource_gold>{loan_money_take}</hint>을(를) 받습니다.
$ 10일 후, 동일한 금액을 상환해야 합니다: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ 대출금을 상환하지 못한 경우, {soul_uuid_king}와(과)의 관계가 <red>{rel_de}</red> 악화되고, 다른 이웃 진영과의 관계가 <red>{rel_neigh_de}</red> 악화됩니다. <hint=hint_faction_relations_enemy>적</hint>이 생길 수도 있습니다.

[hint_SENDER]"
hint_loan_take,"자금 대출
{soul_uuid_king}에게 <hint=hint_resource_gold>{loan_money_take}</hint>을(를) 받습니다.

$ 10일 후, <hint=hint_resource_gold>{loan_money_give_back}</hint>을(를) 상환해야 합니다.
$ 대출금을 상환하지 못한 경우, {soul_uuid_king}와(과)의 관계가 <red>{rel_de}</red> 악화되고, 다른 이웃 진영과의 관계가 <red>{rel_neigh_de}</red> 악화됩니다. <hint=hint_faction_relations_enemy>적</hint>이 생길 수도 있습니다."
hint_loan_take_success,"~
{soul_uuid_king}이(가) 당신을 믿고 <hint=hint_resource_gold>{loan_money_take}</hint>을(를) 대출해 줍니다.

 10일 이내에 대출금을 상환해야 합니다."
hint_loan_give_back,"부채 상환
<hint=hint_resource_gold>{loan_money_give_back}</hint>을(를) 상환합니다.

$ {soul_uuid_king}와(과)의 관계가 <green>{rel_imp}</green> 향상됩니다."
hint_loan_give_back_success,"~
부채를 상환했고, {soul_uuid_king}이(가) <hint=hint_resource_gold>{loan_money_give_back}</hint>을(를) 받았습니다.

$ {soul_uuid_king}와(과)의 관계가 <green>{rel_imp}</green> 향상됩니다."
hint_loan_ignore,"~
부채를 상환하는 데 실패했습니다.

$ {soul_uuid_king}와(과)의 관계가 <red>{rel_de}</red> 악화됩니다.
$ 이웃들과의 관계가 <red>{rel_neigh_de}</red> 악화됩니다."
hint_loan_give_back_success_letter_1,"~
부채를 상환해 줘서 고맙네. 안타깝게도 우리 시대의 많은 이들이 명예를 가볍게 여기지만, 그대는 그렇지 않군. 그대와 같은 이웃이 있다는 건 축복이라네."
hint_loan_give_back_success_letter_2,"~
그대는 믿을 수 있는 사람이군. 부채를 신속하게 상환해 줘서 고맙네. 그대에게 고난의 시기가 닥치면, 반드시 내가 나서서 그대를 돕겠네."
hint_loan_ignore_letter_1,"~
그대가 금화를 요구하자마자 빌려줬거늘! 그 대가가 이건가? 감사의 마음은 없는 건가? 이런 행동이 장기적으로 이익이 될 거라고 생각한다면 큰 착각이라네."
hint_loan_ignore_letter_2,"~
그대의 이웃을, 특히 도움이 필요할 때 도와준 사람을 이런 식으로 대해서는 안 되는 법이네. 불명예스러운 행동을 저지르면 성모님과 주위 사람들에게 가혹한 처벌을 받을 것이네."
hint_loan_ignore_letter_3,"~
친구에게 돈을 빌려줬다가 돈과 친구를 모두 잃었군. 내 충고를 잘 듣게. 속임수는 단 한 번만 통할 뿐, 앞으로도 돈이 필요한 일은 수없이 많을 것이네. 탐욕은 용서받을 수 없는 죄라네."
hint_warriors_take_description,"지원 제안
동맹 {soul_uuid_king}은(는) 당신과는 다르게 이웃의 위협을 받지 않습니다.

상대 통치자가 기꺼이 전사 {number_of_soldiers_for_gift}명을 선물로 보냅니다. 다만, 이 지원을 받으면 당신에 대한 평가가 약간 하락합니다.

$ 전투 레벨 {combat_level_of_soldiers_for_gift}의 전사 {number_of_soldiers_for_gift}명을 받습니다.
$ {soul_uuid_king}와(과)의 관계가 <red>{rel_de_soldiers_for_gift}</red> 악화됩니다."
hint_warriors_take,"제안 수락
$ 전투 레벨 {combat_level_of_soldiers_for_gift}의 전사 {number_of_soldiers_for_gift}명을 받습니다.
${soul_uuid_king}와(과)의 관계가 <red>{rel_de_soldiers_for_gift}</red> 악화됩니다."
hint_warriors_take_success,"제안을 수락했습니다
{soul_uuid_king}의 제안을 수락했습니다. 이미 전사들이 오는 중입니다. 그러나 그는 당신의 세력이 약해 경계하고 있습니다.

$ 전투 레벨 {combat_level_of_soldiers_for_gift} 전사 {number_of_soldiers_for_gift}명이 곧 정착지에 도착합니다.
$ {soul_uuid_king}와(과)의 관계가 <red>{rel_de_soldiers_for_gift}</red> 악화됩니다."
hint_warriors_take_success_letter_1,"~
불행이 그대에게 닥쳐왔다는 소식을 듣고 내 전사들을 보낸다네. 하늘이 그대의 승리를 돕기를 바라네. 하지만, 앞으로는 이웃에게 더 이상 폐를 끼치지 않도록 노력해 주게."
hint_warriors_take_success_letter_2,"~
혼자서 상대하기는 너무 강력한 적이니 그대에게 내 전사들을 보낸다네. 그대가 이 도움을 소중히 여기고 앞으로 나를 실망시키지 않을 것이라고 믿겠네. 이 결정에 반대한 친족의 조언을 거스르고 그대를 돕는다는 걸 알아 두게."
hint_religion_riot_success,"종교 반란
주교와의 갈등으로 인해 도시에 종교 반란이 일어났습니다.

$ 인구와 군대의 상당수가 사망했습니다.
$ {soul_uuid_prey}이(가) 반군 광신도들의 손에 살해당했습니다."
optional_relations_heir_rebellion,"~
$ {soul_uuid_heir}이(가) 승리하면 관계가 향상됩니다: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ {soul_uuid_king}이(가) 승리하면 관계가 악화됩니다: <red>{rel_neigh_de}</red>"
hint_heir_riot_heir,"후계자 반란
{optional_type_of_danger}

가까운 미래에 후계자가 반란을 일으켜 일부 영주와 전사들의 지지를 얻고자 합니다.

당신에게 군대를 보내 지원해 달라고 요청하며 감사를 잊지 않겠다고 약속합니다.

$ 한편, 군대에서 어느 쪽을 더 지지하는지는 알 수 없으며, 마지막 순간이 되어서야 밝혀집니다.

{soul_uuid_heir}을(를) 지지하는 경우 가능한 결과:
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_deathlist,"~
패배한 영주들 중 살아남은 자들은 이웃 영토로 도망쳤고, 패배한 전사들은 숲속 도적단에 합류했습니다."
hint_heir_riot_heir_success,"후계자가 승리했습니다!
{soul_uuid_previous_heir}이(가) 새로운 왕이 되었고, {soul_uuid_previous_king}은(는) 패배했습니다!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_fail,"왕의 승리!
{soul_uuid_previous_king}이(가) 반란을 제압했고, {soul_uuid_previous_heir}은(는) 패배했습니다!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_success_letter_1,"~
이 내가 승리를 차지했으니 이제 왕관은 내 것임을 알리네! 배신자들도, 나를 도와준 자들도 절대 잊지 않겠네."
hint_heir_riot_heir_success_letter_2,"~
마침내 나의 때가 왔고, 이제 나는 왕좌에 올랐다네. 그대의 도움이 없었다면 쉽지 않았겠지. 이웃끼리는 서로 도와야 하는 것 아니겠나?"
hint_heir_riot_king,"반란 진압
{optional_type_of_danger}

가까운 미래에 후계자가 반란을 일으켜 일부 영주와 전사들의 지지를 얻고자 합니다.

통치자 {soul_uuid_king}은(는) 위협을 받고 있으며 군대를 보내 지원해 달라고 요청합니다. 이 어려운 시기를 넘기게 도와주면 잊지 않겠다고 약속합니다.

$ 한편, 군대에서 어느 쪽을 더 지지하는지는 알 수 없으며, 마지막 순간이 되어서야 밝혀집니다.

{soul_uuid_king}을(를) 지지할 때 가능한 결과:
$ {soul_uuid_king} 승리 시 관계: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ {soul_uuid_heir} 승리 시 관계: <red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_king_success_letter_1,"~
이 싸움에서 내 편에 서서 내 정당한 권한을 인정해 줘서 고맙네! 그대는 말 그대로 나를 파멸에서 구했네. 이 은혜는 절대 잊지 않겠네. 그대에게 성모 소피아의 축복이 내리기를."
hint_heir_riot_king_success_letter_2,"~ 
나는 배신자들에게 둘러싸여 있으며 내 거처조차 안전하지 않다는 사실을 알게 되어 마음이 무겁네. 내 정당한 통치권을 인정하고 왕좌를 지킬 수 있게 도와줘서 고맙네! 그대의 충실함은 절대 잊지 않겠네."
optional_relations_vassal_riot,"~
$ {soul_uuid_king}와(과)의 관계: <green>{rel_im_help}</green>
$ {soul_uuid_king_s}와(과)의 관계: <red>{rel_de_sir}</red>"
hint_ai_vassal_riot_description,"봉신 봉기
{optional_type_of_danger}

자신과의 우호적인 관계를 원하며 {soul_uuid_king_s}와(과)의 관계가 악화되는 것을 두려워하지 않는 모든 이웃에게 도움을 요청하고 있습니다.

군대를 파병해 봉기를 지원할 수 있습니다.

<b>결과</b>
$ {soul_uuid_king}이(가) 승리하면 독립합니다.
$ {soul_uuid_king_s}이(가) 승리하면 {soul_uuid_king}은(는) 봉신으로 남습니다.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
hint_ai_vassal_riot_success,"~
{soul_uuid_king}이(가) 독립했습니다."
hint_ai_vassal_riot_fail,"~
{soul_uuid_king}이(가) 독립을 유지하지 못하고 봉신으로 남습니다."
hint_ai_vassal_riot_success_letter_1,"~
자유보다 더 소중한 것은 없다네. 종주의 지배로부터 해방되기 위해 싸우는 것은 명예로운 일이며, 그대의 도움 없이는 성공할 수 없었을 것이네!"
hint_ai_vassal_riot_success_letter_2,"~
용감하게 종주와 맞서서 자유를 되찾기 위한 싸움에 함께해 줘서 고맙네. 오직 독립이 어떤 것인지 모르는 자들만 봉신으로 남는 법이지. 친구여, 고맙네. 앞으로도 불의에 맞서 함께 싸우도록 하세."
hint_ai_vassal_riot_fail_letter_1,"~
감히 내 봉신의 편에 서서 반기를 들다니? 한심한 겁쟁이 주제에 나를 이길 수 있을 거라고 생각했나? 이웃의 내부 문제에 함부로 간섭하는 자에게는 오직 패배만이 있을 뿐이다!"
hint_ai_vassal_riot_fail_letter_2,"~
감히 봉신의 편에 서서 나를 공격하다니, 용서받을 수 없는 실수를 저지른 걸세! 이제 비참한 패배와 형편없는 전투력에 대한 비난을 감당할 차례지!"
optional_relations_ai_attack,"~
$ {soul_uuid_king}와(과)의 관계: <green>{rel_im_help}</green>
$ {soul_uuid_king_s}와(과)의 관계: <red>{rel_de}</red>"
hint_ai_attack_description,"약탈 위협
{optional_type_of_danger}

{faction_uuid}의 {soul_uuid_king} 왕이 지원을 제공해 줄 만한 모든 이웃에게 도움을 구합니다.

군대를 파병해 {faction_uuid}의 방어를 지원할 수 있습니다.

<b>결과</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_attack_success,"~
{soul_uuid_king}이(가) 승리하여 약탈자로부터 도시를 방어했습니다."
