Key,TraditionalChinese
hint_wish_punished,"責罰殺人犯的慾望
人物知道{soul_uuid_target}是殺人犯，希望殺人犯受到責罰。

[hint_MORAL_DEBUFF]

可幫忙以不同方式滿足此慾望：
$君王得以處決、處以盲刑或流放罪犯。
$或等待人物自行解決。

[hint_its_a_obsession]"
hint_wish_bishop_want_punish,"罪人的救贖慾望
主教堅信{soul_uuid_target}為無可救藥的<hint=hint_sin>罪人</hint>，應受到<hint=hint_punishment_blindness>盲刑</hint>限制此人繼續犯下那麼多罪孽的能力。

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_with_bishop_want_church,"需要更多教堂
有些索菲亞的子民無法聆聽佈道，主教無法接受這種事。
需要的教堂數量：{count}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_unavailable_already_sent_help,"援軍抵達
你的軍隊已抵達城邦且準備好要予以防衛。"
hint_unavailable_captive_high_loyalty,"忠誠度過低
俘虜的忠誠度必須為正值才能使其加入你的王室。"
hint_global_map_danger_unknown,"~
<red>一場未知的威脅籠罩此城邦。</red>"
hint_global_map_danger_mountains_bandits,"~
經過最近的事件後，{soul_uuid_king}已變得衰弱，現在探子回報有一群<hint=hint_person_maroders>盜匪</hint>正往他的城邦前進。"
hint_global_map_danger_ai_lord_family_destroy,"~
<red>鄰邦君王間的仇恨已升至太高，現在{soul_uuid_king_s}打算將之燒成{faction_uuid}一片焦土。</red>"
hint_global_map_danger_forest,"~
<red>領地中的<hint=hint_persons_forest_bandits>林中劫匪</hint>已目中無人到意圖洗劫城邦。</red>"
hint_global_map_danger_marauders,"~
<red>一群窮凶極惡的<hint=hint_person_maroders>盜匪</hint>正往城邦前進意圖洗劫一空。</red>"
hint_global_map_danger_vassal_riot,"~
<red>{soul_uuid_king}與來自{faction_uuid_sir}的宗主{soul_uuid_king_s}的關係已完全惡化，且附庸非常希望能解除這種關係。</red>"
hint_global_map_danger_ai_attacked_by_lord_family,"~
<red>君王間的敵意已達到開戰規模，現在，{faction_uuid_s}的{soul_uuid_king_s}正打算洗劫{faction_uuid}。</red>"
hint_global_map_danger_faceless,"~
<hint=hint_unholy_horde>孽惡部族</hint><red>即將發起攻擊，倘若他們成功，此城邦將會完全受到摧毀且貴族會被消滅。</red>"
hint_global_map_danger_rebellion_heir,"~
<red>由於忠誠度過低，王儲{soul_uuid_heir}已發起叛變，倘若叛變成功，目前的君王{soul_uuid_king}將被推翻，而{soul_uuid_heir}將取而代之。</red>"
hint_global_map_danger_ai_lord_family_conquest,"~
<red>來自{faction_uuid_s}的{soul_uuid_king_s}正越趨強大且打算在近日將{faction_uuid}併吞進他的王國。</red>"
hint_unavailable_forbidden_action_with_ally,"此行動無法進行。
無法對盟友採取此行動。"
hint_unavailable_declaration_already_sended_from_ai,"已有提出的協議
{soul_uuid_king}已向你提出此協議。"
hint_unavailable_no_global_map_army,"沒有軍隊
世界地圖上沒有可選取的軍隊。"
hint_unavailable_vassal_demand_exists,"附庸關係締結中
你已開始與此城邦締結附庸關係。"
hint_unavailable_assault_exists,"城鎮攻擊進行中
你已開始準備攻擊該城鎮，因此此行動無法進行。"
hint_unavailable_no_request_help_reasons,"沒有理由請求援助
現在沒人意圖攻擊你，因此你無法請求軍事援助。"
hint_quest_unsuccess_no_free_titles,"沒有可用爵位！
你沒有任何可用的<hint=hint_title>爵位</hint>，因此無法邀情其他貴族加入。"
hint_unavailable_help_already_requested,"已送出求助請求
你已請求{soul_uuid_king}的協助。如盟友未立即抵達，他們的軍隊極有可能正忙於他處，等他們回到此城鎮可能較適當。"
hint_unavailable_close_family_relations,"近親
貴族的血緣極為相近。"
hint_unavailable_already_married,"已婚
此貴族已婚。"
hint_global_map_battle_start_unavailable,"手動對戰
目前只開放自動對戰，敬請密切留意未來的更新！"
hint_unavailable_gold,"金幣不足
$需要<hint=hint_resource_gold>{gold}</hint>"
hint_unavailable_resources,"資源不足
$需要{offer_resource_stack}"
hint_unavailable_target_is_vassal,"附庸。
{soul_uuid_king}為附庸，因此無法以此方式與其互動。"
hint_unavailable_attack_army,"無法攻擊
無法攻擊行徑中的軍隊，除非軍隊的目的為攻擊你的城邦。"
hint_unavailable_player_is_vassal,"權限不足
身為附庸沒有權力與此對象互動。"
hint_unavailable_player_is_sir_for_target,"宗主的職責
身為宗主不得對附庸發起攻擊。"
hint_unavailable_bad_opinion,"關係值低落
{soul_uuid_king}對你不夠重視，目前你的君王的關係值為{current_opinion}，但至少要有{required_opinion}。"
hint_unavailable_declared_peace,"無法行動
你無法進行此侵略動作，因為你們之間已在神愛之家見證下締結和平條約。

諾蘭德中沒有戰士或居民膽敢違抗此神聖條約，以免招致聖索菲亞懲罰。"
hint_unavailable_must_be_neighbore,"超出影響範圍
領地或附庸國邊界必相接於此對象的邊界。"
hint_your_enemies_too_strength.defence_alliance,"你的對手過於強大。
你的對手過於強大，因此{soul_uuid_king}不想加入你的聯盟。"
hint_unavailable_strength,"你太衰弱。
你的軍隊<hint=hint_army_power>力量</hint>弱於此貴族的軍隊，他對你不抱敬意。"
hint_unavailable_many_guests,"過多賓客
你有過多來自此省邦的賓客。"
hint_action_unavailable_own_town_wolves_around,"我們城邦被食肉狼包圍
只要狼群還在，就沒有任何人能夠進出
除非我們出兵對付牠們，否則我們只能靜待狼群散去。"
hint_action_unavailable_other_town_wolves_around,"這座城邦被食肉狼包圍
只要狼群還在，就沒有任何人能夠進出
除非有人出兵對付牠們，否則我們只能等待狼群散去，才能與該領地互動。"
hint_unavailable_migration_already_increased,"近期已提升過移民數
請等待 {days} 天後才能再次提升。"
hint_unavailable_migration_already_decreased,"近期已降低過移民數
請等待 {days} 天後才能再次降低。"
hint_actor_unavailable_need_male,"貴族不適任
該貴族應為<b>男性</b>。"
hint_actor_unavailable_need_female,"貴族不適任
該貴族應為<b>女性</b>。"
hint_actor_unavailable_need_single,"貴族不適任
該貴族應為未婚。"
hint_actor_unavailable_in_battle,"貴族戰鬥中
貴族一旦參戰則無法調離戰場。"
hint_actor_unavailable_in_battle_squad,"貴族在部隊中
貴族下部隊時無法指派個人任務。"
hint_unavailable_already_support,"你已經幫過他了
{soul_uuid_king}的自尊心不會允許他接受進一步的幫助。"
hint_actor_unavailable_is_has_tantrum,"貴族精神崩潰
貴族精神崩潰，無法聽候差遣。"
hint_actor_unavailable_is_immobilized,"貴族行動不便
貴族行動不便，無法聽候差遣。"
hint_actor_unavailable_is_kid,"貴族年幼
貴族在 {adulthood_age} 歲以前無法聽候差遣。"
hint_actor_unavailable_target_is_kid,"貴族年幼
貴族在 {adulthood_age} 歲以前不會受到影響。"
hint_actor_unavailable_is_free_lord,"貴族不適任
<b>流浪貴族</b>不得指派此任務。"
hint_actor_unavailable_by_skills,"能力不足
貴族的能力不足以完成此任務。"
hint_actor_unavailable_is_captive,"貴族被囚禁
貴族目前遭人囚禁，因此無法指派任務。"
hint_actor_unavailable_is_lost_in_action,"貴族失蹤
該貴族目前下落不明，請靜候幾天，等待該貴族回來。"
hint_actor_unavailable_to_leave_immobilized,"貴族行動不便
該貴族行動不便，因此無法離開城邦。"
hint_actor_unavailable_to_leave_kid,"貴族年幼
{adulthood_age} 歲以前的貴族無法列入賓客名單。"
hint_actor_unavailable_to_leave_commander_with_intention,"貴族是指揮官
依照指令，負責指揮的貴族必須留在城邦內，因此無法離開。"
hint_actor_unavailable_to_leave_heir_low_loyalty_for_king,"王儲有篡位風險
只要王儲有篡位的風險，君王就無法離開城邦。"
hint_actor_unavailable_to_leave_heir_low_loyalty_for_heir,"王儲有篡位風險
由於該王儲有計畫發動政變，因此無法離開城鎮。"
hint_actor_unavailable_to_leave_low_loyalty,"低忠誠度
該貴族正在考慮脫離該陣營，因此目前不願離開城鎮。"
hint_actor_unavailable_to_leave_pregnant,"妊娠中
該貴族即將生產，因此不願離開城鎮。"
hint_actor_unavailable_is_king,"君王
該貴族為君王，因此無法指派此任務。"
hint_actor_unavailable_is_queen,"女王
該貴族為女王，因此無法指派此任務。"
hint_actor_unavailable_to_leave_king_with_intention,"城鎮受到威脅
君王拒絕離開受到威脅的城鎮。"
hint_battle_squad_unavailable_in_battle,"部隊戰鬥中
部隊一旦開始戰鬥則無法指派任務。"
hint_battle_squad_unavailable_commander_is_immobilized,"隊長行動不便
由於隊長行動不便，因此無法指派任務給該部隊。"
hint_unavailable_send_messenger_no_messengers,"信使不足
目前沒有可供派遣的信使。"
hint_unavailable_no_bandits,"城中沒有刺客
目前城邦中沒有刺客，因此無人可執行此犯罪行動。
城邦中的刺客數量每隔幾天就會更新。"
hint_unavailable_no_books,"城中沒有書籍
城邦藏書閣中沒有可供竊取的書籍，過幾天才會上架，或許值得等待。"
hint_unavailable_target_no_runes,"聖戒不足
貴族持有的聖戒不足。
需要 <hint=hint_resource_rune>{rune_number}</hint> 枚。"
hint_unavailable_no_runes,"聖戒不足
你所持有的聖戒不足以執行此行動。需要 <hint=hint_resource_rune>{rune_number}</hint> 枚。"
hint_unavailable_send_messenger_no_paper,"紙張不足
紙張不足以供信使傳旨。需要 <hint=hint_resource_paper>{paper_number}</hint> 張。"
hint_unavailable_no_charisma,"缺乏魅力特質
該貴族缺乏魅力特質。"
hint_send_messenger,"信使
君王將派遣無業的庶民代為傳信。若沒有無業庶民，則會由最近的工人負責捎信。

這需要 <hint=hint_resource_paper>{paper_cost}</hint> 張紙。"
hint_lord_love,"~
$貴族{lord_name}將對你心生崇拜"
hint_lord_hate,"~
$貴族{lord_name}將對你心生怨恨"
hint_group_attack_fail,"~
$部隊將你擊敗後消失在森林深處"
hint_group_attack_success,"~
$你抓捕了 {slaves_captured} 名囚犯"
hint_DESCRIPTION,查看詳情
hint_SENDER,"信使
可以派信使到世界地圖上的其他領地去辦事。

<img=hint_sender></img>

指派後會選擇一位庶民擔任信使，並花費 <hint=hint_resource_paper>1</hint> 來傳遞訊息。

信使僅負責遞送君王的親筆信，因此行動成效取決於君王的能力。"
hint_support_tanaya,"教會對塔納雅族的態度
<hint=hint_sofia_cult>神愛之家</hint>一直都大力支持其忠誠之子<hint=hint_culture_tanaya>塔納雅族</hint>，因此幫助這位君王<b>將會受到祝福</b>。"
hint_not_support_mahka,"教會對瑪哈族的態度
<hint=hint_sofia_cult>神愛之家</hint>對過去被視為異教徒的<hint=hint_culture_makha>瑪哈族</hint>多有齟齬，因此幫助這位君王<b>不會受到祝福</b>。"
hint_ask_help_attack_aborted_result,"危機解除
由於敵軍改變進攻目標，因此{faction_uuid}已經安全了。你的部隊正在返程路上。"
hint_ask_help_attack_aborted_result_letter_1,"~
危機解除了。敵軍改變心意，決定放棄進攻。雖然非常感謝貴國施以援手，但也很慶幸這次並未派上用場。一定是上天聽見了我們的禱告！"
hint_ask_help_attack_aborted_result_letter_2,"~
感謝貴國派軍馳援。哪知敵軍膽小如鼠，壓根不肯開戰。等這消息傳遍各國，必會成為全天下的笑話！"
hint_church_good_opinion_against_faceless,"~
$國母同意派軍共抗部族：<green>{church_rel_im}</green>"
hint_church_good_opinion_tanaya,"~
$ 國母同意<hint=hint_support_tanaya>向塔納雅</hint>伸出援手：<green>{church_rel_im}</green>"
hint_church_bad_opinion_makha,"~
$國母<hint=hint_not_support_mahka>反對援助</hint>：<red>{church_rel_de}</red>"
hint_ALLIES,"~
君王的盟友名單：
{list_of_defence_allies}"
hint_CHURCH_PLUS,"~
神愛之家與國母支持此君王。

$與國母的關係值：<green>{church_im}</green>"
hint_CHURCH_MINUS,"~
神愛之家與國母不支持此君王。

$與國母的關係值：<red>{church_der}</red>"
hint_attack_enemy_army,"攻擊
你將試圖追趕並攻擊此軍隊。
{optional_stack}"
hint_event_king_help,"~
{faction_uuid_1}的{soul_uuid_king_1}已派遣<hint=hint_resource_gold>{sum}</hint>支援{faction_uuid_2}的{soul_uuid_king_2}共抗孽惡部族。"
hint_event_horde_won,"~
<red>壞消息</red>：孽惡部族已佔領{faction_uuid_1}城並將其夷為平地。{soul_uuid_king}陣亡，連同其家族也全部問斬。"
hint_event_house_won,"~
{faction_uuid_1}的{soul_uuid_king_1}已將城邦付之一炬並完全摧毀{faction_uuid_2}王室。{soul_uuid_king_2}及其親眷全數喪生。"
hint_random_event_lord_dead_on_hunt,"~
{faction_uuid_target}的貴族{soul_uuid_target}在狩獵時身亡。"
hint_random_event_lord_killed_by_lord,"~
{faction_uuid_target}的貴族{soul_uuid_target}遭到{faction_uuid_member}的{soul_uuid_member}暗殺。"
hint_random_event_lord_executed,"~
{faction_uuid_target}的貴族{soul_uuid_target}遭到處決。"
hint_random_event_lord_dead_from_wounds,"~
{faction_uuid_target}的貴族{soul_uuid_target}死於傷口感染。"
hint_random_event_lord_blinded,"~
{faction_uuid_target}的貴族{soul_uuid_target}失明。"
hint_random_event_lord_was_expelled,"~
{faction_uuid_old}的貴族{soul_uuid_target}被放逐並加入{faction_uuid_new}。"
hint_random_event_lord_change_faction,"~
{faction_uuid_old}的貴族{soul_uuid_target}已投效{faction_uuid_new}王室。"
hint_random_event_kings_friends,"~
{faction_uuid_1}的{soul_uuid_king_2}與{faction_uuid_2}的{soul_uuid_king_1}交好。"
hint_random_event_kings_abuse,"~
{faction_uuid_1}的{soul_uuid_king_2}與{faction_uuid_2}的{soul_uuid_king_1}發生爭執。"
hint_random_event_rebellion,"~
{faction_uuid}發生叛亂。{dead_lords_stack}已喪生。"
hint_random_event_death_during_childbirth,"~
{faction_uuid}的貴族{soul_uuid_target}難產而亡。"
hint_event_new_vassal,"~
{faction_uuid_1}成為{faction_uuid_2}的附庸，歸順{soul_uuid_king_2}。"
hint_event_other_town_has_been_attacked_success,"~
{faction_uuid_attacker}軍隊成功襲擊{faction_uuid_target}的首都。"
hint_event_other_town_has_been_attacked_fail,"~
{faction_uuid_attacker}軍隊並未成功襲擊{faction_uuid_target}的首都。"
hint_event_other_village_has_been_attacked,"~
{faction_uuid_attacker}軍隊已燒毀{faction_uuid_target}的村落。"
hint_event_bandit_camp_was_attack_success,"~
{faction_uuid_attacker}軍隊已摧毀{faction_uuid_bandit_area}領地內的劫匪營地。"
hint_event_bandit_camp_was_attack_fail,"~
{faction_uuid_attacker}軍隊並未成功襲擊{faction_uuid_bandit_area}領地內的劫匪營地。"
hint_event_alliance_against_agressor,"~
{faction_uuid_1}的{soul_uuid_king_2}加入自由城邦聯盟，由{faction_uuid_2}的{faction_uuid_3}集結眾人之力抵禦{soul_uuid_king_1}的威脅。"
hint_event_many_vassals,"~
{faction_uuid}的{soul_uuid_king}已收服第三個附庸！"
hint_possible_helper_line,"~
${faction_uuid}的{soul_uuid_king}"
hint_possible_helpers_enemies,"敵人
當你與他國發生衝突時，敵人有機會加入戰局一起對付你。"
hint_possible_helpers_allies,"盟友
盟友在出現軍事威脅時有義務派軍馳援，若怯戰不出兵則會面臨同盟契約終止、關係值受損的後果。"
hint_possible_helpers_enemies_to_ai_header,"~
{soul_uuid_king}<hint=hint_possible_helpers_enemies>有可能</hint>出手相助："
hint_possible_helpers_allies_to_ai_header,"~
{soul_uuid_king}<hint=hint_possible_helpers_allies>很有可能</hint>出手相助："
hint_possible_helpers_enemies_to_player_header,"~
你<hint=hint_possible_helpers_enemies>有可能</hint>獲得協助："
hint_possible_helpers_allies_to_player_header,"~
他們一定會出手相助："
hint_support_by_church_success,"~
$國母同意你在此情況下採取的行動。關係值：{church_improve}"
hint_support_by_church_fail,"~
$國母不同意你在此情況下採取的行動。關係值：{church_der}"
hint_marriage_female_description,"[hint_DESCRIPTION]
{soul_uuid_female}已達適婚年齡，正在等待貴族追求者上門提親。

$新娘的聘禮為 <hint=hint_resource_gold>{bride_price}</hint>。
$你將與該家族締結姻親。"
hint_marriage_female_proposal,"{name}
{soul_uuid_female}已達適婚年齡，正在等待貴族追求者上門提親。
她將嫁予我國一位男性貴族為妻。

$新娘的家族將獲得 <hint=hint_resource_gold>{bride_price}</hint>。
$女方君王與我國君王的關係值改善 <green>{rel_improve}</green>。
$<b>新娘會與丈夫定居於我邦</b>。"
hint_marriage_female_proposal_success,"~
{soul_uuid_female}已嫁給{soul_uuid_groom}為妻，很快就會抵達我邦。

$女方君王與我國君王的關係值改善 <green>{rel_improve}</green>。"
hint_marriage_female_letter_1,"~
這次聯姻真是太讓我高興了！正所謂血濃於水，相信你我兩邦之間的友誼也將變得密不可分。誠摯祝福貴國風調雨順，也期待很快能夠團聚！"
hint_marriage_female_letter_2,"~
展信平安，由衷感謝貴國願意庇護小女。希望當時機成熟時，慶祝第一個孩子誕生的鐘聲將響徹整座領地。"
hint_marriage_female_letter_3,"~
雖然與親人分離的痛苦極為深刻，但仍不及此次聯姻的喜悅。你我兩國一定會共同邁向繁榮。"
hint_marriage_female_letter_4,"~
能夠看到子孫結為連理，讓我喜不自勝。血脈的連結無疑比友情更加堅固。雖然小女並非傾國傾城，也談不上溫柔似水，但她的健康狀況絕對是極佳的！"
hint_marriage_female_letter_5,"~
啊，她是如此盼嫁情切，以至於夜夜失眠，如今終於得償所願，我們一家子都高興極了。我相信這次聯姻不僅能帶來子嗣，也會讓你我的家族走向繁榮富強！"
hint_marriage_male_description,"[hint_DESCRIPTION]
{soul_uuid_male}已達適婚年齡，正在等待貴族女子上門提親。

$ 根據傳統，新娘的聘禮依其家族的強盛程度而定。你需支付的金額為 <hint=hint_resource_gold>{bride_price}</hint>。
$ 你們關係會增進 <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal,"{name}
{soul_uuid_male}已達適婚年齡，正在等待貴族女子上門提親。
他將迎娶我國一位女性貴族為妻。

$ 你將獲得 <hint=hint_resource_gold>{bride_price}</hint>。
$ 男方君王與你的關係值改善 <green>{rel_improve}</green>。
$ <b>新娘會離開我邦並遷居至丈夫的城邦</b>。
$ 你們的關係會增進 <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal_success,"~
{soul_uuid_bride}已抵達新郎{soul_uuid_male}的城邦並舉行婚禮。

$男方君王與我邦君王的關係值改善 <green>{rel_improve}</green>。"
hint_marriage_male_proposal_success_letter_1,"~
我相信這樁婚事將會成為你我兩國深厚友誼的起始點。在這個戰亂與天災頻仍的時代，唯有團結一致才能應對這些挑戰。"
hint_marriage_male_proposal_success_letter_2,"~
我心中有千恩萬謝想向您傾訴！令千金不但身份貴重且心地善良。我保證在我們的家族中，她不會遭受任何艱難與屈辱，只會享有無盡的尊重與關愛。"
hint_marriage_male_proposal_success_letter_3,"~
能夠與貴國結成親家是我們的一大榮幸。願以天地為證，祝新人永浴愛河。雖然她現在不可避免地很想家，但我相信她很快就會適應。我保證我們會好好照顧她的。"
hint_marriage_male_proposal_success_letter_4,"~
一想起這樁聯姻，我的心中就充滿喜悅。令千金在各方面都非常出色，美中不足的是有些多愁善感！祝您一切順利。"
hint_king_tribute_100_description,"[hint_DESCRIPTION]
{soul_uuid_king}認為我邦的軍隊非常<hint=hint_army_power>弱小</hint>，並建議你繳納保護費以免遭受攻擊。

$你需要支付{soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>。
$若不從則雙方的關係值會在兩天內惡化 <red>{rel_de}</red>。

[hint_SENDER]"
hint_king_tribute_100,"支付金幣
${soul_uuid_king}將會收到<hint=hint_resource_gold>{tribute_money}</hint>。
$雙方的關係值將改善 <green>{rel_imp}</green>。"
hint_king_tribute_100_success,"~
$你已向{soul_uuid_king}支付<hint=hint_resource_gold>{tribute_money}</hint>。
$雙方的關係值改善 <green>{rel_imp}</green>。"
hint_king_tribute_100_ignore,"~
$你選擇不上貢給{soul_uuid_king}，導致他心生怨恨。
$雙方的關係值惡化 <red>{rel_de}</red>。"
hint_king_tribute_100_success_letter_1,"~
感謝你送來的金幣！最讓我滿意的是你這種不討價還價的態度。只有愚蠢之人才會為了貪念而不顧自身安危。"
hint_king_tribute_100_success_letter_2,"~
感謝你的順從！要知道我們的世界裡講求的就是成王敗寇，看到你如此識時務，我就放心了。不必感到羞恥，大丈夫就應該能屈能伸。"
hint_king_tribute_100_ignore_letter_1,"~
你的沉默說明了一切。我希望在不久的將來當你有求於盟友時，他們不會像你這樣視而不見！"
hint_king_tribute_100_ignore_letter_2,"~
只有敵人或蠢材會無視我正當的要求。你想成為哪一個？"
hint_king_tribute_description,"[hint_DESCRIPTION]
{soul_uuid_king}認為我邦的軍隊<hint=hint_army_power>不堪一擊</hint>，且自己能夠善用你的軍費。若你膽敢拒絕，此人將用實際行動給你好看。

$你需要支付{soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>。
$若不從則雙方的關係值會在兩天內惡化 <red>{rel_de}</red>，且{soul_uuid_king}將<red>攻擊我邦</red>。
{optional_possible_helpers}

[hint_SENDER]"
hint_king_tribute,"支付金幣
${soul_uuid_king}將會收到<hint=hint_resource_gold>{tribute_money}</hint>。
$雙方的關係值將改善 <green>{rel_imp}</green>。"
hint_king_tribute_success,"~
$你已向{soul_uuid_king}支付<hint=hint_resource_gold>{tribute_money}</hint>。
$雙方的關係值改善 <green>{rel_imp}</green>。"
hint_king_tribute_ignore_battle,"~
你並未上貢給{soul_uuid_king}，導致他心生怨恨。

$雙方的關係值惡化 <red>{rel_de}</red>。
${soul_uuid_king}召集人馬向我邦進發，準備大開殺戒。"
hint_king_tribute_ignore_coward,"~
你並未上貢給{soul_uuid_king}，導致他心生怨恨。

$雙方的關係值惡化 <red>{rel_de}</red>。
${soul_uuid_king}冷靜評估雙方兵力後決定按兵不動。不過難保未來不會發動攻擊。"
hint_king_tribute_success_letter_1,"~
手底下只有老弱殘兵是很可恥，但更可悲的是連國庫都空空如也。幸好你不屬於後者，請心存感激並繼續按時上貢。"
hint_king_tribute_success_letter_2,"~
你的治國理念顯然不重視厲兵秣馬，保家衛國。然而弱者只要掌握財富，就有機會彌補國防的缺口。希望未來聖索菲亞也能繼續庇佑貴國的財運。"
hint_king_tribute_ignore_letter_coward_1,"~
如果你認為我會放任應得的貢金白白溜走，那你一定是蠢瘋了。那是我的錢，我會在適當的時機前來收取。"
hint_king_tribute_ignore_letter_coward_2,"~
你可能已經習慣與那些害怕衝突、遲遲不肯履行協議的懦弱昏君打交道。但是我一定會讓你乖乖納貢的。我現在還有更重要的事情要做，但總有一天會來奪回我的金幣，等著看吧！"
hint_king_tribute_ignore_letter_battle_1,"~
我所要求的貢金對於治國有方的明君而言應該不算沉重。但你似乎並不善於管理國庫，或者更糟的可能性是，你試圖欺騙我。既然如此，我別無選擇，只能憑實力收回本屬於我的東西。準備接戰吧！"
hint_king_tribute_ignore_letter_battle_2,"~
看來你並不重視子民的生命，否則就會選擇乖乖納貢了。既然你心意已決，那就等著大難臨頭吧！"
hint_demand_change_relations_complete,"~
$ 雙方關係值惡化 <red>{demand_tribute_rel_de}</red>。"
hint_demand_change_relations,"~
無論如何，這都屬於侵略行動：
$ 與{soul_uuid_king}的關係：<red>{demand_tribute_rel_de}</red>可能會導致雙方變成<hint=hint_faction_relations_enemy>仇人</hint>。"
hint_demand_tribute,"禮貌地索取貢金
要求{soul_uuid_king}支付 <hint=hint_resource_gold>{tribute_money}</hint> 以換取雙方的良好關係。

{optional_change_relations_with_owner}
{optional_holy_defence_will_removed}

[hint_SENDER]
{optional_duty_of_honor}"
hint_demand_tribute_success,"~
$ {soul_uuid_king}受到冒犯，但還是送來 <hint=hint_resource_gold>{tribute_money}</hint>。
{optional_changed_relations_with_owner}
{optional_holy_defence_will_removed}
{optional_duty_of_honor_complete}"
hint_demand_tribute_fail,"~
${soul_uuid_king}回函，認為你的要求非常無禮。
$雙方的關係值惡化至 <red>{demand_tribute_rel_de}</red>。
$與鄰邦的關係值：<red>{rel_demand_tribute_de_neigh}</red>
{optional_holy_defence_will_removed}"
hint_demand_tribute_success_letter_1,"~
只有邪惡之人才會奪去一切，讓老弱婦孺無以充飢。但命運就像聖母擲出的骰子般無定數。總有一天我將奪回一切，凱旋而歸！"
hint_demand_tribute_success_letter_2,"~
欺侮鄰邦的好處微乎其微，你現在可能還沒意識到這一點。但我永遠不會忘記今日之恥，向你這樣的鼠輩復仇將為我帶來無上的快感。"
hint_demand_tribute_fail_letter_1,"~
你真以為可以威脅到我嗎？我跟你可不一樣，能夠登基絕非偶然。如果想奪取我的金幣，那就放馬過來！"
hint_demand_tribute_fail_letter_2,"~
你一定做夢都想聽聽那金幣叮噹響的聲音吧？醒醒吧！在現實中，你唯一會見到的是我的劍，卑鄙小人！"
hint_assault_fair,"劫掠威脅
挑戰敵人並要求其獻出所有財富。若對方在兩天內拒絕，則我方有權洗劫其城邦，並以武力奪取財富。

由於你與該領地的君王處於<hint=hint_faction_relations_enemy>敵對</hint>關係，因此鄰邦並不會對此次攻擊感到恐慌。

$搶劫可能獲得的戰利品：<hint=hint_resource_gold>{town_money}</hint>
$與{soul_uuid_king}的關係值：<red>{assault_fair_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_assault_success,"~
${soul_uuid_king}受到冒犯，但還是送來 <hint=hint_resource_gold>{tribute_money}</hint>。
{optional_attack_on_vassal_or_ally}"
hint_assault_fail,"~
${soul_uuid_king}受到冒犯。
$他同時也拒絕受人支配，並已準備好進行圍城。
{optional_attack_on_vassal_or_ally}

你現在可以攻擊其城邦，將財物洗劫一空。
{optional_possible_helpers_against_player}"
hint_assault_fair_success_letter_1,"~
我別無選擇，只能交出所有金幣。但你記好了，在你的城邦化為灰燼之前，我是不會善罷干休的。我會找到能夠助我完成復仇大計之人，等著看吧。"
hint_assault_fair_success_letter_2,"~
好吧，我的一切現在都歸你了。我和你這個暴君不同，不會輕易犧牲人民的性命。即便如此，我仍希望你有天能夠明白，相較於暴力，和平貿易才能真正達成雙贏。"
hint_assault_fail_letter_1,"~
你不是第一個試圖劫掠我邦的人，也不會是最後一個。既然你選擇了屈辱和失敗的道路，我也只能靜候大駕。讓我們結束這一切吧！"
hint_assault_fail_letter_2,"~
你什麼都得不到！我寧願目睹自己的城鎮陷入火海，也不要讓妓女的私生子占我便宜！"
hint_assault_asnwer_waiting_description,"等待回應
{soul_uuid_king}正在權衡你的劫掠威脅。

他很快就會回應。
{optional_possible_helpers_against_player}"
hint_demand_assault_attack_description,"準備接戰
{soul_uuid_king}回絕了你的勒索後，正在其城邦中枕戈待旦。

$若你未在<b>兩天</b>內進攻，將會被世人視為懦夫。
{optional_holy_defence_will_removed}"
hint_demand_assault_attack,"攻擊
$若你未在<b>兩天</b>內大舉進攻，將會被世人視為懦夫。"
hint_demand_assault_attack_success,"~
你成功擊敗{soul_uuid_king}並從其城邦中洗劫了 <hint=hint_resource_gold>{tribute_money}</hint>。

我方軍隊帶著滿滿的戰利品凱旋而歸。"
hint_demand_assault_attack_fail,"~
你敗給了{soul_uuid_king}，證明自己的實力不足以與之匹敵。"
hint_demand_assault_attack_timeover,"~
你並未如期進攻，因此你的君王將會被世人視為懦夫。

$與鄰邦及{soul_uuid_king}的關係值：<red>{rel_coward}</red>。"
hint_demand_assault_attack_success_letter_1,"~
英勇是種美德，這一戰中你將生死置之度外的精神確實值得敬佩；但我不會就此認輸。我知道我們終將再戰一場，因為被貼上「失敗者」的標籤是極其危險的，而你也清楚這一點。"
hint_demand_assault_attack_success_letter_2,"~
你贏了，但唯一的原因是幸運女神站在了你這邊。你的內心膽小如鼠，因此不足為懼。等到我東山再起後，你的王國將會灰飛煙滅，被淹沒在歷史的長河中。"
hint_demand_assault_attack_fail_letter_1,"~
你也想嚐嚐看勝利的滋味嗎？這就像在炎炎夏日裡暢飲冰涼的美酒一樣！別擔心，這不是我第一次戰勝你，當然也不會是最後一次。畢竟誰能拒絕美酒的誘惑呢？"
