Code,Indonesia
hint_encyclopedia_pain_threshold,"Perdarahan
[hint_bleeding]"
hint_encyclopedia_courage,"Semangat Sang Pejuang
[hint_moral_level]"
hint_encyclopedia_captives,"Tawanan
Jika seorang karakter kehilangan kesadaran selama pertempuran dan pasukannya kalah, para prajurit yang menang akan mengikat mereka dan menjadikan mereka tawanan.

<img=hint_encyclopedia_captives></img>

Para petani membawa para tawanan ke pemukiman, tempat mereka menjadi tawanan.

<b>Petunjuk.</b> Karena tawanan seperti itu biasanya memiliki keterampilan tempur yang tinggi, menggunakan mereka sebagai tenaga kerja tidaklah bijaksana. Sebaiknya Anda menjual mereka atau merekrut mereka ke dalam pasukan Anda."
hint_tutorial_marriage,"Pernikahan
Ketika generasi bangsawan saat ini meninggal, Anda mungkin berada dalam situasi sulit jika mereka belum memiliki anak.

<img=hint_tutorial_marriage></img>

Solusi terbaik untuk hal ini adalah pernikahan yang sah, di mana pasangan secara teratur memenuhi kewajiban mereka untuk memiliki anak, terlepas dari hubungan mereka.

Untuk melakukan ini, pilihlah pasangan untuk bangsawan Anda di peta global.
$ Pernikahan sangat meningkatkan hubungan antar keluarga, jadi perhatikan keluarga pasangan tersebut.
$ Mahar tergantung pada keterampilan dan status keluarganya. Perhatikan bakat dalam keterampilan (marked with stars) - bakat tersebut diwariskan kepada anak-anak.
$ Jika Anda menikahkan seorang pengantin wanita, ia akan pergi ke kota suaminya, dan Anda akan menerima mahar dan peningkatan hubungan."
hint_encyclopedia_vassal,"Pengabdian kepada Tuhan
[hint_vassal]"
hint_tutorial_kings_relations,"Tetangga
Hubungan antarprovinsi tetangga pada peta global disajikan sebagai hubungan pribadi antar Raja. Hubungan tersebut ditampilkan di sebelah nama Raja, di bawah potret provinsi di menu provinsi.

<img=hint_tutorial_kings_relations></img>

Tergantung pada hubungannya, tindakan yang tersedia terhadap tetangga dan perilaku mereka terhadap Anda akan berubah.

$ <hint=hint_faction_relations_friend>Persahabatan:</hint> di atas <green>+25</green>. Tetangga ini terbuka untuk berbagai opsi diplomatik damai dan pengaturan yang saling menguntungkan.
$ <hint=hint_faction_relations_neutral>Netralitas</hint> dari <red>-15</red> hingga <green>+25</green>. Hubungan standar dengan tetangga.
$ <hint=hint_faction_relations_opponent>Permusuhan</hint> di bawah <red>-15</red>. Tetangga ini mulai berkomplot melawan Anda.
$ <hint=hint_faction_relations_enemy>Permusuhan</hint> di bawah <red>-25</red>. Tetangga ini sedang terlibat konflik bersenjata dengan Anda.

<b>Petunjuk:</b> Arahkan kursor ke nomor hubungan di menu permukiman tetangga untuk mengetahui detailnya."
hint_encyclopedia_persons_forest_bandits,"Bandit Hutan
[hint_persons_forest_bandits]"
hint_tutorial_cities_on_map,"Perkembangan Kota
Kota-kota terdekat di peta berkembang sesuai dengan hukum tertentu.

$ Semakin banyak penguasa dewasa di suatu permukiman, semakin cepat populasi pekerjanya tumbuh (peasants and prisoners).
$ Semakin tinggi populasinya, semakin banyak emas yang dihasilkan (The budget is displayed in the top part of the menu, below the name of the settlement).
$ Sebagian dari emas yang dihasilkan dihabiskan untuk membeli pasukan. Jika raja permukiman berselisih dengan seseorang, porsinya akan lebih tinggi.

<b>Petunjuk:</b> Jelajahi kemungkinan interaksi di menu permukiman."
hint_encyclopedia_unholy_horde,"Gerombolan Jahat
[hint_unholy_horde]"
hint_encyclopedia_sender,"Utusan
[hint_sender]"
hint_tutorial_roles,"Bias Raja
Setiap raja memiliki bias tertentu yang memengaruhi hubungan mereka dengan semua tetangganya.

$ Bias raja dijelaskan dalam status penyelesaian. Arahkan kursor mouse Anda ke atasnya untuk mempelajari detail lebih lanjut."
hint_encyclopedia_movment,"Pergerakan Peta
Untuk mengirim pasukan menyerang kota tetangga atau mengirim penguasa Anda ke sana:

1. Pilih kota, kamp, atau objek lain yang diinginkan di peta.
2. Di menu <b>Aksi</b> kota, pilih aksi dan pelaku (you can create the necessary army right there).

<img=hint_encyclopedia_movment></img>

Penguasa dan karakter individu bergerak cepat di peta dan tidak dapat diserang.

Pasukan bergerak lambat, dan pasukan musuh akan terlibat dalam pertempuran ketika mereka berpapasan.

Pasukan yang membawa tawanan bahkan lebih lambat dan dapat disalip."
hint_tutorial_cheat,"Pengkhianatan dan Jatuh Cinta
Seorang tokoh dapat jatuh cinta kepada orang lain dalam kondisi dan keadaan tertentu.

<img=hint_tutorial_cheat></img>

Syarat-syarat jatuh cinta:
$ <hint=hint_interest>Ketertarikan</hint> pada mereka di atas 60
$ Mereka tidak mencintai orang lain
$ Tokoh tersebut sudah lama tidak berhubungan seks (there’s a corresponding thought)

Seorang tokoh dapat berselingkuh dari pasangannya dalam kondisi berikut:
$ Mereka tidak lagi mencintai mereka
$ Tokoh tersebut sudah lama tidak berhubungan seks (there’s a corresponding thought)"
hint_tutorial_title,"Judul
[hint_title]"
hint_tutorial_war,"Pengaruh Perang
Jika sebuah kota di provinsi tetangga diserang, hal itu memicu arus pengungsi ke kota-kota tetangga, termasuk kota Anda.

<img=hint_tutorial_war></img>

Budaya para pengungsi akan sesuai dengan <hint=hint_culture>budaya</hint> provinsi tersebut.

Selain itu, di Holy Caravan dan dunia, harga produk yang dijual oleh provinsi ini <b>meningkat sebesar 50%</b> (it can be seen in trade contracts for sale)."
hint_tutorial_culture,"Budaya
[hint_culture]"
hint_workers_efficency,"Efisiensi Bangunan
Produktivitas bangunan dapat ditingkatkan dengan metode selain keahlian penguasa pengelola.

<img=hint_workers_efficency></img>

$ Meningkatkan bangunan tidak hanya menyediakan ruang kerja tambahan tetapi juga memberikan bonus kinerja.
$ Semakin dekat sebuah bangunan dengan Kuil, semakin sedikit waktu yang dihabiskan pekerja untuk bepergian ke tempat kerja mereka di pagi hari, dan semakin dekat dengan gudang, semakin sedikit waktu yang mereka habiskan untuk membawa sumber daya untuk produksi.
$ Jalan meningkatkan kecepatan pergerakan, mengurangi hilangnya waktu kerja.
$ <hint=hint_persons_slave>Tahanan</hint> bekerja 3 jam lebih lama daripada petani - hingga pukul 21.00.

Anda dapat mengatur prioritas penugasan berbagai jenis populasi di bangunan produksi di menu setiap bangunan."
hint_tutorial_matriarch,"Matriarki
[hint_relations_matriarch]"
hint_tutorial_states,"Negara
Di Norland, terdapat dua jenis negara utama - kerajaan vasal dan aliansi kota-kota bebas. Dalam kedua kasus tersebut, terdapat kepala negara dan provinsi-provinsi dependen yang menukar kemerdekaan dengan perlindungan.

<img=hint_tutorial_states></img>

<b>Kerajaan Vasal</b>. Tanda Mahkota.
$ Disatukan oleh kekuatan raja. Tindakan agresif ini tidak terlalu disukai oleh Matriark.
$ Vasal membayar upeti dalam bentuk emas dan kehilangan hak atas kebijakan luar negeri. Suzerain berkewajiban untuk melindungi vasal mereka.
$ Kerajaan-kerajaan ini dapat berkembang pesat dengan menaklukkan tetangga mereka secara langsung.

<b>Aliansi Kota-Kota Bebas</b>. Tanda Sayap.
$ Mereka berkembang dengan mudah - hal ini membutuhkan hubungan baik dengan kepala aliansi.
$ Semua kota sekutu berkewajiban untuk mengirimkan pasukan untuk membela anggota aliansi lainnya.
Anggota aliansi, termasuk pemimpinnya, tidak dapat secara paksa mencaplok siapa pun.
Tidak ada batasan perdagangan dalam aliansi, dan pemimpin aliansi menerima diskon saat berdagang dengan anggota lain."
hint_tutorial_slander,"Fitnah
Fitnah memang ada harganya dan membutuhkan hubungan baik dengan korban, tetapi terkadang itulah satu-satunya cara untuk menghancurkan negara tetangga yang kuat tanpa menggunakan kekerasan.

<img=hint_tutorial_slander></img>

Dengan memperburuk hubungan antar tetangga, Anda dapat menurunkannya di bawah <red>-25</red>, yang berarti permusuhan:
$ Jika ini adalah hubungan antara raja-raja yang independen, ini berarti dimulainya aksi militer.
$ Jika ini adalah hubungan antara seorang vasal dengan seorang suzerain, maka vasal tersebut akan memberontak.
$ Jika ini adalah hubungan antara seorang anggota aliansi dan pemimpinnya, maka anggota tersebut akan meninggalkan aliansi.

Fitnah tersedia di bagian ""Politik"" pada menu kota di peta dunia."
hint_tutorial_ambitions,"Ambisi
Setiap raja memiliki ambisi. Jika ambisi tersebut tidak dikejar, seiring waktu sang raja akan mulai merasa gagal. Namun, mencapainya akan memberikan dorongan moral yang kuat.

<img=hint_tutorial_ambitions></img>

$ Jika Anda telah memilih ambisi di bidang produksi, Anda perlu mempelajari ilmu pengetahuan dan membangun bangunan yang lebih kompleks untuk menghasilkan barang-barang mahal.
$ Ambisi di bidang kependudukan dicapai dengan memenuhi kebutuhan petani - perumahan, makanan yang baik, dan minuman beralkohol yang baik.
$ Ambisi politik dicapai dengan menciptakan negara-negara yang dipimpin oleh raja Anda. Klik sebuah kota di peta global, dan lihat di bagian Politik untuk mengetahui apa yang dibutuhkan untuk menjadikan provinsi ini sebagai vasal dan mencaploknya ke kerajaan Anda atau beraliansi dengannya."
hint_tutorial_fertility,"Kesuburan Tanah
Awalnya, peta lokasi kota Anda berada dalam keseimbangan ekologis. Namun, penebangan pohon hingga kurang dari 80% dari jumlah aslinya menyebabkan penurunan kesuburan tanah, karena pohon melindungi tanah dari erosi. Hal ini pada gilirannya mengurangi produktivitas lahan dan pengumpulan herba hutan.

<img=hint_tutorial_fertility></img>

Hutan memiliki kemampuan untuk beregenerasi - pohon baru muncul berdampingan, sehingga semakin luas area hutan, semakin cepat pemulihannya.

Namun, seiring pertumbuhan kota Anda, Anda harus memilih antara kesuburan lahan dan penebangan intensif, yang mengkompensasi kurangnya sumber daya lain melalui perdagangan luar negeri.

Anda dapat melihat tingkat deforestasi dan kesuburan tanah saat ini di <hint=hint_statistic_menu>menu Statistik</hint>."
hint_tutorial_iron_depleted,"Cadangan Besi
<hint=hint_resource_iron>Cadangan Besi</hint> di <hint=hint_bld_mine>Tambang</hint> tidaklah tak terbatas. Setiap level peningkatan Tambang memberi Anda akses ke persediaan Besi yang terbatas, dan biayanya meningkat seiring penambang menggali lebih dalam ke dalam bumi.

<img=hint_tutorial_iron_depleted></img>

Setelah sumber daya habis di level 5, Tambang akan sepenuhnya habis, dan satu-satunya sumber Besi Anda adalah perdagangan.

Anda dapat melihat sisa Besi di <hint=hint_statistic_menu>menu Statistik</hint> dan di menu Tambang."
hint_tutorial_market_volume,"Permintaan Pasar
[hint_market_volume]"
hint_tutorial_loyalist,"Loyalis
[hint_loyalist]"
hint_tutorial_addict,"Pecandu nektar
[hint_addict]"
hint_tutorial_mood,"Suasana hati
[hint_mood]"
hint_tutorial_agnostic,"Agnostik
[hint_persons_agnostic]"
hint_tutorial_kid,"Anak
[hint_kid]"
hint_tutorial_external_trade,"Perdagangan Luar Negeri
Berdagang dengan karavan memiliki keterbatasan, jadi Anda selalu dapat berdagang dengan tetangga di peta dengan menandatangani kontrak (lasting 10 days) di menu provinsi tetangga.

<img=hint_tutorial_external_trade></img>

$ Untuk memulai perdagangan, hubungan dengan penguasa Anda harus <red>tidak negatif</red> atau Anda tergabung dalam <b>aliansi kota bebas</b> yang sama.
$ Untuk membuat kontrak yang paling menguntungkan, Anda harus memilih penguasa yang memiliki keahlian <hint=hint_skill_negotiations>Perdagangan</hint> tertinggi - tetapi perlu diketahui bahwa Anda akan berhadapan dengan penguasa dengan kemampuan yang sama di sisi lain.
$ Hanya ada beberapa provinsi di peta yang menjual <hint=hint_resource_iron>Besi</hint> yang langka.
$ Jika pasokan provinsi tetap stabil dan mencakup sumber daya dasar, maka permintaan berubah dari waktu ke waktu—misalnya, ketika provinsi tersebut berkembang.
$ Volume perdagangan meningkat seiring bertambahnya populasi provinsi dan menurun jika desa-desa dijarah.
$ Perdagangan luar negeri tidak <hint=hint_trade_dynamic_prices>memenuhi</hint> pasar dengan barang, jadi Anda dapat menjual sebanyak yang Anda suka.
$ Semua perdagangan ditampilkan di menu perdagangan luar negeri di bagian bawah layar. Anda dapat mengaktifkan perdagangan otomatis harian di sana."
hint_tutorial_church_tax,"Pajak untuk prajurit
Gereja memungut pajak atas pasukan Anda dan menggunakan dana ini untuk menjaga keamanan jalan, memungkinkan para penguasa untuk bepergian antar kota tanpa takut akan serangan bandit.

<img=hint_sodiers_happiness></img>

$ Pajak bergantung pada total keterampilan tempur prajurit Anda.
$ Pajak dihitung setiap hari, terakumulasi hingga kedatangan <hint=hint_holy_caravan>Kafilah Suci</hint>.
$ Jumlah pajak untuk setiap prajurit ditentukan oleh keterampilan tempur mereka <b>pada saat perekrutan</b> dan tidak bertambah seiring dengan peningkatan keterampilan mereka.
$ Matriark dapat menaikkan pajak jika <hint=hint_tutorial_states>negara</hint> Anda tumbuh secara signifikan.
$ Anda dapat melihat pajak pasukan saat ini di keterangan alat untuk ikon Pasukan di pojok kiri atas.

<b>Petunjuk:</b> Jika keuangan Anda tidak stabil, sebaiknya rekrut prajurit yang relatif lemah lalu latih mereka di <hint=hint_bld_training_ground>Lapangan Latihan</hint>. Seiring dengan peningkatan kemampuan tempur mereka, pajak yang dikenakan pada mereka tidak akan naik."
hint_tutorial_emperor,"Penobatan Kaisar
Ketika negara Anda mencapai ukuran 12 provinsi, Anda dapat mendeklarasikan raja Anda sebagai kaisar.

<img=hint_tutorial_emperor></img>

Untuk melakukannya, pilih Penobatan Kaisar di menu raja Anda. Tindakan ini akan menantang <hint=hint_synode>Keluarga Tercinta</hint>, dan dalam beberapa hari, Anda dapat mengantisipasi sekelompok <hint=hint_inqusitors>Inkuisitor</hint> yang akan mencoba membakar habis provinsi Anda.

Selain itu, setelah upacara, semua rakyat Anda akan mengalami pikiran negatif yang kuat karena takut terhadap gereja. Namun, beberapa kelompok masyarakat akan lebih terlindungi dari efek ini:
$ <hint=hint_persons_agnostic>Agnostik</hint> tidak terlalu percaya pada Sophia, dan pikiran negatif mereka hanya akan setengah dari biasanya.
$ <hint=hint_loyalist>Loyalis</hint> secara membabi buta percaya pada Kaisar yang baru, sehingga ketakutan mereka akan lima kali lebih lemah.
$ <hint=hint_persons_fanatic>Fanatik</hint>, asalkan raja menerima berkah, akan menganggapnya sebagai nabi baru dan bahkan mendapatkan pikiran positif.
$ <hint=hint_addict>Ketergantungan pada Nektar</hint> kurang rentan terhadap pikiran seperti itu, karena kenikmatan yang diperoleh dari Nektar lebih besar daripada rasa takut mereka.

Ini adalah tantangan terakhir dalam permainan, setelah itu tidak ada jalan kembali. Anda akan mengalahkan pasukan Inkuisitor yang menghukum dan memenangkan permainan, atau Anda akan kalah. Bagaimanapun, permainan akan berakhir."
hint_tutorial_knight,"Ksatria
[hint_knight]"
hint_tutorial_two_squads,"Regu Gabungan
Anda dapat mengirim dua regu atau lebih sekaligus untuk menyerang target di peta dunia.

<img=hint_tutorial_two_squads></img>

Untuk melakukannya, buat regu dan centang regu yang ingin Anda kirim sebelum dikirim.

Regu-regu ini akan bergerak bersama dan berpartisipasi dalam pertempuran sebagai unit terpisah. Dengan cara ini, regu kedua dapat menyerang pemanah musuh sementara regu pertama Anda melawan infanteri.

<b>Petunjuk:</b> Untuk menghindari risiko kehilangan lord Anda, rekrut <hint=hint_knight>ksatria</hint> di menu Tentara."
hint_tutorial_inspiration,"Inspirasi
Jika seorang lord bangun dalam suasana hati yang gembira (above 80%), ada peluang {chance}% bahwa mereka akan mendapatkan status Inspirasi (wing icon).

<img=hint_inspiration></img>

Dalam status ini, semua skill meningkat pesat, menjadikannya waktu yang ideal untuk menggunakan lord untuk aktivitas seperti negosiasi perdagangan atau aksi pertempuran.

Inspirasi bertahan selama satu hari dan menghilang ketika karakter tertidur. Inspirasi juga dapat menghilang jika suasana hati karakter sedang tidak bahagia."
hint_tutorial_in_state,"Bagian dari Negara
Terkadang, ketika Anda perlu mengumpulkan kekuatan dan ada musuh yang kuat di sekitar, masuk akal untuk tidak membuat Negara sendiri, melainkan bergabung dengan Negara yang sudah ada.

<img=hint_tutorial_in_state></img>

$ Anda dapat meminta untuk bergabung dengan Aliansi Kota Bebas melalui menu tindakan provinsi utama (icon with wings). Di dalam aliansi, Anda akan memastikan perlindungan, meningkatkan <hint=hint_market_volume>permintaan lokal</hint>, dan dapat berdagang dengan anggotanya. Satu-satunya kewajiban adalah menjaga hubungan baik dengan pimpinan aliansi dan mengirimkan pasukan ketika anggota lain membutuhkan perlindungan.
$ Ketika Anda dipaksa menjadi vasal, masuk akal untuk mempertimbangkan pilihan Anda. Anda akan membayar upeti kepada suzerain Anda, tetapi Anda dapat menghemat biaya pasukan, karena suzerain Anda harus melindungi Anda. Selain itu, <hint=hint_market_volume>permintaan lokal</hint> juga akan meningkat (however, there is no free trade option within vassal kingdoms).

Tentu saja, menjadi bagian dari Negara lain justru menjauhkan Anda dari tujuan akhir permainan—menyatukan provinsi-provinsi Norland dan menjadi Kaisar. Namun, dalam situasi tertentu, opsi ini bisa menjadi penyelamat dan penangguhan hukuman yang diperlukan."
hint_tutorial_hunt,"Berburu
Untuk meningkatkan hubungan, Anda dapat meminta para penguasa untuk menghabiskan waktu bersama. Namun, jika <hint=hint_skill_manners>Tata Krama</hint> seorang penguasa kurang, perburuan bersama mungkin merupakan pilihan yang lebih baik.

<img=hint_tutorial_hunt></img>

$ Selama perburuan, dua penguasa akan menemukan dan menyerang seekor <hint=hint_fleshwolf>serigala daging</hint>. Ini berisiko cedera, tetapi Anda akan mendapatkan <hint=hint_resource_meat>Daging</hint> yang luar biasa.
$ Pikiran positif bersama setelah perburuan kuat dan bertahan lama. Selain itu, setelah serigala daging dikalahkan, para pemburu akan melakukan <hint=hint_conversation>percakapan mendalam</hint> - tidak selalu menyenangkan.
$ Berburu adalah alat yang baik untuk membangun hubungan di peta dunia. Anda dapat mengirim salah satu bangsawan Anda untuk berburu bersama bangsawan mana pun yang tinggal di kota lain - misalnya, untuk memenangkan hati bangsawan pedagang atau istri raja, yang pendapatnya juga penting."
hint_tutorial_orders,"Perintah Langsung
Dengan mengeklik ikon pada daftar tugas di bagian atas menu karakter, Anda dapat memerintahkan penguasa untuk segera melakukan tugas yang diperlukan.

<img=hint_tutorial_orders></img>

Biasanya, penguasa memutuskan sendiri kapan harus melakukan apa, tetapi terkadang Anda dapat memerintahkannya untuk segera melakukan tugas jika ada kebutuhan mendesak.

$ Di awal daftar tugas, tugas yang Anda berikan akan ditampilkan.
$ Ketika kebutuhan penguasa mulai mengganggunya, tugas untuk memenuhi kebutuhan tersebut juga akan muncul di sana. Klik ikon tersebut untuk membuatnya meninggalkan segalanya dan pergi memenuhi kebutuhan itu."
hint_tutorial_pass_crown,"Mewariskan Mahkota
Ketika penguasa Anda memiliki terlalu banyak musuh, Anda selalu dapat mewariskan mahkota kepada orang lain.

<img=hint_tutorial_pass_crown></img>

Karena hubungan dengan tetangga dan matriarki merupakan hubungan pribadi dengan raja Anda, Anda dapat mengatur ulang hubungan tersebut dengan mewariskan mahkota.

Hal ini akan menyebabkan gesekan yang signifikan antara penguasa sebelumnya dan yang baru, tetapi semua hubungan eksternal sekarang akan dibangun kembali dari awal."
hint_tutorial_relations_tab,"Tab Hubungan
Untuk melihat apa yang dipikirkan karakter satu sama lain, buka tab hubungan di menu karakter.

<img=hint_tutorial_relations_tab></img>

$ Arahkan kursor ke potret karakter mana pun untuk melihat <hint=hint_thought_social>pemikiran sosial</hint> mana yang berkontribusi pada <hint=hint_relations>hubungan</hint> mereka dengan karakter tersebut.
$ Faktor-faktor yang memengaruhi <hint=hint_interest>minat</hint> juga dijelaskan di sana.
$ Di bagian atas, terdapat filter hubungan - misalnya, Anda dapat melihat hubungan dengan karakter dari keluarga bangsawan lain atau hubungan antar raja.
$ Anda juga dapat melihat hubungan dengan karakter penting dengan mengarahkan kursor ke potret mereka di tab utama."
hint_tutorial_hate,"Kebencian
Ketika hubungan satu karakter dengan karakter lainnya berada di bawah <red>-25</red>, mereka mulai merasakan kebencian. Hal ini dapat berakhir dengan pembunuhan, meninggalkan Anda dengan satu mayat dan satu penjahat yang dibenci seluruh keluarga.

<img=hint_tutorial_hate></img>

$ <hint=hint_tutorial_relations_tab>Periksa pemikiran sosial</hint> yang menyebabkan kebencian. Misalnya, jika seorang penguasa iri kepada penguasa lain karena memiliki banyak <hint=hint_resource_rune>Cincin Suci</hint>, Anda dapat memberi hadiah kepada penguasa pertama atau mengambil beberapa cincin dari penguasa lainnya untuk mengurangi selisihnya.
$ Jika Anda dapat melihat penguasa ini dalam suasana hati yang baik, gunakan momen itu untuk mengajaknya menghabiskan waktu atau berburu dengan rivalnya. Jika salah satu dari mereka tidak terlalu marah kepada yang lain, mereka mungkin akan berdamai.
$ Cobalah menjadwalkan pelajaran untuk mereka. Siswa tersebut secara bertahap akan memperbaiki sikap mereka terhadap guru. Dalam kasus ekstrem, Anda dapat mengatur <hint=hint_duel>duel</hint>. Duel dapat mengakibatkan kematian salah satu petarung, tetapi meskipun kedua penguasa selamat, keinginan untuk membunuh akan hilang setelah duel berakhir.

Dan jika penguasa Anda dibenci oleh <hint=hint_bishop>Uskup</hint>, penguasa tersebut selalu dapat <b>memohon pengampunan</b>."
hint_mind_caption,Pikiran
hint_mind_remain_time,"~
{optional_remain_time_hours}"
hint_mind_abuse,"[hint_mind_caption]
Saya telah <hint=hint_speech_insult>dihina</hint> dan saya merasa terhina!
[hint_mind_remain_time]"
hint_mind_agnostic,"[hint_mind_caption]
Aku ragu Bunda Sophia benar-benar menciptakan dunia yang kejam ini...

Alasan: <hint=hint_persons_agnostic>Agnostik</hint>."
hint_mind_battle_commander_bonus,"[hint_mind_caption]
Saya merasa percaya diri di bawah <hint=hint_skill_command>komando</hint> seorang komandan seperti {name}."
hint_mind_battle_commander_dead,"[hint_mind_caption]
Sebaiknya kita lari sebelum terlambat!"
hint_mind_battle_commander_retreat,"[hint_mind_caption]
Apa yang harus kita lakukan? Kemenangan tampaknya di luar jangkauan kita!"
hint_mind_battle_enemy_commander_dead,"[hint_mind_caption]
Mereka akan segera dikalahkan!"
hint_mind_battle_enemy_commander_retreat,"[hint_mind_caption]
Sedikit lagi, mereka akan lari juga!"
hint_mind_battle_enemy_soldier_retreat,"[hint_mind_caption]
Haha! Pengecut!"
hint_mind_battle_enemy_soldier_dead,"[hint_mind_caption]
Aku melihat seorang prajurit musuh di dekat sini tumbang! Tinggal sedikit lagi, dan kemenangan akan menjadi milik kita!"
hint_mind_battle_loose,"[hint_mind_caption]
Hari ini, keberuntungan tidak berpihak pada kita...
[hint_mind_remain_time]"
hint_mind_battle_soldier_retreat,"[hint_mind_caption]
Rekan seperjuanganku kabur! Keadaannya tampak suram!"
hint_mind_battle_soldier_dead,"[hint_mind_caption]
Jumlah kita semakin sedikit!"
hint_mind_battle_win,"[hint_mind_caption]
Hore, kita menang! Kemuliaan bagi raja!
[hint_mind_remain_time]"
hint_mind_catharsis,"[hint_mind_caption]
Setelah <hint=hint_tantrum>kehancuran</hint> baru-baru ini, saya merasa lega... Tapi sampai kapan?
[hint_mind_remain_time]"
hint_mind_close_actor_hostage,"[hint_mind_caption]
{name} ditangkap, kita harus membebaskannya!"
hint_mind_close_actor_dead,"[hint_mind_caption]
Aku sungguh tak percaya {name} sudah tiada...
[hint_mind_remain_time]"
hint_mind_close_actor_heavy_disease,"[hint_mind_caption]
Aku tidak yakin apakah {name} akan bisa <hint=hint_sick>pulih</hint>... Kuharap kita punya cukup <hint=hint_heal>perlengkapan penyembuhan</hint>..."
hint_mind_close_actor_low_mid_disease,"[hint_mind_caption]
{name} sedang <hint=hint_sick>sakit</hint>, dan saya khawatir. Saya harap kita punya cukup sumber daya untuk <hint=hint_heal>pengobatan</hint>..."
hint_mind_close_actor_punish,"[hint_mind_caption]
{name} telah <hint=hint_punish>dihukum</hint>. Mungkin memang pantas, tapi itu tidak membuatku merasa lebih baik!
[hint_mind_remain_time]"
hint_mind_conversation_fatigue,"[hint_mind_caption]
Obrolan ini sangat melelahkan! Semoga kita punya <hint=hint_resource_beer>Bir</hint> dingin tersisa...

Alasan: <hint=hint_th_speach_fatigue>Kelelahan bicara</hint>.
[hint_mind_remain_time]"
hint_mind_inspection_fatigue,"[hint_mind_caption]
Menjelaskan kepada orang-orang bodoh ini apa yang harus mereka lakukan sungguh melelahkan! Semoga kita masih punya <hint=hint_resource_beer>Bir</hint> dingin tersisa...

Alasan: <hint=hint_th_inspection_fatigue>Kelelahan inspeksi</hint>.
[hint_mind_remain_time]"
hint_mind_knowledge_fatigue,"[hint_mind_caption]
Fiuh... Semua pengetahuan ini... Aku benar-benar kelelahan...

Alasan: <hint=hint_th_study_fatigue>Kelelahan belajar</hint>.
[hint_mind_remain_time]"
hint_mind_work_fatigue,"[hint_mind_caption]
Saya sangat lelah bekerja hari ini!

Alasan: <hint=hint_th_fatigue>Kelelahan kerja</hint>.
[hint_mind_remain_time]"
hint_mind_conversation_reward,"[hint_mind_caption]
Senang rasanya ketika <hint=hint_persons_king>raja</hint> <hint=hint_action_task_reward>memberi penghargaan</hint> atas usahamu!
[hint_mind_remain_time]"
hint_mind_conversation_threat,"[hint_mind_caption]
<hint=hint_persons_king>Raja</hint> percaya bahwa aku bisa mengkhianatinya... Aku takut, tapi aku meyakinkannya akan <hint=hint_loyalty>kesetiaanku</hint>!
[hint_mind_remain_time]"
hint_mind_conversation_rumors,"[hint_mind_caption]
Senang sekali membicarakan seseorang di belakangnya...
[hint_mind_remain_time]"
hint_mind_crime_criminal_not_punished,"[hint_mind_caption]
{name} harus dihukum atas <hint=hint_crime>kejahatan</hint> mereka. Ini keadilan!
[hint_mind_remain_time]"
hint_mind_crime_punished,"[hint_mind_caption]
Aku telah <hint=hint_punish>dihukum</hint>!
[hint_mind_remain_time]"
hint_mind_crime_unfairly_punished,"[hint_mind_caption]
Aku telah <hint=hint_punish>dihukum</hint> tanpa alasan! Semua orang tahu itu!
[hint_mind_remain_time]"
hint_mind_crime_victim,"[hint_mind_caption]
Perasaan tak berdaya ini sungguh mengerikan... Sungguh tidak menyenangkan menjadi korban <hint=hint_crime>kejahatan</hint>!
[hint_mind_remain_time]"
hint_mind_deep_talk,"[hint_mind_caption]
Apa yang bisa lebih baik daripada <hint=hint_speech_friendly>percakapan yang ramah</hint>?
[hint_mind_remain_time]"
hint_mind_dice_of_fate_bad_luck,"[hint_mind_caption]
Kombinasi yang buruk! Kombinasi yang buruk!
[hint_mind_remain_time]"
hint_mind_dice_of_fate_luck,"[hint_mind_caption]
Bunda Sophia menyayangiku!
[hint_mind_remain_time]"
hint_mind_disease_death_inevitable,"[hint_mind_caption]
Saatnya mengucapkan selamat tinggal pada dunia ini...
[hint_mind_remain_time]"
hint_mind_disease_easy,"[hint_mind_caption]
<hint=hint_sick>Rasanya sakit</hint>tapi sepertinya tidak terlalu serius.
[hint_mind_remain_time]"
hint_mind_disease_hard,"[hint_mind_caption]
Astaga, sakitnya <hint=hint_sick> itu</hint>! Semoga aku cepat sembuh!
[hint_mind_remain_time]"
hint_mind_drank,"[hint_mind_caption]
Minuman ini benar-benar enak <hint=hint_alcohol>! Mungkin aku akan minum lagi?

Alasan: Alkohol yang dikonsumsi: {number}.
[hint_mind_remain_time]"
hint_mind_drank_nectar,"[hint_mind_caption]
Aku merasakan gelombang kekuatan yang luar biasa! <hint=hint_resource_nectar>Nektar</hint> sungguh luar biasa!

Alasan: Nektar yang dikonsumsi: {number}.
[hint_mind_remain_time]"
hint_mind_beer_addiction,"[hint_mind_caption]
Saya SANGAT butuh minum!

Alasan: <hint=hint_alcoholism>Alkoholisme</hint>.
[hint_mind_remain_time]"
hint_mind_gambler_no_play,"[hint_mind_caption]
Sudah lama aku tidak bermain dadu... Aku harus segera menguji keberuntunganku!

Alasan: <hint=hint_gambler>Kecanduan judi</hint>."
hint_mind_nectar_addiction,"[hint_mind_caption]
Aku hampir mati tanpa <hint=hint_resource_nectar>Nektar</hint>! Di mana aku bisa mendapatkannya?

Alasan: <hint=hint_addict>Kecanduan nektar</hint>.
[hint_mind_remain_time]"
