Key,Deutsch
hint_demand_tribute_fail_letter_1,"~
Du denkst, du könntest mich einschüchtern? Mein Aufstieg zum Thron war im Gegensatz zu deiner Machtübernahme kein bloßer Zufall. Komm doch und versuch, mir mein Gold zu nehmen!"
hint_demand_tribute_fail_letter_2,"~
In deinen Träumen hörst du das Klingeln der Münzen – wach auf! Alles, was die Realität für dich bereithält, ist mein Schwert, du widerlicher Feigling!"
hint_assault_fair,"Mit Plünderung drohen
Fordere den Feind heraus und erhebe Anspruch auf den Inhalt seiner Schatzkammer. Weigert er sich, binnen zwei Tagen zu bezahlen, hast du das Recht, die Stadt zu plündern und die Schatzkammer mit Gewalt zu beschlagnahmen.

Da deine Beziehungen zum König dieser Siedlung <hint=hint_faction_relations_enemy>feindseliger</hint> Natur sind, nehmen die Nachbarn einen solchen Angriff gelassen zur Kenntnis.

$ Plünderung möglich: <hint=hint_resource_gold>{town_money}</hint>
$ Beziehungen zu {soul_uuid_king}: <red>{assault_fair_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_assault_success,"~
$ {soul_uuid_king} ist beleidigt, sendet aber dennoch <hint=hint_resource_gold>{tribute_money}</hint>.
{optional_attack_on_vassal_or_ally}"
hint_assault_fail,"~
$ {soul_uuid_king} ist beleidigt.
$ Er weist deine Versuche der Dominanz zurück und bereitet sich auf eine Belagerung vor.
{optional_attack_on_vassal_or_ally}

Jetzt kannst du seine Stadt mit dem Ziel einer Plünderung überfallen.
{optional_possible_helpers_against_player}"
hint_assault_fair_success_letter_1,"~
Du hast mir keine Wahl gelassen. Nimm alles Gold, doch bedenke stets: Ich werde erst Frieden finden, wenn deine Stadt in Trümmern liegt. Und sei dir sicher, dass ich Verbündete finden werde, um mein Ziel zu erreichen."
hint_assault_fair_success_letter_2,"~
Nun gut, nimm dir all meinen Besitz. Im Gegensatz zu dir verzichte ich darauf, das Blut meines Volkes zu vergießen. Trotz allem, was geschehen ist, hoffe ich, dass du eines Tages verstehen wirst: Friedlicher Handel ist deutlich profitabler als Gewalt."
hint_assault_fail_letter_1,"~
Das ist bei weitem nicht der erste Versuch, meine Stadt zu plündern – und wohl auch nicht der letzte. Doch wo du schon auf dem Pfad der Erniedrigung und der Niederlage wandelst, habe ich keine andere Wahl, als deine Ankunft zu erwarten. Setzen wir alledem ein Ende!"
hint_assault_fail_letter_2,"~
Nichts wirst du bekommen! Ich würde meine Stadt lieber in Flammen aufgehen sehen, als mich von einem Bastard einer Hure berauben zu lassen!"
hint_assault_asnwer_waiting_description,"Warten auf Antwort
{soul_uuid_king} erwägt eine Reaktion auf deine Androhung zur Plünderung.

Er wird bald eine Reaktion zeigen.
{optional_possible_helpers_against_player}"
hint_demand_assault_attack_description,"Warten auf Angriff
{soul_uuid_king} erwartet den Angriff auf seine Stadt durch deine Truppen, nachdem er nicht auf deine Erpressung eingegangen ist.

$ Wenn du nicht innerhalb von <b>zwei Tagen</b> vor Ort eintriffst, wird man dich als Feigling betrachten.
{optional_holy_defence_will_removed}"
hint_demand_assault_attack,"Angriff
$ Wenn du nicht innerhalb von <b>zwei Tagen</b> vor Ort eintriffst und zum Angriff übergehst, wird man dich als Feigling betrachten."
hint_demand_assault_attack_success,"~
Nach einem erfolgreichen Angriff musste {soul_uuid_king} eine Niederlage hinnehmen, woraufhin seine Stadt geplündert und um <hint=hint_resource_gold>{tribute_money}</hint> erleichtert wurde.

Deine Truppen kehren siegreich und mit jeder Menge Beute nach Hause zurück."
hint_demand_assault_attack_fail,"~
Du hast die Schlacht verloren und {soul_uuid_king} konnte beweisen, dass du der Herausforderung nicht gewachsen bist."
hint_demand_assault_attack_timeover,"~
Du bist nicht am Ort des geplanten Angriffs erscheinen, weshalb man deinen König nun als Feigling betrachtet.

$ Beziehungen zu Nachbarn und {soul_uuid_king}: <red>{rel_coward}</red>."
hint_demand_assault_attack_success_letter_1,"~
Heldenmut verdient Respekt – und du hast tapfer gekämpft. Meine Bewunderung ist dir sicher, doch nicht meine Ehre. Ich weiß, dass wir uns erneut auf dem Schlachtfeld begegnen werden, denn unter Gleichgesinnten einen Ruf als Verlierer zu genießen, ist überaus gefährlich, dessen bist du dir sicherlich ebenfalls bewusst."
hint_demand_assault_attack_success_letter_2,"~
Du hast gewonnen, doch das Glück stand dir zur Seite und brachte dir im Alleingang den Sieg. Tief im Herzen bist du feige und keineswegs bedrohlich. Wenn ich erst meine Kräfte versammelt habe, wird dein Königreich schon bald nur noch eine Fußnote der Geschichte sein, die langsam in Vergessenheit gerät."
hint_demand_assault_attack_fail_letter_1,"~
Möchtest du den Geschmack des Sieges kennenlernen? Er ist wie ein Glas gekühlten Weines an einem heißen Tag! Sei versichert, dass dies weder mein erster noch mein letzter Triumph über dich ist – denn wer lässt sich schon die Gelegenheit auf den Genuss köstlichen Weines entgehen?"
hint_demand_assault_attack_fail_letter_2,"~
Der Sieg erwärmt mein Herz nicht so sehr wie der Anblick der leblosen Körper deiner gefallenen Krieger. Nie zuvor habe ich eine so feige Armee erlebt. Deine Militärstrategien bieten unseren Hofnarren reichlich Inspiration, da bin ich mir sicher."
hint_demand_assault_attack_timeover_letter_1,"~
Jetzt, wo ich erkenne, dass ich von Feiglingen umgeben bin, fühle ich mich noch tapferer als zuvor. Gerüchte über deine Feigheit werden sich schneller ausbreiten als ein Echo im Gebirge!"
hint_demand_assault_attack_timeover_letter_2,"~
Feigheit ist ein Laster ... Und du, Freund, hast bewiesen, dass du noch mehr darunter leidest als die meisten anderen. Wahrlich, ich hätte mir nicht erwartet, dass du derart zaghaft bist. Es ist bemerkenswert und seltsam zugleich, dass Leute wie du eine Krone tragen."
hint_assault_asnwer_waiting_fair,"Warten auf Antwort
{soul_uuid_king} erwägt eine Reaktion auf deine Androhung zur Plünderung.

Er wird bald eine Reaktion zeigen.

$ Beziehungen zu {soul_uuid_king}: <red>{assault_fair_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_asnwer_waiting_unfair,"Warten auf Antwort
{soul_uuid_king} erwägt eine Reaktion auf deine Androhung zur Plünderung.

Er wird bald eine Reaktion zeigen.

$ Beziehungen zu {soul_uuid_king}: <red>{assault_unfair_rel_de}</red>
$ Beziehungen zu Nachbarn: <red>{assault_unfair_rel_de_neigh}</red>
$ Beziehungen zur Matriarchin: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_unfair,"Mit Plünderung drohen
Fordere den Feind heraus und erhebe Anspruch auf den gesamten Inhalt seiner Schatzkammer. Weigert er sich, binnen zwei Tagen zu bezahlen, hast du das Recht, die Stadt zu plündern und die Schatzkammer mit Gewalt zu beschlagnahmen.

Da deine Beziehungen zum König dieser Siedlung NICHT <hint=hint_faction_relations_enemy>feindseliger</hint> Natur sind, nehmen die Nachbarn einen solchen Angriff als <red>verräterisch</red> wahr.

$ Plünderung möglich: <hint=hint_resource_gold>{town_money}</hint>

$ Beziehungen zu {soul_uuid_king}: <red>{assault_unfair_rel_de}</red>
$ Beziehungen zu Nachbarn: <red>{assault_unfair_rel_de_neigh}</red>
$ Beziehungen zur Matriarchin: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_ai,"[hint_DESCRIPTION]
{soul_uuid_king} findet, dass man dein gesamtes Haus von der Erdoberfläche tilgen sollte. Er bereitet einen Angriff zur vollständigen Auslöschung deiner Adelsfamilie vor und will deine Stadt niederbrennen.

$ Die Vorbereitungen dauern 2 Tage."
hint_city_burn_ai_ready,"~
Die Vorbereitungen sind abgeschlossen und {soul_uuid_king} startet einen Feldzug.

Bald wird es zu einer Schlacht kommen, bei der sich das Schicksal deiner Adelsfamilie entscheidet."
hint_city_burn_ai_success,"~
Es ist dir gelungen, den Angriff zurückzuschlagen.

$ {soul_uuid_king} ist von deiner Tapferkeit überrascht; die gegenseitigen Beziehungen verbessern sich um <green>{king_im}</green>."
hint_city_burn_ai_success_letter_1,"~
Deine Tapferkeit ist bemerkenswert und ich komme nicht umhin, sie zu loben. Es ist einige Zeit vergangen, seit mir auf dem Schlachtfeld ein würdiger Gegner begegnet ist, und es wäre mir eine Ehre, erneut gegen dich ins Gefecht zu ziehen."
hint_city_burn_ai_success_letter_2,"~
Du bist ein heldenmütiger Krieger und hast tapfer gekämpft! Ein gutes Gefecht erfreut die Seele stets, selbst wenn es verloren geht."
hint_peace_conditions,"~
Bedingungen: 
$ Die jetzigen Beziehungen zwischen {soul_uuid_king} und deinem Machthaber: {current_relations}
$ Auf dieser Grundlage wird dich das Abkommen <hint=hint_resource_gold>{peace_offer_cost}</hint> kosten."
hint_declared_peace_description,"Friedensabkommen
{soul_uuid_king} und du haben einen Pakt des heiligen Friedens geschlossen.

$ Dieser besagt, dass alle Beteiligten keine Dörfer plündern, Städte angreifen oder sich gegenseitig zur Vasallität zwingen dürfen.
$ Nichtsdestotrotz können die Lords die Städte des jeweiligen Gegenübers besuchen, dort Verschwörungen schmieden und <hint=hint_action_shadow>Missetaten</hint> begehen.
$ Beziehungen von {soul_uuid_king} zu deinem Machthaber: <green>{peace_king_im}</green>

<b>Das Abkommen ist noch {peace_day_remain} Tage gültig.<b>"
hint_unavailable_peace_too_strong,"Kein Interesse
{soul_uuid_king} ist zu mächtig und fühlt sich weder durch dich noch durch seine Nachbarn bedroht.

<b>TIPP:</b> Nutze die Aktion <b>Verleumdung</b>, um die Nachbarn des Machthabers gegen ihn aufzuhetzen (unter einen Wert von <red>-25</red>). Dies wird seine Verhandlungsbereitschaft erhöhen."
hint_peace_treaty,"Friedensabkommen
Unterzeichne ein {peace_duration} Tage andauerndes Friedensabkommen.

$ Dieses bedeutet, dass alle Beteiligten keine Dörfer überfallen, Städte angreifen oder sich gegenseitig zur Vasallität zwingen dürfen.
$ Nichtsdestotrotz können die Lords die Städte des jeweiligen Gegenübers besuchen, dort Verschwörungen schmieden und <hint=hint_action_shadow>Missetaten</hint> begehen.
$ Beziehungen zwischen {soul_uuid_king} und deinem Machthaber: <green>{peace_king_im}</green>

{optional_peace_conditions}
[hint_ALLIES]

[hint_SENDER]
{optional_duty_of_honor}"
hint_peace_treaty_success,"Friedensabkommen
{soul_uuid_king} und du haben einen Pakt des heiligen Friedens geschlossen.

$ Dieser besagt, dass alle Beteiligten keine Dörfer plündern, Städte angreifen oder sich gegenseitig zur Vasallität zwingen dürfen.
$ Nichtsdestotrotz können die Lords die Städte des jeweiligen Gegenübers besuchen, dort Verschwörungen schmieden und <hint=hint_action_shadow>Missetaten</hint> begehen.
$ Beziehungen zu deinem {soul_uuid_king}: <green>{peace_king_im}</green>

<b>Das Abkommen ist noch {peace_day_remain} Tage gültig.<b>
{optional_duty_of_honor_complete}"
hint_peace_treaty_finish,"Das Friedensabkommen ist abgelaufen.
{soul_uuid_king} und du sind nun nicht länger an die getroffenen Vereinbarungen gebunden."
hint_peace_treaty_king_dead,"Das Friedensabkommen wird aufgelöst.
Grund: Einer der Unterzeichner ist gestorben.

$ {soul_uuid_king} und du sind nicht länger an gemeinsame Vereinbarungen gebunden."
hint_peace_treaty_success_letter_1,"~
Der Beschluss eines Friedensabkommens mit dir verschafft mir allerdings Freude. Ein Leben in Harmonie mit meinen Nachbarn war stets mein innigster Wunsch."
hint_peace_treaty_success_letter_2,"~
Heutzutage werden Friedensabkommen nur noch selten abgeschlossen. Doch wir haben bewiesen, dass wir unseren Mitbewerber moralisch überlegen sind. Ich bin zuversichtlich, dass unseren Königreichen eine Ära des Friedens und der Blüte bevorsteht!"
hint_peace_treaty_finish_letter_1,"~
Unglücklicherweise hat unser Friedensabkommen nicht länger Bestand. Ich hoffe, es hat dir genauso viele Vorteile gebracht wie mir. Vielleicht können wir ja in Zukunft ein neues beschließen."
hint_peace_treaty_finish_letter_2,"~
Unser Friedensabkommen ist also ausgelaufen. Es bescherte unseren Königreichen Ruhe und Frieden und ich hoffe, dass dieser Moment nicht den Beginn einer Ära von Krieg und Ungemach markiert."
hint_peace_treaty_king_dead_letter_1,"~
Ich weiß, dass mein Vorgänger ein Friedensabkommen mit dir abgeschlossen hat. Doch er ist kürzlich verstorben und ich sehe mich nicht länger gezwungen, die Bedingungen einzuhalten."
hint_peace_treaty_king_dead_letter_2,"~
Ich weiß, dass mein Vorgänger ein Friedensabkommen mit dir abgeschlossen hat. Doch er ist kürzlich verstorben und ich sehe mich nicht länger gezwungen, die Bedingungen einzuhalten."
hint_peace_treaty_king,"Friedensabkommen
{soul_uuid_king} bietet dir ein {peace_duration} Tage gültiges Friedensabkommen an.

$ Dieses besagt, dass die Beteiligten in diesem Zeitraum keine Dörfer überfallen, Städte angreifen oder sich gegenseitig zur Vasallität zwingen dürfen.
$ Nichtsdestotrotz können die Lords die Städte des jeweiligen Gegenübers besuchen, dort Verschwörungen schmieden und <hint=hint_action_shadow>Missetaten</hint> begehen.
$ Beziehungen zu {soul_uuid_king}: <green>{peace_king_im}</green>
$ Du erhältst: <hint=hint_resource_gold>{peace_offer_cost}</hint>

Das Abkommen wurde von der Kirche bezeugt und gilt als heilig, weshalb es nicht gebrochen werden kann.

[hint_ALLIES]

[hint_SENDER]"
hint_peace_treaty_king_accept,"Abkommen unterzeichnen
 Du erklärst dich einverstanden, ein {peace_duration} Tage gültiges Friedensabkommen zu unterzeichnen.

$ Dieses besagt, dass die Beteiligten in diesem Zeitraum keine Dörfer überfallen, Städte angreifen oder sich gegenseitig zur Vasallität zwingen dürfen.
$ Nichtsdestotrotz können die Lords die Städte des jeweiligen Gegenübers besuchen, dort Verschwörungen schmieden und <hint=hint_action_shadow>Missetaten</hint> begehen.
$ Beziehungen zu {soul_uuid_king}: <green>{peace_king_im}</green>
$ Du erhältst: <hint=hint_resource_gold>{peace_offer_cost}</hint>

Das Abkommen wurde von der Kirche bezeugt und gilt als heilig, weshalb es nicht gebrochen werden kann."
hint_peace_treaty_king_accept_letter_1,"~
Ich möchte dir unverzüglich meinen verbindlichsten Dank übermitteln! Ich habe Vertrauen, dass dieser Pakt den Beginn einer langlebigen Freundschaft zwischen unseren Adelsgeschlechtern markiert!"
hint_peace_treaty_king_accept_letter_2,"~
Ich bin überaus erfreut zu hören, dass ein Friedensabkommen unterzeichnet wurde – obwohl es nur einige wenige Bedingungen enthält. Der Weg zum Frieden ist eine Herausforderung. Doch glaub mir, es ist die einzige Möglichkeit, unsere Königreiche in eine Blütezeit zu führen!"
hint_defence_alliance_description,"~
[hint_defence_alliance_only_description]
$ Beziehungen zu {soul_uuid_king}: <green>{rel_defence_alliance}</green>"
hint_defence_alliance_offer,"In deine Allianz einladen
{soul_uuid_king} wird sich der Allianz der Freien Städte unter deiner Führung anschließen.

Das bedeutet:
[hint_defence_alliance_description]

Kosten für Einladung: <hint=hint_resource_gold>{alliance_invite_price}</hint>
{optional_duty_of_honor}"
hint_defence_alliance_offer_success,"Die Allianz wächst!
{soul_uuid_king} hat sich dazu entschlossen, der Allianz der Freien Städte beizutreten.

Das bedeutet:
[hint_defence_alliance_description]
{optional_duty_of_honor_complete}"
hint_defence_alliance_break,"Städteallianz verlassen
Das Oberhaupt der Allianz würde dies als Verrat werten.

$ Beziehungen zu {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_break_finish,"Die Allianz wurde aufgelöst.
{soul_uuid_king} und du sind nicht länger vertraglich gebunden.

$ Beziehungen zu {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_offer_success_letter_1,"~
Ich hoffe, dass ein Tag kommt, an dem wir keine Allianzen mehr eingehen müssen. Doch Feindschaft regiert die Welt und dieses Abkommen soll uns dabei helfen, vereint gegen Bosheit und Heimtücke anzukämpfen."
hint_defence_alliance_offer_success_letter_2,"~
Es freut mich, dass es uns gelungen ist, eine Allianz unserer Städte zu begründen. Zweifellos sind wir auf gegenseitige Unterstützung angewiesen. Die Zeiten, in denen Nachbarn in Frieden und Harmonie zusammenlebten, sind lange vergangen!"
hint_defence_alliance_break_finish_letter_1,"~
Eine Allianz ist schnell aufgelöst – doch die Konsequenzen dieses Unterfangens vorauszusehen ist ein weit schwierigerer Akt. Ich muss deine Entscheidung akzeptieren, doch aus eigener Erfahrung möchte ich sagen, dass man Verbündete nicht als Selbstverständlichkeit betrachten sollte."
hint_defence_alliance_break_finish_letter_2,"~
Es wirft kein gutes Licht auf dich, in diesen Zeiten Abkommen mit Nachbarn aufzukündigen! Es wird der Tag kommen, an dem du Hilfe brauchst – und ich deinen Ruf nicht erhören werde!"
hint_defence_alliance_destroy,"Städteallianz auflösen
Du löst die Städteallianz als deren Oberhaupt auf.

Dies wird die Beziehungen zwischen den ehemaligen Verbündeten nicht beeinflussen."
hint_defence_alliance_offer_from_ai_accept,"Einer Allianz beitreten
Das bedeutet:
[hint_defence_alliance_description]

Für den Beitritt erhältst du: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"Allianzeinladung
{soul_uuid_king} lädt dich dazu ein, der Allianz der Freien Städte unter eigener Führung beizutreten.

Das bedeutet:
[hint_defence_alliance_description]

Für den Betritt erhältst du: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"Du bist einer Allianz beigetreten
Du hast einen Vertrag mit {soul_uuid_king} geschlossen und bist nun Teil dieser Allianz der Freien Städte.

Das bedeutet:
[hint_defence_alliance_description]

Du erhältst: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"Anfrage zum Allianzbeitritt
Bitte {soul_uuid_king}, dich in die Allianz der Freien Städte unter seiner Führung aufzunehmen.

Das bedeutet:
[hint_defence_alliance_description]"
To The Top,
hint_union_ask_for_help,"Hilfegesuch
{soul_uuid_king} ist dein Verbündeter, den du im Falle einer Bedrohung um Hilfe bitten kannst.

$ {soul_uuid_king} wird dir einen Trupp seiner Krieger schicken. Du kannst diesen in einer bevorstehenden Schlacht einsetzen, ansonsten kehrt er nach drei Tagen wieder in die Heimat zurück.
$ {soul_uuid_king} wird dich für jeden gefallenen Krieger seines Trupps schlechter behandeln."
hint_union_ask_for_help_success,"Unterstützungsgesuch
{soul_uuid_king} ist der Allianz gegenüber loyal und schickt dir ein Kontingent an Kriegern.

$ Du kannst diese in einer bevorstehenden Schlacht einsetzen, ansonsten kehrt er nach drei Tagen in die Heimat zurück.
$ {soul_uuid_king} wird dich für jeden gefallenen Krieger um <red>{rel_every_soldier_dead}</red> schlechter behandeln."
hint_union_ask_for_help_fail,"Unterstützungsgesuch
{soul_uuid_king} hält deinen Sieg für unmöglich und sträubt sich, die eigenen Krieger gemeinsam mit deinen in den Tod zu schicken. Diese Person hat dich verraten und schickt keine Unterstützung.

$ Sie verlässt die Allianz der Freien Städte.
$ Einstellung von {soul_uuid_king} dir gegenüber: <red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
Ich teile dir auf schnellstem Wege mit, dass Hilfe unterwegs ist. Ich werde eifrig beten, damit diese Schlacht mit einem glorreichen Sieg endet und wir keine übermäßigen Verluste zu beklagen haben!"
hint_union_ask_for_help_success_letter_2,"~
Es ist unsere heilige Pflicht, Verbündeten zu helfen. Erwarte Verstärkungstruppen – sie werden schon bald eintreffen! Ich bete, dass sich Mutter Sophia nicht von uns abwendet ... In letzter Zeit war sie nicht gerade großzügig mit ihrem Segen."
hint_union_ask_for_help_fail_letter_1,"~
Du bittest mich, meine Krieger nicht in ein Gefecht, sondern auf die Schlachtbank zu schicken. Dein Kontrahent ist dir bei weitem überlegen und du hättest dir früher überlegen sollen, ob es intelligent ist, sich solche Feinde zu machen! Rechne also nicht mit meiner Unterstützung!"
hint_union_ask_for_help_fail_letter_2,"~
Es ist dir sicherlich bewusst, dass dein Kontrahent unsere vereinten Streitkräfte zahlenmäßig bei weitem übertrifft?! Es ist blanker Wahnsinn, Krieger in den sicheren Tod zu schicken. Vergib mir, aber ich habe kein Interesse, mich an diesem Unterfangen zu beteiligen!"
hint_ask_for_help_from_ai_accept,"Hilfe schicken
{optional_additional_header}
Starte einen Feldzug und entsende Truppen, um Unterstützung zu bieten.

$ {soul_uuid_supported} wird diese in der bevorstehenden Schlacht einsetzen. Im Anschluss kehren sie nach Hause zurück.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"Hilfegesuch
{optional_type_of_danger}

Deine Streitkräfte sind als Verstärkungstruppen für {soul_uuid_supported} am Ziel eingetroffen und bleiben 3 Tage lang oder bis zur ersten Schlacht in der Stadt.

Konsequenzen:
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"Hilfegesuch
{optional_type_of_danger}

{soul_uuid_king} hat die Ankunft deiner Unterstützung nicht abgewartet.
{optional_ignore_allyship}"
hint_ask_for_help_from_ai_success_after_battle,"Hilfe in der Schlacht
Deine Streitkräfte haben sich erfolgreich an der Abwehr des gegnerischen Angriffs beteiligt!"
hint_optional_union_allyship,"~
<b>Verantwortung von Verbündeten</b>
$ Wenn du keine Hilfe entsendest, gilt dies als Verrat; Beziehungen zum Allianzanführer werden jedoch schwer beschädigt und du könntest in weiterer Folge <red>aus der Allianz der freien Städte ausgeschlossen werden</red>. Nachbarn sind darüber ebenfalls nicht erfreut."
hint_optional_union_allyship_ignore,"~
<red>Du hast dich des Verrats schuldig gemacht.</red>

$ Beziehungen zum Allianzanführer {soul_uuid_king_leader}: <red>{rel_defence_alliance_not_help}</red>
$ Beziehungen mit {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>
$ Beziehungen zu deinen Nachbarn: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
Verräter! Wie konntest du mir nur Hilfe verweigern, als Feinde wie die Geier ihre Kreise über mir zogen? Ist das nicht deine Unterschrift auf diesem Dokument? Mögen deine Kinder und du verflucht sein!"
hint_union_help_ai_ignore_letter_2,"~
Meine Berater warnten mich davor, eine Allianz mit einer solchen Schlange zu schmieden! Doch sei gewarnt: Die Kunde über deinen Verrat wird sich schneller verbreiten als der Wind. Manchmal ist ein besudelter Ruf schlimmer als der bitterste Feind."
hint_union_help_success_letter_1,"~
Ich wusste, dass ich dir vertrauen kann, da du ehrenhaft bist. Danke für deine Unterstützung. Die bevorstehende Schlacht wird allerdings eine große Herausforderung. Ich werde für uns alle beten."
hint_union_help_success_letter_2,"~
Ich schreibe, um dir meinen Dank dafür auszudrücken, dass du Wort gehalten hast. Deine Truppen werden dringender benötigt als je zuvor! Sei dir sicher, dass ich es genauso halten und dir im Notfall unverzüglich zu Hilfe eilen werde."
hint_defence_alliance_only_description,"~
Adelsgeschlechter sichern sich gegenseitige Hilfe zu, falls eine der beiden Städte von einem anderen Adelsgeschlecht angegriffen wird.

Dieses Abkommen betrifft weder die Verteidigung von Dörfern noch die Abwehr von Banditenangriffen.

$ Alle Mitglieder schwören, ihre Krieger zu Hilfe zu schicken, falls ein Mitglied der Allianz ein entsprechendes Hilfegesuch stellt.
$ Die Mitgliedschaft einer Provinz in der Allianz wird entzogen, wenn sich deren Beziehungen zum Oberhaupt auf unter <red>-25</red> verschlechtern.
$ Allianzmitglieder können uneingeschränkt Handelsverträge eingehen und die <hint=hint_market_volume_bonus>Marktnachfrage</hint> erhöhen.
$ <b>Mitglieder der Städteallianz können keine Vasallen haben</b> und aggressive Aktionen gegen andere Königreiche, die nicht Teil der Allianz sind, <b>sind aufgrund der ausdrücklichen Neutralität verboten</b>."
hint_loan_description,"[hint_DESCRIPTION]
{soul_uuid_king} schätzt eure <b>freundschaftlichen Beziehungen</b> und bietet dir Geld in Form eines Darlehens an.

$ Du erhältst <hint=hint_resource_gold>{loan_money_take}</hint>.
$ In 10 Tagen musst du dieselbe Menge zurückzahlen: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Falls du das Darlehen nicht zurückzahlst, verschlechtern sich deine Beziehungen zu {soul_uuid_king} um <red>{rel_de}</red>. Gleichzeitig verschlechtern sich die Beziehungen zu anderen Nachbarfraktionen um <red>{rel_neigh_de}</red>. Du könntest dir sogar <hint=hint_faction_relations_enemy>Feinde</hint> machen.

[hint_SENDER]"
hint_loan_take,"Geld leihen
Du erhältst <hint=hint_resource_gold>{loan_money_take}</hint> von {soul_uuid_king}.

$ In 10 Tagen musst du dieselbe Menge zurückzahlen: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Falls du das Darlehen nicht zurückzahlst, verschlechtern sich deine Beziehungen zu {soul_uuid_king} um <red>{rel_de}</red>. Gleichzeitig verschlechtern sich die Beziehungen zu anderen Nachbarfraktionen um <red>{rel_neigh_de}</red>. Du könntest dir sogar <hint=hint_faction_relations_enemy>Feinde</hint> machen."
hint_loan_take_success,"~
{soul_uuid_king} vertraut dir und hat dir ein Darlehen von <hint=hint_resource_gold>{loan_money_take}</hint> gewährt.

Er wird eine Rückzahlung des Darlehens innerhalb von 10 Tagen erwarten."
hint_loan_give_back,"Schulden zurückzahlen
Du zahlst <hint=hint_resource_gold>{loan_money_give_back}</hint> zurück.

$ Deine Beziehungen zu {soul_uuid_king} verbessern sich um <green>{rel_imp}</green>."
hint_loan_give_back_success,"~
Du hast die Schuld beglichen und {soul_uuid_king} hat <hint=hint_resource_gold>{loan_money_give_back}</hint> erhalten.

$ Die Beziehungen mit {soul_uuid_king} verbessern sich um <green>{rel_imp}</green>."
hint_loan_ignore,"~
Du hast die Schuld nicht beglichen.

$ Die Beziehungen mit {soul_uuid_king} verschlechtern sich um <red>{rel_de}</red>.
$ Die Beziehungen mit deinen Nachbarn verschlechtern sich um <red>{rel_neigh_de}</red>."
hint_loan_give_back_success_letter_1,"~
Ich danke dir, dass du deine Schulden beglichen hast. Leider ist ehrenhaftes Verhalten dieser Tage selten, doch du bist über jeden Verdacht erhaben. Ich danke dem Schicksal, dass es mir einen Nachbarn wie dich beschert hat."
hint_loan_give_back_success_letter_2,"~
Ich wusste, ich kann dir vertrauen. Danke, dass du deine Schuld so schnell beglichen hast. Solltest du jemals in Nöte geraten, kannst du auf meine Hilfe zählen."
hint_loan_ignore_letter_1,"~
Ich habe dir Gold geliehen, als du mich darum gebeten hast! Und was erhalte ich im Gegenzug? Ist das der Dank? Es ist höchst töricht davon auszugehen, dass dieses Verhalten langfristig von Vorteil ist."
hint_loan_ignore_letter_2,"~
Man sollte seine Nachbarn nicht so behandeln – vor allem nicht dann, wenn sie einem in einer Notlage geholfen haben. Ehrlosigkeit wird hart bestraft, sowohl von der Heiligen Mutter als auch vom Volke selbst."
hint_loan_ignore_letter_3,"~
Wer einem Freund Geld leiht, steht am Ende ohne Geld und ohne Freundschaft da. Beherzige meinen Rat, denn Hinterlist kann nur ein einziges Mal eingesetzt werden, während das Bedürfnis nach Geld ewig währt. Gier wird niemals vergeben."
hint_warriors_take_description,"Unterstützungsangebot
Dein Verbündeter {soul_uuid_king} wird im Gegensatz zu dir nicht von Nachbarn bedroht.

Die Person zeigt sich bereit, {number_of_soldiers_for_gift} ihrer Krieger zu deiner Hilfe zu entsenden, wenngleich sich die Meinung über dich ein wenig verschlechtern wird, sofern du das Angebot akzeptierst.

$ Du erhältst {number_of_soldiers_for_gift} Krieger mit Kampfstufe {combat_level_of_soldiers_for_gift}.
$ Die Beziehungen mit {soul_uuid_king} verschlechtern sich um <red>{rel_de_soldiers_for_gift}</red>."
