Key,PortugueseBrazilian
hint_ai_destroy_success_letter_1,"~
É um feito raro esses dias que alguém ajude um vizinho cujo reino está em perigo! Eu lhe agradeço por salvar meu lar da perdição!"
hint_ai_destroy_success_letter_2,"~
Você não apenas se aliou ao meu inimigo como revelou ao mundo sua covardia como guerreiro! Sua derrota hoje é apenas o prelúdio. Eu farei com que seja minha missão lhe deixar sem um único guerreiro que você possa chamar de seu."
hint_ai_destroy_fail_letter_1,"~
Você não apenas se aliou ao meu inimigo como revelou ao mundo sua covardia como guerreiro! Sua derrota de hoje é apenas o começo. Eu farei tudo que estiver ao meu alcance para garantir que nem um guerreiro sequer permaneça ao seu lado."
hint_ai_destroy_fail_letter_2,"~
Ninguém que ouse ajudar meus inimigos ficará impune! O fato de que você perderia esta batalha é tão óbvio que me faz questionar sua sanidade!"
hint_ai_maroder_description,"Salteadores se aproximam
{optional_type_of_danger}

Portanto, o rei {soul_uuid_king} está buscando ajuda de todos os vizinhos que estejam dispostos a ajudá-lo.

Como os salteadores são <hint=hint_cainism>Cainitas Hereges</hint>, esta ação é abençoada pela <hint=hint_sofia_cult>Igreja</hint>.

<b>Consequências:</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_maroder_success,"~
Você derrotou o esquadrão de salteadores e {soul_uuid_king} salvará a própria vila."
hint_ai_maroder_fail,"~
Você sofreu uma derrota do esquadrão de salteadores, mas {soul_uuid_king} sente gratidão por sua tentativa."
hint_ai_maroder_success_letter_1,"~
Apenas um guerreiro valente como você poderia cuidar desses salteadores. Você salvou uma multidão de almas inocentes da morte e das correntes, e eu estarei em dívida com você até o fim dos meus dias. Meus mais sinceros agradecimentos!"
hint_ai_maroder_success_letter_2,"~
Se não fosse por sua ajuda, esses salteadores teriam destruído minha vila inteira. Que Santa Sofia proteja você e a sua família sempre!"
hint_ai_maroder_fail_letter_1,"~
Eu sinceramente lamento pelo que você e seus guerreiros sofreram nas mãos desses salteadores impiedosos. A culpa disso tudo é minha, afinal, fui eu quem pedi sua ajuda. Agradeço você, caro vizinho, por seu inestimável apoio!"
hint_ai_maroder_fail_letter_2,"~
Eu lhe agradeço por responder ao meu pedido de ajuda. É com amargor que eu percebo o mal que esses salteadores ímpios causaram a seus guerreiros. Você é um verdadeiro amigo!"
hint_ai_forest_danger_success,"~
{soul_uuid_king} saiu com a vitória e defendeu a própria cidade."
hint_ai_forest_danger_fail,"~
{soul_uuid_king} sofreu uma derrota e a cidade foi saqueada."
hint_ai_forest_danger_success_letter_1,"~
Acredite, eu não sou uma pessoa que distribui livremente palavras de gratidão. Você me ajudou em um momento de grande dificuldade. Seus guerreiros demonstraram verdadeira bravura e coragem. Meus agradecimentos. Saiba que suas ações não serão facilmente esquecidas."
hint_ai_forest_danger_success_letter_2,"~
Você ajudou a me defender contra o inimigo, demonstrando sua grande honra. Muitos vizinhos ficam felizes em visitar minha província para se divertir e caçar, mas quase nenhum deles respondeu quando eu precisei de ajuda. Você tem minha gratidão!"
hint_ai_forest_danger_fail_letter_1,"~
A natureza não me abençoou com eloquência, mas minhas ações expressam minha gratidão. Você demonstrou valentia vindo me ajudar. Talvez nós tenhamos perdido e sofrido baixas, mas suas ações brilham apesar da derrota."
hint_ai_forest_danger_fail_letter_2,"~
Não tenho o costume de me rebaixar ou oferecer agradecimento para aqueles que são mais fracos do que eu. Porém, não deixo de ter um senso de justiça e eu expresso minha gratidão a você pela ajuda oferecida."
hint_player_city_danger,"Ameaça de saque
{optional_type_of_danger}

{optional_possible_helpers}"
hint_general_conflict_makha,"~

Como é típico dos Makha, {soul_uuid_king_1} não gostou nem um pouco que {soul_uuid_king_2} não tenha qualquer pressa de pagar o ouro que pegou emprestado.

{soul_uuid_king_2}, por outro lado, acredita que tal mesquinharia danifica a imagem coletiva das casas nobres aos olhos dos camponeses e promete pagar a dívida assim que puder."
hint_general_conflict_kaiden,"~

{soul_uuid_king_1} pertence à cultura Kaiden, para quem a lealdade é a maior virtude, então acredita que {soul_uuid_king_2} deve lhe entregar o membro da nobreza que escapou.

{soul_uuid_king_2}, que abrigou o fugitivo, acredita que os nobres não são escravos e que têm o direito de escolher a qual casa nobre querem se juntar."
hint_general_conflict_fanatic,"~

{soul_uuid_king_1} é um fanático, então é importante para ele que seus vizinhos sejam devotos, enquanto que {soul_uuid_king_2} não dá tanta atenção à fé e à construção de templos. Apenas a Igreja pode salvar a Norlândia da escuridão, todos devem se lembrar disso.

{soul_uuid_king_2} acredita que cabe a ele decidir como conduzir seu reino e que ninguém deve ousar dar-lhe ordens sobre o que fazer."
hint_general_conflict_terror,"~

{soul_uuid_king_1} descobriu que o vizinho dele, {soul_uuid_king_2}, submeteu os plebeus da cultura de {soul_uuid_king_1} em sua cidade a uma campanha de terror. Ele exige que isso pare imediatamente.

{soul_uuid_king_2} acredita que a forma com que governa seu próprio reino é problema dele e que o uso desses métodos extremos foram justificados."
hint_general_conflict_description,"Conflito entre vizinhos
Um conflito surgiu entre {soul_uuid_king_1} e {soul_uuid_king_2} de {faction_uuid_2}.
{optional_conflict_theme}

{soul_uuid_king_1} pede que você declare sua posição publicamente sobre essa disputa.

<b>Consequências:</b>
$ Apoiar um dos lados irá melhorar sua relação com esse lado em <green>{support_buf}</green> e piorar sua relação com o oponente em <red>{suppport_debuf}</red>."
hint_general_conflict_description_suport,"Apoiar {soul_uuid_king_name}
Declarar publicamente que {soul_uuid_king} de {faction_uuid} tem razão na disputa e tem seu apoio.

<b>Consequências</b>
$ {soul_uuid_king}: relação <green>{support_buf}</green>
$ {soul_uuid_king_other}: relação <red>{suppport_debuf}</red>"
hint_general_conflict_description_succcess,"~
<b>Consequências:</b>
$ {soul_uuid_king} fica feliz que a justiça tenha prevalecido. Relação: <green>{support_buf}</green>
$ {soul_uuid_king_other} pensa que você é uma pessoa covarde e sem honra. Relação <red>{suppport_debuf}</red>"
hint_general_conflict_description_ignore,"~
Ambas as partes na disputa pensam que você é uma pessoa covarde na qual é difícil de confiar.

<b>Consequências:</b>
$ {soul_uuid_king_1}: relação <red>{ignor_def}</red>
$ {soul_uuid_king_2}: relação <red>{ignor_def}</red>
"
hint_general_conflict_success_letter_1,"~
Eu não me esquecerei dessa ajuda em tempos de necessidade. O despeito me faz entrar em conflitos, mas também me compele a lembrar de atos de bondade. De agora em diante, você pode contar com meu apoio."
hint_general_conflict_success_letter_2,"~
Eu sei que os tempos são difíceis, e que cada guerreiro conta. Isso faz com que a ajuda que você me deu seja ainda mais valiosa. Eu lhe agradeço. Se você precisar de ajuda um dia, eu responderei de imediato a seu pedido."
hint_general_conflict_fail_letter_1,"~
Há uma fraqueza pior do que a covardice? Você seria melhor governante de um chiqueiro do que de um reino. Tempos difíceis sempre chegam e você pagará por sua timidez."
hint_general_conflict_fail_letter_2,"~
Pedi pela sua ajuda, e o que foi que eu vi? Parece que você teria medo até mesmo do leite no peito da sua mãe. É por isso que você tem tanta timidez quanto uma lebre frente a um caçador. Saiba que eu não me esquecei disso!"
hint_general_conflict_ignore_letter_1,"~
Se escondendo debaixo das saias de uma mulher assim que você teve que escolher um lado em um conflito? Como alguém pode confiar em uma alma assim de corajosa? Nem pense em me pedir ajuda!"
hint_general_conflict_ignore_letter_2,"~
Não importa se foi indecisão ou covardia que lhe guiou, para mim o resultado é o mesmo. Eu lhe pedi ajuda neste conflito e agora eu sei com que tipo de pessoa estou lidando. Você perdeu minha confiança para sempre."
hint_running_lord_description,"Membro da nobreza fugido
Os anciãos da vila informam que um membro da nobreza, {soul_uuid}, da província de {faction_uuid}, deseja se juntar à sua família e pede humildemente por um título.

{soul_uuid} não deseja explicar por que deixou {faction_uuid}, mas está claro que houve um conflito, então {soul_uuid_king} não ficará feliz se você abrir as portas.

O membro da nobreza ficará em sua vila por alguns dias antes de partir.

<b>Consequências:</b>
$ {soul_uuid} se juntará à sua família e receberá um título.
$ {soul_uuid_king}: relação <red>{der}</red>"
hint_running_lord_invite,"Convidar membro da nobreza
Convide um membro da nobreza fugido para sua família nobre.

<b>Consequências:</b>
$ {soul_uuid} se juntará à sua família e receberá um título.
$ {soul_uuid_king}: relação <red>{der}</red>"
hint_running_lord_success,"~
$ {soul_uuid} fica feliz por se juntar à sua família e promete ser leal.
$ {soul_uuid_king}: relação <red>{der}</red>"
hint_running_lord_ignore,"~
{soul_uuid} deixa suas terras sem esperar por um convite. É mais provável que se torne um membro da nobreza livre."
hint_running_lord_success_letter_1,"~
Este traidor merecia o exílio, mas em vez de vagar e viver destituído, você o deu um título. Então, a amizade entre nossos reinos não vale mais que esse pedaço de carne podre? Bem, a escolha é sua."
hint_running_lord_ignore_letter_1,"~
Sua decisão é admirável. Eu aplaudo sua decisão de não dar um título àquele safado. Ele me traiu e merecia a forca, foi apenas a pena que fez com que eu o deixasse partir."
hint_lord_rebel_offer_context,"Convite à sua família
O custo dependerá da diferença entre as habilidades do agente e do alvo, assim como das habilidades do nobre convidado.
{soul_uuid_performer}: habilidade de {skill_name} nv. {skill_level}.
{soul_uuid_lord}: habilidade de {skill_name} nv. {target_skill_level}.

Custo final: <hint=hint_resource_rune>{offer_cost}</hint> {price_change_percent}

{soul_uuid_lord} se juntará à sua família nobre.

$ Relação com {soul_uuid_king}: <red>{rel_de}</red>"
hint_lord_rebel_description,"Nobre pronto para partir
Dizem os rumores que {soul_uuid_lord} está planejando deixar sua casa nobre e aguarda convites de outros reis.

Você pode intervir e oferecer <hint=hint_resource_rune>Anéis Sagrados</hint> ao nobre para encorajá-lo a se juntar à sua casa nobre, mas isso irá piorar sua relação com o rei atual de {soul_uuid_lord}, {soul_uuid_king}.

Consequências:
$  se juntará à sua casa nobre.
$ Relação com {soul_uuid_king} irá piorar: <red>{rel_de}</red>

[hint_SENDER]"
hint_lord_rebel_offer,"Convidar para se juntar
Ofereça <hint=hint_resource_rune>Anéis Sagrados</hint> a {soul_uuid_lord} para que se junte à sua família nobre.

$ A relação com {soul_uuid_king} irá cair: <red>{rel_de}</red>"
hint_lord_rebel_success,"Boas-vindas ao novo membro da nobreza!
{soul_uuid_lord} se juntou à sua casa nobre.

$ Relação com {soul_uuid_king}: <red>{rel_de}</red>"
hint_lord_rebel_success_letter_1,"~
Vejo que você usou suas habilidades para atrair {rebel_name} para seu lado. Talvez nós tivéssemos nossas diferenças, mas se meter em nossos assuntos foi desnecessário. Deve-se ter mais respeito pelos vizinhos."
hint_lord_rebel_success_letter_2,"~
Eu lhe escrevo para dizer que sua interferência me entristece. Fiquei sabendo que {rebel_name} se juntou às suas filas. Embora não tenha sido uma perda substancial, eu peço gentilmente que você se abstenha de tais intervenções no futuro!"
hint_neutralise_lord_description,"Ordem de neutralização
{soul_uuid_king} está em uma situação difícil com os vizinhos de {faction_uuid_target}. Seus planos envolvem entrar em guerra em breve e lhe seria muito beneficial que um dos principais membros da nobreza inimigos, {soul_uuid_target} de {faction_uuid_target}, desaparecesse.

Para este fim, {soul_uuid_king} se dispõe a oferecer a recompensa de <hint=hint_resource_gold>{price}</hint> e sua gratidão eterna.

Você está livre para escolher seu método de neutralização, seja por morte (incluindo em batalha ou em duelo) ou por sequestro, mas você também terá que se preparar para as consequências.

O alvo deve ser detido ou morto.

<b>Consequências:</b>
$ Você receberá <hint=hint_resource_gold>{price}</hint>.
$ <b>Haverá consequências negativas</b> a depender do método que você escolha.
$ Relação com {soul_uuid_king}: <green>{rel_buff}</green>"
hint_neutralise_lord_success,"~
Tudo foi bem e {soul_uuid_target} já não é uma ameaça. {soul_uuid_king} lhe tem muita gratidão.

<b>Consequências:</b>
$ Você recebe <hint=hint_resource_gold>{price}</hint>.
$ Relação com {soul_uuid_king}: <green>{rel_buff}</green>"
hint_neutralise_lord_success_letter_1,"~
Você fez um excelente serviço ao tirar aquela peste de meu caminho. Eu honrarei minha palavra; a recompensa será sua. Eu espero que esse não seja nosso último acordo beneficial. E lembre-se: nem uma palavra disso a ninguém!"
hint_neutralise_lord_success_letter_2,"~
É assim que devemos lidar com as coisas. Você justificou completamente minha confiança ao tirar aquele membro da nobreza do meu caminho. Indivíduos como você merecem tais recompensas. Eu tenho várias falhas, mas miserabilidade não é uma delas! Conto com você para manter nossos negócios em segredo!"
hint_vassal_tribute,"~
$ O valor do tributo será de: <hint=hint_resource_gold>{tax_amount}</hint>"
hint_player_ask_for_vassal,Pedir que {soul_uuid_king} seja seu <hint=hint_vassal>Suserano</hint>. {soul_uuid_king} pode recusar se seu rei for odiado por muitos vizinhos (mais de dois).
hint_player_ask_for_vassal_successful,"~
Você se tornou um <hint=hint_vassal>Vassalo</hint>.

{soul_uuid_king} agora é seu suserano.

Sirva-o fielmente!

[hint_vassal_tribute]"
hint_player_ask_for_vassal_fail,"~
{soul_uuid_king} recusou ser seu suserano, pois ele acredita que isso criaria problemas demais com as províncias vizinhas."
hint_player_ask_for_vassal_success_letter_1,"~
Sua sabedoria lhe honra. Ao se tornar meu vassalo, você assegurará sua proteção, uma coragem que poucos em nossos tempos compreendem de verdade. Muito bem, eu aceito."
hint_player_ask_for_vassal_fail_letter_1,"~
Você busca a vassalagem por desespero. Os inimigos lhe cercam e, considere o seguinte: se eu concordar, eles também se tornarão meus inimigos. Eu lhe aconselho a recuperar suas relações com eles primeiro para, então, buscar auxílio."
hint_player_break_vassal,"Liberar um vassalo
Sua soberania sobre {soul_uuid_king} está dissolvida, e essa província já não será sua <hint=hint_vassal>Vassala</hint>."
hint_player_break_vassal_successful,"~
Você encerrou a relação e {soul_uuid_king} já não é seu <hint=hint_vassal>Vassalo</hint>."
hint_king_vassal,"[hint_DESCRIPTION]
{soul_uuid_king} acredita que, na presente situação, seria melhor que você se tornasse <hint=hint_vassal>Vassalo</hint> dele.

$ Você tem <b>2 dias</b> para pensar sobre a proposta.
$ Se você ignorar a proposta, {soul_uuid_king} tentará testar sua força em alguns dias.
$ Se o ataque à sua cidade tiver sucesso e seu salão for completamente queimado, você será reconhecido como vassalo de {soul_uuid_king} perante todo o mundo.
{optional_player_is_vassal}
{optional_possible_helpers}

[hint_SENDER]"
hint_king_accept_demand,"Concorde
Aceite se tornar <hint=hint_vassal>Vassalo</hint> dele.
{optional_player_is_vassal}

[hint_vassal_tribute]"
hint_king_accept_demand_success,"~
Você se tornou um <hint=hint_vassal>Vassalo</hint>.

{soul_uuid_king} agora é seu suserano.

Sirva-o fielmente!
{optional_player_ex_sir_result}

[hint_vassal_tribute]"
hint_king_ignore,"~
Você ignorou a oferta e, em alguns dias, {soul_uuid_king} tentará testar sua força.

Se o ataque dele à sua cidade tiver sucesso e ele queimar seu salão, você será reconhecido como <hint=hint_vassal>Vassalo</hint> dele perante todo o mundo."
hint_king_coward,"~
{soul_uuid_king} mudou de ideia e decidiu não atacar sua cidade, temendo a <hint=hint_army_power>Força</hint> do seu exército.

Agora tem fama de ser covarde."
hint_king_accept_demand_success_letter_1,"~
Você fez uma boa escolha em se tornar meu vassalo. Em troca de um pequeno tributo, eu lhe darei minha proteção. O que mais você poderia querer?"
hint_king_accept_demand_success_letter_2,"~
Muitos consideram algo vergonhoso se tornar um vassalo, mas não é uma vantagem para você comprar minha proteção com um modesto tributo? Você fez a escolha certa, deixando a guerra para aqueles que entendem sobre o assunto!"
hint_king_ignore_letter_1,"~
Como as pessoas podem ser tolas! Você se recusou a ser meu vassalo e acha que eu simplesmente deixarei isso passar? O que não me é dado de bom grado, eu tomo à força!"
hint_king_ignore_letter_2,"~
Eu lhe ofereci um tratado justo. Tornar-se meu vassalo é uma grande honra para muitos. Você escolheu me desafiar. Bem, a escolha foi sua, não minha."
hint_king_coward_letter_1,"~
Para sua sorte, questões mais urgentes surgiram do que punir um vizinho afrontoso. Bem, por enquanto, você pode viver em paz!"
hint_king_coward_letter_2,"~
Eu deveria ter lhe punido por sua afronta, mas a Santa Mãe Sofia apareceu em meus sonhos e me proibiu de fazê-lo. Você está com sorte!"
hint_king_vassal_lite,"[hint_DESCRIPTION]
{soul_uuid_king} acredita que, na presente situação, seria melhor que você se tornasse <hint=hint_vassal>Vassalo</hint> dele.

Você tem <b>2 dias</b> para pensar sobre a proposta.

$ Se você ignorar a proposta, {soul_uuid_king} interpretará sua ação como uma insolência e a opinião dele a seu respeito irá cair em <red>{king_de}</red>.

[hint_SENDER]"
hint_king_lite_ignore,"~
Você ignorou a proposta.

$ Relação com {soul_uuid_king}: <red>{king_de}</red>"
hint_king_lite_ignore_letter_1,"~
Não é comum para mim receber recusas silenciosas, especialmente em questões de autoridade. Você demonstrou seu desrespeito abertamente e seu tratamento será de acordo!"
hint_king_lite_ignore_letter_2,"~
Você se recusa a ser meu vassalo? Para querer um inimigo como eu, você deve pensar que é imortal! Bem, a hora chegará, e nós veremos se é o caso na prática."
hint_demand_vassal_fair_conditions,"~
$ Se o rei não concordar em se submeter dentro de 3 dias, você terá que atacar a cidade dele.
$ Se você sair com a vitória, essa província se tornará sua vassala à força.
$ Se o rei recusar e você não atacar a cidade dele, você será visto como covarde."
hint_demand_vassal_fair,"Exigir vassalagem
Você desafia a autoridade de {soul_uuid_king} e exige que ele se torne seu <hint=hint_vassal>Vassalo</hint>.
{optional_conditions}

 De qualquer maneira, esta é uma ação agressiva: 
{optional_attack_on_vassal_or_ally}
{optional_change_relations_with_owner}
$ Relações com os vizinhos: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Relação com a Matriarca: <red>{demand_vassal_fair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]
{optional_duty_of_honor}"
hint_demand_vassal_fair_success,"~
Você desafiou a autoridade de {soul_uuid_king} logo receberá uma resposta.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{demand_vassal_fair_rel_de}</red>
$ Relações com os vizinhos: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Relação com a Matriarca: <red>{demand_vassal_fair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_demand_vassal_fair_relations,"~
$ Relação com {soul_uuid_king}: <red>{demand_vassal_fair_rel_de}</red>"
hint_demand_vassal_unfair,"Oferecer vassalagem
Você desafia a autoridade de {soul_uuid_king} e exige que ele se torne seu <hint=hint_vassal>Vassalo</hint>.

$ Se ele não concordar em se submeter dentro de 3 dias, você terá que atacar a cidade dele.
$ Se você sair com a vitória, ele se tornará seu vassalo à força.
$ Se você não atacar a cidade dele em caso de uma recusa, você será visto como covarde.

ATENÇÃO: como a relação entre vocês é boa (acima de <green>+15</green>), uma agressão dessa natureza será vista como um ato <red>traiçoeiro</red>.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{demand_vassal_rel_de}</red>
$ Relações com os vizinhos: <red>{demand_vassal_rel_neigh_de}</red>
$ Relação com a Matriarca: <red>{demand_vassal_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_demand_vassal_unfair_success,"~
Você desafiou a autoridade de {soul_uuid_king} e logo você terá uma resposta.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{demand_vassal_rel_de}</red>
$ Relações com os vizinhos: <red>{demand_vassal_rel_neigh_de}</red>
$ Relação com a Matriarca: <red>{demand_vassal_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_demand_vassal_fair_consequences,"~
{optional_attack_on_vassal_or_ally}
$ Relações com os vizinhos: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Relação com a Matriarca: <red>{demand_vassal_fair_matriarch_rel_de}</red>"
hint_demand_vassal_wait,"Aguardando uma resposta
{soul_uuid_king} está refletindo sobre sua oferta de <hint=hint_vassal>Vassalagem</hint>.
Logo você receberá uma resposta."
hint_demand_vassal_success,"~
{soul_uuid_king} decidiu aceitar sua oferta e se tornar seu <hint=hint_vassal>Vassalo</hint>;

Agora você é suserano dele.

Ele jurou lhe servir fielmente.
{optional_consequences}

[hint_vassal_tribute]
{optional_duty_of_honor_complete}"
hint_demand_vassal_fail,"~
{soul_uuid_king} recusa a sua oferta e lhe convida a resolver a questão na base da força.

Você deve atacar a cidade de {soul_uuid_king} e derrotá-la dentro dos próximos 3 dias ou seu rei passará a ser considerado um covarde."
hint_demand_vassal_success_letter_1,"~
Não tenho escolha senão aceitar sua exigência. Foi uma decisão difícil de tomar, mas estamos em tempos turbulentos e confesso que eu preciso da sua proteção."
hint_demand_vassal_success_letter_2,"~
Você me deixa uma escolha difícil: ver meu reino destruído ou lhe pagar um tributo insustentável... Eu escolho o tributo! Mas lembre-se, Santa Sofia vê tudo!"
hint_demand_vassal_fail_letter_1,"~
Você acha que eu vou simplesmente me ajoelhar perante você? Nunca! Ameaças no papel não precisam de coragem, mas provar seu valor em batalha não é para qualquer um! Nossas espadas já estão afiadas, estamos aguardando!"
hint_demand_vassal_fail_letter_2,"~
Hoje, frente a todos, eu ouso declarar que não lhe deverei vassalagem. Não temo a morte, seja neste mundo ou no próximo. Eu almejo que se lembrem de mim por minha valentia em batalha, não por seu uma águia presa em uma gaiola."
hint_demand_vassal_attack_description,"Antecipando o ataque
{soul_uuid_king} está aguardando o ataque do seu exército à cidade dele após ele ter recusado sua exigência para que ele se tornasse seu <hint=hint_vassal>Vassalo</hint>.

$ Se você vencer, essa província se tornará sua vassala.
$ Se você não puder derrotá-lo, essa província se manterá independente.
$ Se você não aparecer para atacá-lo em 3 dias, você será declarado covarde."
hint_demand_vassal_attack,"Ataque
$ Se você vencer, {soul_uuid_king} se tornará seu vassalo.
$ Se você não puder derrotá-lo, ele manterá o direito dele de independência.
$ Se você não aparecer para atacá-lo em 3 dias, você será declarado covarde."
hint_demand_vassal_attack_success,"~
Como resultado do sucesso do seu ataque, {soul_uuid_king} reconheceu o seu poder e aceitou se tornar seu <hint=hint_vassal>Vassalo</hint>.

Agora você é suserano dele.

Ele jurou lhe servir fielmente.

[hint_vassal_tribute]"
hint_demand_vassal_attack_fail,"~
Você perdeu a batalha e {soul_uuid_king} permanece independente."
hint_demand_vassal_attack_timeover,"~
Você não apareceu para o ataque e agora seu rei será considerado um covarde.

$ Relações com os vizinhos e com {soul_uuid_king}: <red>{rel_coward}</red>"
hint_demand_vassal_attack_success_letter_1,"~
Quantas mortes e lutos você semeou com seu ataque! Quantas crianças foram deixadas sem pai! Bem, agora sou seu vassalo. Mas lembre-se de que eu sempre lutarei por minha liberdade!"
hint_demand_vassal_attack_success_letter_2,"~
Você luta bravamente e eu não tenho escolha se não me submeter a você. Mas meu coração permanecerá livre!"
hint_demand_vassal_attack_fail_letter_1,"~
Eu posso respeitar um oponente de valia, mesmo que o derrote. Agora, os vizinhos que não sabem lutar e arruínam seus povos sem motivo, esses eu desprezo!"
hint_demand_vassal_attack_fail_letter_2,"~
O gosto da vitória é doce, mas lhe é desconhecido! Ainda mais doce é a minha liberdade, que eu pude defender com tamanha dignidade! Eu rezo para que você pare com suas tentativas de me subjugar para evitar ainda mais desgraça!"
hint_demand_vassal_attack_timeover_letter_1,"~
Todos lutam para serem reconhecidos por toda terra, e foi exatamente isso que você conseguiu! Rumores da sua covardia se espalharão pelo mundo inteiro e, acredite, serei eu quem mais contribuirá para isso!"
hint_demand_vassal_attack_timeover_letter_2,"~
Qualquer um pode fazer ameaças, mas fazer com que se cumpram exige bravura. O destino só lhe recompensou com covardice e não tenha dúvidas de que amanhã mesmo todos os nossos vizinhos estarão comentando sobre esse seu dom!"
hint_demand_exit_vassal_wait,"Aguardando resposta
{soul_uuid_king} está pensando sobre sua decisão de deixar a <hint=hint_vassal>Vassalagem</hint>.

$ Se seu suserano for forte o suficiente, irá atacar sua cidade e, se ele conseguir queimar seu salão, você permanecerá sob vassalagem.
$ Porém, se você defender sua liberdade com sucesso, você ganhara sua independência.
$ O suserano pode decidir lhe dar a liberdade sem lutar se ele achar que você é forte demais.

Logo você terá uma resposta. Enquanto isso, você pode pedir ajuda militar de seus aliados."
hint_exit_vassal_description,"Deixar a vassalagem
Você anunciou seu desejo de desafiar e se libertar da autoridade de seu suserano.
{optional_conditions}

De qualquer maneira, esta ação é uma violação do juramento de vassalagem:
{optional_change_relations_with_owner}
$ Relações com vizinhos: <red>{break_vassal_agreement_rel_de_neigh}</red>
{optional_possible_helpers}

[hint_SENDER]
{optional_duty_of_honor}"
hint_exit_vassal_success,"~
Você desafiou a autoridade de {soul_uuid_king} e logo receberá uma resposta.

$ Relação com {soul_uuid_king}: <red>{break_vassal_agreement_rel_de}</red>
$ Relações com os vizinhos: <red>{break_vassal_agreement_rel_de_neigh}</red>"
hint_exit_vassal_attack,"~
{soul_uuid_king} decidiu lhe ensinar uma lição. As tropas de seu suserano logo cairão sobre você.
Se você defender sua cidade com sucesso, ganhará sua liberdade."
hint_exit_vassal_coward,"~
{soul_uuid_king} decidiu que tem assuntos mais importantes para tratar do que lidar com um vassalo rebelde e lhe concedeu sua liberdade.

Mas seu antigo mestre não se esquecerá disso.
{optional_duty_of_honor_complete}"
hint_exit_vassal_attack_lose,"~
Você perdeu a batalha e {soul_uuid_king} permanece como seu suserano."
hint_exit_vassal_attack_win,"~
Você saiu com a vitória e se tornou independente. {soul_uuid_king} já não é seu suserano."
hint_exit_vassal_attack_letter_1,"~
Então, você quer se livrar do meu comando. Você sabe muito bem que para que seu desejo se realize, você deve enfrentar a força do meu exército. Não se superestime, é impossível! Vá dizer às suas mulheres que preparem os vestidos de luto."
hint_exit_vassal_attack_letter_2,"~
Você não é a primeira pessoa a me desafiar, mas, como pode ver, eu ainda estou no trono. Você acha que a sorte é a responsável pelo que tenho? Eu deixei de acreditar nela há muito tempo. Apenas um exército poderoso impõe respeito e eu tenho um. Prepare-se para a batalha!"
hint_exit_vassal_coward_letter_1,"~
Você acha que pode enfrentar seus inimigos sem a minha ajuda? Bem, vá em frente! Assistir os tolos sofrendo é o melhor dos entretenimentos!"
hint_exit_vassal_coward_letter_2,"~
Sua decisão é um alívio. Eu tenho coisas mais importantes para fazer do que lidar com alguém tolo demais para entender o que é do próprio interesse!"
hint_exit_vassal_attack_lose_letter_1,"~
Você achou que poderia me derrotar? Você cometeu um erro grave. Então não se esqueça de pagar seu tributo e nunca mais ouse me ameaçar, cria de servente!"
hint_exit_vassal_attack_lose_letter_2,"~
É assim que uma batalha acaba quando a arrogância e a ambição nublam a mente. Admita que você precisa da minha proteção e não se meta nos assuntos dos fortes se estiver além da sua capacidade!"
hint_exit_vassal_attack_win_letter_1,"~
Você provou sua coragem e eu a reconheço. Bem, eu lhe concedo sua liberdade, você a mereceu. Mas o que você fará com seus inimigos?"
hint_exit_vassal_attack_win_letter_2,"~
Eu escrevo para lhe parabenizar pela sua independência, pois apenas os fracos não conseguem admitir a própria derrota. Que Santa Sofia lhe ajude com seus novos amigos e inimigos!"
hint_exit_vassal_attack_lose_new_vassalage,"~
Você perdeu a batalha e {soul_uuid_king} se torna seu suserano."
hint_good_vassal_description,"Vassalagem amigável
Ofereça amigavelmente que seu vizinho {soul_uuid_king} se torne seu <hint=hint_vassal>Vassalo</hint>.

Ele concordará, pois a relação entre vocês está acima de <green>{rel_good_vassal_requiments}</green> e seu exército é mais forte que o dele.

[hint_SENDER]"
hint_good_vassal_send_request,"Oferta de vassalagem
Ele concordará, pois a relação entre vocês está acima de <green>{rel_good_vassal_requiments}</green> e seu exército é mais forte que o dele.

$ {soul_uuid_king} se tornará seu vassalo."
hint_good_vassal_unavalable,"A proposta não faz sentido
{soul_uuid_king} não aceitará se tornar seu vassalo de boa vontade até que tenha uma relação melhor com você (<green>{rel_good_vassal_requiments}</green>) e que seu exército seja mais forte que o dele."
hint_good_vassal_success,"~
{soul_uuid_king} reconheceu o seu poder e aceitou se tornar seu <hint=hint_vassal>Vassalo</hint>.

Agora você é suserano dele.

Ele jurou lhe servir fielmente.

[hint_vassal_tribute]"
