Key,Japanese
hint_encyclopedia_courage,"戦士の士気
[hint_moral_level]"
hint_encyclopedia_captives,"捕虜
戦闘中にキャラクターが意識を失い、その部隊が敗北すると、勝利した戦士はそのキャラクターを縛り上げ捕虜とします。

<img=hint_encyclopedia_captives></img>
 
農民は捕虜を集落に連れて行き、そこで囚人となります。

<b>ヒント：</b>このような捕虜は一般的に戦闘スキルが高いので、労働力として使うのはあまり賢明ではありません。捕虜を売るか、軍隊に雇う方が道理にかなっています。"
hint_tutorial_marriage,"結婚
領主の現世代が亡くなったとき、その領主に子供がいなければ困難な状況に陥るかもしれません。

<img=hint_tutorial_marriage></img>

そのための最良の解決策は、関係性に関わらず、子供を設ける義務を定期的に果たす合法的な結婚です。

そのためには、グローバルマップで領主の配偶者を選びましょう。
$結婚は一族同士の関係性を大きく改善するので、配偶者の一族に注意を払いましょう。
$花嫁の値段は、花嫁のスキルと一族の地位によって決まる。スキルの才能（星印がついている）には注意を払いましょう。子供に遺伝します。
$花嫁を嫁がせれば、花嫁は夫の街に行き、プレイヤーには花嫁の対価が入り、関係性を改善することができます。"
hint_encyclopedia_vassal,"従属関係
[hint_vassal]"
hint_tutorial_kings_relations,"近隣諸国

グローバルマップの隣接する王国同士の関係性は、王同士の個人的な関係を表します。王国メニューの王の肖像画の下にある名前の横に表示されます。

<img=hint_tutorial_kings_relations></img>

その関係性によって、近隣諸国に対して取ることのできるアクションも、あなたの王国に対する相手の行動も変わってきます。
 
$ <hint=hint_faction_relations_friend>友好関係：</hint><green>+25</green>以上。この近隣王国は、平和的な外交オプションと、双方にとって利益となる契約を受け入れる用意ができている。
$<hint=hint_faction_relations_neutral>中立：</hint><red>-15</red>から<green>+25</green>。近隣王国との標準的な関係性。
$<hint=hint_faction_relations_opponent>敵意：</hint><red>-15</red>未満。この近隣王国は、あなたに対して陰謀を企て始める。
$<hint=hint_faction_relations_enemy>憎悪：</hint><red>-25</red>未満。この近隣王国は、あなたとの武力紛争状態にある。

<b>ヒント：近隣王国の集落メニューの関係性の数値にマウスを合わせると、関係性の詳細を確認できます。"
hint_encyclopedia_persons_forest_bandits,"森の盗賊
[hint_persons_forest_bandits]"
hint_tutorial_cities_on_map,"街の発展
マップ上の近隣の街は一定の法則に従って発展しています。
 
$集落の大人の領主の数が多ければ多いほど、その集落の労働人口（農民と囚人）が増加する時間が短縮されます。
$人口が多ければ多いほど、ゴールドの産出量が多くなります（予算はメニューの一番上、集落名の下に表示される）。
$生産されたゴールドの一部は軍隊の購入に使います。集落の王が他者と対立している場合、この割合が高くなります。
 
<b>ヒント：</b>集落のメニューで交流の可能性を探りましょう。"
hint_encyclopedia_unholy_horde,"罪深き軍団
[hint_unholy_horde]"
hint_encyclopedia_sender,"使者
[hint_sender]"
hint_tutorial_roles,"王の偏見
それぞれの王は特定の偏見を抱いており、それがすべての近隣王国との関係性に影響を与えます。

$王の偏見は集落のステータスに記載されている。そこにマウスを合わせると詳細を確認できます。"
hint_encyclopedia_movment,"マップ移動
近隣の街を攻撃するために軍隊を派遣したり、領主を派遣したりする際に使用：
 
1. マップ上で希望の街、アジト、その他のオブジェクトを選択します。
2. 街の<b>アクション</b>メニューで、アクションとその実行者を選択します（その場で必要な軍隊を作成できます）。

<img=hint_encyclopedia_movment></img>
 
$個々の領主やキャラクターはマップ上を素早く移動し、攻撃されることはありません。
$軍隊の動きは遅く、敵対する軍隊とすれ違うと戦闘になります。
$囚人を引き連れた軍隊はさらに動きが遅く、追いつかれることもあります。"
hint_tutorial_cheat,"裏切りと恋愛
特定の条件を満たすと、他のキャラクターと恋愛関係に発展します。

<img=hint_tutorial_cheat></img>

恋愛関係になる条件：
$<hint=hint_interest>関心</hint>が60を上回る。
$別のキャラクターと恋愛関係にない。
$長期間性行為を行っていない（対応する思考を抱いている）。

次の条件を満たす場合、パートナーや配偶者を裏切る場合があります：
$恋愛感情がなくなった。
$長期的に性行為を行っていない（対応する思考を抱いている）。"
hint_tutorial_title,"Titles
[hint_title]"
hint_tutorial_war,"戦争の影響
近隣の王国の街が攻撃を受ければ、近隣の街に難民が流れ込みます。あなたの街も例外ではありません。

<img=hint_tutorial_war></img>

難民はその王国の<hint=hint_culture>文化</hint>と同じ文化に属します。

さらに、神聖なキャラバンとワールドでは、この王国で販売される商品の価格が<b>50%上昇</b>します（販売についての貿易契約書で確認できます）。"
hint_tutorial_culture,"文化
[hint_culture]"
hint_workers_efficency,"建物の効率性
建物の生産性は、管理する領主のスキル以外の方法で高めることができます。

<img=hint_workers_efficency></img>

$建物をアップグレードすることで、作業場が増えるだけでなく、業績ボーナスも付与されます。
$建物が礼拝堂に近ければ近いほど、朝、労働者が朝職場に移動する時間は短くなり、倉庫に近ければ近いほど、生産に必要な資源を運ぶ時間が短くなります。
$道路が敷設されると移動速度が上昇し、作業時間の損失を減らすことができます。
$<hint=hint_persons_slave>囚人</hint>の労働時間は農民よりも3時間長く、午後9時まで働きます。

それぞれの建物のメニューで、生産の建物の異なる人口タイプの割り当て優先順位を設定できます。"
hint_tutorial_matriarch,"女家長
[hint_relations_matriarch]"
hint_tutorial_states,"国家
Norlandでは、国家には主に2つのタイプがあります。従属王国と自由都市同盟です。どちらの場合も、国家元首が存在し、保護される代わりに独立を手放す従属的な王国が存在します。

<img=hint_tutorial_states></img>

<b>従属王国</b>王冠の印があります。
$王の力によって団結しています。この攻撃的なアクションは、女家長にはあまり好まれません。
$従属国はゴールドを貢物として納め、外交政策の権利を失います。宗主国は従属国を保護する義務を負います。
$これらの王国は近隣諸国を直接征服することで、急速に拡大することがあります。

<b>自由都市同盟</b>翼の印があります。
$同盟の盟主と良好な関係性を築くことのみが条件となるため、この同盟は容易に拡大します。
$すべての同盟都市は、他の同盟加盟国を防衛するために軍隊を派遣する義務を負います。
$リーダーを含む同盟メンバーは、他者を強制的に併合することはできません。
$同盟内での貿易制限はなく、同盟のトップは他の同盟メンバーとの貿易で割引を受けます。"
hint_tutorial_slander,"誹謗中傷
誹謗中傷には犠牲が伴い、被害者との良好な関係性も必要ですが、武力に頼らず強い近隣諸国を滅ぼすことのできる唯一の方法である場合もあります。

<img=hint_tutorial_slander></img>

近隣諸国との関係性を悪化させると（<red>-25</red>以下）、憎悪の対象となります。
$これが独立した王同士の関係性であれば、軍事アクションの始まりを意味します。
$これが従属国と宗主国の関係性であれば、従属国は反乱を起こします。
$これが同盟の加入国と盟主の関係性であれば、加盟国が同盟を脱退することになります。

誹謗中傷は、グローバルマップの街のメニューの「政治」セクションから利用できます。"
hint_tutorial_ambitions,"野望
すべての王は野望を持っています。野望を追い求めなければ、やがて王は失敗したと感じ始めます。しかし、野望を達成することで、王は士気を高めることができます。

<img=hint_tutorial_ambitions></img>

$生産分野で野望を抱くのであれば、知識を学び、高価な商品を生産するためにより複雑な建物を建設する必要があります。
$人口分野での野望は、農民のニーズ（住宅、おいしい食べ物、おいしい酒）を満足させることで達成できます。
$政治的野望は、王を頂点とする国家を作ることで達成できます。グローバルマップの街をクリックし、「政治」のセクションを見れば、その王国を従属させ自分の王国に併合するか、その王国と同盟関係を形成するために何が必要かがわかります。"
hint_tutorial_fertility,"土壌の肥沃度
最初は、あなたの街があるマップは生態系のバランスがとれています。ただし、最初の状態から80%以下まで木を伐採すると、木が土壌を浸食から守ることができなくなり、土壌の肥沃度が低下します。その結果、畑の生産性が低下し、森林の薬草の採集量も減少します。

<img=hint_tutorial_fertility></img>

森林には再生能力があり、新しい木が他の木の隣に現れるため、森林面積が広ければ広いほど、より早く回復します。

しかし、街が発展するに伴い、畑の肥沃度と集中的な伐採のどちらかを選択しなければならなくなり、別の資源の不足を対外貿易で補うことになります。

現在の森林伐採と土壌肥沃度のレベルは、<hint=hint_statistic_menu>ステータスメニュー</hint>で確認することができます。"
hint_tutorial_iron_depleted,"鉄の埋蔵量
<hint=hint_bld_mine>鉱山</hint>の<hint=hint_resource_iron>鉄</hint>の埋蔵量は無限ではありません。鉱山のレベルを上げるごとに、限られた量の鉄を入手できるようになり、鉱山労働者が地中をさらに深く掘らなければならなくなるに伴い、レベルが上がるごとにコストも上昇します。

<img=hint_tutorial_iron_depleted></img>

レベル5で資源を使い果たすと、鉱山は完全に枯渇してしまい、鉄の供給源は貿易のみとなります。

鉄の残量は<hint=hint_statistic_menu>ステータスメニュー</hint>と鉱山メニューで確認できます。"
hint_tutorial_market_volume,"市場の需要
[hint_market_volume]"
hint_tutorial_loyalist,"王政支持者
[hint_loyalist]"
hint_tutorial_addict,"ネクタル依存症
[hint_addict]"
hint_tutorial_mood,"ムード
[hint_mood]"
hint_tutorial_agnostic,"無神論者
[hint_persons_agnostic]"
hint_tutorial_kid,"子供
[hint_kid]"
hint_tutorial_external_trade,"対外貿易
神聖なキャラバンとの貿易には制限があるため、近隣王国メニューから契約を結ぶ（10日間継続）ことで、いつでもマップの近隣諸国と貿易することができます。

<img=hint_tutorial_external_trade></img>

$取引を開始するには、支配者との関係性が<red>マイナス</red>ではないか、同じ<b>自由都市同盟</b>に属している必要があります。
$最もメリットのある契約を結ぶには、最も高い<hint=hint_skill_negotiations>貿易</hint>スキルを持つ領主を選ぶ必要があります。ただし、相手国の同格の領主と取引することになるので注意しましょう。
$希少な<hint=hint_resource_iron>鉄</hint>を販売するマップ上の王国は、ごくわずかです。
$王国の供給が安定し、基本的な資源が含まれている場合、たとえば王国が発展した場合など、時々需要は変化します。
$貿易量は王国の人口増加に伴い増加し、村が略奪に遭うと減少します。
$直接の対外貿易では市場が商品で<hint=hint_trade_dynamic_prices>飽和</hint>することがないため、希望するだけ販売することができます。
$すべての取引は画面下部の対外貿易メニューに表示され、毎日の自動取引を有効にすることもできます。"
hint_tutorial_church_tax,"戦士税
教会はあなたの軍隊に税金を課し、その資金で道路の安全性を確保し、領主が盗賊の襲撃を恐れずに都市間を移動できるようにします。

<img=hint_sodiers_happiness></img>

$税額は、戦士たちの戦闘スキルの合計により決まります。
$税額は毎日計算され、<hint=hint_holy_caravan>神聖なキャラバン</hint>が到着するまで累積されます。
$各戦士の税額は、<b>徴兵時の戦闘スキル</b>によって決定され、スキルが向上しても増額されることはありません。
$女家長は<hint=hint_tutorial_states>国家</hint>が著しい発展を遂げた場合、増税する場合があります。
$現在の軍隊税額は、左上隅の軍隊アイコンのツールチップで確認できます。

<b>ヒント：</b>財政が不安定な場合は、比較的弱い戦士を徴兵し、<hint=hint_bld_training_ground>訓練場</hint>で鍛え上げるのが最善です。戦士の戦闘スキルが向上しても、税額は徴兵時から上がることがないためです。"
hint_tutorial_emperor,"皇帝戴冠式
あなたの国家が、12王国規模に到達すると、王は皇帝と宣言することができます。

<img=hint_tutorial_emperor></img>

これを行うには、王のメニューで「皇帝の戴冠式」を選択します。このアクションは<hint=hint_synode>ラヴィング一族</hint>に挑むことになり、数日以内に<hint=hint_inqusitors>異端審問</hint>部隊があなたの王国を焼き払おうと攻め込んでくることが予想されます。

さらに、式の後、あなたの臣民全員が教会への恐怖から強いネガティブな思考を抱くようになります。しかし、次に挙げる一部の民はこの影響を受けずに済みます。
$ <hint=hint_persons_agnostic>無神論者</hint>は聖母ソフィアへの信仰心が薄いため、ネガティブな思考が2分の1に弱まります。
$<hint=hint_loyalist>王政支持者</hint>は盲目的に新しい皇帝に付き従うため、これらの者の恐れは5分の1に弱まります。
$王が祝福を受けた場合、<hint=hint_persons_fanatic>狂信者</hint>は皇帝を新しい預言者と見なし、ポジティブな思考を抱くようになります。
$<hint=hint_addict>ネクタル依存者</hint>はネクタルから生じる喜びが恐怖を凌駕するため、そのような思考を抱くことはありません。

これがこのゲームでの最後の挑戦であり、これ以降、後戻りすることはできません。審問官の懲罰部隊を倒してゲームに勝利するか、それとも敗北するかのいずれかの運命をたどります。いずれの場合も、ゲームは終了します。"
hint_tutorial_knight,"騎士
[hint_knight]"
hint_tutorial_two_squads,"複合部隊
一度に2つ以上の部隊を派遣して、グローバルマップ上のターゲットを攻撃することができます。

<img=hint_tutorial_two_squads></img>

これを実行するには、部隊を編成し、派遣する前に派遣する部隊を確認します。

これらの部隊は一緒に移動し、別々のユニットとして戦闘に参加します。こうすることで、第1部隊が歩兵と戦っている間に、第2部隊が敵の弓兵を攻撃することができます。

<b>ヒント：</b>領主を危険にさらさないよう、軍隊メニューから<hint=hint_knight>騎士</hint>を徴兵しましょう。"
hint_tutorial_inspiration,"インスピレーション
領主が満足したムード（80%以上）で目覚めると、インスピレーションの状態を獲得する確率が{chance}%になります（翼のアイコン）。

<img=hint_inspiration></img>

この状態では領主のスキルすべてが大幅に上昇するため、貿易交渉や戦闘アクションなどの活動を行うには理想的な時間です。

インスピレーションは1日続き、キャラクターが眠りにつくと消えます。他にも、そのキャラクターに不満が募ると消える場合もあります。"
hint_tutorial_in_state,"国家内国家
力を集める必要があり、近くに強敵がいる場合、自分で国家を作るのではなく、既存の国家に参加するのが理にかなっていることがあります。

<img=hint_tutorial_in_state></img>

$ 自由都市同盟への加入は、王国のメインアクションメニュー（翼のアイコン）から申請できます。同盟の中では、自国の保護を確保し、<hint=hint_market_volume>地元の需要</hint>を増やし、同盟のメンバーと貿易ができます。唯一の義務は、同盟のリーダーとの良好な関係を維持し、他の加盟国が保護を必要とする場合に軍隊を派遣しなければいけません。
$ 臣従を強要されたら、選択肢を考えるのが理にかなっています。あなたは宗主国に貢物を納めることになりますが、宗主国があなたを保護する義務を負うため、軍隊を節約でいます。さらに、<hint=hint_market_volume>地元の需要</hint>が増加します。

もちろん、他の国家に属することは、ゲームの究極の目標であるNorlandの国々を統一して皇帝になることからは遠ざかりますが、状況によっては救いの手となり、必要な休息となります。"
hint_tutorial_hunt,"狩猟
領主間の関係を改善にするにあたり、一緒に過ごすことを提案できます。ただし、領主の<hint=hint_skill_manners>マナー</hint>が不足している場合、一緒に狩りをするのが得策です。

<img=hint_tutorial_hunt></img>

$ 狩りに出かけると、二人の領主は<hint=hint_fleshwolf>人喰いオオカミ</hint>を探して、攻撃します。これには怪我の危険性も伴いますが、上質の<hint=hint_resource_meat>肉</hint>が手に入ります。
$ 狩りが終わるとお互いに対するポジティブな思考が強まり、長続きするようになります。加えて、人喰いオオカミを倒すと、二人の領主は<hint=hint_conversation>深い会話</hint>をするようになりますが、必ずしも楽しい会話になるとは限りません。
$ 狩猟は、グローバルマップ上で実行できる関係性を向上させるよいツールです。例えば、商人の領主や王の配偶者などの好意を得るために、自分の領主を他の都市に住む領主の狩りに派遣することができます。配偶者の意見も無視できるものではありません。"
hint_tutorial_orders,"直接指示
キャラクターメニューの上にあるやることリストのアイコンをクリックすると、領主にただちに必要なタスクを実行するよう命令できます。

<img=hint_tutorial_orders></img>

通常、領主はいつ何をすべきかを自分で決めますが、緊急の必要があれば、すぐに任務をこなすように命じることもできます。

$ やることリストの最初に、この領主に割り当てた任務が表示されます。
$ 領主に何らかの欲求が生じ、そちらが気になり始めると、その欲求に対応するための任務もそこに表示されます。アイコンをクリックすると、領主はすべてを捨ててその欲求を満たそうとします。"
hint_tutorial_pass_crown,"冠位の継承
支配者に敵が増えすぎた場合、いつでも王位を他の誰かに譲ることができます。

<img=hint_tutorial_pass_crown></img>

隣人や女家長との関係は君主との個人的な関係なので、冠位を継承することでリセットすることができます。

これによって、旧支配者と新支配者の間には大きな摩擦が生じますが、対外関係はすべてゼロから築かれることになります。"
hint_tutorial_relations_tab,"関係性タブ
キャラクターがお互いをどう思っているかを見るには、キャラクターメニューの関係性タブを開いてください。

<img=hint_tutorial_relations_tab></img>

$ キャラクターの肖像画にカーソルを合わせると、どの<hint=hint_thought_social>社会的思考</hint>が彼らとの<hint=hint_relations>関係</hint>に寄与しているかを見ることができます。
$ <hint=hint_interest>関心</hint>に影響する要因もそこに書かれています。
$ 上部には関係性のフィルターがあります―例えば、他の貴族のキャラクターとの関係や、王同士の関係を見ることができます。
$ また、メインタブの肖像画にカーソルを合わせると、重要な登場人物との関係を見ることができます。"
hint_tutorial_hate,"嫌悪
あるキャラクターと別のキャラクターとの関係性が<red>-25</red>まで低下すると、嫌悪を抱くようになります。嫌悪を抱くことで、最終的には殺人に発展し、一人の死体と一族全員から軽蔑される一人の犯罪者が残ることになります。

<img=hint_tutorial_hate></img>

$ <hint=hint_tutorial_relations_tab>嫌悪を抱く原因となった社会思想</hint>をクリックしましょう。たとえば、ある領主が他の領主が持っている<hint=hint_resource_rune>神聖なリング</hint>の数に妬んでいるなら、少ない領主に報酬を与えるか、たくさん所有している領主からリングを取り去り、その差を縮めることができるでしょう。
$この領主の機嫌を取ることができたら、その機会を利用して、敵対相手と一緒に時間を過ごしたり、狩りに出かけたりしようと誘うことができます。どちらかが相手に過剰な嫌悪を抱いていなければ、和解できるかもしれません。
$レッスンのスケジュールを立ててみましょう。教師に対する生徒の態度は徐々に改善されていきます。
$極端な場合、<hint=hint_duel>決闘</hint>を計画することができます。決闘の末、どちらかが死亡することもありますが、両領主が生き残った場合でも、決闘が終われば殺意は消失します。
$領主が<hint=hint_bishop>司教</hint>に嫌悪されている場合、領主はいつでも<b>赦しを請う</b>ことができます。"
hint_mind_caption,思考
hint_mind_remain_time,"~
{optional_remain_time_hours}"
hint_mind_abuse,"[hint_mind_caption]
<hint=hint_speech_insult>侮辱</hint>され、屈辱を感じている！
[hint_mind_remain_time]"
hint_mind_agnostic,"[hint_mind_caption]
聖母ソフィアが本当にこの残酷な世界をお創りになったのだろうか...

理由：<hint=hint_persons_agnostic>無神論者</hint>"
hint_mind_battle_commander_bonus,"[hint_mind_caption]
{name}のような司令官の<hint=hint_skill_command>命令</hint>を受けているから、自信が持てる。"
hint_mind_battle_commander_dead,"[hint_mind_caption]
手遅れになる前に逃げた方がいい！"
hint_mind_battle_commander_retreat,"[hint_mind_caption]
どうすりゃいいんだ？勝利はもう絶望的だ！"
hint_mind_battle_enemy_commander_dead,"[hint_mind_caption]
やつらの敗北はもう決まったようなもんだ！"
hint_mind_battle_enemy_commander_retreat,"[hint_mind_caption]
あと少しで、やつらも逃げ出すだろうよ！"
hint_mind_battle_enemy_soldier_retreat,"[hint_mind_caption]
ははは！臆病者め！"
hint_mind_battle_enemy_soldier_dead,"[hint_mind_caption]
近くにいた敵の戦士が倒れたぞ！勝利は目の前だ！"
hint_mind_battle_loose,"[hint_mind_caption]
今日は運に見放されたな...
[hint_mind_remain_time]"
hint_mind_battle_soldier_retreat,"[hint_mind_caption]
仲間の戦士が逃げたぞ！厳しい事態だ！"
hint_mind_battle_soldier_dead,"[hint_mind_caption]
こっちの数がどんどん減っている！"
hint_mind_battle_win,"[hint_mind_caption]
万歳！勝ったぞ！我らの王に栄光あれ！
[hint_mind_remain_time]"
hint_mind_catharsis,"[hint_mind_caption]
最近<hint=hint_tantrum>正気を失って</hint>いたんだが、やっと落ちついたようだ... でもどのくらい経った？
[hint_mind_remain_time]"
hint_mind_close_actor_hostage,"[hint_mind_caption]
{name}が捕らわれた。解放しなければ！"
hint_mind_close_actor_dead,"[hint_mind_caption]
{name}がもうこの世にいないなんて信じられない...
[hint_mind_remain_time]"
hint_mind_close_actor_heavy_disease,"[hint_mind_caption]
{name}が<hint=hint_sick>回復</hint>するかどうかはわからない... <hint=hint_heal>治療用物資</hint>が足りることを祈ろう..."
hint_mind_close_actor_low_mid_disease,"[hint_mind_caption]
{name}は<hint=hint_sick>病気</hint>にかかってしまった。とても心配だ。<hint=hint_heal>治療</hint>用の資源が足りることを祈ろう..."
hint_mind_close_actor_punish,"[hint_mind_caption]
{name}が<hint=hint_punish>処罰を受けた</hint>。自業自得なのかもしれないが、なんだかすっきりしない気分だ！
[hint_mind_remain_time]"
hint_mind_conversation_fatigue,"[hint_mind_caption]
このおしゃべりはとても疲れるな！冷たい<hint=hint_resource_beer>ビール</hint>が残っているといいんだが...

理由：<hint=hint_th_speach_fatigue>発言による疲労</hint>
[hint_mind_remain_time]"
hint_mind_inspection_fatigue,"[hint_mind_caption]
このバカどもに何をすべきかを説明するのはもううんざりだ。冷たい<hint=hint_resource_beer>ビール</hint>が残っているといいんだが...

理由：<hint=hint_th_inspection_fatigue>検査による疲労</hint>
[hint_mind_remain_time]"
hint_mind_knowledge_fatigue,"[hint_mind_caption]
ふぅ... これだけの知識を詰め込むなんて...本当に疲れた...

理由：<hint=hint_th_study_fatigue>学習による疲労</hint>
[hint_mind_remain_time]"
hint_mind_work_fatigue,"[hint_mind_caption]
今日は仕事でひどく疲れた！

理由：<hint=hint_th_fatigue>労働による疲労</hint>
[hint_mind_remain_time]"
hint_mind_conversation_reward,"[hint_mind_caption]
君の努力に<hint=hint_persons_king>王</hint>が<hint=hint_action_task_reward>報いる</hint>とはすばらしい！
[hint_mind_remain_time]"
hint_mind_conversation_threat,"[hint_mind_caption]
 <hint=hint_persons_king>王</hint>は私が裏切るかもしれないと思っている... 恐ろしかったが、王に<hint=hint_loyalty>忠誠</hint>を誓ったんだ！
[hint_mind_remain_time]"
hint_mind_conversation_rumors,"[hint_mind_caption]
誰かの陰口を叩くのはとても楽しいな...
[hint_mind_remain_time]"
hint_mind_crime_criminal_not_punished,"[hint_mind_caption]
{name}は自らの<hint=hint_crime>犯罪</hint>の罰を受けるべきだ。これが正義！
[hint_mind_remain_time]"
hint_mind_crime_punished,"[hint_mind_caption]
<hint=hint_punish>処罰</hint>されたんだ！
[hint_mind_remain_time]"
hint_mind_crime_unfairly_punished,"[hint_mind_caption]
無実の罪で<hint=hint_punish>処罰</hint>されたんだ！そのことをみんな知ってるぞ！
[hint_mind_remain_time]"
hint_mind_crime_victim,"[hint_mind_caption]
なんてひどい無力感... <hint=hint_crime>犯罪</hint>の被害者になるなんて不愉快なんだ！
[hint_mind_remain_time]"
hint_mind_deep_talk,"[hint_mind_caption]
<hint=hint_speech_friendly>友好的な会話</hint>に勝るものなんてないだろ？
[hint_mind_remain_time]"
hint_mind_dice_of_fate_bad_luck,"[hint_mind_caption]
最悪！最低の組み合わせだ！
[hint_mind_remain_time]"
hint_mind_dice_of_fate_luck,"[hint_mind_caption]
聖母ソフィアからのお恵みだ！
[hint_mind_remain_time]"
hint_mind_disease_death_inevitable,"[hint_mind_caption]
この世に別れを告げる時がやってきた...
[hint_mind_remain_time]"
hint_mind_disease_easy,"[hint_mind_caption]
<hint=hint_sick>痛みはあるが</hint>それほど深刻ではないようだ。
[hint_mind_remain_time]"
hint_mind_disease_hard,"[hint_mind_caption]
聖母ソフィア、ああ<hint=hint_sick>この痛み</hint>から救いたまえ！早く良くなりたい！
[hint_mind_remain_time]"
hint_mind_drank,"[hint_mind_caption]
なんてうまい<hint=hint_alcohol>飲み物</hint>なんだ！おかわりをもらっていいかな？

理由：酒を飲んだ：{number}
[hint_mind_remain_time]"
hint_mind_drank_nectar,"[hint_mind_caption]
並外れた力が湧いてくるのを感じるぞ！<hint=hint_resource_nectar>ネクタル</hint>の力は素晴らしい！

理由：ネクタルを摂取した：{number}
[hint_mind_remain_time]"
hint_mind_beer_addiction,"[hint_mind_caption]
今すぐ酒が必要だ！

理由：<hint=hint_alcoholism>アルコール依存症</hint>
[hint_mind_remain_time]"
hint_mind_gambler_no_play,"[hint_mind_caption]
サイコロを振るのは久しぶりだ... さあ、自分の運を試そうじゃないか！

理由：<hint=hint_gambler>ギャンブル依存症</hint>"
hint_mind_nectar_addiction,"[hint_mind_caption]
<hint=hint_resource_nectar>ネクタル</hint>なしでは死んでしまう！どこで手に入るんだ？

理由：<hint=hint_addict>ネクタル依存症</hint>
[hint_mind_remain_time]"
hint_mind_enemy_actor_dead,"[hint_mind_caption]
{name}は今ごろ地獄にいるんだろうな。自業自得だ！
[hint_mind_remain_time]"
hint_mind_enemy_actor_heavy_disease,"[hint_mind_caption]
どうやら{name}は体調が優れないようだ...はは！こりゃ楽しみだ！
[hint_mind_remain_time]"
hint_mind_envy_happy,"[hint_mind_caption]
{name}があれを持つ資格なんてない！全部俺が手に入れるべきものだ！
[hint_mind_remain_time]"
hint_mind_evil_joke,"[hint_mind_caption]
そりゃウケるな！あんな<hint=hint_speech_mockery>嘲笑</hint>には耐えられない！
[hint_mind_remain_time]"
hint_mind_execution_watch,"[hint_mind_caption]
<hint=hint_punish>正義</hint>の勝利を目撃できるなんてすごいぞ！
[hint_mind_remain_time]"
hint_mind_exhaustion,"[hint_mind_caption]
<hint=hint_hungry>空腹</hint>で間もなく命尽きるだろう... ほんの少しでいいから<hint=hint_food>食料</hint>をくれ！

原因：<hint=hint_need_food>食料需要</hint>な、飢餓状態
[hint_mind_remain_time]"
hint_mind_faction_actor_dead,"[hint_mind_caption]
{name}はもうこの世にいない... 関係性はどうあれ、一族の1人を失ってしまった。
[hint_mind_remain_time]"
hint_mind_fanatic,"[hint_mind_caption]
聖母ソフィア、あなたの奴隷にご慈悲を！どうかこの苦しみをお受け取りください！

理由：<hint=hint_persons_fanatic>宗教的狂信</hint>"
hint_mind_fight_positive,"[hint_mind_caption]
なぜだろう、魂が軽くなった気がする... 

理由：<hint=hint_enemy>敵</hint>（{name}）と戦っている。
[hint_mind_remain_time]"
hint_mind_flattery,"[hint_mind_caption]
{name}は俺の長所を認めてくれた...

理由：<hint=hint_speech_flattery>お世辞</hint>
[hint_mind_remain_time]"
hint_mind_force_action_task,"[hint_mind_caption]
何をいつやるのがベストなのか、よくわかっている！

理由：<hint=hint_action>任務</hint>遂行を強制する。
[hint_mind_remain_time]"
hint_mind_seduce_task,"[hint_mind_caption]
そうするために必要だったのは...

理由：任務<hint=hint_action_task_seduce>誘惑</hint>。
[hint_mind_remain_time]"
hint_mind_game_of_dice_loose,"[hint_mind_caption]
くそっ、運が尽きてしまった！まあ、その埋め合わせはするよ！
[hint_mind_remain_time]"
hint_mind_game_of_dice_win,"[hint_mind_caption]
今日はツイてるぞ！
[hint_mind_remain_time]"
hint_mind_good_joke,"[hint_mind_caption]
ははは！この<hint=hint_speech_joke>冗談</hint>はまだ覚えてるぞ！
[hint_mind_remain_time]"
hint_mind_hangover,"[hint_mind_caption]
聖母ソフィア、ああ、頭が！

理由：昨日<hint=hint_resource_beer>ビール</hint>を摂取した：{number}
[hint_mind_remain_time]"
hint_mind_nectar_hangover,"[hint_mind_caption]
最悪だ、めちゃくちゃ気分悪い！

理由：昨日<hint=hint_resource_nectar>ネクタル</hint>を摂取した：{number}
[hint_mind_remain_time]"
hint_mind_force_donate,"[hint_mind_caption]
もしかすると王は私の<hint=hint_resource_rune>神聖なリング</hint> を自分の所有物と思っているのでは？

理由：神聖なリングを<hint=hint_action_task_donate>寄付</hint>するよう強要された。 {number}
[hint_mind_remain_time]"
hint_mind_hate,"[hint_mind_caption]
{name}は俺の<hint=hint_enemy>敵</hint>だ！なんて憎らしいやつだ！"
hint_mind_homeless,"[hint_mind_caption]
この街には寝床も屋根もないのか？"
hint_mind_hunt,"[hint_mind_caption]
あの人喰いオオカミも、俺のような狩人にはかなわなかったな！
[hint_mind_remain_time]"
hint_mind_immobilization,"[hint_mind_caption]
動けないんだ！誰かが面倒を見てくれることを祈ろう！"
hint_mind_no_rings,"[hint_mind_caption]
俺が農民に見えるのか？屈辱的だな！少なくとも<hint=hint_resource_rune>5</hint>個は必要だ！

<b>ヒント：</b>キャラクターが所有する<hint=hint_resource_rune>神聖なリング</hint>が5個以下の場合、貧困による苦しみが始まります。一方、15個または25個以上の神聖なリングを保有している場合、社会的地位が高まり、キャラクターは喜びます。"
hint_mind_low_rings,"[hint_mind_caption]
手持ちの<hint=hint_resource_rune>神聖なリング</hint>がなくなってしまった... 私は尊敬に値しないということかのか？

<b>ヒント：</b>キャラクターが所有する<hint=hint_resource_rune>神聖なリング</hint>が5個以下の場合、貧困による苦しみが始まります。一方、15個または25個以上の神聖なリングを保有している場合、社会的地位が高まり、キャラクターは喜びます。"
