Key,French
hint_mind_force_donate,"[hint_mind_caption]
Le monarque estime peut-être que mes <hint=hint_resource_rune>anneaux sacrés</hint> lui appartiennent.
 
Raison : obligation de faire don de {number} <hint=hint_action_task_donate>anneaux sacrés</hint>.
[hint_mind_remain_time]"
hint_mind_hate,"[hint_mind_caption]
Je te déteste ! {name} est mon <hint=hint_enemy>ennemi·e juré·e</hint> !"
hint_mind_homeless,"[hint_mind_caption]
Il n'y a vraiment nulle part dans toute cette cité où je pourrais trouver un lit et un toit ?"
hint_mind_hunt,"[hint_mind_caption]
Ce loup n'avait aucune chance face à mes talents de chasse !
[hint_mind_remain_time]"
hint_mind_immobilization,"[hint_mind_caption]
Je ne peux plus bouger ! J'espère que quelqu'un pourra m'aider !"
hint_mind_no_rings,"[hint_mind_caption]
Est-ce que j'ai l'air de faire partie de la plèbe ? Quel déshonneur ! Il m'en faut au moins <hint=hint_resource_rune>5</hint> !

<b>Remarque</b> : si un personnage possède moins de 5 <hint=hint_resource_rune>anneaux sacrés</hint>, il se sentira pauvre. Cependant, s'il en possède 15 ou, encore mieux, plus de 25, son statut social n'en sera que plus élevé et il se sentira mieux."
hint_mind_low_rings,"[hint_mind_caption]
Je commence à manquer d'<hint=hint_resource_rune>anneaux sacrés</hint>… Ne mérité-je donc pas le respect ?

<b>Remarque</b> : si un personnage possède moins de 5 <hint=hint_resource_rune>anneaux sacrés</hint>, il se sentira pauvre. Cependant, s'il en possède 15 ou, encore mieux, plus de 25, son statut social n'en sera que plus élevé et il se sentira mieux."
hint_mind_many_rings,"[hint_mind_caption]
On dirait bien que je commence à avoir un certain nombre d'<hint=hint_resource_rune>anneaux sacrés</hint>. C'est pas mal. Pas mal du tout…

<b>Remarque</b> : si un personnage possède moins de 5 <hint=hint_resource_rune>anneaux sacrés</hint>, il se sentira pauvre. Cependant, s'il en possède 15 ou, encore mieux, plus de 25, son statut social n'en sera que plus élevé et il se sentira mieux."
hint_mind_lot_of_rings,"[hint_mind_caption]
Aaaah… Quel merveilleux sentiment que celui de se savoir riche !

<b>Remarque</b> : si un personnage possède moins de 5 <hint=hint_resource_rune>anneaux sacrés</hint>, il se sentira pauvre. Cependant, s'il en possède 15 ou, encore mieux, plus de 25, son statut social n'en sera que plus élevé et il se sentira mieux."
hint_mind_morning_service,"[hint_mind_caption]
Quel espoir d'unité avec Mère Sophia ! <hint=hint_sermon_usual_preach>Le sermon de joie</hint> est vraiment exaltant !
[hint_mind_remain_time]"
hint_mind_motive_energy_1,"[hint_mind_caption]
Il est temps que j'aille me reposer.
 
Raison : <hint=hint_need_sleep>besoin de sommeil</hint>."
hint_mind_motive_energy_2,"[hint_mind_caption]
Il faut vraiment que je dorme. Je tiens à peine debout !
 
Raison : <hint=hint_need_sleep>besoin de sommeil</hint>."
hint_mind_motive_food_1,"[hint_mind_caption]
Comme c'est agréable d'avoir le ventre plein.
 
Raison : <hint=hint_need_food>besoin de nourriture</hint> entièrement comblé."
hint_mind_motive_food_2,"[hint_mind_caption]
C'est l'heure du goûter !
 
Raison : <hint=hint_need_food>besoin de nourriture</hint>."
hint_mind_motive_food_3,"[hint_mind_caption]
Il faut absolument que je mange quelque chose !
 
Raison : <hint=hint_need_food>besoin de nourriture</hint>."
hint_mind_motive_food_4,"[hint_mind_caption]
Je crois que je vais mourir de faim !

Raison : <hint=hint_need_food>besoin de nourriture</hint>."
hint_mind_motive_rest_1,"[hint_mind_caption]
Pfiou… Bon, ça pourrait être pire. Je crois que j'ai encore un peu d'énergie.
 
Raison : <hint=hint_need_fun>besoin de repos</hint>."
hint_mind_motive_rest_2,"[hint_mind_caption]
Je crois bien que je n'ai pas bu d'alcool depuis presque 2 jours… Allez ! Je l'aurais bien mérité !
 
Raison : <hint=hint_need_fun>besoin de repos</hint>."
hint_mind_motive_rest_3,"[hint_mind_caption]
Je ne me souviens même pas de quand date mon dernier verre ! Où est ma choppe ?
 
Raison : <hint=hint_need_fun>besoin de repos</hint>.

<b>Remarque</b> : assurez-vous que les personnages ont accès à de l'<hint=hint_alcohol>alcool</hint>."
hint_mind_motive_rest_4,"[hint_mind_caption]
C'est fini, je ne peux plus travailler ! Il me faut un verre !
 
Raison : <hint=hint_need_fun>besoin de repos</hint>.

<b>Remarque</b> : assurez-vous que les personnages ont accès à de l'<hint=hint_alcohol>alcool</hint>."
hint_mind_motive_fun_1,"[hint_mind_caption]
C'était amusant !
 
Raison : <hint=hint_need_fun>besoin de repos</hint> entièrement comblé."
hint_mind_motive_fun_2,"[hint_mind_caption]
Je m'ennuie, il faut que je trouve quelque chose à faire…
 
Raison : <hint=hint_need_fun>besoin de repos</hint>."
hint_mind_motive_fun_3,"[hint_mind_caption]
Tout m'épuise. Il faut absolument que je détende !
 
Raison : <hint=hint_need_fun>besoin de repos</hint>."
hint_mind_motive_religion_1,"[hint_mind_caption]
Sainte Mère Sophia, bénissez-moi ! Sainte Mère Sophia, protégez-moi !
 
Raison : <hint=hint_need_piety>besoin de foi</hint> entièrement comblé."
hint_mind_motive_religion_2,"[hint_mind_caption]
Mère Sophia m'accorde son amour !
 
Raison : <hint=hint_need_piety>besoin de foi</hint> comblé."
hint_mind_motive_religion_2,"[hint_mind_caption]
Mère Sophia m'accorde son amour !
 
Raison : <hint=hint_need_piety>besoin de foi</hint> comblé."
hint_mind_motive_religion_3,"[hint_mind_caption]
Sainte Mère Sophia, pardonnez-moi pour mes péchés !
 
Raison : <hint=hint_need_piety>besoin de foi</hint>.

<b>Remarque</b> : construisez un <hint=hint_bld_temple>temple</hint> auquel tout le monde peut accéder."
hint_mind_motive_religion_4,"[hint_mind_caption]
Sainte Mère Sophia, pardonnez-moi pour mes péchés !
 
Raison : <hint=hint_need_piety>besoin de foi</hint>.

<b>Remarque</b> : construisez un <hint=hint_bld_temple>temple</hint> auquel tout le monde peut accéder."
hint_mind_motive_sex_1,"[hint_mind_caption]
Cela fait longtemps que je n'ai pas ressenti la chaleur d'un autre corps…
 
Raison : <hint=hint_need_sex>besoin de forniquer</hint>."
hint_mind_motive_sex_2,"[hint_mind_caption]
Il faut que je baise !
 
Raison : <hint=hint_need_sex>besoin de forniquer</hint>."
hint_mind_motive_sex_3,"[hint_mind_caption]
N'importe qui fera l'affaire ! Je n'en peux plus !
 
Raison : <hint=hint_need_sex>besoin de forniquer</hint>."
hint_mind_motive_care_1,"[hint_mind_caption]
Mes parents ne font plus attention à moi… Ils sont peut-être trop occupés.
 
Raison : <hint=hint_need_care>besoin d'attention</hint>."
hint_mind_motive_care_2,"[hint_mind_caption]
Pourquoi mes parents ne me parlent-ils plus ? Je n'ai personne…
 
Raison : <hint=hint_need_care>besoin d'attention</hint>."
hint_mind_motive_care_3,"[hint_mind_caption]
Mes parents me détestent ! Qu'est-ce que j'ai fait de mal ?
 
Raison : <hint=hint_need_care>besoin d'attention</hint>."
hint_mind_new_town_resident,"[hint_mind_caption]
J'espère me sentir bien ici !
[hint_mind_remain_time]"
hint_mind_night_murder,"[hint_mind_caption]
J'ai tué quelqu'un dans son sommeil… Je sais, c'est un acte terrible !
 
Raison : a commis un meurtre pendant la nuit.
[hint_mind_remain_time]"
hint_mind_no_salary,"[hint_mind_caption]
J'ai besoin de mon argent !
[hint_mind_remain_time]"
hint_mind_pain,"[hint_mind_caption]
Aaargh ! Ça fait mal !
[hint_mind_remain_time]"
hint_mind_personality_blockhead,"[hint_mind_caption]
Eeeeh ! Hein ? Ah ah ah !
 
Raison : fantaisie joyeuse."
hint_mind_personality_bloodthirsty_fight,"[hint_mind_caption]
Il n'y a rien de tel qu'un bon combat !
 
Raison : trait de personnage - Soif de sang.
[hint_mind_remain_time]"
hint_mind_personality_bloodthirsty_saw_fight,"[hint_mind_caption]
J'ai vu le sang couler et… c'était splendide !
 
Raison : trait de personnage - Soif de sang.
[hint_mind_remain_time]"
hint_mind_personality_greedy,"[hint_mind_caption]
Personne n'est plus riche que moi dans cette famille ! Quel sentiment enivrant !
 
Raison : possède le trait Cupidité et détient plus d'<hint=hint_resource_rune>anneaux sacrés</hint> que les autres membres de sa famille.
[hint_mind_remain_time]"
hint_mind_quality_of_life_high,"[hint_mind_caption]
Quel bonheur de vivre dans l'abondance ! Cette cité est un paradis sur Terre !
 
Raison : <hint=hint_rich>richesse matérielle</hint>."
hint_mind_religious_pain,"[hint_mind_caption]
Sainte Sophia m'aime, je le sais ! Cette douleur est une bénédiction !
 
Raison : <hint=hint_persons_fanatic>fanatisme religieux</hint>."
hint_mind_sex_bribe_coercion_dummy,"[hint_mind_caption]
Ce n'est pas digne de mon rang…

 Raison : relation sexuelle avec un sujet.
[hint_mind_remain_time]"
hint_mind_sex_bribe_intimate,"[hint_mind_caption]
{name} n'aurait jamais accepté, je le sais !
 
Raison : un proche a été contraint à avoir une relation sexuelle.
[hint_mind_remain_time]"
hint_mind_sex_bribe_slave,"[hint_mind_caption]
Je n'aurai plus de soucis d'argent avant un bon moment désormais…
[hint_mind_remain_time]"
hint_mind_sex_coercion_fail,"[hint_mind_caption]
C'est douloureux, mais mon honneur reste intact !
[hint_mind_remain_time]"
hint_mind_sex_coercion_success,"[hint_mind_caption]
Qu'aurais-je pu faire face à une telle violence ?
[hint_mind_remain_time]"
hint_mind_sex_orgasm,"[hint_mind_caption]
Pfiou… C'était pas rien !
[hint_mind_remain_time]"
hint_mind_sick_was_visit,"[hint_mind_caption]
Un peu de compassion fait toujours du bien lorsque je suis <hint=hint_sick>malade</hint>…
[hint_mind_remain_time]"
hint_mind_slight,"[hint_mind_caption]
{name} fait comme si je n'existais pas ! C'est tellement énervant !
[hint_mind_remain_time]"
hint_mind_starvation,"[hint_mind_caption]
Ça fait plusieurs jours que je n'ai pas vu de nourriture… Je ne sais pas combien de temps je vais encore pouvoir tenir.
 
Raison : n'a pas mangé depuis longtemps.
 [hint_mind_remain_time]"
hint_mind_terror,"[hint_mind_caption]
Tous ces morts… J'ai peur que ce soit bientôt mon tour.
 
Raison : <hint=hint_terror>terreur</hint> au sein de cette classe de la population.
[hint_mind_remain_time]"
hint_mind_toothache,"[hint_mind_caption]
La vache ! Ça fait vraiment très mal !"
hint_mind_try_to_posion_me,"[hint_mind_caption]
{name} a essayé de m'empoisonner ! Heureusement que ce n'est pas sa spécialité !
 
Raison : tentative d'empoisonnement échouée.
[hint_mind_remain_time]"
hint_mind_ugly_scars,"[hint_mind_caption]
Je sais que la beauté ne fait pas partie de mes atouts…"
hint_mind_paramour,"[hint_mind_caption]
Quel bonheur d'avoir quelqu'un à aimer !"
hint_mind_ex_paramour,"[hint_mind_caption]
Nous ne sommes plus ensemble.
[hint_mind_remain_time]"
hint_mind_love,"[hint_mind_caption]
{name} donne un sens à ma vie !"
hint_mind_refuse_flirt_full,"[hint_mind_caption]
{name}, l'amour de ma vie, refuse toutes mes propositions de rendez-vous galant… Mon cœur est en lambeaux !
[hint_mind_remain_time]"
hint_mind_refuse_flirt,"[hint_mind_caption]
Je n'en avais pas envie, de toute façon ! {name} va le regretter !
[hint_mind_remain_time]"
hint_mind_flirt,"[hint_mind_caption]
{name} va penser à moi, aujourd'hui, c'est certain !"
hint_mind_convicted_of_adultery,"[hint_mind_caption]
{name}, mon amour ! Comment est-ce possible ?
 
Raison : adultère impliquant {soul_uuid_other} découvert par le personnage.
[hint_mind_remain_time]"
hint_mind_adultery,"[hint_mind_caption]
Je sais, je suis un monstre… {name}, si je me confessais, pourrais-tu me pardonner ?
 
Raison : a commis l'adultère avec {soul_uuid_other}.
[hint_mind_remain_time]"
hint_mind_suspicion_of_adultery,"[hint_mind_caption]
{name} me trompe, je le sens… Non, je ne peux pas laisser passer ça !
 
Raison : suspicion d'adultère impliquant {soul_uuid_other}, mais le personnage n'a aucune preuve.
[hint_mind_remain_time]"
hint_mind_restrictions,"[hint_mind_caption]
Personne n'a le droit de me dire ce que je peux faire ou non !

 Raison : restriction dans le <hint=hint_dynasty_menu>menu Dynastie</hint>."
hint_mind_want_to_breakout,"[hint_mind_caption]
J'aimerais tellement les revoir, mais je vais devoir faire preuve de patience…
[hint_mind_remain_time]"
hint_mind_breakout_happy,"[hint_mind_caption]
Seule une personne ayant connu la vie d'esclave peut comprendre ce sentiment !
[hint_mind_remain_time]"
hint_mind_child_born,"[hint_mind_caption]
J'ai commencé une nouvelle vie !
[hint_mind_remain_time]"
hint_mind_meat_eating,"[hint_mind_caption]
Oh, c'est délicieux !
 
Raison : a mangé de la <hint=hint_resource_meat>viande</hint>.
[hint_mind_remain_time]"
hint_mind_swede_eating,"[hint_mind_caption]
Il n'y a que les cochons qui pourraient avaler une chose pareille !
 
Raison : a mangé du <hint=hint_resource_rutabaga>rutabaga</hint>.
[hint_mind_remain_time]"
hint_mind_ale_drinking,"[hint_mind_caption]
Ce goût ! C'est comme si un ange m'avait offert un baiser le jour du printemps ! Avec une pointe de baies sauvages…
 
Raison : a bu de l'<hint=hint_resource_ale>ale</hint> aromatisée.
[hint_mind_remain_time]"
hint_mind_moonshine_drinking,"[hint_mind_caption]
C'est fort, ça ! Mais ce n'est pas très bon au goût…

Raison : le personnage a consommé de la <hint=hint_resource_moonshine>gnôle</hint>.
[hint_mind_remain_time]"
hint_mind_desire_success,"[hint_mind_caption]
Ce sentiment de satisfaction est enivrant !
 
Raison : <hint=hint_desire>désir</hint> comblé.
[hint_mind_remain_time]"
hint_mind_anguished_desire,"[hint_mind_caption]
Je dois le faire, qu'importe le prix !
 
Raison : <hint=hint_desire_obsession>obsession</hint>.
[hint_mind_remain_time]"
hint_mind_obsession_desire,"[hint_mind_caption]
Je ne peux pas m'empêcher d'y penser toute la journée. Si je ne mets pas mon plan à exécution, je vais sombrer dans la folie !
 
Raison : <hint=hint_desire_obsession>obsession</hint> intense."
hint_mind_loyalty_low,"[hint_mind_caption]
J'ai l'impression qu'on ne m'apprécie pas à ma juste valeur ici, ça me ronge de l'intérieur.
 
Raison : faible <hint=hint_loyality>loyauté</hint>."
hint_mind_rescued_from_captivity,"[hint_mind_caption]
J'ai bien cru que c'en était fini de moi, mais je suis libre !
[hint_mind_remain_time]"
hint_mind_patrolling_fatigue,"[hint_mind_caption]
Je n'en peux plus de ces patrouilles.
 
J'ai <hint=hint_persons_guard>patrouillé</hint> toute la nuit, j'ai besoin de dormir !
 
<b>Remarque</b> : les guerriers sont assignés et relevés des patrouilles automatiquement. Pour réduire la charge de travail, diminuez le nombre de gardes depuis le menu de la <hint=hint_bld_patrol_sign>balise de patrouille</hint>.
[hint_mind_remain_time]"
hint_mind_fear_of_death,"[hint_mind_caption]
Je ne sais me battre, je ne l'ai jamais fait ! Je ne survivrai pas à la première bataille !
[hint_mind_remain_time]"
hint_mind_cleaned_from_sin,"[hint_mind_caption]
L'évêque a absous mes péchés, je suis à nouveau libre de toute impureté aux yeux de la déesse !
 
Merci, Sainte Sophia !"
hint_mind_no_weapons,"[hint_mind_caption]
Aller au combat sans armes est une pure folie !"
hint_sin_shame,"[hint_mind_caption]
Mes péchés me couvrent de honte face à Mère Sophia !
 
<b>Remarque</b> : confessez vos péchés auprès de l'<hint=hint_bishop>évêque</hint> pour recevoir l'absolution."
hint_mind_no_rings,"[hint_mind_caption]
Est-ce que j'ai l'air de faire partie de la plèbe ? Quel déshonneur ! Il m'en faut au moins <hint=hint_resource_rune>5</hint> !

<b>Remarque</b> : si un personnage possède moins de 5 <hint=hint_resource_rune>anneaux sacrés</hint>, il se sentira pauvre. Cependant, s'il en possède 15 ou, encore mieux, plus de 25, son statut social n'en sera que plus élevé et il se sentira mieux."
hint_bandits_profit_premonition,"[hint_mind_caption]
Voilà un sacré festin !"
hint_mind_king_greetings,"[hint_mind_caption]
Ça fait toujours plaisir de faire de nouvelles rencontres !"
hint_mind_pregnancy_miscarriage,"[hint_mind_caption]
C'est difficile, mais je sais que mon enfant est au paradis, auprès de Sainte Sophia !"
hint_mind_have_friend,"[hint_mind_caption]
C'est tellement rassurant d'avoir quelqu'un sur qui compter !"
hint_mind_few_fanatics,"[hint_mind_caption]
Cette cité manque de foi… Que puis-je faire pour augmenter le nombre d'adeptes dévoués à notre déesse ?"
hint_mind_separate_living_place,"[hint_mind_caption]
Je n'entendrai plus les ronflements des voisins, et l'odeur de leur cuisine ne me dérangera plus ! Hourra !"
hint_mind_captive,"[hint_mind_caption]
Mon avenir en captivité ne s'annonce pas des plus radieux…"
hint_mind_happy_of_stupidity,"[hint_mind_caption]
Blblblblblblblblbl ! 
Gaaaah !"
hint_mind_disinherited,"[hint_mind_caption]
C'est moi qui hériterai du trône ! Il me revient de droit !"
hint_mind_heir_became,"[hint_mind_caption]
Au fond, j'ai toujours su que je le méritais !"
hint_mind_my_king_is_saint,"[hint_mind_caption]
Sainte Sophia a béni notre belle cité !"
hint_mind_not_enough_equipment,"[hint_mind_caption]
Quand je n'ai pas d'arme, c'est comme si je n'avais pas de vêtements !"
hint_mind_swede_typh,"[hint_mind_caption]
Forte douleur abdominale !
 
Sainte Sophia, je t'en supplie, permets-moi de survivre !
 
<b>Remarque</b> : vous pouvez voir l'avancée de la maladie dans l'onglet principal, sous la section Trait."
hint_mind_commander_stay_in_back,"[hint_mind_caption]
Le commandant ne vient pas risquer sa vie avec nous et reste loin du front !"
hint_mind_criminal_intimidated,"[hint_mind_caption]
Il vaut mieux rester dans la légalité… pour le moment."
hint_mind_fanatic_service_skip,"[hint_mind_caption]
Je n'ai pas pu accéder au sermon, c'était insupportable ! J'espère que de nouveaux temples seront construits bientôt !
 
Raison : <hint=hint_persons_fanatic>fanatisme religieux</hint>."
hint_mind_got_title,"[hint_mind_caption]
Je fais enfin véritablement partie de la noblesse de Norland !"
hint_mind_friend_lost_title,"[hint_mind_caption]
Le monarque a révoqué le titre de seigneurie de mon ami… Que va-t-il lui arriver désormais ?"
hint_mind_sorrow_for_king,"[hint_mind_caption]
Notre suzerain est mort ! Qu'allons-nous devenir désormais ? Ô, peine ! Ô, chagrin !
 
Raison : <hint=hint_loyalist>loyaliste</hint>."
hint_mind_matriarch_dont_love_king,"[hint_mind_caption]
On raconte que la Matriarche ne soutient pas notre monarque… La repentance est la seule solution s'il souhaite retrouver la lumière de l'église !
 
Raison : <hint=hint_persons_fanatic>fanatisme religieux</hint>."
hint_mind_prestiged_best,"[hint_mind_caption]
Faire partie de cette famille noble et respectée me remplit de fierté !
 
Raison : plus haut niveau de <hint=hint_prestige>prestige</hint> parmi les familles voisines."
hint_mind_prestiged_worst,"[hint_mind_caption]
Personne ne respecte notre famille… Nous vivons dans un véritable trou perdu, tout ici est oppressant !
 
Raison : plus bas niveau de <hint=hint_prestige>prestige</hint> parmi les familles voisines."
hint_mind_successful_king,"[hint_mind_caption]
Notre monarque obtient toujours ce qu'il veut ! Tous nos voisins nous envient !
 
Raison : le monarque a réalisé ses ambitions."
hint_mind_spirit_of_freedom,"[hint_mind_caption]
Après de longues années à vivre libre en forêt, la caserne est oppressante !

Raison : un ancien bandit de la forêt sert dans l'armée."
hint_mind_under_culture_terror,"[hint_mind_caption]
Mon peuple est sur le point d'être anéanti, mais dans quel but ?
 
Raison : oppression de cette culture."
hint_mind_best_culture_gwelts,"[hint_mind_caption]
Notre monarque comprend l'art de la guerre ! En tant que véritable Kaiden, cela m'emplit de fierté !
 
Raison : valeurs des <hint=hint_culture_gwelts>Kaidens</hint>."
hint_mind_best_culture_tanaia,"[hint_mind_caption]
La Matriarche considère notre cité comme vertueuse… Nos âmes de Tanayas s'en trouvent grandies !
 
Raison : valeurs des <hint=hint_culture_tanaya>Tanayas</hint>."
hint_mind_best_culture_makha,"[hint_mind_caption]
Vivre dans la plus belle cité du monde, sous les yeux envieux de nos voisins… Tout Mahka qui se respecte y trouverait de la joie.
 
Raison : valeurs des <hint=hint_culture_makha>Makhas</hint>."
hint_mind_best_culture_voruns,"[hint_mind_caption]
Il y a tellement de monde ! Le cœur des Varns s'en trouve égayé !
 
Raison : valeurs des <hint=hint_culture_voruns>Varns</hint>."
hint_worst_culture_gwelts,"[hint_mind_caption]
Notre armée est si réduite qu'une simple bande d'esclaves pourrait la vaincre ! Quelle honte !
 
Raison : valeurs des <hint=hint_culture_gwelts>Kaidens</hint>."
hint_worst_culture_tanaya,"[hint_mind_caption]
Le péché règne dans cette cité, tant et si bien que la Matriarche nous a privés de son amour… C'est inquiétant.
 
Raison : valeurs des <hint=hint_culture_tanaya>Tanayas</hint>."
hint_worst_culture_makha,"[hint_mind_caption]
Ce n'est pas une cité, mais un coin paumé de province. J'ai honte de dire que c'est ici que je vis.
 
Raison : valeurs des <hint=hint_culture_makha>Makhas</hint>."
hint_worst_culture_voruns,"[hint_mind_caption]
Nous sommes si peu nombreux. Notre monarque ne comprend-il pas où cela va nous mener ?
 
Raison : valeurs des <hint=hint_culture_voruns>Varns</hint>."
hint_king_other_culture,"[hint_mind_caption]
Comment pourrais-je dormir en paix quand le pouvoir est entre leurs mains ?
 
Raison : le suzerain appartient à une culture différente."
hint_mind_fight_for_freedom,"[hint_mind_caption]
Pour la liberté !"
hint_mind_too_many_xeno_culture,"[hint_mind_caption]
Ils sont partout ! On ne peut pas leur faire confiance. Toute cette histoire va mal finir !
 
Raison : xénophobie culturelle."
hint_mind_too_many_gwelts,"[hint_mind_caption]
Ils sont partout ! On ne peut pas leur faire confiance. Toute cette histoire va mal finir !
 
Raison : xénophobie culturelle."
hint_mind_too_many_tanaya,"[hint_mind_caption]
Ils sont partout ! On ne peut pas leur faire confiance. Toute cette histoire va mal finir !
 
Raison : xénophobie culturelle."
hint_mind_too_many_makha,"[hint_mind_caption]
Ils sont partout ! On ne peut pas leur faire confiance. Toute cette histoire va mal finir !
 
Raison : xénophobie culturelle."
hint_mind_too_many_voruns,"[hint_mind_caption]
Ils sont partout ! On ne peut pas leur faire confiance. Toute cette histoire va mal finir !
 
Raison : xénophobie culturelle."
hint_mind_unfinished_ambition,"[hint_mind_caption]
L'échec de mes ambitions hante mon âme… Suis-je donc réellement si négligeable ?"
hint_mind_hopes_for_the_future,"[hint_mind_caption]
Je sens qu'un futur radieux attend notre famille !
 
Raison : création d'une nouvelle cité."
hint_king_cursed,"[hint_mind_caption]
Notre monarque est damné !
 
Raison : <hint=hint_persons_fanatic>fanatisme</hint>, la <hint=hint_relations_matriarch>Matriarche</hint> n'entretient pas de bonnes relations avec le monarque."
hint_mind_loyalist_in_battle,"[hint_mind_caption]
Je n'hésiterais pas à mourir pour mon monarque !
 
Raison : <hint=hint_loyalist>loyaliste</hint>."
hint_mind_kaiden_brave_king,"[hint_mind_caption]
Notre monarque se comporte tel un brave <hint=hint_culture_gwelts>Kaiden</hint> ! J'en suis fort aise !
 
Raison : les politiques agressives du monarque sont en accord avec les valeurs des Kaidens."
hint_mind_varns_peace_king,"[hint_mind_caption]
Notre monarque connaît la valeur de la paix, tout comme les <hint=hint_culture_voruns>Varns</hint>. Que Sophia le protège !
 
Raison : les politiques du monarque en faveur de la paix sont en accord avec les valeurs des Varns."
hint_mind_tanaya_puppet_king,"[hint_mind_caption]
Notre monarque est un véritable stratège, digne des meilleurs <hint=hint_culture_tanaya>Tanayas</hint>. C'est une marque de grandeur !
 
Raison : les politiques stratégiques du monarque sont en accord avec les valeurs des Tanayas."
hint_mind_makha_trader_king,"[hint_mind_caption]
Notre monarque échange avec les pays voisins tel un véritable <hint=hint_culture_makha>Makha</hint>. Il connaît la vraie valeur de l'argent !
 
Raison : les politiques commerciales du monarque sont en accord avec les valeurs des Makhas."
hint_mind_many_gaidjins,"[hint_mind_caption]
Les étrangers ont presque réussi à nous expulser de la cité ! Mais ce sont NOS terres !
 
Raison : la culture originelle de la province représente désormais moins de 50 % de la population totale."
hint_mind_hated_culture_punished,"[hint_mind_caption]
Ils ont mérité leur sort ! Chacun à sa place !
 
Raison : les habitants appartenant à une culture détestée par les autres subissent des actes de terreur."
hint_mind_feeling_of_freedom,"[hint_mind_caption]
La liberté sera nôtre !"
hint_mind_joy_of_riots,"[hint_mind_caption]
Écraser ! Détruire ! Brûler !"
hint_slave_soldiers_1,"[hint_mind_caption]
Il y a tellement de soldats… Je ne pourrai jamais m'enfuir.
 
Raison : la présence de nombreux soldats pour surveiller les esclaves supprime toute volonté."
hint_slave_soldiers_2,"[hint_mind_caption]
J'ai l'impression qu'on m'observe constamment !
 
Raison : la présence de nombreux soldats pour surveiller les esclaves supprime toute volonté."
hint_slave_soldiers_3,"[hint_mind_caption]
J'ai l'impression que la sécurité n'est pas parfaite…
 
Raison : le faible nombre de soldats pour surveiller les esclaves."
hint_slave_soldiers_4,"[hint_mind_caption]
Et si on organisait une évasion ?
 
Raison : le faible nombre de soldats pour surveiller les esclaves."
hint_slave_soldiers_5,"[hint_mind_caption]
Nous sommes plus nombreux que ces guerriers !
 
Raison : le faible nombre de soldats pour surveiller les esclaves."
hint_mind_cholera,"[hint_mind_caption]
Fichue variole… C'est tellement douloureux !

Même si j'y survis et que je ne deviens pas aveugle, ces cicatrices ne disparaîtront jamais !
 
<b>Remarque</b> : vous pouvez voir l'avancée de la maladie dans l'onglet principal, sous la section État."
hint_mind_battle_squad_command_unhappy,"[hint_mind_caption]
Je déteste combattre et je déteste commander les troupes ! La violence est la voie du mal !
 
Raison : <hint=hint_pacifist>pacifisme</hint>."
hint_mind_retreat_from_battle,"[hint_mind_caption]
Nous avons eu peur de l'ennemi... Quelle honte !

Raison : retraite avant le combat."
hint_mind_king_apostate,"[hint_mind_caption]
Notre monarque a perdu la tête et a contesté l'autorité de la Matriarche !

L'Inquisition va réduire notre cité en cendres et nous allons brûler en enfer !

Raison : couronnement impérial."
hint_mind_we_cursed,"[hint_mind_caption]
Le monarque a décidé de contester l'autorité de l'Église et a revendiqué le trône impérial.

La mort va s'abattre sur nous ! J'espère que nous échapperons à la souffrance éternelle...

Raison : réaction d'un personnage <hint=hint_persons_agnostic>agnostique</hint> au couronnement impérial."
hint_mind_fear_of_church,"[hint_mind_caption]
Notre inestimable monarque a enfin revendiqué le trône impérial ! J'ai attendu cet instant toute ma vie !

L'Inquisition va probablement nous exterminer... mais il reste un espoir !

Raison : réaction d'un personnage <hint=hint_loyalist>loyaliste</hint> au couronnement impérial."
hint_mind_king_is_prophet,"[hint_mind_caption]
Notre glorieux monarque a revendiqué le trône impérial !

Sa défiance totale de l'Inquisition ne peut vouloir dire qu'une chose : c'est notre véritable prophète et je lui donnerais ma vie !

Raison : réaction d'un personnage <hint=hint_persons_fanatic>fanatique</hint> au couronnement impérial."
hint_mind_good_events,"[hint_mind_caption]
Les événements positifs vous procurent du bonheur."
hint_mind_bad_events,"[hint_mind_caption]
Les événements négatifs vous procurent du malheur."
hint_mind_lord_terrored,"[hint_mind_caption]
Qu'il est satisfaisant de voir notre monarque rappeler à l'ordre sans distinction de classe !

<b>Raison :</b> le monarque punit les nobles."
hint_mind_survived_the_fire,"[hint_mind_caption]
J'étais à un cheveu d'une mort atroce ! Je sens encore l'odeur de la fumée ! C'est horrible !

<b>Raison :</b> a survécu à un incendie."
hint_MORAL_DEBUFF,"~
Impact sur le moral :
<red>{debuff}</red>"
hint_desire_granted,"Désir comblé 
Ce personnage ressent une forme d'accomplissement.

Impact sur le moral :
<green>{buff}</green>
 
Ce sentiment est de courte durée. Un nouveau désir pourra surgir dans quelques jours."
hint_wish_learn_combat,"Apprentissage du combat 
Ce personnage souhaite améliorer sa combativité, qui est bien inférieure à celle des autres nobles.

[hint_MORAL_DEBUFF]
 
Ce désir sera comblé lorsque la combativité du personnage sera de niveau <hint=hint_skill_combat>{required_skill_level}</hint> ou supérieur.

[hint_its_a_dream]"
