Key,Russian
hint_mind_nectar_hangover,"[hint_mind_caption]
Какой кошмар, мне так плохо!

Причина: выпито вчера <hint=hint_resource_nectar>Нектара</hint>: {number}
[hint_mind_remain_time]"
hint_mind_force_donate,"[hint_mind_caption]
Может быть король думает что мои <hint=hint_resource_rune>Святые Кольца</hint> принадлежат ему?

Причина: был вынужден <hint=hint_action_task_donate>пожертвовать</hint> {number} Святых Колец
[hint_mind_remain_time]"
hint_mind_hate,"[hint_mind_caption]
{name} - мой заклятый <hint=hint_enemy>враг</hint>! Ненавижу!"
hint_mind_homeless,"[hint_mind_caption]
Неужели в этом городе не найдется для меня кровати и крыши над головой?"
hint_mind_hunt,"[hint_mind_caption]
У плотоволка не было шансов против такого охотника, как я! 
[hint_mind_remain_time]"
hint_mind_immobilization,"[hint_mind_caption]
Я не могу передвигаться! Надеюсь, обо мне позаботятся!"
hint_mind_no_rings,"[hint_mind_caption]
Я что, похож на крестьянина? Это унизительно! Мне нужно хотя бы <hint=hint_resource_rune>5</hint>!

<b>Подсказка</b>. Если у персонажа меньше 5 <hint=hint_resource_rune>Святых колец</hint>, он начинает страдать от осознания бедности. С другой стороны, если у него есть 15, или, еще лучше, больше 25 Святых колец, его социальный статус повышается, что приносит ему удовольствие."
hint_mind_low_rings,"[hint_mind_caption]
Мои <hint=hint_resource_rune>Святые кольца</hint> на исходе... Неужели я не заслуживаю уважения?

<b>Подсказка</b>: Если у персонажа меньше 5 <hint=hint_resource_rune>Святых колец</hint>, он начинает страдать от осознания бедности. С другой стороны, если у него есть 15, или, еще лучше, больше 25 Святых колец, его социальный статус повышается, что приносит ему удовольствие."
hint_mind_many_rings,"[hint_mind_caption]
Кажется, у меня скопилось немало <hint=hint_resource_rune>Святых колец</hint>. Неплохо, неплохо...

<b>Подсказка</b>: Если у персонажа меньше 5 <hint=hint_resource_rune>Святых колец</hint>, он начинает страдать от осознания бедности. С другой стороны, если у него есть 15, или, еще лучше, больше 25 Святых колец, его социальный статус повышается, что приносит ему удовольствие."
hint_mind_lot_of_rings,"[hint_mind_caption]
Богатство... Прекрасное чувство!

<b>Подсказка</b>: Если у персонажа меньше 5 <hint=hint_resource_rune>Святых колец</hint>, он начинает страдать от осознания бедности. С другой стороны, если у него есть 15, или, еще лучше, больше 25 Святых колец, его социальный статус повышается, что приносит ему удовольствие."
hint_mind_morning_service,"[hint_mind_caption]
Это чувство надежды на единение со Матерью Софией! <hint=hint_sermon_usual_preach>Проповедь радостии</hint> так ободряет!
[hint_mind_remain_time]"
hint_mind_motive_energy_1,"[hint_mind_caption]
Мне действительно пора отдохнуть

Причина: <hint=hint_need_sleep>Потребность в сне</hint>."
hint_mind_motive_energy_2,"[hint_mind_caption]
Мне срочно нужно поспать, я еле стою на ногах!

Причина: <hint=hint_need_sleep>Потребность в сне</hint>."
hint_mind_motive_food_1,"[hint_mind_caption]
Приятное чувство насыщения едой.

Причина: полностью восполненная <hint=hint_need_food>Потребность в еде</hint>."
hint_mind_motive_food_2,"[hint_mind_caption]
Пора перекусить!

Причина: <hint=hint_need_food>Потребность в еде</hint>."
hint_mind_motive_food_3,"[hint_mind_caption]
Нужно срочно поесть чего-нибудь!

Причина: <hint=hint_need_food>Потребность в еде</hint>."
hint_mind_motive_food_4,"[hint_mind_caption]
Я умираю от голода!

Причина: <hint=hint_need_food>Потребность в еде</hint>."
hint_mind_motive_rest_1,"[hint_mind_caption]
Уф... Ну ничего страшного, силы еще есть.

Причина: <hint=hint_need_fun>Потребность в отдыхе</hint>."
hint_mind_motive_rest_2,"[hint_mind_caption]
Кажется, я не пил уже день или два... Я заслуживаю этого!

Причина: <hint=hint_need_fun>Потребность в отдыхе</hint>."
hint_mind_motive_rest_3,"[hint_mind_caption]
Даже не помню, когда я последний раз выпивал! Где моя кружка?

Причина: <hint=hint_need_fun>Потребность в отдыхе</hint>.

 <b>Подсказка</b>: Убедитесь, что персонаж имеет возможность употреблять <hint=hint_alcohol>алкоголь</hint>."
hint_mind_motive_rest_4,"[hint_mind_caption]
Я больше не могу работать! Я хочу выпить!

Причина: <hint=hint_need_fun>Потребность в отдыхе</hint>.

 <b>Подсказка</b>: Убедитесь, что персонаж имеет возможность употреблять <hint=hint_alcohol>алкоголь</hint>."
hint_mind_motive_fun_1,"[hint_mind_caption]
Это было весело!

Причина: полностью восполненная <hint=hint_need_fun>Потребность в отдыхе</hint>."
hint_mind_motive_fun_2,"[hint_mind_caption]
Нужно как-то развеяться...

Причина: <hint=hint_need_fun>Потребность в отдыхе</hint>."
hint_mind_motive_fun_3,"[hint_mind_caption]
Ужасно все надоело. Мне срочно нужно расслабиться!

Причина: <hint=hint_need_fun>Потребность в отдыхе</hint>."
hint_mind_motive_religion_1,"[hint_mind_caption]
Святая Мать София, храни меня! Святая Мать София, храни меня! 

Причина: полностью восполненная <hint=hint_need_piety>Потребность в праведности</hint>."
hint_mind_motive_religion_2,"[hint_mind_caption]
Мать София любит меня!

Причина: восполненная <hint=hint_need_piety>Потребность в праведности</hint>."
hint_mind_motive_religion_2,"[hint_mind_caption]
Я давно не был на исповеди... Мне нужно покаяться!

Причина: <hint=hint_need_piety>Потребность в праведности</hint>."
hint_mind_motive_religion_3,"[hint_mind_caption]
Святая Мать София, прости мне мои грехи! 

Причина: <hint=hint_need_piety>Потребность в праведности</hint>.

<b>Подсказка:</b> Постройте <hint=hint_bld_temple>Храм</hint> и убедитесь что в него есть доступ всем желающим."
hint_mind_motive_religion_4,"[hint_mind_caption]
Святая Мать София, прости мне мои грехи! 

Причина: <hint=hint_need_piety>Потребность в праведности</hint>.

<b>Подсказка:</b> Постройте <hint=hint_bld_temple>Храм</hint> и убедитесь что в него есть доступ всем желающим."
hint_mind_motive_sex_1,"[hint_mind_caption]
Я давно не чувствовал человеческого тепла...

Причина: <hint=hint_need_sex>Потребность в сексе</hint>."
hint_mind_motive_sex_2,"[hint_mind_caption]
Я хочу этого. Да, я хочу этого!

Причина: <hint=hint_need_sex>Потребность в сексе</hint>."
hint_mind_motive_sex_3,"[hint_mind_caption]
Все равно с кем! Больше не могу!

Причина: <hint=hint_need_sex>Потребность в сексе</hint>."
hint_mind_motive_care_1,"[hint_mind_caption]
Мои родители не замечают меня... Наверное, они слишком заняты

Причина: <hint=hint_need_care>Потребность в заботе</hint>."
hint_mind_motive_care_2,"[hint_mind_caption]
Почему мама с папой не общаются со мной? Мне так одиноко!

Причина: <hint=hint_need_care>Потребность в заботе</hint>."
hint_mind_motive_care_3,"[hint_mind_caption]
Родители меня ненавидят! В чем я виноват?

Причина: <hint=hint_need_care>Потребность в заботе</hint>."
hint_mind_new_town_resident,"[hint_mind_caption]
Я надеюсь, здесь я буду счастлив!
[hint_mind_remain_time]"
hint_mind_night_murder,"[hint_mind_caption]
Я убил человека во время сна... Это подло, я знаю!

Причина: совершил подлое убийство ночью
[hint_mind_remain_time]"
hint_mind_no_salary,"[hint_mind_caption]
Мне нужны мои деньги!
[hint_mind_remain_time]"
hint_mind_pain,"[hint_mind_caption]
Ааа! Больно!
[hint_mind_remain_time]"
hint_mind_personality_blockhead,"[hint_mind_caption]
Ух! Э? Хаха! 

Причина: черта характера Радость глупости"
hint_mind_personality_bloodthirsty_fight,"[hint_mind_caption]
Что может быть лучше хорошей драки??

Причина: черта характера Кровожадный
[hint_mind_remain_time]"
hint_mind_personality_bloodthirsty_saw_fight,"[hint_mind_caption]
Я видел, как пролилась кровь... О да, это было прекрасно!

Причина: черта характера Кровожадный
[hint_mind_remain_time]"
hint_mind_personality_greedy,"[hint_mind_caption]
Я самый богатый в семье, и нет ничего лучше этого чувства!

Причина: черта характера Жадный, больше всего <hint=hint_resource_rune>Святых Колец</hint> среди членов семьи
[hint_mind_remain_time]"
hint_mind_quality_of_life_high,"[hint_mind_caption]
Я счастлив жить в достатке! Этот город лучший на земле!

Причина: <hint=hint_rich>материальный достаток</hint>"
hint_mind_religious_pain,"[hint_mind_caption]
Я знаю, Святая София любит меня! Эта боль - ее благословение!

Причина: <hint=hint_persons_fanatic>Религиозный фанатик</hint>"
hint_mind_sex_bribe_coercion_dummy,"[hint_mind_caption]
Это недостойно лорда... 

Причина: секс с крестьянином
[hint_mind_remain_time]"
hint_mind_sex_bribe_intimate,"[hint_mind_caption]
Я знаю, {name} был против этого!

Причина: близкий был принужден к сексу
[hint_mind_remain_time]"
hint_mind_sex_bribe_slave,"[hint_mind_caption]
Зато денег теперь хватит надолго...
[hint_mind_remain_time]"
hint_mind_sex_coercion_fail,"[hint_mind_caption]
Мне больно, но моя честь сохранена!
[hint_mind_remain_time]"
hint_mind_sex_coercion_success,"[hint_mind_caption]
Что я мог противопоставить насилию? 
[hint_mind_remain_time]"
hint_mind_sex_orgasm,"[hint_mind_caption]
Уф... Вот это да!
[hint_mind_remain_time]"
hint_mind_sick_was_visit,"[hint_mind_caption]
Когда я <hint=hint_sick>болен</hint>, любое сочувственное слово помогает...
[hint_mind_remain_time]"
hint_mind_slight,"[hint_mind_caption]
{name} делает вид, что меня нет! Это так неприятно!
[hint_mind_remain_time]"
hint_mind_starvation,"[hint_mind_caption]
Я не видел пищи уже несколько дней... Сколько я еще протяну, перед тем, как умереть?

Причина: персонаж не ел уже долгое время.
[hint_mind_remain_time]"
hint_mind_terror,"[hint_mind_caption]
Я боюсь, что буду следующий! 

Причина: <hint=hint_terror>террор</hint> среди этого класса населения
[hint_mind_remain_time]"
hint_mind_toothache,"[hint_mind_caption]
Черт, как же больно!"
hint_mind_try_to_posion_me,"[hint_mind_caption]
Меня пытались отравить! Как хорошо, что эта тварь {name} не разбирается в ядах!

Причина: неудачная попытка отравления персонажа

[hint_mind_remain_time] "
hint_mind_ugly_scars,"[hint_mind_caption]
Я знаю, что уродлив..."
hint_mind_paramour,"[hint_mind_caption]
Хорошо, когда есть любимый человек!"
hint_mind_ex_paramour,"[hint_mind_caption]
Мы больше не вместе!
[hint_mind_remain_time]"
hint_mind_love,"[hint_mind_caption]
{name} - смысл моей жизни!"
hint_mind_refuse_flirt_full,"[hint_mind_caption]
{name}, любовь моей жизни, отказывается пойти на свидание со мной! Мои чувства растоптаны!
[hint_mind_remain_time]"
hint_mind_refuse_flirt,"[hint_mind_caption]
Не очень и хотелось! {name} еще пожалеет!
[hint_mind_remain_time]"
hint_mind_flirt,"[hint_mind_caption]
{name} сегодня будет шептать мои имя! О да! "
hint_mind_convicted_of_adultery,"[hint_mind_caption]
{name}, моя любовь! Как это возможно?!

Причина: партнер изменяет персонажу с {soul_uuid_other}, и персонаж об этом узнал.
[hint_mind_remain_time]"
hint_mind_adultery,"[hint_mind_caption]
Я знаю, я чудовище... {name}, простишь ли ты меня, если я признаюсь?

Причина: изменил партнеру с {soul_uuid_other}
[hint_mind_remain_time]"
hint_mind_suspicion_of_adultery,"[hint_mind_caption]
Мне кажется, что {name} мне изменяет... Нет, я этого не выдержу!

Причина: партнер изменяет персонажу с {soul_uuid_other}, но персонаж не имеет доказательств.
[hint_mind_remain_time]"
hint_mind_restrictions,"[hint_mind_caption]
Никто не имеет права указывать мне что можно а что нельзя!

Причина: ограничение в <hint=hint_dynasty_menu>Меню династии</hint>"
hint_mind_want_to_breakout,"[hint_mind_caption]
Вот бы их всех еще раз увидеть! Но видимо уже придется...
[hint_mind_remain_time]"
hint_mind_breakout_happy,"[hint_mind_caption]
Только бывший пленник понимает это чувство!
[hint_mind_remain_time]"
hint_mind_child_born,"[hint_mind_caption]
Я дал начало новой жизни!
[hint_mind_remain_time]"
hint_mind_meat_eating,"[hint_mind_caption]
О, вкуснятина!

Причина: съел <hint=hint_resource_meat>Мясо</hint>
[hint_mind_remain_time]"
hint_mind_swede_eating,"[hint_mind_caption]
Только свиньи могут прожевать и проглотить это!

Причина: съел <hint=hint_resource_rutabaga>Брюкву</hint>
[hint_mind_remain_time]"
hint_mind_ale_drinking,"[hint_mind_caption]
Вкус на губах - как-будто ангел весной поцеловал! А, и еще немного лесных ягод...

Причина: выпил <hint=hint_resource_ale>Душистый эль</hint>
[hint_mind_remain_time]"
hint_mind_moonshine_drinking,"[hint_mind_caption]
Забористое пойло! Хотя на вкус конечно так себе...

Причина: выпил <hint=hint_resource_moonshine>Самогон</hint>
[hint_mind_remain_time]"
hint_mind_desire_success,"[hint_mind_caption]
Меня переполняет чувство удовлетворения!

Причина: Исполненное <hint=hint_desire>желание</hint>
[hint_mind_remain_time]"
hint_mind_anguished_desire,"[hint_mind_caption]
Я должен это сделать во что бы то ни стало!

Причина: <hint=hint_desire_obsession>одержимость</hint>
[hint_mind_remain_time]"
hint_mind_obsession_desire,"[hint_mind_caption]
Целый день я думаю только об этом. Я сойду с ума, если не исполню задуманное!

Причина: сильная <hint=hint_desire_obsession>одержимость</hint>"
hint_mind_loyalty_low,"[hint_mind_caption]
Мне кажется, меня здесь не ценят... Это мучает меня.

Причина: низкая <hint=hint_loyality>лояльность</hint>"
hint_mind_rescued_from_captivity,"[hint_mind_caption]
Мне казалось, что это конец, но теперь я на свободе!
[hint_mind_remain_time]"
hint_mind_patrolling_fatigue,"[hint_mind_caption]
Устал от патрулирования

Я находился в <hint=hint_persons_guard>патрулировании</hint> всю ночь и очень устал!

<b>Подсказка:</b> Воины назначаются и меняются в патрулях автоматически. Чтобы снизить общую нагрузку, уменьшите количество патрульных в меню <hint=hint_bld_patrol_sign>Баннера патруля</hint>
[hint_mind_remain_time]"
hint_mind_fear_of_death,"[hint_mind_caption]
Я просто крестьянин а не воин! В первой же битве меня убьют!
[hint_mind_remain_time]"
hint_mind_cleaned_from_sin,"[hint_mind_caption]
Епископ отпустил мне грехи и я снова чист перед богиней! 

Спасибо Святой Софии!"
hint_mind_no_weapons,"[hint_mind_caption]
Идти в бой без оружия - это безумие!"
hint_sin_shame,"[hint_mind_caption]
Мне так стыдно за свои грехи перед Матерью Софией!

<b>Подсказка:</b> Исповедуйтесь <hint=hint_bishop>Епископу</hint>, чтобы он отпустил вам грехи через меню Действие персонажа"
hint_mind_no_rings,"[hint_mind_caption]
Мне совсем нечего надеть на пальцы! Я просто чувствую эти презрительные взгляды!

Причина: у персонажа нет Святых Колец.

<b>Подсказка:</b> попросите короля подарить ему кольца."
hint_bandits_profit_premonition,"[hint_mind_caption]
В этом месте есть чем поживиться! "
hint_mind_king_greetings,"[hint_mind_caption]
Всегда рад видеть новое лицо!"
hint_mind_pregnancy_miscarriage,"[hint_mind_caption]
Это тяжело, но я знаю, что мой ребенок на небесах и прислуживает Святой Софии!"
hint_mind_have_friend,"[hint_mind_caption]
Как хорошо, что у меня есть на кого положиться!"
hint_mind_few_fanatics,"[hint_mind_caption]
Вера недостаточно крепка в этом городе... Что делать, чтобы ревностных последователей стало больше?"
hint_mind_separate_living_place,"[hint_mind_caption]
Как хорошо, что я больше не услышу храп соседей и запах их еды!"
hint_mind_captive,"[hint_mind_caption]
Мое будущее в плену не сулит ничего хорошего..."
hint_mind_happy_of_stupidity,"[hint_mind_caption]
Пам-парам-пам-пам! 

Пам-бам!"
hint_mind_disinherited,"[hint_mind_caption]
Я - законный наследник! Я! "
hint_mind_heir_became,"[hint_mind_caption]
В глубине души я всегда знал, что достоин этого!"
hint_mind_my_king_is_saint,"[hint_mind_caption]
Святая София благословила наш город! "
hint_mind_not_enough_equipment,"[hint_mind_caption]
Без оружия я чувствую себя как без одежды!"
hint_mind_swede_typh,"[hint_mind_caption]
Очень сильно болит живот! 

Святая София, молю тебя, помоги мне выжить!

<b>Подсказка:</b> На главной вкладке, в разделе Состояния можно увидеть текущую стадию болезни."
hint_mind_commander_stay_in_back,"[hint_mind_caption]
Командир держится сзади и не рискует жизнью вместе с нами!"
hint_mind_criminal_intimidated,"[hint_mind_caption]
Лучше не совершать ничего незаконного... По крайней мере, пока."
hint_mind_fanatic_service_skip,"[hint_mind_caption]
Я не смог попасть проповедь... Это просто ужасно! Надеюсь, скоро будут построены дополнительный храмы!

Причина: <hint=hint_persons_fanatic>Религиозный фанатик</hint>."
hint_mind_got_title,"[hint_mind_caption]
Я стал настоящим лордом Норланда!"
hint_mind_friend_lost_title,"[hint_mind_caption]
Король отнял у моего друга титул лорда... Что теперь с ним будет?"
hint_mind_sorrow_for_king,"[hint_mind_caption]
Наш повелитель скончался! Что теперь будет с нами? Горе, горе!

Причина: <hint=hint_loyalist>лоялист</hint>"
hint_mind_matriarch_dont_love_king,"[hint_mind_caption]
Говорят, Матриарх недолюбливает нашего короля... Только покаяние может вернуть его в лоно Святой Церкви!

Причина: <hint=hint_persons_fanatic>фанатик</hint>"
hint_mind_prestiged_best,"[hint_mind_caption]
Я счастлив быть членом такой уважаемой и престижной Благородной Семьи! 

Причина: Ваша семья обладает самым высоким рейтингом <hint=hint_prestige>Престижа</hint> среди соседей"
hint_mind_prestiged_worst,"[hint_mind_caption]
Нашу семью никто не уважает... Мы живем в какой-т дыре... Это очень угнетает!

Причина: Ваша семья обладает самым низким рейтингом  <hint=hint_prestige>Престижа</hint> среди соседей"
hint_mind_successful_king,"[hint_mind_caption]
Наш король всегда достигает чего хочет! Все соседи нам завидуют!

Причина: король удовлетворил свои амбиции"
hint_mind_spirit_of_freedom,"[hint_mind_caption]
После многих лет свободы в лесу казарма угнетает!

Причина: бывший лесной бандит на службе в армии"
hint_mind_under_culture_terror,"[hint_mind_caption]
Людей моей культуры уничтожают! За что?

Причина: начат террор против данной культуры."
hint_mind_best_culture_gwelts,"[hint_mind_caption]
Наш король понимает толк в войне! Как истинный Кайден, горжусь им!

Причина: ценности <hint=hint_culture_gwelts>Кайден</hint>"
hint_mind_best_culture_tanaia,"[hint_mind_caption]
Матриарх считает наш город праведным... Что может быть лучше для души настоящего танайя?

Причина: ценности <hint=hint_culture_tanaya>Танайя</hint>"
hint_mind_best_culture_makha,"[hint_mind_caption]
Жить в самом престижном городе, и чтобы соседи нам завидовали... Я, как Макха, не могу не радоваться этому.

Причина: ценности <hint=hint_culture_makha>Макха</hint>"
hint_mind_best_culture_voruns,"[hint_mind_caption]
Как много людей вокруг... Сердце каждого Варна наполняется радостью от этого!

Причина: ценности <hint=hint_culture_voruns>Варна</hint>"
hint_worst_culture_gwelts,"[hint_mind_caption]
Наша армия так мала, что побить ее сможет кучка пленников! Что за позор!

Причина: ценности <hint=hint_culture_gwelts>Кайден</hint>"
hint_worst_culture_tanaya,"[hint_mind_caption]
Как много грешников в этом городе, что Матриарх так нас не любит? Очень тревожно...

Причина: ценности <hint=hint_culture_tanaya>Танайя</hint>"
hint_worst_culture_makha,"[hint_mind_caption]
Это не город, а провинциальная дыра. Мне стыдно говорить где я живу.

Причина: ценности <hint=hint_culture_makha>Макха</hint>"
hint_worst_culture_voruns,"[hint_mind_caption]
Нас совсем мало. Неужели король не понимает к чему это ведет?

Причина: ценности <hint=hint_culture_voruns>Варнов</hint>"
hint_king_other_culture,"[hint_mind_caption]
Как можно спокойно спать, когда эти у власти? 

Причина: правитель принадлежит к другой культуре."
hint_mind_fight_for_freedom,"[hint_mind_caption]
За свободу!!!"
hint_mind_too_many_xeno_culture,"[hint_mind_caption]
Они повсюду! Им нельзя доверять, и это плохо кончится!

Причина: культурная ксенофобия"
hint_mind_too_many_gwelts,"[hint_mind_caption]
Они повсюду! Им нельзя доверять, и это плохо кончится!

Причина: культурная ксенофобия"
hint_mind_too_many_tanaya,"[hint_mind_caption]
Они повсюду! Им нельзя доверять, и это плохо кончится!

Причина: культурная ксенофобия"
hint_mind_too_many_makha,"[hint_mind_caption]
Они повсюду! Им нельзя доверять, и это плохо кончится!

Причина: культурная ксенофобия"
hint_mind_too_many_voruns,"[hint_mind_caption]
Они повсюду! Им нельзя доверять, и это плохо кончится!

Причина: культурная ксенофобия"
hint_mind_unfinished_ambition,"[hint_mind_caption]
Нереализованные амбиции жгут душу... Неужели я настолько ничтожен?"
hint_mind_hopes_for_the_future,"[hint_mind_caption]
Я уверен, наш благородный дом ждет великое будущее! 

Причина: основание города."
hint_king_cursed,"[hint_mind_caption]
Наш правитель проклят! Матриарх ненавидит его! 

Причина: персонаж переживает что <hint=hint_relations_matriarch>Матриарх</hint> враждебно относится к королю."
hint_mind_loyalist_in_battle,"[hint_mind_caption]
Готов умереть за короля!!!

Причина: <hint=hint_loyalist>лоялист</hint>"
hint_mind_kaiden_brave_king,"[hint_mind_caption]
Наш король ведет себя как настоящий отважный <hint=hint_culture_gwelts>кайден</hint>! Это мне по нраву!

Причина: совпадение ценностей персонажа (кайден) и агрессивной политики короля."
hint_mind_varns_peace_king,"[hint_mind_caption]
Наш король ценит мир, как настоящий <hint=hint_culture_voruns>варн</hint>... Храни его София!

Причина: совпадение ценностей персонажа (варн) и мирной политики короля."
hint_mind_tanaya_puppet_king,"[hint_mind_caption]
Наш король интригует, как настоящий <hint=hint_culture_tanaya>танайя</hint>... Настоящее величие!

Причина: совпадение ценностей персонажа (танайя) и хитроумной политики короля."
hint_mind_makha_trader_king,"[hint_mind_caption]
Наш король торгует с соседями, как настоящий <hint=hint_culture_makha>макха</hint>... Он знает толк в деньгах!

Причина: совпадение ценностей персонажа (макха) и торговой политики короля."
hint_mind_many_gaidjins,"[hint_mind_caption]
Чужеземцы почти вытеснили нас из этого города! А ведь это наша земля!

Причина: представителей изначальной культуры стало меньше половины от общего числа жителей провинции"
hint_mind_hated_culture_punished,"[hint_mind_caption]
Они заслужили это! Так и надо!

Причина: представители ненавидимой культуры подверглись террору"
hint_mind_feeling_of_freedom,"[hint_mind_caption]
Свобода близка!"
hint_mind_joy_of_riots,"[hint_mind_caption]
Круши! Ломай! Поджигай!"
hint_slave_soldiers_1,"[hint_mind_caption]
Так много воинов вокруг... Нечего и надеяться на побег.

Причина: подавляющее волю соотношение количества солдат и пленников."
hint_slave_soldiers_2,"[hint_mind_caption]
Я чувствую что за мной везде наблюдают!

Причина: подавляющее волю соотношение количества солдат и пленников."
hint_slave_soldiers_3,"[hint_mind_caption]
Кажется, нас плохо охраняют...

Причина: соотношение количества солдат и пленников."
hint_slave_soldiers_4,"[hint_mind_caption]
Что если устроить побег?

Причина: соотношение количества солдат и пленников."
hint_slave_soldiers_5,"[hint_mind_caption]
Мы превосходим воинов численностью!

Причина: соотношение количества солдат и пленников."
hint_mind_cholera,"[hint_mind_caption]
Проклятая оспа... Как больно!

Даже если я выживу и не ослепну, останутся эти проклятые шрамы!

<b>Подсказка:</b> На главной вкладке, в разделе Состояния можно увидеть текущую стадию болезни."
hint_mind_battle_squad_command_unhappy,"[hint_mind_caption]
Ненавижу воевать и командовать! От насилия одно только зло! 

Причина: <hint=hint_pacifist>Пацифист</hint>"
hint_mind_retreat_from_battle,"[hint_mind_caption]
Мы испугались противника... Какой позор!

Причина: Отступление перед боем."
hint_mind_king_apostate,"[hint_mind_caption]
Наш король обезумел, и бросил вызов власти Матриарха!

Инквизиция сожжет этот город до тла, и мы будем гореть в аду!

Причина: Коронация императора"
hint_mind_we_cursed,"[hint_mind_caption]
Король решил бросить вызов Церкви и провозгласил себя новым императором.

Что ж, нас всех ждет смерть! Надеюсь, обойдется без вечных мук...

Причина: Реакция <hint=hint_persons_agnostic>агностика</hint> на коронацию императора."
hint_mind_fear_of_church,"[hint_mind_caption]
Любимый король наконец решился провозгласить себя императором! Я ждал этого всю жизнь!

Правда, Инквизиция скорее всего перебьет всех нас... Но небольшая надежда есть!

Причина: Реакция <hint=hint_loyalist>лоялиста</hint> на коронацию императора."
hint_mind_king_is_prophet,"[hint_mind_caption]
Наш святой король провозгласил себя императором!

Раз он не боится Инквизиции, значит он истинный пророк, за которого я готов умереть!

Причина: Реакция <hint=hint_persons_fanatic>лоялиста</hint> на коронацию святого императора."
hint_mind_good_events,"[hint_mind_caption]
Хорошие события радуют"
hint_mind_bad_events,"[hint_mind_caption]
Плохие события заставляют грустить"
hint_mind_lord_terrored,"[hint_mind_caption]
Приятно, когда король придерживается справедливости для всех! 

<b>Причина:</b> Король наказывает лордов."
hint_mind_survived_the_fire,"[hint_mind_caption]
Я был на волосок от ужасной смерти! До сих пор чувствую запах гари! Это ужасно!

<b>Причина:</b> Пережил пожар"
hint_MORAL_DEBUFF,"~
Влияние на настроение: 
<red>{debuff}</red>"
hint_desire_granted,"Желание выполнено
Персонаж наслаждается чувством достигнутой цели.

Влияние на настроение: 
<green>{buff}</green>

Это чувство мимолетно, и следующее желание можно ожидать уже через несколько дней."
hint_wish_learn_combat,"Научиться драться
Персонаж хочет научиться лучше сражаться, так как его навыки боя сильно отличаются от остальных лордов.

[hint_MORAL_DEBUFF]

Желание будет выполнено, когда у персонажа будет уровень навыка Боя <hint=hint_skill_combat>{required_skill_level}</hint> или более.

[hint_its_a_dream]"
hint_wish_learn_manners,"Научиться манерам
Персонаж хочет быть более манерным, так как его манеры сильно отличаются от остальных лордов.

[hint_MORAL_DEBUFF]

Желание будет выполнено, когда у персонажа будет уровень навыка Манеры <hint=hint_skill_manners>{required_skill_level}</hint> или более.

[hint_its_a_dream]"
hint_wish_more_knowledge,"Углубить знания
Персонаж хочет углубить свои знания в навыке {skill} и поднять его уровень до {lvl}

[hint_MORAL_DEBUFF]

Желание будет выполнено, когда у персонажа будет уровень навыка {skill} {lvl} или более

[hint_its_a_dream]"
hint_wish_homeless,"Хочу жить в доме
Персонаж переживает из-за того, что у него нет своего дома.

[hint_MORAL_DEBUFF]

Желание будет выполнено, когда у персонажа будет дом.

[hint_its_a_obsession]"
hint_wish_small_amount_of_rings,"Меньше всех колец
Персонаж переживает из-за того, что у него меньше всего колец в городе.

[hint_MORAL_DEBUFF]

Желание будет выполнено, когда у персонажа будет больше всех колец.

[hint_its_a_obsession]"
hint_wish_small_amount_of_bandits,"Менее 5-ти преступников в городе
Короля беспокоит высокая преступность.

[hint_MORAL_DEBUFF]

Желание будет выполнено, количество преступников будет 5 или меньше.

[hint_its_a_dream]"
hint_see_loved_one,"Желание увидеть близкого
Персонаж очень сильно скучает по {soul_uuid_target}.

[hint_MORAL_DEBUFF]

Желание будет выполнено, когда персонаж, по которому скучает скучающий вернётся домой.

[hint_its_a_obsession]"
hint_wish_sex,"Желание провести ночь
Персонаж влюблен и страстно хочет провести ночь с {soul_uuid_target}.

[hint_MORAL_DEBUFF]

Вы можете по-разному помочь с исполнением этого желания: 
$ Улучшить отношения предложив провести время вместе или отправив их на охоту, 
$ ...или просто соблазнить.
{optional_monogam_warning}
[hint_its_a_dream]"
hint_wish_sex_with_anybody,"Желание провести ночь
Персонаж очень давно не имел интимной близости и сильно хочет провести с кем-то ночь.

[hint_MORAL_DEBUFF]

$ Вы можете использовать действие Соблазнить между ним и другим лордом
$ Или вы можете подкупить крестьянина

[hint_its_a_obsession]"
hint_wish_king,"Желание короны
Персонажем завладела жажда трона. Он ненавидит {soul_uuid_target}, так как видит в этом персонаже соперника в борьбе за власть.

Все закончится с коронацией нового короля.

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_wish_hunt,"Желание сходить на охоту
Персонаж очень хочет сходить на охоту

[hint_MORAL_DEBUFF]

[hint_its_a_dream]"
hint_wish_20rings,"Желание Святых Колец
Персонаж ощущает себя бедным и мечтает владеть хотя бы {count} <hint=hint_resource_rune>Святыми кольцами</hint>. 

[hint_MORAL_DEBUFF]

Попробуйте его наградить, или, например, отправьте в соседний город поиграть в кости.

[hint_its_a_obsession]"
hint_wish_rest,"Желание отдохнуть
Персонаж очень <hint=hint_th_fatigue>устал</hint> и хочет отдохнуть.

[hint_MORAL_DEBUFF]

Чтобы помочь ему:
$ Освободите его от задач вроде <hint=hint_inspection>инспекций</hint> и <hint=hint_action_task_lesson>обучения</hint>
$ Проследите, чтобы на складе было <hint=hint_resource_beer>Пиво</hint>, которое отлично снимает усталость.

[hint_its_a_dream]"
