Key,Spanish
hint_ai_vassalite_fail_letter_1,"~
¡Veo que te faltan enemigos jurados desesperadamente! ¿Realmente creías que podrías proteger a ese miserable de mi autoridad como soberano? ¡Tu fracaso servirá a otros como doloroso recordatorio de que enfrentarse a mí es el summum de la insensatez!"
hint_ai_vassalite_fail_letter_2,"~
Has mostrado insensatez, y también has exhibido tu cobardía en el campo de batalla ante los ojos de todos nuestros vecinos. Someter a quien yo elija es mi derecho soberano, y harías bien en recordarlo."
hint_ai_destroy_description,"Amenaza de aniquilación
{optional_type_of_danger}

Por la presente, {soul_uuid_king}, monarca de {faction_uuid}, busca ayuda de todos los vecinos que estén dispuestos a apoyarlo.

Puedes enviar a tu ejército para ayudar a defender {faction_uuid} de su completa destrucción.

<b>Consecuencias</b>
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
hint_ai_destroy_success,"~
{soul_uuid_king} se ha alzado con la victoria y ha defendido su vida y su provincia."
hint_ai_destroy_fail,"~
La derrota de {soul_uuid_king} ha sido dolorosa. Su familia ha quedado destruida, y su ciudad, arrasada."
hint_ai_destroy_success_letter_1,"~
¡Es una acción poco frecuente en estos tiempos ayudar a un vecino cuyo reino está en peligro! Te agradezco que hayas salvado mi hogar de una destrucción segura."
hint_ai_destroy_success_letter_2,"~
No solo te has aliado con mi enemigo, ¡sino que también has mostrado al mundo tu cobardía como guerrero! Tu derrota de hoy es solo el preludio. Me esforzaré en dejarte sin un solo guerrero."
hint_ai_destroy_fail_letter_1,"~
No solo te has puesto del lado de mi enemigo, sino que también has mostrado al mundo tu cobardía como guerrero. Tu derrota de hoy es solo el comienzo. Haré todo lo posible para asegurarme de que no quede un solo guerrero a tu lado."
hint_ai_destroy_fail_letter_2,"~
¡Nadie osa aliarse con mi enemigo y queda impune! El hecho de que ibas a perder esta batalla era tan obvio que me hace cuestionar tu cordura."
hint_ai_maroder_description,"Merodeadores en las inmediaciones
{optional_type_of_danger}

Por la presente, el monarca {soul_uuid_king} solicita ayuda a todos los vecinos que puedan prestársela.

Y dado que los merodeadores son <hint=hint_cainism>herejes cainitas</hint>, la <hint=hint_sofia_cult>Iglesia</hint> bendice abiertamente sinceridad esta acción.

<b>Consecuencias</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_maroder_success,"~
Has derrotado a la escuadra de merodeadores. El pueblo de {soul_uuid_king} está a salvo."
hint_ai_maroder_fail,"~
La escuadra de merodeadores te ha infligido una derrota, pero {soul_uuid_king} te agradece la intentona."
hint_ai_maroder_success_letter_1,"~
¡Solo un guerrero valiente como tú podía enfrentarse a estos merodeadores! Has salvado multitud de almas inocentes de la muerte y la esclavitud, y estaré en deuda contigo hasta el fin de mis días. ¡Muchas gracias!"
hint_ai_maroder_success_letter_2,"~
Si no fuera por tu ayuda, estos merodeadores habrían destruido todo mi asentamiento. ¡Que santa Sophia os proteja a ti y a tu familia en todo momento!"
hint_ai_maroder_fail_letter_1,"~
Lamento sinceramente que tú y tus guerreros hayáis sufrido a manos de estos despiadados merodeadores. Al fin y al cabo, soy yo el responsable de todo esto, fui yo quien te llamó en busca de ayuda. ¡Gracias, querido vecino, por tu valioso apoyo!"
hint_ai_maroder_fail_letter_2,"~
Te agradezco que hayas respondido a mi llamada de ayuda. Me apena ver el daño que han sufrido tus guerreros a manos de estos impíos merodeadores. ¡Eres un verdadero amigo!"
hint_ai_forest_danger_success,"~
{soul_uuid_king} se ha alzado con la victoria y ha defendido su ciudad."
hint_ai_forest_danger_fail,"~
{soul_uuid_king} ha sufrido una derrota y han saqueado su ciudad."
hint_ai_forest_danger_success_letter_1,"~
Créeme, no soy de los que dispensan palabras de gratitud a la ligera. Me ayudaste en un momento de gran dificultad. Tus guerreros mostraron auténtico valor y coraje. Gracias. Que sepas que tales acciones no se olvidan así como así."
hint_ai_forest_danger_success_letter_2,"~
Me ayudaste a defenderme del enemigo, y esto te honra enormemente. Muchos vecinos visitan felizmente mi provincia para la divertirse y cazar, pero casi ninguno respondió cuando necesitaba ayuda. ¡Gracias!"
hint_ai_forest_danger_fail_letter_1,"~
La naturaleza no me bendijo con elocuencia, pero mis acciones expresan mi gratitud. Mostraste valentía al acudir en mi ayuda. Es cierto, perdimos y sufrimos bajas, pero tus actos brillan deslumbrantes a pesar de la derrota."
hint_ai_forest_danger_fail_letter_2,"~
No estoy acostumbrado a rebajarme ni a dar las gracias a aquellos más débiles que yo. Sin embargo, el sentido de la justicia no me es ajeno, y te expreso mi gratitud por la ayuda que brindaste."
hint_player_city_danger,"Peligro de saqueo
{optional_type_of_danger}

{optional_possible_helpers}"
hint_general_conflict_makha,"~

Como es típico en los makha, {soul_uuid_king_1} está extremadamente molesto porque {soul_uuid_king_2} parece no tener prisa en devolver el oro que le ha prestado.

{soul_uuid_king_2}, por su parte, cree que tal mezquindad daña la imagen del conjunto de las casas nobles ante los campesinos. Promete devolver la deuda tan pronto como pueda."
hint_general_conflict_kaiden,"~

{soul_uuid_king_1} pertenece a la cultura kaiden, donde la lealtad es la virtud más elevada, por lo que cree que {soul_uuid_king_2} debería entregarle al señor fugitivo.

{soul_uuid_king_2}, que ha dado refugio al fugitivo, cree que los señores no son esclavos y tienen derecho a elegir a qué casa noble unirse."
hint_general_conflict_fanatic,"~

{soul_uuid_king_1} es un fanático, por lo que es importante para él que sus vecinos sean devotos, pero {soul_uuid_king_2} no presta la suficiente atención a la fe ni a la construcción de templos. Solo la Iglesia puede salvar a Norland de caer en la oscuridad; que nadie se olvide de eso.

{soul_uuid_king_2} cree que es cosa suya el modo de conducirse, y nadie puede dictar sus actos."
hint_general_conflict_terror,"~~

{soul_uuid_king_1} se ha enterado de que su vecino {soul_uuid_king_2} ha sembrado el terror entre los campesinos de su cultura en su ciudad. Exige que esto termine de inmediato.

{soul_uuid_king_2} cree que el modo en que gobierna su reino es un asunto personal, y que el uso de estas medidas extremas está justificado."
hint_general_conflict_description,"Conflicto entre vecinos
Ha surgido un conflicto entre los monarcas {soul_uuid_king_1} y {soul_uuid_king_2} de {faction_uuid_2}.
{optional_conflict_theme}

{soul_uuid_king_1} te pide que declares públicamente tu posición en esta disputa.

<b>Consecuencias</b>
$ Apoyar a un bando mejorará tu relación con él en <green>{support_buf}</green> y empeorará la relación con su oponente en <red>{suppport_debuf}</red>."
hint_general_conflict_description_suport,"Apoyar a {soul_uuid_king_name}
Declaras públicamente que {soul_uuid_king} de {faction_uuid} tiene razón en la disputa y que lo apoyas.

<b>Consecuencias</b>
$ {soul_uuid_king}: relación <green>{support_buf}</green>
$ {soul_uuid_king_other}: relación <red>{suppport_debuf}</red>"
hint_general_conflict_description_succcess,"~
<b>Consecuencias</b>
$ {soul_uuid_king} está satisfecho con que la justicia se haya impuesto. Relación <green>{support_buf}</green>
$ {soul_uuid_king_other} te considera un cobarde indecente. Relación <red>{suppport_debuf}</red>"
hint_general_conflict_description_ignore,"~
Ambas partes en la disputa te consideran un cobarde en quien no se puede confiar.

<b>Consecuencias</b>
$ {soul_uuid_king_1}: relación <red>{ignor_def}</red>
$ {soul_uuid_king_2}: relación <red>{ignor_def}</red>
"
hint_general_conflict_success_letter_1,"~
Nunca olvidaré la ayuda que me has prestado en un momento de necesidad. El rencor me mete en conflictos, pero también me obliga a recordar los actos de bondad. Desde este momento, puedes contar con mi apoyo."
hint_general_conflict_success_letter_2,"~
Sé que los tiempos son difíciles, y que cada guerrero cuenta. Esto hace que la ayuda que has proporcionado sea aún más valiosa. Gracias, y si alguna vez necesitas ayuda, responderé en cuanto me lo pidas."
hint_general_conflict_fail_letter_1,"~
¿Hay un vicio peor que la cobardía? Estás mejor preparado para gobernar un chiquero que un reino. Los tiempos difíciles siempre llegan, y entonces pagarás por tu pusilanimidad.
"
hint_general_conflict_fail_letter_2,"~
Te he llamado en busca de ayuda, ¿y qué veo? Pareces temeroso hasta de acercarte al pecho de tu madre. Por eso te has vuelto tan apocado como una liebre ante un cazador. ¡Has de saber que no olvidaré esta afrenta!"
hint_general_conflict_ignore_letter_1,"~
¿Te piden que elijas un bando en el conflicto, y te escondes bajo las faldas de una mujer? ¿Cómo se puede confiar en alguien tan cobarde? ¡Ni se te ocurra pedirme ayuda!"
hint_general_conflict_ignore_letter_2,"~
No importa si ha sido la indecisión o la cobardía lo que te ha guiado; para mí, es lo mismo. He pedido tu apoyo en este conflicto, y ahora sé con qué tipo de persona estoy lidiando. Has perdido mi confianza para los restos."
hint_running_lord_description,"Señor a la fuga
El anciano de la aldea informa de que tienen a un señor, {soul_uuid}, de la provincia de {faction_uuid}, que desea unirse a tu familia y solicita humildemente un título.

No desea explicar por qué se ha ido de {faction_uuid}, pero claramente ha habido un conflicto, por lo que {soul_uuid_king} no estará muy contento si lo aceptas.

El señor se quedará en tu aldea durante unos días antes de partir.

<b>Consecuencias</b>
$ {soul_uuid} se unirá a tu familia y recibirá un título.
$ {soul_uuid_king}: relación <red>{der}</red>"
hint_running_lord_invite,"Invitar al señor
Invitas al señor fugitivo a tu familia noble.

<b>Consecuencias:</b>
$ {soul_uuid} se unirá a tu familia y recibirá un título.
$ {soul_uuid_king}: relación <red>{der}</red>"
hint_running_lord_success,"~
$ {soul_uuid} está encantado de unirse a tu familia. Promete ser leal.
$ {soul_uuid_king}: relación <red>{der}</red>"
hint_running_lord_ignore,"~~
{soul_uuid} ha dejado tus tierras sin esperar una invitación. Lo más probable es que se convierta en un señor libre."
hint_running_lord_success_letter_1,"~
Este traidor se merecía el exilio, pero en lugar de vagar y vivir en la indigencia, le has otorgado un título. ¿La amistad entre nuestros reinos te importa, pues, tan poco como la carne podrida? Bueno, has tomado tu decisión."
hint_running_lord_ignore_letter_1,"~
Tu acción es encomiable. Aplaudo tu decisión de no otorgar un título a ese sinvergüenza. Me ha traicionado y se merecía una soga alrededor del cuello. Solo la lástima ha hecho que lo dejara ir."
hint_lord_rebel_offer_context,"Invitar a tu familia
El coste dependerá de la diferencia entre las habilidades del que realiza la acción y las del objetivo, además de las habilidades del señor invitado.
{skill_name} de {soul_uuid_performer} a nivel {skill_level}.
{skill_name} de {soul_uuid_lord} a nivel {target_skill_level}.

Coste final: <hint=hint_resource_rune>{offer_cost}</hint> {price_change_percent}

{soul_uuid_lord} se unirá a tu familia noble.

$ Relaciones con {soul_uuid_king}: <red>{rel_de}</red>"
hint_lord_rebel_description,"Señor listo para partir
Se rumorea que {soul_uuid_lord} planea dejar su casa noble y está esperando invitaciones de otros monarcas.

Puedes intervenir ofreciéndole al señor <hint=hint_resource_rune>anillos sagrados</hint> para animarlo a unirse a la tuya, pero esto empeorará tus relaciones con su actual monarca, {soul_uuid_king}.

Consecuencias:
$ {soul_uuid_lord} se unirá a tu familia noble.
$ La relación con {soul_uuid_king} se deteriorará: <red>{rel_de}</red>

[hint_SENDER]"
hint_lord_rebel_offer,"Invitar a unirse
Ofrece a {soul_uuid_lord} <hint=hint_resource_rune>anillos sagrados</hint> y el señor se unirá a tu familia noble.

$ La relación con {soul_uuid_king} se deteriorará: <red>{rel_de}</red>"
hint_lord_rebel_success,"¡Bienvenido sea el nuevo señor!
{soul_uuid_lord} se ha unido a tu casa noble.

$ Relación con {soul_uuid_king}: <red>{rel_de}</red>"
hint_lord_rebel_success_letter_1,"~
Veo cuán hábilmente has atraído a {rebel_name} a tu lado. Hemos tenido nuestras diferencias, pero entrometerse en nuestros asuntos no venía a cuento. Hay que mostrar más respeto por los vecinos."
hint_lord_rebel_success_letter_2,"~
Te escribo para anunciarte que tu interferencia me ha consternado. Sé que {rebel_name} se ha unido a tus filas. Aunque la pérdida no es sustancial, te pido amablemente que te abstengas de tales intervenciones en el futuro."
hint_neutralise_lord_description,"Orden de neutralización
{soul_uuid_king} está en una situación comprometida con sus vecinos de {faction_uuid_target}. Planea iniciar una guerra pronto, y le beneficiaría mucho que uno de los señores clave del enemigo, {soul_uuid_target} de {faction_uuid_target}, desapareciera.

Para tal fin, está dispuesto a ofrecer una recompensa de <hint=hint_resource_gold>{price}</hint> y su gratitud eterna.

Eres libre de elegir el método de neutralización, ya sea matándolo (ya sea en batalla o en un duelo) o secuestrándolo, pero también debes estar preparado para las consecuencias.

Es necesario capturar o asesinar al objetivo.

<b>Consecuencias:</b>
$ Recibirás <hint=hint_resource_gold>{price}</hint>.
$ <b>Habrá consecuencias negativas</b> en función del método que elijas.
$ Relación con {soul_uuid_king}: <green>{rel_buff}</green>"
hint_neutralise_lord_success,"~
Todo ha salido bien, y {soul_uuid_target} ha dejado de ser una amenaza. {soul_uuid_king} te está muy agradecido.

<b>Consecuencias:</b>
$ Recibes <hint=hint_resource_gold>{price}</hint>.
$ Relación con {soul_uuid_king}: <green>{rel_buff}</green>"
hint_neutralise_lord_success_letter_1,"~
Me has hecho un gran favor al eliminar a ese señor. Cumpliré mi palabra, y la recompensa será tuya. Espero que este no sea nuestro último trato mutuamente beneficioso. Y recuerda, ¡ni una palabra a nadie!"
hint_neutralise_lord_success_letter_2,"~
Así es como deben manejarse los asuntos. Mi confianza en ti estaba completamente justificada, me has quitado de en medio a ese señor. Gente como tú merece una recompensa en consonancia. Tengo varios defectos, pero la avaricia no es uno de ellos. ¡Y confío en que mantendrás nuestros asuntos en secreto!"
hint_vassal_tribute,"~
$ La cantidad de tributo será: <hint=hint_resource_gold>{tax_amount}</hint>"
hint_player_ask_for_vassal,"Solicitas a {soul_uuid_king} que se convierta en tu <hint=hint_vassal>soberano</hint>. Sin embargo, puede negarse si a tu monarca lo odian demasiados vecinos (más de dos)."
hint_player_ask_for_vassal_successful,"~
Te has convertido en <hint=hint_vassal>vasallo</hint>.

Ahora {soul_uuid_king} es tu soberano.

¡Sírvele fielmente!

[hint_vassal_tribute]"
hint_player_ask_for_vassal_fail,"~
{soul_uuid_king} ha rechazado convertirse en tu soberano, porque cree que crearía demasiados problemas con las facciones vecinas."
hint_player_ask_for_vassal_success_letter_1,"~
Tu sabiduría te honra. Al convertirte en mi vasallo, asegurarás tu protección, un valor que pocos comprenden realmente en nuestros tiempos. Muy bien, acepto."
hint_player_ask_for_vassal_fail_letter_1,"~
Buscas el vasallaje por desesperación. Los enemigos te rodean, y ten esto en cuenta: si acepto, también se convertirán en mis enemigos. Te aconsejo que mejores tus relaciones con ellos primero, y luego busques ayuda."
hint_player_break_vassal,"Liberar al vasallo
Tu soberanía sobre {soul_uuid_king} se ha disuelto, y esta facción dejará de ser tu <hint=hint_vassal>vasalla</hint>."
hint_player_break_vassal_successful,"~
Has terminado la relación, y {soul_uuid_king} ya no es tu <hint=hint_vassal>vasallo</hint>."
hint_king_vassal,"[hint_DESCRIPTION]
{soul_uuid_king} cree que, en la situación actual, lo mejor sería que te convirtieras en su <hint=hint_vassal>vasallo</hint>.

$ Tienes <b>2 días</b> para sopesar la oferta.
$ Si ignoras la propuesta, {soul_uuid_king} intentará poner a prueba tu fuerza en unos días.
$ Si este ataque a tu ciudad tiene éxito y arrasa tu salón de reuniones, se te considerará vasallo de {soul_uuid_king}.
{optional_player_is_vassal}
{optional_possible_helpers}

[hint_SENDER]"
hint_king_accept_demand,"Aceptar
Aceptas convertirte en su <hint=hint_vassal>vasallo</hint>.
{optional_player_is_vassal}

[hint_vassal_tribute]"
hint_king_accept_demand_success,"~
Te has convertido en <hint=hint_vassal>vasallo</hint>.

Ahora {soul_uuid_king} es tu soberano.

¡Sírvele fielmente!
{optional_player_ex_sir_result}

[hint_vassal_tribute]"
hint_king_ignore,"~
Has ignorado el ofrecimiento, y en unos días, {soul_uuid_king} intentará poner a prueba tu fuerza.

Si este ataque a tu ciudad tiene éxito y arrasa tu salón de reuniones, el reino entero te tendrá por <hint=hint_vassal>vasallo</hint> de {soul_uuid_king}."
hint_king_coward,"~
{soul_uuid_king} ha cambiado de opinión y ha decidido no atacar tu asentamiento, ya que teme la <hint=hint_army_power>fuerza</hint> de tu ejército.

Ahora quedará retratado como un cobarde."
hint_king_accept_demand_success_letter_1,"~
Has tomado una decisión sabia al convertirte en mi vasallo. A cambio de un pequeño tributo, te proporciono protección. ¿Qué más podrías desear?"
hint_king_accept_demand_success_letter_2,"~
Muchos consideran vergonzoso convertirse en vasallo, pero ¿no es ventajoso para ti comprar mi protección a cambio de un tributo modesto? Has tomado la decisión correcta dejando la guerra a quienes la entienden."
hint_king_ignore_letter_1,"~
¡Qué insensatas pueden ser las personas! ¿Has rechazado convertirte en mi vasallo y piensas que lo dejaré pasar? ¡Lo que no se me da voluntariamente lo tomo por la fuerza!"
hint_king_ignore_letter_2,"~
Te he ofrecido un trato justo. Convertirte en mi vasallo es un gran honor para muchos. Has elegido desafiarme. Bueno, has tomado una decisión y yo actuaré en consecuencia."
hint_king_coward_letter_1,"~
La fortuna te sonríe, me han surgido asuntos más urgentes que castigar a un vecino altivo. Por ahora, ¡te dejo vivir en paz!"
hint_king_coward_letter_2,"~
Te habría castigado por tu desafío, pero la Sagrada Madre Sophia se me ha aparecido en un sueño y me ha prohibido hacerlo. ¡Tienes suerte!"
hint_king_vassal_lite,"[hint_DESCRIPTION]
{soul_uuid_king} cree que, en la situación actual, lo mejor sería que te convirtieras en su <hint=hint_vassal>vasallo</hint>.

Tienes <b>2 días</b> para sopesar la oferta.

$ Si ignoras la propuesta, {soul_uuid_king} lo considerará un acto de insolencia, y su relación contigo se deteriorará en <red>{king_de}</red>.

[hint_SENDER]"
hint_king_lite_ignore,"~
Has ignorado el ofrecimiento.

$ Relación con {soul_uuid_king}: <red>{king_de}</red>"
hint_king_lite_ignore_letter_1,"~
No estoy acostumbrado a recibir la callada por respuesta, especialmente en asuntos de autoridad. Has mostrado un desdén descarado, ¡y se te tratará en consecuencia!"
hint_king_lite_ignore_letter_2,"~
¿Rechazas convertirte en mi vasallo? Para querer enemigos como yo, debes considerarte inmortal. Bueno, llegará el momento en que lo probemos en la práctica."
hint_demand_vassal_fair_conditions,"~
$ Si el gobernante no acepta someterse en 3 días, deberás atacar la ciudad.
$ Si sales victorioso, esta facción se convertirá en tu vasalla por la fuerza.
$ Si el gobernante se niega, pero no atacas su ciudad, se te verá como un cobarde."
hint_demand_vassal_fair,"Demandar vasallaje
Desafías la autoridad de {soul_uuid_king} y exiges que se convierta en tu <hint=hint_vassal>vasallo</hint>.
{optional_conditions}

En cualquier caso, se trata de una acción agresiva:
{optional_attack_on_vassal_or_ally}
{optional_change_relations_with_owner}
$ Relación con los vecinos: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Relación con la matriarca: <red>{demand_vassal_fair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]
{optional_duty_of_honor}"
hint_demand_vassal_fair_success,"~
Has desafiado la autoridad de {soul_uuid_king} y pronto recibirás una respuesta.

{optional_attack_on_vassal_or_ally}
$ Relación con {soul_uuid_king}: <red>{demand_vassal_fair_rel_de}</red>
$ Relación con los vecinos: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Relación con la matriarca: <red>{demand_vassal_fair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_demand_vassal_fair_relations,"~
$ Relación con {soul_uuid_king}: <red>{demand_vassal_fair_rel_de}</red>"
hint_demand_vassal_unfair,"Ofrecer vasallaje
Desafías la autoridad de {soul_uuid_king} y exiges que se conviertan en tu <hint=hint_vassal>vasallo</hint>.

$ Si no acepta someterse en 3 días, deberás atacar su ciudad.
$ Si sales victorioso, se convertirá en tu vasallo por la fuerza.
$ Si te rechaza y no atacas su ciudad, se te verá como un cobarde.

ADVERTENCIA: dado que tienes una buena relación (por encima de <green>+15</green>) con el gobernante de este asentamiento, tal agresión será vista como un acto <red>traicionero</red>.

{optional_attack_on_vassal_or_ally}
$ Relación con {soul_uuid_king}: <red>{demand_vassal_rel_de}</red>
$ Relación con los vecinos: <red>{demand_vassal_rel_neigh_de}</red>
$ Relación con la matriarca: <red>{demand_vassal_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_demand_vassal_unfair_success,"~
Has desafiado la autoridad de {soul_uuid_king} y pronto recibirás una respuesta.

{optional_attack_on_vassal_or_ally}
$ Relación con {soul_uuid_king}: <red>{demand_vassal_rel_de}</red>
$ Relación con los vecinos: <red>{demand_vassal_rel_neigh_de}</red>
$ Relación con la matriarca: <red>{demand_vassal_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_demand_vassal_fair_consequences,"~
{optional_attack_on_vassal_or_ally}
$ Relación con los vecinos: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Relación con la matriarca: <red>{demand_vassal_fair_matriarch_rel_de}</red>"
hint_demand_vassal_wait,"Esperando una respuesta
{soul_uuid_king} está sopesando tu ofrecimiento de convertirse en tu <hint=hint_vassal>vasallo</hint>
. Pronto te dará una respuesta."
hint_demand_vassal_success,"~
{soul_uuid_king} ha decidido aceptar tu ofrecimiento y se ha convertido en tu <hint=hint_vassal>vasallo</hint>.

Ahora eres su soberano.

Ha prometido servirte fielmente.
{optional_consequences}

[hint_vassal_tribute]
{optional_duty_of_honor_complete}"
hint_demand_vassal_fail,"~
{soul_uuid_king} rechaza tu ofrecimiento y te invita a resolver el asunto por la fuerza.

Debes atacar su ciudad y derrotarlo en los próximos 3 días, o se te considerará un cobarde."
hint_demand_vassal_success_letter_1,"~
Me veo obligado a acceder a tus exigencias. Ha sido una decisión difícil de tomar, pero son tiempos turbulentos y confieso que necesito tu protección."
hint_demand_vassal_success_letter_2,"~
Me presentas una decisión complicada: ver mi reino destruido o pagarte un tributo insoportable... ¡Elijo el tributo! Pero recuerda, santa Sophia lo ve todo."
hint_demand_vassal_fail_letter_1,"~
¿Piensas que estoy dispuesto a arrodillarme ante ti? ¡Jamás! Las amenazas en papel no requieren valor, pero demostrar ser digno en batalla no es algo de lo que muchos sean capaces. ¡Nuestras espadas ya están afiladas! ¡Te esperamos!"
hint_demand_vassal_fail_letter_2,"~
Hoy, ante todos, he declarado valientemente que no nos convertiremos en tus vasallos. No temo a la muerte, ya sea en este mundo o en el próximo. Sin embargo, en la memoria de todos, aspiro a ser recordado como un valiente guerrero, no como un águila enjaulada."
hint_demand_vassal_attack_description,"Anticipar el ataque
Tras declarar tu exigencia de <hint=hint_vassal>vasallaje</hint>, {soul_uuid_king} está esperando tu ataque.

$ Si ganas, esta facción se convertirá en tu vasalla.
$ Si tu ataque fracasa, la facción seguirá siendo independiente.
$ Si no te presentas para el ataque en 3 días, serás declarado un cobarde."
hint_demand_vassal_attack,"Ataque
$ Si ganas, {soul_uuid_king} se convertirá en tu vasallo.
$ Si tu ataque fracasa, la facción seguirá siendo independiente.
$ Si no te presentas para el ataque en 3 días, serás declarado un cobarde."
hint_demand_vassal_attack_success,"~
Como resultado de un ataque exitoso, {soul_uuid_king} ha reconocido tu poder y ha aceptado convertirse en tu <hint=hint_vassal>vasallo</hint>.

[hint_vassal_tribute]"
hint_demand_vassal_attack_fail,"~
Has perdido la batalla, y {soul_uuid_king} sigue siendo independiente."
hint_demand_vassal_attack_timeover,"~
No te has presentado para el ataque, y ahora tu monarca será visto como un cobarde.

$ Relación con los vecinos y con {soul_uuid_king}: <red>{rel_coward}</red>"
hint_demand_vassal_attack_success_letter_1,"~
¡Cuántas muertes y dolor has sembrado con tu ataque! ¡Cuántos niños han quedado huérfanos! Bueno, ya soy tu vasallo. Sin embargo, ¡recuerda que siempre lucharé por mi libertad!"
hint_demand_vassal_attack_success_letter_2,"~
Eres un valiente guerrero, y no tengo más remedio que someterme a ti. ¡Pero mi corazón seguirá siendo libre!"
hint_demand_vassal_attack_fail_letter_1,"~
Respetaré a un oponente digno, incluso si sufre una derrota. Sin embargo, desprecio a aquellos vecinos que no saben luchar y arruinan sin sentido a su gente."
hint_demand_vassal_attack_fail_letter_2,"~
El sabor de la victoria es dulce, pero a ti te es desconocido. No obstante, me sabe más dulce mi libertad, que he podido defender con tanta dignidad. ¡Rezo para que detengas tus intentos de someterme y evites más deshonra!"
hint_demand_vassal_attack_timeover_letter_1,"~
Muchos se esfuerzan por ser conocidos en todo el país, ¡y tú lo has logrado! Los rumores sobre tu cobardía se difundirán por todo el mundo, y créeme, ¡yo voy a contribuir a ello!"
hint_demand_vassal_attack_timeover_letter_2,"~
Cualquiera puede proferir amenazas, pero llevarlas a cabo requiere valentía. Pero, ay, el destino solo te ha otorgado cobardía, y ten por seguro que mañana todos nuestros vecinos hablarán de este don."
hint_demand_exit_vassal_wait,"Esperando respuesta
{soul_uuid_king} está sopesando tu decisión de salir del <hint=hint_vassal>vasallaje</hint>.

$ Si tu soberano es lo suficientemente fuerte, tendrá lugar un asedio en tu ciudad. Si el ataque arrasa tu salón de reuniones, vuestro vínculo seguirá en pie.
$ Sin embargo, si defiendes con éxito tu libertad, habrás garantizado tu libertad.
$ El soberano puede elegir otorgarte la libertad sin combatir, si eres lo suficientemente fuerte.

Pronto te dará su respuesta. Mientras tanto, puedes solicitar ayuda militar a tus aliados."
hint_exit_vassal_description,"Salida del vasallaje
Anuncias tu deseo de desafiar a tu soberano y de liberarte de su autoridad.
{optional_conditions}

En cualquier caso, se trata de una violación del juramento del vasallo:
{optional_change_relations_with_owner}
$ Relación con los vecinos: <red>{break_vassal_agreement_rel_de_neigh}</red>
{optional_possible_helpers}

[hint_SENDER]
{optional_duty_of_honor}"
hint_exit_vassal_success,"~
Has desafiado la autoridad de {soul_uuid_king} y pronto recibirás una respuesta.

$ Relación con {soul_uuid_king}: <red>{break_vassal_agreement_rel_de}</red>
$ Relación con los vecinos: <red>{break_vassal_agreement_rel_de_neigh}</red>"
hint_exit_vassal_attack,"~~
{soul_uuid_king} ha decidido darte una lección. La fuerza de tu soberano caerá sobre ti.
Si defiendes tu ciudad, ganarás tu libertad."
hint_exit_vassal_coward,"~
{soul_uuid_king} ha decidido que tiene asuntos más importantes entre manos que atar en corto a un vasallo revoltoso, y te otorga la libertad.

Pero tu antiguo amo no olvidará esto.
{optional_duty_of_honor_complete}"
hint_exit_vassal_attack_lose,"~
Has perdido la batalla, y {soul_uuid_king} sigue siendo tu soberano."
hint_exit_vassal_attack_win,"~
Has salido victorioso y te has ganado la independencia. {soul_uuid_king} ya no es tu soberano."
hint_exit_vassal_attack_letter_1,"~
Así que deseas liberarte de mi dominio. Sabes bien que, para que tu deseo se haga realidad, debes enfrentarte a la fuerza de mi ejército. No te hagas ilusiones, ¡es imposible! Así que diles a tus mujeres que preparen sus prendas de luto"
hint_exit_vassal_attack_letter_2,"~
No eres el primero en desafiarme, pero como puedes ver, sigo en el trono. ¿Crees que la suerte ha tenido algo que ver? Dejé de creer en ella hace mucho tiempo. Solo un ejército poderoso impone respeto, como el mío. ¡Prepárate para la batalla!"
hint_exit_vassal_coward_letter_1,"~
¿Crees que puedes resistir a tus enemigos sin mi ayuda? ¡Adelante! Ver cómo los necios sufren una derrota es el mejor entretenimiento."
hint_exit_vassal_coward_letter_2,"~
Me alivia tu decisión. Tengo asuntos más importantes que atender que lidiar con un necio que no entiende lo que le conviene."
hint_exit_vassal_attack_lose_letter_1,"~
¿Pensabas que podrías derrotarme? Te has equivocado gravemente. Así que no olvides pagar tu tributo y nunca más te atrevas a amenazarme, ¡hijo de un sirviente!"
hint_exit_vassal_attack_lose_letter_2,"~
Así terminan las batallas cuando la arrogancia y la ambición nublan la mente. Admite que necesitas mi protección, y no te metas en los asuntos de los más fuertes, si están más allá de tu capacidad."
hint_exit_vassal_attack_win_letter_1,"~
Has demostrado tu valor, y lo reconozco. Bien, te concedo tu libertad; te la has ganado. Pero, ¿qué harás ahora con tus enemigos?"
hint_exit_vassal_attack_win_letter_2,"~
Te escribo para felicitarte por tu independencia, porque solo los débiles son incapaces de admitir su derrota. ¡Que santa Sophia te ayude con tus nuevos amigos y enemigos!"
