Key,Italiana
hint_wish_homeless,"Desiderio di una casa
Il personaggio è afflitto perché non possiede una propria dimora.

[hint_MORAL_DEBUFF]

Il desiderio verrà esaudito quando il personaggio avrà una casa.

[hint_its_a_obsession]"
hint_wish_small_amount_of_rings,"Carenza di anelli
Il personaggio è preoccupato di possedere il minor numero di anelli sacri in tutta la città.

[hint_MORAL_DEBUFF]

Il desiderio verrà esaudito quando il personaggio avrà più anelli di chiunque altro.

[hint_its_a_obsession]"
hint_wish_small_amount_of_bandits,"Desiderio di avere meno di 5 criminali in città
Il monarca si preoccupa del tasso di criminalità elevato.

[hint_MORAL_DEBUFF]

Il desiderio verrà esaudito quando il numero di criminali sarà pari o inferiore a 5.

[hint_its_a_dream]"
hint_see_loved_one,"Desiderio di vedere una persona cara
Il personaggio sente la mancanza di {soul_uuid_target}.

[hint_MORAL_DEBUFF]

Il desiderio verrà esaudito quando la persona che vuole rivedere farà ritorno a casa.

[hint_its_a_obsession]"
hint_wish_sex,"Desiderio di intimità
Il personaggio è innamorato e ha un gran desiderio di passare la notte con {soul_uuid_target}.

[hint_MORAL_DEBUFF]

Puoi aiutare a soddisfare questo desiderio in diversi modi:
$ Migliora il rapporto con questa persona proponendo di passare del tempo insieme o mandandola a caccia in sua compagnia.
$ Oppure seducila.
{optional_monogam_warning}
[hint_its_a_dream]"
hint_wish_sex_with_anybody,"Desiderio di intimità
Il personaggio anela un po' di intimità e desidera trascorrere la notte con qualcuno.

[hint_MORAL_DEBUFF]

$ Ordina di sedurre un altro nobile dal menu del personaggio.
$ Oppure corrompi un popolano.

[hint_its_a_obsession]"
hint_wish_king,"Desiderio della corona
Il personaggio è consumato dalla sete di potere. Odia {soul_uuid_target} in cui vede un rivale per la conquista del trono.

Il desiderio si esaudirà con l'incoronazione di un nuovo monarca.

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_wish_hunt,"Desiderio di Caccia
Il personaggio desidera ardentemente andare a caccia.

[hint_MORAL_DEBUFF]

[hint_its_a_dream]"
hint_wish_20rings,"Desiderio di anelli sacri
Il personaggio è in stato di povertà e desidera possedere almeno {count} <hint=hint_resource_rune>anelli sacri</hint>.

[hint_MORAL_DEBUFF]

Prova a ricompensarlo o, ad esempio, inviarlo in una città vicina per giocare a dadi.

[hint_its_a_obsession]"
hint_wish_rest,"Desiderio di riposo
Il personaggio è <hint=hint_th_fatigue>esausto</hint> e vuole riposare.

[hint_MORAL_DEBUFF]

Per aiutarlo:
$ Sollevalo da compiti quali <hint=hint_inspection>ispezioni</hint> e <hint=hint_action_task_lesson>addestramenti</hint>.
$ Assicurati di avere <hint=hint_resource_beer>birra</hint> nel magazzino, in quanto è utile per alleviare la fatica.

[hint_its_a_dream]"
hint_wish_friend,"Desiderio di amicizia
Il personaggio avverte il peso della solitudine e desidera fare amicizia.

[hint_MORAL_DEBUFF]

Per aiutarlo, scegli un bersaglio ideale con <hint=hint_interest>interessi</hint> condivisi e fai in modo che trascorrano tempo insieme o vadano a caccia.

[hint_its_a_dream]"
hint_wish_population50,"Desiderio di un insediamento più ampio
Il personaggio desidera governare su un insediamento più ampio di quello attuale.

[hint_MORAL_DEBUFF]

Per esaudirlo, raggiungi una popolazione di almeno 20 abitanti nel tuo insediamento.

[hint_its_a_dream]"
hint_wish_happiness50,"Desiderio di felicità dei sudditi
Il personaggio desidera che i suoi sudditi siano felici.

[hint_MORAL_DEBUFF]

Per esaudirlo, raggiungi un livello di felicità medio tra la popolazione pari a 50 o superiore.

[hint_its_a_dream]"
hint_wish_victory,"Desiderio di vittoria
Il personaggio desidera ardentemente vincere una vera battaglia.

Ponilo al comando di un esercito e ottieni la vittoria!

[hint_its_a_dream]"
hint_wish_make_gift,"Desiderio di offrire una ricompensa
Il personaggio desidera concedere un dono a uno dei suoi sudditi.

[hint_MORAL_DEBUFF]

Prova a ricompensare qualcuno per suo conto.

[hint_its_a_dream]"
hint_wish_execute,"Desiderio di esecuzione
Il personaggio è ossessionato dall'idea di giustiziare qualcuno.

[hint_MORAL_DEBUFF]

Incaricalo di <hint=hint_punishment_execution>decapitare qualcuno</hint> ed esaudire il proprio desiderio.

[hint_its_a_dream]"
hint_wish_write_book,"Desiderio di scrittura
Il personaggio sogna di <hint=hint_book_write>scrivere un libro</hint>.

[hint_MORAL_DEBUFF]

Puoi esaudire il suo desiderio dal <hint=hint_knowledge_menu>menu della conoscenza</hint>.

[hint_its_a_dream]"
hint_wish_know5,"Desiderio di ampliamento della conoscenza
Il personaggio sogna di ampliare i propri orizzonti apprendendo nuove <hint=hint_idea>conoscenze</hint>.

[hint_MORAL_DEBUFF]

Per aiutarlo, acquista i <hint=hint_book>libri</hint> dalla <hint=hint_holy_caravan>Carovana sacra</hint> e studiali nel <hint=hint_knowledge_menu>menu della conoscenza</hint>.

[hint_its_a_obsession]"
hint_wish_learn_tech,"Desiderio di apprendimento della conoscenza
Il personaggio sogna di scoprire qualcosa di nuovo e apprendere le sue prime <hint=hint_idea>conoscenze</hint>.

[hint_MORAL_DEBUFF]

Per aiutarlo, acquista i <hint=hint_book>libri</hint> dalla <hint=hint_holy_caravan>Carovana sacra</hint> e studiali nel <hint=hint_knowledge_menu>menu della conoscenza</hint>.

[hint_its_a_obsession]"
hint_wish_meat,"Desiderio di carne
Il personaggio non mangia carne da molto tempo e vorrebbe ricordarne il sapore.

[hint_MORAL_DEBUFF]

Assicurati di avere abbastanza <hint=hint_resource_meat>carne</hint> nel deposito per esaudire il suo desiderio.

[hint_its_a_dream]"
hint_wish_get_gift,"Desiderio di ricompensa
Il nobile si sente sottovalutato e sogna di ricevere una ricompensa dal monarca.

[hint_MORAL_DEBUFF]

Incarica il monarca di ricompensare il nobile per esaudire il suo desiderio.

[hint_its_a_obsession]"
hint_wish_revenge,"Desiderio di vendetta
Il personaggio desidera che {soul_uuid_target} subisca una punizione per i suoi crimini.

[hint_MORAL_DEBUFF]

Puoi contribuire alla realizzazione in diversi modi:
$ Sfida il criminale a duello.
$ Incarica il monarca di punire il criminale.
$ Attendi che il personaggio risolva la questione con le sue mani.

[hint_its_a_obsession]"
hint_wish_enemy_dead,"Desiderio di morte di un nemico
Il personaggio odia il suo nemico e desidera che {soul_uuid_target} muoia.

[hint_MORAL_DEBUFF]

Puoi contribuire alla realizzazione in diversi modi:
$ Sfida il nemico a duello.
$ Incarica il monarca di giustiziare il nemico del personaggio.
$ Attendi che il personaggio risolva la questione con le sue mani.

[hint_its_a_obsession]"
hint_wish_punished,"Desiderio di punizione dell'omicida
Il personaggio sa che {soul_uuid_target} è un omicida e desidera che riceva una punizione.

[hint_MORAL_DEBUFF]

Puoi contribuire alla realizzazione in diversi modi:
$ Incarica il monarca di giustiziare, accecare o esiliare il criminale.
$ Attendi che il personaggio risolva la questione con le sue mani.

[hint_its_a_obsession]"
hint_wish_bishop_want_punish,"Desiderio di salvezza di un peccatore
Il vescovo crede che i <hint=hint_sin>peccati</hint> di {soul_uuid_target} siano incorreggibili e che chi li compie dovrebbe subire l'<hint=hint_punishment_blindness>accecamento</hint> per non perseverare nel compierlo.

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_with_bishop_want_church,"Bisogno di altri templi
Il vescovo trova inaccettabile che non tutti i discepoli di Madre Sofia possano ascoltare il sermone.
Templi necessari: {count}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_unavailable_already_sent_help,"Rinforzi già arrivati
Il tuo esercito è già arrivato in città ed è pronto a difenderla."
hint_unavailable_captive_high_loyalty,"Lealtà troppo bassa
La lealtà del prigioniero deve raggiungere un valore positivo, solo a quel punto potrà unirsi alla tua famiglia nobiliare."
hint_global_map_danger_unknown,"~
<red>Una minaccia sconosciuta incombe su questa città.</red>"
hint_global_map_danger_mountains_bandits,"~
Dopo gli eventi recenti, le forze di {soul_uuid_king} si sono indebolite; i ricognitori segnalano che un gruppo di <hint=hint_person_maroders>predoni</hint> si dirige verso la sua città."
hint_global_map_danger_ai_lord_family_destroy,"~
<red>L'odio tra monarchi vicini è cresciuto all'eccesso e {soul_uuid_king_s} ha intenzione di radere al suolo {faction_uuid}.</red>"
hint_global_map_danger_forest,"~
<red><hint=hint_persons_forest_bandits>I fuorilegge delle foreste</hint> nella provincia si sono fatti temerari e pianificano di razziare la città.</red>"
hint_global_map_danger_marauders,"~
<red>Un'agguerrita banda di <hint=hint_person_maroders>predoni</hint> si dirige verso la città per darsi al saccheggio.</red>"
hint_global_map_danger_vassal_riot,"~
<red>Il rapporto di {soul_uuid_king} con il suo signore {soul_uuid_king_s} di {faction_uuid_sir} si è deteriorato completamente, e ora il vassallo desidera liberarsi dal suo dominio.</red>"
hint_global_map_danger_ai_attacked_by_lord_family,"~
<red>L'inimicizia tra i monarchi è sfociata nella guerra e ora {soul_uuid_king_s} di {faction_uuid_s} progetta di razziare {faction_uuid}.</red>"
hint_global_map_danger_faceless,"~
<hint=hint_unholy_horde>L'Orda profana</hint> <red>sta per attaccare. Se avrà successo, distruggerà completamente la città e massacrerà tutti i nobili.</red>"
hint_global_map_danger_rebellion_heir,"~
<red>A causa della lealtà bassa, l'erede {soul_uuid_heir} ha fomentato una rivolta. Se la ribellione avrà successo, {soul_uuid_heir} spodesterà {soul_uuid_king} e prenderà il suo posto.</red>"
hint_global_map_danger_ai_lord_family_conquest,"~
<red>{soul_uuid_king_s} da {faction_uuid_s} sta acquistando forza e progetta di annettere {faction_uuid} al suo regno.</red>"
hint_unavailable_forbidden_action_with_ally,"Azione impossibile
Non puoi eseguire questa azione nei confronti del tuo alleato."
hint_unavailable_declaration_already_sended_from_ai,"Offerta esistente
{soul_uuid_king} ti ha già offerto questo accordo."
hint_unavailable_no_global_map_army,"Nessun esercito
Nessun esercito selezionabile nella mappa globale."
hint_unavailable_vassal_demand_exists,"Vassallaggio in corso
Hai già avviato la procedura di vassallaggio di questa città."
hint_unavailable_assault_exists,"Attacco della città in corso
Hai iniziato a preparare l'attacco a questa città, perciò questa azione non è disponibile."
hint_unavailable_no_request_help_reasons,"Nessun motivo di richiedere rinforzi
Nessuno ti sta attaccando al momento, quindi non puoi richiedere alcun aiuto militare."
hint_quest_unsuccess_no_free_titles,"Nessun titolo disponibile!
Non hai <hint=hint_title>titoli</hint> disponibili, quindi non puoi invitare altri nobili a unirsi a te."
hint_unavailable_help_already_requested,"Rinforzi già richiesti
Hai già inviato una richiesta di aiuto a {soul_uuid_king}. Se il suo esercito non è arrivato immediatamente, significa che è impegnato altrimenti. Attendi che faccia ritorno in città."
hint_unavailable_close_family_relations,"Parentela stretta
Questi nobili sono legati da una parentela troppo stretta."
hint_unavailable_already_married,"Coniuge esistente
Questo nobile ha già contratto il matrimonio."
hint_global_map_battle_start_unavailable,"Battaglia manuale
Al momento è disponibile solo la battaglia automatica. Non perderti i prossimi aggiornamenti!"
hint_unavailable_gold,"Oro insufficiente
$ Richiede <hint=hint_resource_gold>{gold}</hint>"
hint_unavailable_resources,"Risorse insufficienti
$ Richiede {offer_resource_stack}"
hint_unavailable_target_is_vassal,"Vassallo
{soul_uuid_king} è un vassallo, quindi non è possibile interagirvi in questo modo."
hint_unavailable_attack_army,"Impossibile attaccare
Non è possibile attaccare un esercito in marcia, a meno che non sia diretto contro la tua città."
hint_unavailable_player_is_vassal,"Autorizzazioni insufficienti
In quanto vassallo, non hai l'autorità per interagire con questo oggetto."
hint_unavailable_player_is_sir_for_target,"Dovere di sovrano
In quanto sovrano, non puoi ordinare attacchi contro i tuoi vassalli."
hint_unavailable_bad_opinion,"Scarso rapporto
{soul_uuid_king} non ha un'opinione positiva nei tuoi confronti. Al momento, i monarchi hanno un rapporto di {current_opinion} invece che di almeno {required_opinion}."
hint_unavailable_declared_peace,"Azione impossibile
Non puoi effettuare questa azione aggressiva, in quanto vige un trattato di pace suggellato da un giuramento e avallato dalla Famiglia benevola.

Nessun guerriero o abitante di Norland oserebbe violare la sacralità del trattato e suscitare l'ira di Madre Sofia."
hint_unavailable_must_be_neighbore,"Fuori dall'area di influenza
I confini della tua provincia o del tuo regno vassallo devono essere adiacenti ai confini dell'oggetto."
hint_your_enemies_too_strength.defence_alliance,"Avversari troppo potenti.
I tuoi avversari sono troppo potenti, quindi {soul_uuid_king} non vuole unirsi alla tua alleanza."
hint_unavailable_strength,"Sei troppo debole.
La <hint=hint_army_power>forza</hint> del tuo esercito è inferiore a quella delle truppe di questo nobile. Non ha alcun rispetto per te."
hint_unavailable_many_guests,"Troppi ospiti
Intrattieni già troppi ospiti di questa provincia."
hint_action_unavailable_own_town_wolves_around,"Lupi in città
Nessuno può entrare o uscire dalla nostra città finché rimarrà circondata dai lupi.
Incarica l'esercito di occuparsene, altrimenti dovremo attendere che il branco se ne vada."
hint_action_unavailable_other_town_wolves_around,"Lupi in città
Nessuno può entrare o uscire da questa città finché rimarrà circondata dai lupi.
Qualcuno dovrebbe incaricare l'esercito di occuparsene, altrimenti dovremo attendere che il branco se ne vada per interagire con questa provincia."
hint_unavailable_migration_already_increased,"Migrazione già aumentata
Sarà possibile aumentarla ulteriormente tra {days} giorni."
hint_unavailable_migration_already_decreased,"Migrazione già ridotta
Sarà possibile ridurla ulteriormente tra {days} giorni."
hint_actor_unavailable_need_male,"Inefficace per il compito
È richiesto un nobile di genere <b>maschile</b>."
hint_actor_unavailable_need_female,"Inefficace per il compito
È richiesta una nobile di genere <b>femminile</b>."
hint_actor_unavailable_need_single,"Inefficace per il compito
Il nobile non deve essere sposato."
hint_actor_unavailable_in_battle,"Nobile in battaglia
Non puoi allontanare il nobile mentre è impegnato in battaglia."
hint_actor_unavailable_in_battle_squad,"Nobile in una squadra
Non puoi assegnare il nobile a compiti individuali finché fa parte di una squadra."
hint_unavailable_already_support,"Rinforzi già inviati
{soul_uuid_king} ha troppo orgoglio per accettare un ulteriore aiuto."
hint_actor_unavailable_is_has_tantrum,"Nobile in preda a un esaurimento nervoso
Non puoi allontanare il nobile mentre è in preda a un esaurimento nervoso."
hint_actor_unavailable_is_immobilized,"Nobile incapace di muoversi
Non puoi allontanare il nobile mentre è incapace di muoversi."
hint_actor_unavailable_is_kid,"Nobile troppo giovane
Non puoi allontanare il nobile finché non raggiunge {adulthood_age} anni di età."
hint_actor_unavailable_target_is_kid,"Nobile troppo giovane
Non puoi influenzare il nobile finché non raggiunge {adulthood_age} anni di età."
hint_actor_unavailable_is_free_lord,"Inefficace per il compito
I <b>nobili liberi</b> non possono ricevere questo compito."
hint_actor_unavailable_by_skills,"Abilità insufficiente
Il nobile non possiede un'abilità sufficiente per questo compito."
hint_actor_unavailable_is_captive,"Nobile prigioniero
Non puoi assegnare il nobile a un compito perché è in prigione."
hint_actor_unavailable_is_lost_in_action,"Nobile scomparso
Il nobile è scomparso senza lasciare traccia; dobbiamo attendere qualche giorno per il suo ritorno."
hint_actor_unavailable_to_leave_immobilized,"Nobile incapace di muoversi
Il nobile non può lasciare la città perché non riesce a muoversi."
hint_actor_unavailable_to_leave_kid,"Nobile troppo giovane
I nobili che non hanno compiuto {adulthood_age} anni non possono essere invitati come ospiti."
hint_actor_unavailable_to_leave_commander_with_intention,"Nobile comandante
Il nobile al comando ha l'ordine di restare in città e non può andarsene."
hint_actor_unavailable_to_leave_heir_low_loyalty_for_king,"Rischio di rivolta dell'erede
Il monarca non può lasciare la città finché sussiste il rischio di una rivolta dell'erede."
hint_actor_unavailable_to_leave_heir_low_loyalty_for_heir,"Rischio di rivolta dell'erede
L'erede sta pianificando una rivolta, quindi non può lasciare la città."
hint_actor_unavailable_to_leave_low_loyalty,"Lealtà bassa
Il nobile sta pensando di abbandonare la fazione, quindi al momento non lascerà la città."
hint_actor_unavailable_to_leave_pregnant,"Gravidanza
La nobile aspetta un bambino, quindi non lascerà la città."
hint_actor_unavailable_is_king,"Re
Il nobile è un monarca, quindi non puoi assegnarlo a questo compito."
hint_actor_unavailable_is_queen,"Regina
La nobile è una monarca, quindi non puoi assegnarla a questo compito."
hint_actor_unavailable_to_leave_king_with_intention,"Minaccia alla città
Il monarca si rifiuta di abbandonare la città finché è minacciata."
hint_battle_squad_unavailable_in_battle,"Squadra in battaglia
Non puoi assegnare compiti alla squadra mentre è impegnata in battaglia."
hint_battle_squad_unavailable_commander_is_immobilized,"Leader della squadra incapace di muoversi
Non puoi assegnare compiti alla squadra finché il suo leader non può muoversi."
hint_unavailable_send_messenger_no_messengers,"Nessun messaggero disponibile
Al momento non ci sono messaggeri disponibili da inviare."
hint_unavailable_no_bandits,"Nessun malvivente in città
In città non ci sono malviventi da assegnare a questa azione criminale.
Il numero di malviventi in città si aggiorna a intervalli di pochi giorni."
hint_unavailable_no_books,"Nessun libro in città
Nella biblioteca di questa città non ci sono libri disponibili da rubare. Attendi qualche giorno finché non compaiono."
hint_unavailable_target_no_runes,"Anelli insufficienti
Il nobile non ha anelli sufficienti.
Richiede <hint=hint_resource_rune>{rune_number}</hint>."
hint_unavailable_no_runes,"Anelli insufficienti
Non hai anelli sacri sufficienti per questa azione. Richiede <hint=hint_resource_rune>{rune_number}</hint>."
hint_unavailable_send_messenger_no_paper,"Carta insufficiente
Non hai carta sufficiente per inviare una lettera con un messaggero. Richiede <hint=hint_resource_paper>{paper_number}</hint>."
hint_unavailable_no_charisma,"Non possiede il tratto Carisma
Il nobile non possiede il tratto Carisma."
hint_send_messenger,"Messaggero
Il monarca invierà un popolano libero a recapitare la lettera al suo posto. Se non ci sono popolani disoccupati, verrà inviato il lavoratore più vicino.

Richiede <hint=hint_resource_paper>{paper_cost}</hint>."
hint_lord_love,"~
$ {lord_name} ti adorerà"
hint_lord_hate,"~
$ {lord_name} ti odierà"
hint_group_attack_fail,"~
$ La squadra ti ha sconfitto ed è scomparsa nel folto della foresta"
hint_group_attack_success,"~
$ Hai catturato {slaves_captured} prigionieri"
hint_DESCRIPTION,Altro
hint_SENDER,"Messaggero
Puoi inviare un messaggero a svolgere compiti in altri insediamenti sulla mappa globale.

<img=hint_sender></img>

Il messaggero viene scelto tra i popolani e richiede <hint=hint_resource_paper>1</hint> per consegnare il messaggio.

La lettera che il messaggero consegna è scritta dal monarca, quindi l'efficacia dell'azione è determinata dalle abilità del tuo monarca."
hint_support_tanaya,"Rapporto della Chiesa con i Tanaya
<hint=hint_sofia_cult>La Famiglia benevola</hint> sostiene sempre i suoi discepoli <hint=hint_culture_tanaya>tanaya</hint>, quindi aiutare questo monarca <b>è considerato una benedizione</b>."
hint_not_support_mahka,"Rapporto della Chiesa con i Makha
<hint=hint_sofia_cult>La Famiglia benevola</hint> disprezza gli eretici <hint=hint_culture_makha>makha</hint>, quindi aiutare questo monarca <b>non è considerato una benedizione</b>."
hint_ask_help_attack_aborted_result,"Scampato pericolo
{faction_uuid} è ora un luogo sicuro, dato che il nemico ha cambiato i suoi piani di attacco. Le tue truppe fanno ritorno a casa."
hint_ask_help_attack_aborted_result_letter_1,"~
Il pericolo è passato. Il nemico ha cambiato idea e ha deciso di non attaccare. Apprezzo il vostro aiuto, ma mi solleva sapere che non è stato necessario. Le nostre preghiere sono state esaudite!"
hint_ask_help_attack_aborted_result_letter_2,"~
Grazie per i rinforzi. Tuttavia, il nemico si è dimostrato più vigliacco di un coniglio e ha avuto dei ripensamenti sulla battaglia. Diventerà lo zimbello di tutti quando lo racconteremo!"
hint_church_good_opinion_against_faceless,"~
$ La Matriarca apprezza i rinforzi contro l'orda: <green>{church_rel_im}</green>"
hint_church_good_opinion_tanaya,"~
$ La Matriarca approva l'aiuto <hint=hint_support_tanaya>fornito ai Tanaya</hint>: <green>{church_rel_im}</green>"
hint_church_bad_opinion_makha,"~
$ La Matriarca <hint=hint_not_support_mahka>non approva il tuo aiuto</hint>: <red>{church_rel_de}</red>"
hint_ALLIES,"~
Elenco degli alleati del monarca:
{list_of_defence_allies}"
hint_CHURCH_PLUS,"~
La Famiglia benevola e la Matriarca supportano questo monarca.

$ Rapporto con la Matriarca: <green>{church_im}</green>"
hint_CHURCH_MINUS,"~
La Famiglia benevola e la Matriarca non supportano questo monarca.

$ Rapporto con la Matriarca: <red>{church_der}</red>"
hint_attack_enemy_army,"Attacco
Tenterai di raggiungere e attaccare questo esercito.
{optional_stack}"
hint_event_king_help,"~
{soul_uuid_king_1}, monarca di {faction_uuid_1}, ha inviato <hint=hint_resource_gold>{sum}</hint> in aiuto a {soul_uuid_king_2}, monarca di {faction_uuid_2}, nella loro lotta contro l'Orda profana."
hint_event_horde_won,"~
<red>Pessime notizie</red>: l'Orda profana ha conquistato e razziato la città di {faction_uuid_1}. {soul_uuid_king} ha perso la vita e la sua casata è stata annientata."
hint_event_house_won,"~
{soul_uuid_king_1}, monarca di {faction_uuid_1}, ha raso al suolo la città e distrutto completamente la casata nobile di {faction_uuid_2}. {soul_uuid_king_2} e la sua famiglia hanno perso la vita."
hint_random_event_lord_dead_on_hunt,"~
{soul_uuid_target}, nobile di {faction_uuid_target}, ha perso la vita durante la caccia."
hint_random_event_lord_killed_by_lord,"~
{soul_uuid_member} da {faction_uuid_member} ha ucciso {soul_uuid_target}, nobile di {faction_uuid_target}."
hint_random_event_lord_executed,"~
{soul_uuid_target}, nobile di {faction_uuid_target}, ha perso la vita in un'esecuzione."
hint_random_event_lord_dead_from_wounds,"~
{soul_uuid_target}, nobile di {faction_uuid_target}, ha perso la vita a causa delle ferite."
hint_random_event_lord_blinded,"~
{soul_uuid_target}, nobile di {faction_uuid_target}, ha perso la vista."
hint_random_event_lord_was_expelled,"~
{soul_uuid_target}, nobile di {faction_uuid_old}, ha subito l'esilio e ora fa parte della fazione di {faction_uuid_new}."
hint_random_event_lord_change_faction,"~
{soul_uuid_target}, nobile di {faction_uuid_old}, ora fa parte della casata nobiliare {faction_uuid_new}."
hint_random_event_kings_friends,"~
{soul_uuid_king_1}, monarca di {faction_uuid_1}, ha stretto amicizia con {soul_uuid_king_2}, monarca di {faction_uuid_2}."
hint_random_event_kings_abuse,"~
{soul_uuid_king_1}, monarca di {faction_uuid_1}, ha avuto una disputa con {soul_uuid_king_2}, monarca di {faction_uuid_2}."
hint_random_event_rebellion,"~
Una rivolta ha imperversato a {faction_uuid}. {dead_lords_stack} ha perso la vita."
hint_random_event_death_during_childbirth,"~
{soul_uuid_target}, nobile di {faction_uuid}, ha perso la vita durante il parto."
hint_event_new_vassal,"~
{faction_uuid_1} è diventata vassalla di {soul_uuid_king_2}, monarca di {faction_uuid_2}."
hint_event_other_town_has_been_attacked_success,"~
La capitale di {faction_uuid_target} è stata attaccata con successo dall'esercito di {faction_uuid_attacker}."
hint_event_other_town_has_been_attacked_fail,"~
La capitale di {faction_uuid_target} è stata attaccata senza successo dall'esercito di {faction_uuid_attacker}."
hint_event_other_village_has_been_attacked,"~
Il villaggio di {faction_uuid_target} è stato raso al suolo dall'esercito di {faction_uuid_attacker}."
hint_event_bandit_camp_was_attack_success,"~
L'accampamento dei fuorilegge nel territorio di {faction_uuid_bandit_area} è stato distrutto dall'esercito di {faction_uuid_attacker}."
hint_event_bandit_camp_was_attack_fail,"~
L'accampamento dei fuorilegge nel territorio di {faction_uuid_bandit_area} è stato attaccato senza successo dall'esercito di {faction_uuid_attacker}."
hint_event_alliance_against_agressor,"~
{soul_uuid_king_1}, monarca di {faction_uuid_1}, fa ora parte dell'alleanza di città libere guidata da {soul_uuid_king_2} da {faction_uuid_2} a fronte della minaccia posta da {faction_uuid_3}."
hint_event_many_vassals,"~
{soul_uuid_king}, monarca di {faction_uuid}, ha assoggettato un terzo vassallo!"
hint_possible_helper_line,"~
$ {soul_uuid_king} da {faction_uuid}"
hint_possible_helpers_enemies,"Nemici
C'è la possibilità che partecipi a un conflitto contro il nemico."
hint_possible_helpers_allies,"Alleati
Gli alleati sono obbligati a prestare soccorso in caso di una minaccia militare. Se si lasciano frenare dal timore, il contratto di alleanza verrà terminato e i rapporti si deterioreranno."
hint_possible_helpers_enemies_to_ai_header,"~
<hint=hint_possible_helpers_enemies>È possibile</hint> che {soul_uuid_king} aiuterà:"
hint_possible_helpers_allies_to_ai_header,"~
<hint=hint_possible_helpers_allies>È molto probabile</hint> che {soul_uuid_king} aiuterà:"
hint_possible_helpers_enemies_to_player_header,"~
<hint=hint_possible_helpers_enemies>È possibile</hint> che riceverai aiuto:"
hint_possible_helpers_allies_to_player_header,"~
Ti aiuterà di certo:"
hint_support_by_church_success,"~
$ La Matriarca approva le tue azioni in questa situazione. Rapporto: {church_improve}"
hint_support_by_church_fail,"~
$ La Matriarca disapprova le tue azioni in questa situazione. Rapporto: {church_der}"
hint_marriage_female_description,"[hint_DESCRIPTION]
{soul_uuid_female} ha raggiunto l'età da matrimonio e attende una proposta da nobili pretendenti.

$ Viene richiesto un pagamento di <hint=hint_resource_gold>{bride_price}</hint>.
$ Il tuo rapporto con questa casata diverrà familiare."
hint_marriage_female_proposal,"{name}
{soul_uuid_female} ha raggiunto l'età da matrimonio e attende una proposta da nobili pretendenti.
Diventerà la moglie di uno dei tuoi nobili.

$ La casata nobiliare della sposa riceverà <hint=hint_resource_gold>{bride_price}</hint>.
$ Il rapporto tra il tuo monarca e quello della sposa aumenterà di <green>{rel_improve}</green>.
$ <b>La sposa si trasferirà nella tua città con suo marito</b>."
hint_marriage_female_proposal_success,"~
{soul_uuid_female} è diventata la moglie di {soul_uuid_groom} e arriverà presto nella tua città.

$ Il rapporto tra il tuo monarca e quello della sposa è aumentato di <green>{rel_improve}</green>."
hint_marriage_female_letter_1,"~
Questa unione mi riempie di delizia! I legami familiari sono sempre più saldi della pietra, e ho la certezza che l'amicizia tra i nostri regni diverrà altrettanto forte. Vi auguro ogni benedizione e attendo con impazienza il nostro prossimo incontro!"
hint_marriage_female_letter_2,"~
Scrivo per porgere i più sentiti ringraziamenti per aver accettato la nostra giovane sotto la vostro protezione. Spero che, a tempo debito, le campane suoneranno a festa per la nascita del primogenito."
hint_marriage_female_letter_3,"~
Sebbene la separazione da una persona cara causi sempre un profondo dispiacere, la gioia di questa unione è sufficiente a porvi rimedio. Ho la certezza che tra i nostri regni vigerà l'armonia."
hint_marriage_female_letter_4,"~
L'unione della nostra progenie mi riempie di gioia. I legami familiari sono certo più saldi della semplice amicizia. Riconosco che la sposa non vanta una bellezza abbagliante e che il suo carattere è tutt'altro che angelico, ma senza dubbio gode di una salute ferrea!"
hint_marriage_female_letter_5,"~
Oh, il suo immenso desiderio di sposarsi le ha causato così tante notti insonni che siamo estremamente felici che questo giorno sia finalmente giunto. Credo che questa unione porterà alle nostre casate non solo molti eredi, ma anche una fiorente prosperità!"
hint_marriage_male_description,"[hint_DESCRIPTION]
{soul_uuid_male} ha raggiunto l'età da matrimonio e attende una proposta da nobili pretendenti.

$ È tradizione che il prezzo richiesto per la sposa dipenda dalla forza della sua casata nobiliare. Nel tuo caso, ammonta a <hint=hint_resource_gold>{bride_price}</hint>.
$ Il vostro rapporto sarà migliorato di <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal,"{name}
{soul_uuid_male} ha raggiunto l'età da matrimonio e attende una proposta da nobili pretendenti.
Diventerà il marito di una delle tue nobili.

$ Riceverai <hint=hint_resource_gold>{bride_price}</hint>.
$ Il rapporto tra il tuo monarca e quello dello sposo aumenterà di <green>{rel_improve}</green>.
$ <b>La sposa lascerà la tua città e si trasferirà in quella di suo marito</b>.
$ I vostri rapporti saranno migliorati di <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal_success,"~
{soul_uuid_bride} è arrivata nella città del suo sposo, {soul_uuid_male}, dove si è svolta la cerimonia di matrimonio.

$ Il rapporto tra il tuo monarca e quello dello sposo è aumentato di <green>{rel_improve}</green>."
