Key,Turkish
hint_defence_alliance_break_finish_letter_2,"~
Bu devirde komşularınla yaptığın antlaşmayı feshetmenin sonuçları iyi olmaz! Yardıma ihtiyacın olduğu zaman da gelecek ve ben sessiz kalacağım!"
hint_defence_alliance_destroy,"İttifakı Boz
Lider olarak şehir ittifakını bozuyorsun.

Bu, eski müttefikler arasındaki ilişkiyi etkilemeyecek."
hint_defence_alliance_offer_from_ai_accept,"Bir İttifaka Katıl
Bu, şu anlama geliyor:
[hint_defence_alliance_description]

Katıldığın için şunu alacaksın: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"İttifak Daveti
{soul_uuid_king} seni liderliği altındaki özgür şehirlerin ittifakına davet ediyor.

Bu, şu anlama geliyor:
[hint_defence_alliance_description]

Katıldığın için şunu alacaksın: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"Bir İttifaka Katıldın
{soul_uuid_king} ile sözleşme imzaladın ve artık özgür şehirlerin ittifakının bir parçasısın.

Bu, şu anlama geliyor:
[hint_defence_alliance_description]

Şunu aldın: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"İttifaka Katılma Talebi
{soul_uuid_king} adlı karakterden seni liderliği altındaki özgür şehirlerin ittifakına kabul etmesini iste.

Bu, şu anlama geliyor:
[hint_defence_alliance_description]"
To The Top,
hint_union_ask_for_help,"Yardım Talebi
{soul_uuid_king} senin müttefikin ve tehditle karşılaştığında yardımını talep edebilirsin.

$ {soul_uuid_king} sana bir savaşçı bölüğü gönderecek. Onları gelecek bir savaşta kullanabilirsin, aksi takdirde üç gün içinde geri dönerler.
$ {soul_uuid_king}, ölen her savaşçısı için sana karşı daha kötü bir tavır alacaktır."
hint_union_ask_for_help_success,"Yardım Talebi
{soul_uuid_king} ittifaka sadık ve sana savaşçılarını yolluyor.

$ Onları gelecek bir savaşta kullanabilirsin, aksi takdirde üç gün içinde geri dönerler.
$ Ölen her savaşçı için, {soul_uuid_king} ile arandaki ilişki <red>{rel_every_soldier_dead}</red> kötüleşir."
hint_union_ask_for_help_fail,"Yardım isteği
{soul_uuid_king}, zafer kazanmanı imkânsız olarak görüyor, senin ve kendi savaşçılarının öldürülmesine karşı çıkıyor. Sana ihanet etti ve yardım göndermeyecek.

$ Özgür şehirlerin ittifakından ayrılıyor.
$ {soul_uuid_king} adlı karakterin sana karşı olan tavrı: <red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
Yardımımın yolda olduğunun haberini veriyorum. Bu savaşın senin lehine bir zaferle sonuçlanması ve büyük kayıplar yaşamamak için dua ediyorum!"
hint_union_ask_for_help_success_letter_2,"~
Kutsal görevlerinde müttefiklerimize yardım ederiz. Destek güçleri tez zamanda varacak! Uzun zamandır yüzümüze gülmese de Sophia Ana'nın bize yardım etmesi için dua edeceğim."
hint_union_ask_for_help_fail_letter_1,"~
Savaşçılarımı bir katliama göndermemi istiyorsun, savaşa değil. Düşmanın çok güçlü, böyle bir düşman edinmeden önce iki kez düşünecektin! O yüzden benden yardım falan bekleme!"
hint_union_ask_for_help_fail_letter_2,"~
Düşmanının ikimizin güçlerinin toplamından bile güçlü olduğunun farkındasın! Savaşçıları ölüme göndermek delilik. Beni affet ama ben bu işe bulaşmak istemiyorum!"
hint_ask_for_help_from_ai_accept,"Yardım Gönderme
{optional_additional_header}
Bir sefer düzenle ve onları yardıma gönder.

$ {soul_uuid_supported} onları gelecek savaşta kullanacak ve ardından savaşçıların eve dönecek.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"Yardım Talebi
{optional_type_of_danger}

Güçlerin {soul_uuid_supported} için destek sağlamak üzere şehre ulaştı. Şehirde 3 gün veya ilk savaşa kadar kalacaklar.

Sonuçları:
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"Yardım Talebi
{optional_type_of_danger}

{soul_uuid_king} yardım göndermeni beklemedi.
{optional_ignore_allyship}"
hint_ask_for_help_from_ai_success_after_battle,"Savaş Yardımı
Savaşçıların düşman saldırısını engellemeyi başardı!"
hint_optional_union_allyship,"~
<b>Müttefikin Sorumlulukları</b>
$ Yardım yollamadığında bu ihanet sayılır ve birliğin lideriyle ilişkilerin ciddi şekilde zedelenir. Bunun sonucu olarak <red>özgür şehirler birliğinden atılabilirsin</red>. Bu durum, komşularının ve diğer müttefiklerin hiç hoşuna gitmez."
hint_optional_union_allyship_ignore,"~
<red>Onlara ihanet ettin.</red>

$ Birliğin lideri {soul_uuid_king_leader} ile ilişkilerin: <red>{rel_defence_alliance_not_help}</red>
$ {soul_uuid_king} ile ilişkilerin: <red>{rel_defence_alliance_broken}</red>
$ Komşuların ile ilişkilerin: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
Hain! Düşmanlar akbaba gibi etrafıma üşüşmüşken nasıl yardım etmezsin? Sen de bu antlaşmayı imzalamadın mı? Sana da çocuklarına da lanet olsun!"
hint_union_help_ai_ignore_letter_2,"~
Danışmanlarım böyle bir yılanla ittifak kurmamamı söylemişti! Dikkatli ol, ihanet haberi çabuk yayılır. Bazen kötü bir şöhret, en korkunç düşmandan bile daha kötüdür."
hint_union_help_success_letter_1,"~
Sana güvenebileceğimi, onurlu bir insan olduğunu biliyordum. Desteğin için teşekkür ederim. Maalesef önümüzdeki savaş kolay olmayacak. Hepimiz adına dua ediyorum."
hint_union_help_success_letter_2,"~
Sözünü tuttuğun için duyduğum minnettarlığı dile getirmek için yazıyorum. Askerlerine şimdi her şeyden çok ihtiyaç var! Ne zaman yardıma ihtiyacın olursa yardımına koşacağımı unutma."
hint_defence_alliance_only_description,"~
Asil aileler, herhangi bir tarafın başka bir asil aile tarafından saldırıya uğraması durumunda birbirlerine yardım edeceklerine dair söz verirler. 

Antlaşma köylerin savunulması veya haydut saldırıları için geçerli değildir.

$ Tüm üyeler, ittifaktan biri yardım istediğinde savaşçı göndermeye yemin eder.
$ Bir vilayetin ittifak üyeliği, lider ile ilişkisi <red>-25</red>'in altına düştüğünde feshedilir.
$ İttifak üyeleri kısıtlama olmadan ticaret sözleşmeleri yapabilir ve <hint=hint_market_volume_bonus>pazar talebi</hint> artar.
$ <b>Şehir ittifakı üyeleri vasal sahibi olamaz</b> ve ittifakın üyesi olmayan diğer krallıklara yapılan saldırgan eylemler <b>tarafsızlık ilkesi doğrultusunda sınırlandırılır</b>."
hint_loan_description,"[hint_DESCRIPTION]
{soul_uuid_king}, <b>arkadaşlık ilişkilerine</b> değer veriyor ve borç para teklif ediyor.

$ <hint=hint_resource_gold>{loan_money_take}</hint> alacaksın.
$ 10 gün içinde aynı miktarı geri ödemen gerekiyor: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Borcunu ödeyemezsen {soul_uuid_king} ile ilişkin <red>{rel_de}</red> ve diğer komşu gruplarla olan ilişkin <red>{rel_neigh_de}</red> kötüleşecek. Kendine bir <hint=hint_faction_relations_enemy>düşman</hint> edinebilirsin.

[hint_SENDER]"
hint_loan_take,"Borçlanma
 {soul_uuid_king}, sana borç olarak <hint=hint_resource_gold>{loan_money_take}</hint> verecek.

$ 10 gün içinde aynı miktarı geri ödemen gerekiyor: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Borcunu ödeyemezsen {soul_uuid_king} ile ilişkin <red>{rel_de}</red> ve diğer komşu gruplarla olan ilişkin <red>{rel_neigh_de}</red> kötüleşecek. Kendine bir <hint=hint_faction_relations_enemy>düşman</hint> edinebilirsin."
hint_loan_take_success,"~
{soul_uuid_king} sana güveniyor ve <hint=hint_resource_gold>{loan_money_take}</hint> borç verdi.

Borcun 10 gün içinde ödenmesini bekliyor."
hint_loan_give_back,"Borcunu Öde
<hint=hint_resource_gold>{loan_money_give_back}</hint> geri ödersin.

$ {soul_uuid_king} ile ilişkin <green>{rel_imp}</green> iyileşir."
hint_loan_give_back_success,"~
Borcunu geri ödedin ve {soul_uuid_king} <hint=hint_resource_gold>{loan_money_give_back}</hint> geri aldı.

$ {soul_uuid_king} ile ilişkilerin <green>{rel_imp}</green> iyileşti."
hint_loan_ignore,"~
Borcunu geri ödeyemedin.

$ {soul_uuid_king} ile ilişkin <red>{rel_de}</red> kötüleşti.
$ Komşuların ile ilişkilerin <red>{rel_neigh_de}</red> kötüleşti."
hint_loan_give_back_success_letter_1,"~
Borcunu geri ödediğin için teşekkür ederim. Ne yazık ki bu günlerde birçok kişi onurunu hiçe sayıyor. Sen onlardan değilsin. Kaderimde senin gibi bir komşu olduğu için ne mutlu bana."
hint_loan_give_back_success_letter_2,"~
Sana güvenebileceğimi biliyordum, borcunu hemen geri ödediğin için teşekkür ederim. Zor günlerin olduğunda yardımına koşacağımı sakın unutma."
hint_loan_ignore_letter_1,"~
Benden istediğin gibi sana altın verdim! Karşılığında ne aldım? Ne kadar müteşekkirmişsin! Bu tavır uzun vadede sana zarar verir, bilesin."
hint_loan_ignore_letter_2,"~
Hiç kimse komşusuna, özellikle de ihtiyaç anında yardımına koşan bir komşusuna böyle davranmamalı. Saygısızlığın cezası hem Yüce Ana hem de halk tarafından ağır verilir."
hint_loan_ignore_letter_3,"~
Arkadaşa borç verildiğinde hem paramızdan hem de arkadaşımızdan oluyormuşuz demek. Tavsiyeme kulak ver, paraya her zaman ihtiyaç olur ancak insanları bir kere kandırabilirsin. Kimse açgözlülüğü affetmez."
hint_warriors_take_description,"Yardım Teklifi
Müttefikin {soul_uuid_king}, senin aksine komşularından gelen tehditlerle boğuşmuyor.

Sana savaşçılarından {number_of_soldiers_for_gift} kadarını hediye olarak göndermeye hazır ancak bu yardımı kabul etmek sana olan tavrını bir miktar kötüleştirecektir.

$ Dövüş seviyesi {combat_level_of_soldiers_for_gift} olan {number_of_soldiers_for_gift} savaşçı alacaksın.
$ {soul_uuid_king} ile ilişkin <red>{rel_de_soldiers_for_gift}</red> kötüleşecek."
hint_warriors_take,"Teklifi Kabul Et
$ Dövüş seviyesi {combat_level_of_soldiers_for_gift} olan {number_of_soldiers_for_gift} savaşçı alacaksın.
$ {soul_uuid_king} ile ilişkin <red>{rel_de_soldiers_for_gift}</red> kötüleşecek."
hint_warriors_take_success,"Teklif Kabul Edildi
{soul_uuid_king} adlı karakterin teklifini kabul ettin ve savaşçıları yola çıktı ancak zayıflığın onu endişelendiriyor.

$ Dövüş seviyesi {combat_level_of_soldiers_for_gift} olan {number_of_soldiers_for_gift} savaşçı yakında yerleşkene gelecek.
$ {soul_uuid_king} ile ilişkin <red>{rel_de_soldiers_for_gift}</red> kötüleşecek."
hint_warriors_take_success_letter_1,"~
Bahtsızlık kapına dayanmış. Sana savaşçılarımı gönderiyorum. Umarım Yüce Ana zaferinde sana yardım eder. Gelecekte komşuların için bir daha zahmet çıkarmamaya çalış."
hint_warriors_take_success_letter_2,"~
Sana savaşçılarımı gönderiyorum, böyle büyük bir düşmanla tek başına yüzleşemezsin. Bu yardımı göz ardı etmeyeceğini biliyorum ve gelecekte beni hayal kırıklığına uğratmayacağına inanıyorum. Bunu yaparak akrabalarımın tavsiyesine karşı geliyorum."
hint_religion_riot_success,"Dinî Ayaklanma
Piskopos ile olan anlaşmazlıklardan dolayı şehirde dinî bir ayaklanma çıktı.

$ Nüfusun ve ordunun büyük bir kısmı kaybedildi
$ {soul_uuid_prey}, asi fanatiklerin elinde can verdi."
optional_relations_heir_rebellion,"~
$ {soul_uuid_heir} yenerse ilişkinin iyileşme oranı: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ {soul_uuid_king} yenerse ilişkinin kötüleşme oranı: <red>{rel_neigh_de}</red>"
hint_heir_riot_heir,"Vâris İsyanı
{optional_type_of_danger}

Yakın gelecekte vârisin ayaklanacağı ve bazı asilzadeler ile savaşçıları kendi tarafına çekeceği öngörülüyor.

Bir ordu göndererek destek olmanı istiyorlar ve yardımlarına müteşekkir olacaklarının sözünü veriyorlar.

$ Aynı zamanda ordu içinde hangi tarafın ne kadar desteklendiği bilinmiyor ve bu da ancak son anda belli olacak.

{soul_uuid_heir} için destek verirsen olası sonuçlar:
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_deathlist,"~
Hayatta kalan mağlup asilzadeler komşu bölgelere kaçtı, yenilen savaşçılar ise orman haydutlarına katıldı."
hint_heir_riot_heir_success,"Vâris kazandı!
{soul_uuid_previous_heir} yeni hükümdar oldu ve {soul_uuid_previous_king} mağlup edildi!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_fail,"Hükümdar kazandı!
{soul_uuid_previous_king} isyanı bastırdı ve {soul_uuid_previous_heir} mağlup edildi!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_success_letter_1,"~
Zaferin de tahtın da benim olduğunu söylemekten mutluluk duyuyorum! Hainleri de bana yardım edenleri de unutmayacağımı bilesin."
hint_heir_riot_heir_success_letter_2,"~
En sonunda benim vaktim de geldi, artık hükümdarım. Senin yardımın olmadan bunu başaramazdım. Tabii, komşular ne için var?"
hint_heir_riot_king,"İsyana Karşı Koruma
{optional_type_of_danger}

Yakın gelecekte vârisin ayaklanacağı ve bazı asilzadeler ile savaşçıları kendi tarafına çekeceği öngörülüyor.

Hükümdar {soul_uuid_king} tehdit altında ve bir ordu göndererek ona destek olmanı istiyor. Bu zor zamanda yaptığın yardımı asla unutmayacaklarına söz veriyorlar.

$ Aynı zamanda ordu içinde hangi tarafın ne kadar desteklendiği bilinmiyor ve bu da ancak son anda belli olacak.

{soul_uuid_king} için destek verirsen olası sonuçlar:
$ {soul_uuid_king} kazanırsa ilişkiniz: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ {soul_uuid_heir} kazanırsa ilişkiniz: <red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_king_success_letter_1,"~
Bu çekişmede bana destek olup meşru otoritemi tanıdığın için teşekkür ederim! Beni gerçekten yok olmaktan kurtardın, bunu asla unutmayacağım. Yüce Sophia seni kutsasın."
hint_heir_riot_king_success_letter_2,"~
Etrafımın hainlerle sarılı olduğunun ve kendi evimde bile güvende olmadığımın maalesef farkındayım. Meşru hükümdarlığımı tanıdığın ve tahtımı korumama yardım ettiğin için teşekkür ederim. Gösterdiğin sadakati asla unutmayacağım."
optional_relations_vassal_riot,"~
$ {soul_uuid_king} ile ilişkiler: <green>{rel_im_help}</green>
$ {soul_uuid_king_s} ile ilişkiler: <red>{rel_de_sir}</red>"
hint_ai_vassal_riot_description,"Vasal Ayaklanması
{optional_type_of_danger}

Arkadaşlığına değer veren ve {soul_uuid_king_s} ile arasını bozmaya çekinmeyen tüm komşularından yardım istiyor.

Ayaklanmayı desteklemek için ordunu gönderebilirsin.

<b>Sonuçları:</b>
$ {soul_uuid_king} kazanırsa bağımsızlığını elde eder.
$ {soul_uuid_king_s} kazanırsa {soul_uuid_king} vasal olarak kalır.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
hint_ai_vassal_riot_success,"~
{soul_uuid_king} bağımsızlığını elde etti."
hint_ai_vassal_riot_fail,"~
{soul_uuid_king} bağımsızlığını elde edemedi ve vasal olarak kaldı."
hint_ai_vassal_riot_success_letter_1,"~
Özgürlükten daha değerli hiçbir şey yoktur. Süzerenin hâkimiyetinden kurtulup özgür kalma savaşı bir onur meselesidir ve bunu sensiz asla başaramazdım!"
hint_ai_vassal_riot_success_letter_2,"~
Benim uğruma süzerenim ile savaşa girmekten çekinmedin. Vasal olanlar bağımsızlık nedir bilmez. Teşekkür ederim dostum. İçimden bir ses bunun, haksızlığa karşı omuz omuza savaştığımız son savaş olmayacağını söylüyor."
hint_ai_vassal_riot_fail_letter_1,"~
Bana karşı gelip nasıl vasalıma yardım edersin? Bir de sen, zavallı korkak, beni yenebileceğini mi düşündün? Komşularının iç meselelerine karışanların kaderinde büyük harflerle mağlubiyet yazar!"
hint_ai_vassal_riot_fail_letter_2,"~
Vasalıma yardım edip bana karşı saldırı yapmayı seçtin. Affedilemez bir eylem bu! Şimdi mağlubiyetinin keyfini çıkar ve kendine sefil asker demeye başlamalısın!"
optional_relations_ai_attack,"~
$ {soul_uuid_king} ile ilişkiler: <green>{rel_im_help}</green>
$ {soul_uuid_king_s} ile ilişkiler: <red>{rel_de}</red>"
hint_ai_attack_description,"Yağma Tehdidi
{optional_type_of_danger}

Bu nedenle {faction_uuid} hükümdarı {soul_uuid_king}, gönüllü tüm komşularından destek istiyor.

{faction_uuid} için desteğini göstermek adına ordunu gönderebilirsin.

<b>Sonuçlar</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_attack_success,"~
{soul_uuid_king} kazandı ve şehrini yağmadan korudu."
hint_ai_attack_fail,"~
{soul_uuid_king} mağlup oldu ve şehrini yağmadan koruyamadı."
hint_ai_attack_success_letter_1,"~
Benim yanımda durduğun için çok teşekkür ederim. Savaş zorluydu ve çok büyük kayıplar verdin ancak yaptığın iyiliklerin unutulmayacağından şüphen olmasın!"
hint_ai_attack_success_letter_2,"~
Desteğin olmasaydı zafer benim olamazdı. Benim davamı desteklediğinde adalet için savaştın. Bu iyiliğini asla unutmayacağım ve yardıma ihtiyacın olduğunda ilk koşan olacağıma yemin ediyorum."
hint_ai_attack_fail_letter_1,"~
Bana ihanet edeceğini hiç beklemezdim! Bana böyle pis bir şekilde, hem de düşmanımla omuz omuza saldıracağını tahmin bile edemezdim ama Yüce Sophia benim yanımdaydı. Sen aptallığının ceremesini çekerken ben de zaferimin sefasını süreceğim!"
hint_ai_attack_fail_letter_2,"~
Düşmanımla güçlerini birleştirip bana saldırmayı seçtin. Böyle bir hezimete uğrayacağını bilmiyordun tabii, ben de ordunun ne kadar zayıf olduğunu bilmiyordum. Bir sonraki sefer ne kadar önemsiz bir rakip olduğunu biliyor olacağım!"
hint_ai_vassalite_description,"Vasallık Tehdidi
{optional_type_of_danger}

Bu nedenle {faction_uuid} hükümdarı {soul_uuid_king}, gönüllü tüm komşularından destek istiyor.

{faction_uuid} için desteğini göstermek adına ordunu gönderebilirsin.

<b>Sonuçlar</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_vassalite_success,"~
{soul_uuid_king} kazandı ve bağımsızlığını korudu."
hint_ai_vassalite_fail,"~
{soul_uuid_king} mağlup oldu ve {faction_uuid_s} için vasal oldu."
hint_ai_vassalite_success_letter_1,"~
Desteğin için gerçekten çok minnettarım. Sen olmasaydın ne özgürlüğümü alabilirdim ne de aşağılık vasallık statüsünden kurtulabilirdim. Zorlu bir savaş oldu ancak o haine daha fazla haraç ödemeyi kaldırabileceğimi hiç sanmıyordum."
hint_ai_vassalite_success_letter_2,"~
Beni korkunç haraçlar ödemekten kurtardın, Yüce Sophia seni kutsasın! Ordunda ağır kayıplar verdiğini görüyorum ancak borcumu ödeyeceğimden şüphen olmasın."
hint_ai_vassalite_fail_letter_1,"~
Can düşmanı arıyormuşsun diye duydum! Gerçekten bu şerefsizi benim vasallık hâkimiyetimden koruyabileceğini mi sandın? Mağlubiyetin bana karşı duran aptallara ibret olsun!"
hint_ai_vassalite_fail_letter_2,"~
Yalnızca aptallık etmekle kalmadın savaş meydanında tüm komşuların ne kadar korkak biri olduğunu da gördü. Dilediğime boyun eğdirmek benim hakkımdır, bunu unutmasan iyi edersin."
hint_ai_destroy_description,"Yıkım Tehdidi
{optional_type_of_danger}

Bu nedenle {faction_uuid} hükümdarı {soul_uuid_king}, gönüllü tüm komşularından destek istiyor.

{faction_uuid} savunmasına destek olmak adına ordunu gönderebilirsin.

<b>Sonuçlar</b>
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
hint_ai_destroy_success,"~
{soul_uuid_king} kazandı ve hem vilayetini hem de canını korudu."
hint_ai_destroy_fail,"~
{soul_uuid_king} mağlup oldu, ailesi yok edildi ve şehri yerle bir oldu."
hint_ai_destroy_success_letter_1,"~
Krallığı tehlikede olan bir komşunun yardımına bugünlerde kimse koşmuyor. Evimi felaketten koruduğun için teşekkür ederim!"
hint_ai_destroy_success_letter_2,"~
Sen yalnızca benim düşmanımla bir olmadın, bir de üstüne tüm dünyaya nasıl bir korkak olduğunu kanıtlamış oldun! Bugünkü mağlubiyetin bir başlangıç. Tüm savaşçılarını ortadan kaldırmadan uyumayacağıma yemin ediyorum."
hint_ai_destroy_fail_letter_1,"~
Gidip düşmanımla bir oldun ama dünyaya ne kadar korkak bir savaşçı olduğunu da gösterdin! Bugünkü mağlubiyetin bir başlangıç. Yanında tek bir savaşçı bile kalmayana dek dişimle tırnağımla çalışacağım."
hint_ai_destroy_fail_letter_2,"~
Düşmanımla bir olan kimse cezasız kalmaz. Bu savaşı kaybedeceğin o kadar belliydi ki akıl sağlığını sorguladım!"
hint_ai_maroder_description,"Yağmacılar Yaklaşıyor
{optional_type_of_danger}

Bu nedenle hükümdar {soul_uuid_king} yardım edebilecek tüm komşularından destek istiyor.

Yağmacılar <hint=hint_cainism>kâfir Kabilistlerden</hint> oluştuğu için bu eylem <hint=hint_sofia_cult>kilise</hint> tarafından kutsanır.

<b>Sonuçlar</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_maroder_success,"~
Yağmacıları yendin ve {soul_uuid_king}, köyünü kurtardı."
hint_ai_maroder_fail,"~
Yağmacılara mağlup oldun ancak {soul_uuid_king} çabaların için müteşekkir."
hint_ai_maroder_success_letter_1,"~
Yalnızca senin gibi cesur bir savaşçı bu yağmacılara karşı durabilirdi. Bir sürü masum insanı ölümden ve esaretten kurtardın, sana ömrümün sonuna kadar borçlu kalacağım. Çok teşekkür ederim!"
hint_ai_maroder_success_letter_2,"~
Yardımın olmasaydı yağmacılar yerleşkemi yok etmişti. Yüce Sophia seni ve aileni hep korusun!"
hint_ai_maroder_fail_letter_1,"~
Sen ve savaşçıların bu acımasız yağmacıların elinde helak oldunuz. Seni ben yardıma çağırdım, tüm suç benim. Paha biçilemez yardımların için teşekkür ederim canım komşum!"
hint_ai_maroder_fail_letter_2,"~
Yardımıma geldiğin için teşekkür ederim. Bu imansız yağmacıların savaşçılarını helak ettiklerini görmek çok üzücü. Sen gerçek bir dostsun!"
hint_ai_forest_danger_success,"~
""{soul_uuid_king} kazandı ve şehrini korudu."
hint_ai_forest_danger_fail,"~
{soul_uuid_king} mağlup oldu ve şehri yağmalandı."
hint_ai_forest_danger_success_letter_1,"~
İnan bana, ben kimseye kolay kolay minnet etmem. Bana çok zor bir zamanda destek oldun. Savaşçıların gerçek yiğitliğin ve cesaretin ne olduğunu gösterdi. Teşekkür ederim, yardımını asla unutmayacağım."
hint_ai_forest_danger_success_letter_2,"~
Düşmanımı yenmemde bana yardım etmen ne onurlu bir hareket. Şenlik ve av için vilayetime koşa koşa gelen komşularım yardıma ihtiyacım varken oralı bile olmadı. Teşekkürler!"
hint_ai_forest_danger_fail_letter_1,"~
Dilbaz biri değilim ancak şükranlarımı eylemlerimle gösteririm. Yardımıma gelerek çok cesurca bir hareket yaptın. Belki ağır kayıplar verdik ancak mağlubiyete rağmen yaptığın eylemlerine kelimeler yetmiyor."
hint_ai_forest_danger_fail_letter_2,"~
Benden zayıf olanlara diz çöküp teşekkür etmek âdetim değildir ancak senin adalet duygun bana çok tanıdık, yardımların için teşekkür etmek istiyorum."
hint_player_city_danger,"Yağma tehdidi
{optional_type_of_danger}

{optional_possible_helpers}"
hint_general_conflict_makha,"~

Bir Makhalıdan beklendiği gibi {soul_uuid_king_1}, {soul_uuid_king_2} adlı karakter altın borcunu ödemekte acele etmediği için çok mutsuz.

{soul_uuid_king_2} ise böyle önemsiz bir şeyden dolayı köylülerin gözünde asil ailelerin şanının zedelendiğini düşünüyor. En kısa sürede borcunu ödeyeceğinin sözünü veriyor."
hint_general_conflict_kaiden,"~

{soul_uuid_king_1}, sadakatin en büyük erdem olduğu Kaiden kültürünün bir üyesi olduğundan {soul_uuid_king_2} adlı hükümdarın kaçan asilzadeyi geri vermesi gerektiğini düşünüyor.

Kaçağa kalacak bir yer veren {soul_uuid_king_2} ise asilzadelerin hangi aileye katılacaklarını seçebileceklerini ve köle olmadıklarını söylüyor."
hint_general_conflict_fanatic,"~

{soul_uuid_king_1} bir fanatik, bu nedenle komşularının dindar olması onun için çok önemli. {soul_uuid_king_2} ise ne inanca ne de Tapınak inşa etmeye önem veriyor. Norland'ı karanlığın eline düşmekten yalnızca kilise kurtarabilir, bunu herkes bilsin.

{soul_uuid_king_2} kendi meselelerinin kendi işi olduğunu ve kimsenin ona bir şey emredemeyeceğini söylüyor."
hint_general_conflict_terror,"~

{soul_uuid_king_1}, {soul_uuid_king_2} adlı komşusunun şehrinde kendi kültürünün köylülerine dehşet saçtığını duymuş. Buna hemen bir son verilmesini istiyor.

{soul_uuid_king_2}, kendi krallığının yönetiminin kişisel bir mesele olduğunu söyleyerek bunu yapmasının nedenleri olduğunu dile getiriyor."
hint_general_conflict_description,"Komşular Arası Anlaşmazlık
Hükümdar {soul_uuid_king_1} ve {faction_uuid_2} hükümdarı {soul_uuid_king_2} arasında anlaşmazlık çıktı.
{optional_conflict_theme}

{soul_uuid_king_1}, bu anlaşmazlıktaki tarafını belli etmeni rica ediyor.

<b>Sonuçlar</b>
$ Bir tarafı savunmak, o tarafla olan ilişkini <green>{support_buf}</green> iyileştirirken rakiple olan ilişkini <red>{suppport_debuf}</red> kötüleştirir."
hint_general_conflict_description_suport,"{soul_uuid_king_name} Adlı Karakteri Destekle
{faction_uuid} hükümdarı {soul_uuid_king} için desteğini göster ve onun haklı olduğunu söyle.

<b>Sonuçlar</b>
$ {soul_uuid_king}: İlişki <green>{support_buf}</green>
$ {soul_uuid_king_other}: İlişki <red>{suppport_debuf}</red>"
hint_general_conflict_description_succcess,"~
<b>Sonuçlar</b>
$ {soul_uuid_king}, adaletin yerini bulmasından memnun. İlişkiler <green>{support_buf}</green>
$ {soul_uuid_king_other} seni onursuz bir korkak olarak görüyor. İlişkiler <red>{suppport_debuf}</red>"
hint_general_conflict_description_ignore,"~
İki taraf da seni güvenilmez bir korkak olarak görüyor.

<b>Sonuçlar</b>
$ {soul_uuid_king_1}: İlişkiler <red>{ignor_def}</red>
$ {soul_uuid_king_2}: İlişkiler <red>{ignor_def}</red>"
hint_general_conflict_success_letter_1,"~
İhtiyaç zamanımda yardımıma koşmanı unutmayacağım. Kin beni savaşa itiyor ancak aynı zamanda bana gösterilen nezaketi hatırlamamı da sağlıyor. Bu saatten sonra bana güvenebilirsin."
hint_general_conflict_success_letter_2,"~
Bunlar zor zamanlar ancak her savaşçı çok önemli. Yardımların da bu nedenle çok daha değerli. Teşekkür ederim. Yardıma ihtiyacın olduğunda ilk koşacak kişi ben olacağım."
hint_general_conflict_fail_letter_1,"~
Korkaklıktan daha kötü bir şey var mı? Sen krallıktan ziyade anca domuzları yönetebilirsin. Gün gelecek sen de zor zamanlar geçireceksin ve işte o zaman bu ürkekliğinin cezasını çekeceksin."
hint_general_conflict_fail_letter_2,"~
Senden yardım istedim de ne oldu? Annesinin bacaklarının arasına saklanan bir çocuktan farkın yok. Bunu unutmayacağımı bilesin!"
hint_general_conflict_ignore_letter_1,"~
Savaş zamanı taraf seçmen istendiğinde hemen birinin eteğinin altına saklanırsın. Böyle cesur bir insana kim güvenir? Sakın yardım için bana gelme!"
