Key,Hungarian
hint_tutorial_orders,"Közvetlen utasítások
A karaktermenü tetején található teendők listájában az ikonra kattintva utasíthatod a nemest, hogy azonnal végezzen el egy szükséges feladatot.

<img=hint_tutorial_orders></img>

A nemesek általában maguk döntik el, hogy mikor mit csinálnak, de néha utasíthatod őket, hogy azonnal foglalkozzanak egy adott feladattal, ha sürgős szükség van rá.

$ A teendők listájának elején jelennek meg a nemesnek kiosztott feladatok.
$ Amikor a nemest valamely szükséglete zavarni kezdi, az adott szükséglet kielégítésére szolgáló tevékenységek is megjelennek itt. Kattints az ikonra, ha azt szeretnéd, hogy mindent eldobjon, és kielégítse a szükségletét."
hint_tutorial_pass_crown,"A korona átadása
Ha az uralkodódnak túl sok az ellensége, átadhatod a koronát valaki másnak.

<img=hint_tutorial_pass_crown></img>

Mivel a szomszédokkal és a Mátriárkával fennálló kapcsolatok az uralkodóhoz fűződő személyes kapcsolatok, a korona átadásával visszaállíthatod ezeket.

Ez jelentős súrlódást okoz ugyan a volt és az új uralkodó között, azonban minden külső kapcsolat most a nulláról indul."
hint_tutorial_relations_tab,"Kapcsolatok lap
Ha szeretnéd megtekinteni, hogy a karakterek mit gondolnak egymásról, lépj a karaktermenü Kapcsolatok lapjára.

<img=hint_tutorial_relations_tab></img>

$ Vidd az egeret valamely karakter portréja fölé, és láthatod, hogy milyen <hint=hint_thought_social>szociális gondolatok</hint> járulnak hozzá a vele való <hint=hint_relations>kapcsolathoz</hint>.
$ Az <hint=hint_interest>érdeklődést</hint> befolyásoló tényezők is megtekinthetők itt.
$ Felül vannak a kapcsolatszűrők – ezekkel például megtekintheted a más nemesi házakból származó karakterekkel vagy az uralkodók között fennálló kapcsolatokat.
$ A fontos karakterekkel fennálló kapcsolatokat úgy is megtekintheted, ha a fő lapon a portréjuk fölé viszed az egeret."
hint_tutorial_hate,"Gyűlölet
Amikor valamelyik karakter kapcsolata <red>-25</red> alá csökken egy másikkal, gyűlöletet kezd érezni. Ez gyilkossággal végződhet, így marad egy holttest és egy bűnöző, akit az egész család gyűlöl.

<img=hint_tutorial_hate></img>

$ <hint=hint_tutorial_relations_tab>Vizsgáld meg a szociális gondolatokat</hint>, amelyek a gyűlölethez vezettek. Ha például az egyik nemes irigyli a másikat, mert sok <hint=hint_resource_rune>Szent gyűrűje</hint> van, akkor jutalmazhatod az elsőt, vagy elvehetsz néhányat a másiktól, hogy csökkentsd a különbséget.
$ Ha sikerül jó hangulatban találnod ezt a nemest, ragadd meg az alkalmat, hogy meghívd, hogy töltsön időt vagy vadásszon egyet együtt a riválisával. Ha az egyikük nem túl haragos a másikra, talán kibékülnek.
$ Próbálj órákat szervezni nekik tanulásra. A tanuló a tanárhoz való hozzáállása fokozatosan javul.
$ Extrém esetben elrendezhetsz egy <hint=hint_duel>párbajt</hint> is. A párbaj során mindkét nemes meghalhat, de ha mindkettő túléli is, a gyilkolási vágy a párbaj végére elenyész.
$ És abban az esetben, ha a nemesedet a <hint=hint_bishop>püspök</hint> gyűlöli, a nemes mindig <b>esdhet a bocsánatáért</b>."
hint_mind_caption,Gondolat
hint_mind_remain_time,"~
{optional_remain_time_hours}"
hint_mind_abuse,"[hint_mind_caption]
<hint=hint_speech_insult>Megsértettek</hint>, és megalázva érzem magam!
[hint_mind_remain_time]"
hint_mind_agnostic,"[hint_mind_caption]
Kételkedem, hogy valóban Szófia Anya teremtette ezt a kegyetlen világot…

Az oka: <hint=hint_persons_agnostic>Agnosztikus</hint>."
hint_mind_battle_commander_bonus,"[hint_mind_caption]
Magabiztosnak érzem magam egy olyan parancsnok <hint=hint_skill_command>parancsnoksága</hint> alatt, mint {name}."
hint_mind_battle_commander_dead,"[hint_mind_caption]
Jobb, ha menekülünk, mielőtt túl késő lenne!"
hint_mind_battle_commander_retreat,"[hint_mind_caption]
Mit csináljunk? A győzelem elérhetetlennek tűnik számunkra!"
hint_mind_battle_enemy_commander_dead,"[hint_mind_caption]
Mindjárt legyőzzük őket!"
hint_mind_battle_enemy_commander_retreat,"[hint_mind_caption]
Csak még egy kicsi, és ők is elfutnak!"
hint_mind_battle_enemy_soldier_retreat,"[hint_mind_caption]
Haha! Gyávák!"
hint_mind_battle_enemy_soldier_dead,"[hint_mind_caption]
Láttam egy ellenséges harcost elesni a közelben! Csak még egy kicsi, és a győzelem a miénk lesz!"
hint_mind_battle_loose,"[hint_mind_caption]
Ma a szerencse nem a mi oldalunkon állt…
[hint_mind_remain_time]"
hint_mind_battle_soldier_retreat,"[hint_mind_caption]
A harcostársam elmenekült! Komornak tűnnek a dolgok!"
hint_mind_battle_soldier_dead,"[hint_mind_caption]
Egyre kevesebben vagyunk!"
hint_mind_battle_win,"[hint_mind_caption]
Hurrá, győztünk! Dicsőség az uralkodónak!
[hint_mind_remain_time]"
hint_mind_catharsis,"[hint_mind_caption]
A legutóbbi <hint=hint_tantrum>összeomlás</hint> után most megkönnyebbültem… De meddig tart vajon?
[hint_mind_remain_time]"
hint_mind_close_actor_hostage,"[hint_mind_caption]
{name} fogságba esett, ki kell szabadítanunk!"
hint_mind_close_actor_dead,"[hint_mind_caption]
Nem tudom elhinni, hogy {name} már nincs velünk…
[hint_mind_remain_time]"
hint_mind_close_actor_heavy_disease,"[hint_mind_caption]
Nem vagyok benne biztos, hogy {name} <hint=hint_sick>felépül</hint>-e… Remélem, van elég <hint=hint_heal>gyógyszerünk</hint>…"
hint_mind_close_actor_low_mid_disease,"[hint_mind_caption]
{name} <hint=hint_sick>beteg</hint>, és én aggódom. Remélem, van elég anyagunk, hogy <hint=hint_heal>ellássuk</hint>…"
hint_mind_close_actor_punish,"[hint_mind_caption]
{name} meg lett <hint=hint_punish>fenyítve</hint>. Talán megérdemelte, de ettől nem érzem jobban magam!
[hint_mind_remain_time]"
hint_mind_conversation_fatigue,"[hint_mind_caption]
Ez a fecsegés annyira fárasztó! Remélem, maradt még egy kis hideg <hint=hint_resource_beer>sörünk</hint>…

Az oka: <hint=hint_th_speach_fatigue>Beszédfáradtság</hint>.
[hint_mind_remain_time]"
hint_mind_inspection_fatigue,"[hint_mind_caption]
Olyan fárasztó ezeknek a bolondoknak elmagyarázni, mit is kellene tenniük! Remélem, maradt még egy kis hideg <hint=hint_resource_beer>sörünk</hint>…

Az oka: <hint=hint_th_inspection_fatigue>Felügyeletfáradtság</hint>.
[hint_mind_remain_time]"
hint_mind_knowledge_fatigue,"[hint_mind_caption]
Fúúú… Ez a sok ismeret… Tényleg kimerültem…

Az oka: <hint=hint_th_study_fatigue>Tudásfáradtság</hint>.
[hint_mind_remain_time]"
hint_mind_work_fatigue,"[hint_mind_caption]
Szörnyen kimerültem a mai munkában! 

Az oka: <hint=hint_th_fatigue>Munkafáradtság</hint>.
[hint_mind_remain_time]"
hint_mind_conversation_reward,"[hint_mind_caption]
Jó érzés, mikor az <hint=hint_persons_king>uralkodó</hint> <hint=hint_action_task_reward>megjutalmazza</hint> az ember erőfeszítéseit!
[hint_mind_remain_time]"
hint_mind_conversation_threat,"[hint_mind_caption]
 Az <hint=hint_persons_king>uralkodó</hint> azt hiszi, hogy elárulnám… Rettegek, de biztosítottam a <hint=hint_loyalty>hűségemről</hint>!
[hint_mind_remain_time]"
hint_mind_conversation_rumors,"[hint_mind_caption]
Olyan élvezetes a háta mögött kibeszélni valakit…
[hint_mind_remain_time]"
hint_mind_crime_criminal_not_punished,"[hint_mind_caption]
{name} meg kell bűnhődjön a <hint=hint_crime>bűneiért</hint>. Ez a törvény!
[hint_mind_remain_time]"
hint_mind_crime_punished,"[hint_mind_caption]
<hint=hint_punish>Megfenyítettek</hint>!
[hint_mind_remain_time]"
hint_mind_crime_unfairly_punished,"[hint_mind_caption]
<hint=hint_punish>Megfenyítettek</hint> a semmiért! És mindenki tudja!
[hint_mind_remain_time]"
hint_mind_crime_victim,"[hint_mind_caption]
Szörnyű ez a tehetetlenségérzés… De szörnyű egy <hint=hint_crime>bűntett</hint> áldozatának lenni!
[hint_mind_remain_time]"
hint_mind_deep_talk,"[hint_mind_caption]
Mi lehet jobb egy <hint=hint_speech_friendly>baráti beszélgetésnél</hint>?
[hint_mind_remain_time]"
hint_mind_dice_of_fate_bad_luck,"[hint_mind_caption]
Rossz kombináció! Rossz kombináció!
[hint_mind_remain_time]"
hint_mind_dice_of_fate_luck,"[hint_mind_caption]
Szófia Anya szeret engem!
[hint_mind_remain_time]"
hint_mind_disease_death_inevitable,"[hint_mind_caption]
Ideje búcsút venni ettől a világtól…
[hint_mind_remain_time]"
hint_mind_disease_easy,"[hint_mind_caption]
<hint=hint_sick>Fáj</hint>, de nem tűnik túl komolynak.
[hint_mind_remain_time]"
hint_mind_disease_hard,"[hint_mind_caption]
Szent Szófia, micsoda <hint=hint_sick>fájdalom</hint>! Remélem, felgyógyulok!
[hint_mind_remain_time]"
hint_mind_drank,"[hint_mind_caption]
Ez átkozottul jó <hint=hint_alcohol>ital</hint>! Talán iszom még egyet!

Az oka: Alkoholfogyasztás: {number}.
[hint_mind_remain_time]"
hint_mind_drank_nectar,"[hint_mind_caption]
Rendkívüli erőt érzek hirtelen magamban! A <hint=hint_resource_nectar>nektár</hint> csodákra képes!

Az oka: Nektárfogyasztás: {number}.
[hint_mind_remain_time]"
hint_mind_beer_addiction,"[hint_mind_caption]
SÜRGŐSEN innom kell egyet! 

Az oka: <hint=hint_alcoholism>Alkoholizmus</hint>.
[hint_mind_remain_time]"
hint_mind_gambler_no_play,"[hint_mind_caption]
Olyan régóta nem kockáztam… Sürgősen próbára kell tennem a szerencsémet! 

Az oka: <hint=hint_gambler>Szerencsejáték-függőség</hint>."
hint_mind_nectar_addiction,"[hint_mind_caption]
Meghalok <hint=hint_resource_nectar>nektár</hint> nélkül! Hol tudnék szerezni?

Az oka: <hint=hint_addict>Nektárfüggőség</hint>.
[hint_mind_remain_time]"
hint_mind_enemy_actor_dead,"[hint_mind_caption]
Remélem, {name} a pokolra jutott! Az az átokverése azt kapta, amit megérdemelt!
[hint_mind_remain_time]"
hint_mind_enemy_actor_heavy_disease,"[hint_mind_caption]
Olybá tűnik, {name} nem érzi jól magát… Ha! Remélem, rossz vége lesz!
[hint_mind_remain_time]"
hint_mind_envy_happy,"[hint_mind_caption]
{name} egyáltalán nem érdemli meg, amit kapott! Jog szerint mind engem illet!
[hint_mind_remain_time]"
hint_mind_evil_joke,"[hint_mind_caption]
Ez nagyon vicces! Nem bírom az efféle <hint=hint_speech_mockery>gúnyolódást</hint>!
[hint_mind_remain_time]"
hint_mind_execution_watch,"[hint_mind_caption]
Jó érzés, hogy tanúja lehetek, ahogy győz az <hint=hint_punish>igazság</hint>!
[hint_mind_remain_time]"
hint_mind_exhaustion,"[hint_mind_caption]
Az <hint=hint_hungry>éhség</hint> hamarosan megöl… Szükségem van legalább egy kis <hint=hint_food>élelemre</hint>!

Az oka: <hint=hint_need_food>Élelemszükséglet</hint>, éhezés.
[hint_mind_remain_time]"
hint_mind_faction_actor_dead,"[hint_mind_caption]
{name} már nincs köztünk… Függetlenül a kapcsolatunktól, ez veszteség a családunk számára.
[hint_mind_remain_time]"
hint_mind_fanatic,"[hint_mind_caption]
Szófia Anya, könyörülj rabszolgádon! Neked ajánlom a szenvedésem!

Az oka: <hint=hint_persons_fanatic>Vallási fanatikus</hint>."
hint_mind_fight_positive,"[hint_mind_caption]
Valahogy könnyebb lett a lelkem… 

Az oka: Harc az <hint=hint_enemy>ellenséggel</hint> ({name}).
[hint_mind_remain_time]"
hint_mind_flattery,"[hint_mind_caption]
{name} milyen kedves, hogy elismerte az erényeimet…

Az oka: <hint=hint_speech_flattery>Hízelgés</hint>.
[hint_mind_remain_time]"
hint_mind_force_action_task,"[hint_mind_caption]
Tudom, mit kell tennem, és mikor a legjobb azt megtennem!

Az oka: Kényszerítve van egy <hint=hint_action>feladat</hint> elvégzésére.
[hint_mind_remain_time]"
hint_mind_seduce_task,"[hint_mind_caption]
Ezt meg kellett tenni… 

Az oka: <hint=hint_action_task_seduce>Csábítás</hint> feladat.
[hint_mind_remain_time]"
hint_mind_game_of_dice_loose,"[hint_mind_caption]
Ehh, a szerencse elpártolt mellőlem! Hát, majd valahogy kárpótolom magam!
[hint_mind_remain_time]"
hint_mind_game_of_dice_win,"[hint_mind_caption]
Szerencsés napom van!
[hint_mind_remain_time]"
hint_mind_good_joke,"[hint_mind_caption]
Hahaha! Még mindig emlékszem arra a <hint=hint_speech_joke>viccre</hint>!
[hint_mind_remain_time]"
hint_mind_hangover,"[hint_mind_caption]
Szent Szófia, a fejem!

Az oka: <hint=hint_resource_beer>Sört</hint> fogyasztott tegnap: {number}
[hint_mind_remain_time]"
hint_mind_nectar_hangover,"[hint_mind_caption]
Micsoda rémálom, olyan beteg vagyok!

Az oka: <hint=hint_resource_nectar>Nektárt</hint> fogyasztott tegnap: {number}
[hint_mind_remain_time]"
hint_mind_force_donate,"[hint_mind_caption]
Az uralkodó talán azt hiszi, övé a <hint=hint_resource_rune>Szent Gyűrűim</hint>?

Az oka: {number} Szent Gyűrűt kellett <hint=hint_action_task_donate>adományoznia</hint>.
[hint_mind_remain_time]"
hint_mind_hate,"[hint_mind_caption]
{name} az esküdt <hint=hint_enemy>ellenségem</hint>! Gyűlöllek!"
hint_mind_homeless,"[hint_mind_caption]
Tényleg nem akad ágy és fedél számomra ebben a városban?"
hint_mind_hunt,"[hint_mind_caption]
Annak a húsfarkasnak esélye sem volt egy olyan vadász ellen, mint én!
[hint_mind_remain_time]"
hint_mind_immobilization,"[hint_mind_caption]
Nem tudok mozogni! Remélem, valaki segít!"
hint_mind_no_rings,"[hint_mind_caption]
Úgy nézek én ki, mint valami paraszt? Ez annyira megalázó! Legalább <hint=hint_resource_rune>5</hint> kell!

<b>Tipp: </b> Ha a karakter kevesebb mint 5 <hint=hint_resource_rune>Szent Gyűrűvel</hint> rendelkezik, szenvedni kezd a szegénység érzésétől. Ha viszont legalább 15 vagy – még inkább – 25 Szent Gyűrűvel rendelkezik, nő a társadalmi státusza, ami örömmel tölti el."
hint_mind_low_rings,"[hint_mind_caption]
A <hint=hint_resource_rune>Szent Gyűrűim</hint> lassan elfogynak… Hát nem érdemlek tiszteletet?

<b>Tipp:</b> Ha egy karakternek kevesebb mint 5 <hint=hint_resource_rune>Szent Gyűrűje</hint> van, szenvedni kezd a szegénység tudatától. Ha viszont legalább 15 vagy – még inkább – 25 Szent Gyűrűvel rendelkezik, nő a társadalmi státusza, ami örömmel tölti el."
hint_mind_many_rings,"[hint_mind_caption]
Úgy tűnik, nem kevés <hint=hint_resource_rune>Szent Gyűrűt</hint> halmoztam fel. Nem rossz, nem rossz…

<b>Tipp:</b> Ha a karakter kevesebb mint 5 <hint=hint_resource_rune>Szent Gyűrűvel</hint> rendelkezik, szenvedni kezd a szegénység tudatától. Ha viszont legalább 15 vagy – még inkább – 25 Szent Gyűrűvel rendelkezik, nő a társadalmi státusza, ami örömmel tölti el."
hint_mind_lot_of_rings,"[hint_mind_caption]
A gazdagság… Milyen csodálatos érzés!”

<b>Tipp:</b> Ha a karakter kevesebb mint 5 <hint=hint_resource_rune>Szent Gyűrűvel</hint> rendelkezik, szenvedni kezd a szegénység felismerésétől. Ha viszont legalább 15 vagy – még inkább – 25 Szent Gyűrűvel rendelkezik, nő a társadalmi státusza, ami örömmel tölti el."
hint_mind_morning_service,"[hint_mind_caption]
A remény érzése, hogy egyek lehetünk Szófia Anyával! <hint=hint_sermon_usual_preach>Az Öröm prédikáció</hint> annyira felemelő!
[hint_mind_remain_time]"
hint_mind_motive_energy_1,"[hint_mind_caption]
Ideje lenne már pihennem.

Az oka: <hint=hint_need_sleep>Alvásszükséglet</hint>."
hint_mind_motive_energy_2,"[hint_mind_caption]
Sürgősen aludnom kell. Alig bírok megállni a lábamon!

Az oka: <hint=hint_need_sleep>Alvásszükséglet</hint>."
hint_mind_motive_food_1,"[hint_mind_caption]
A jóllakottság kellemes érzése.

Az oka: Teljesen kielégített <hint=hint_need_food>élelemszükséglet</hint>."
hint_mind_motive_food_2,"[hint_mind_caption]
Ideje egyet harapni!

Az oka: <hint=hint_need_food>Élelemszükséglet</hint>."
hint_mind_motive_food_3,"[hint_mind_caption]
Sürgősen ennem kell valamit!

Az oka: <hint=hint_need_food>Élelemszükséglet</hint>."
hint_mind_motive_food_4,"[hint_mind_caption]
Halálosan mardos az éhség!

Az oka: <hint=hint_need_food>Élelemszükséglet</hint>."
hint_mind_motive_rest_1,"[hint_mind_caption]
Fúúú… Hát, nem is olyan rossz, még maradt némi energiám.

Az oka: <hint=hint_need_fun>Pihenésszükséglet</hint>."
hint_mind_motive_rest_2,"[hint_mind_caption]
Néhány napja egyáltalán nem ittam… Megérdemlem!

Az oka: <hint=hint_need_fun>Pihenésszükséglet</hint>."
hint_mind_motive_rest_3,"[hint_mind_caption]
Nem is emlékszem, mikor ittam utoljára! Hol van a kupám?

Az oka: <hint=hint_need_fun>Pihenésszükséglet</hint>.

<b>Tipp</b>: Ellenőrizd, hogy a karakter tud-e <hint=hint_alcohol>alkoholhoz</hint> jutni."
hint_mind_motive_rest_4,"[hint_mind_caption]
Nem tudok tovább dolgozni! Inni akarok!

Az oka: <hint=hint_need_fun>Pihenésszükséglet</hint>.

<b>Tipp</b>: Ellenőrizd, hogy a karakter tud-e <hint=hint_alcohol>alkoholhoz</hint> jutni."
hint_mind_motive_fun_1,"[hint_mind_caption]
Ez jó móka volt!

Az oka: Teljesen kielégített <hint=hint_need_fun>pihenésszükséglet</hint>."
hint_mind_motive_fun_2,"[hint_mind_caption]
Szükségem van némi szórakozásra…

Az oka: <hint=hint_need_fun>Pihenésszükséglet</hint>."
hint_mind_motive_fun_3,"[hint_mind_caption]
Annyira fáraszt minden. Sürgősen pihennem kell! 

Az oka: <hint=hint_need_fun>Pihenésszükséglet</hint>."
hint_mind_motive_religion_1,"[hint_mind_caption]
Szent Szófia Anya, áldj meg engem! Szent Szófia Anya, védelmezz!

Az oka: Teljesen kielégített <hint=hint_need_piety>áhítatszükséglet</hint>."
hint_mind_motive_religion_2,"[hint_mind_caption]
Szófia Anya szeret engem!

Az oka: Teljesen kielégített <hint=hint_need_piety>áhítatszükséglet</hint>."
hint_mind_motive_religion_2,"[hint_mind_caption]
Rég nem gyóntam már… Bűnbánatot kell gyakorolnom! 

Az oka: <hint=hint_need_piety>Áhítatszükséglet</hint>."
hint_mind_motive_religion_3,"[hint_mind_caption]
Szent Szófia Anya, bocsásd meg a vétkeimet!

Az oka: <hint=hint_need_piety>Áhítatszükséglet</hint>.

<b>Tipp:</b> Építs egy <hint=hint_bld_temple>templomot</hint>, és gondoskodj róla, hogy mindenki számára elérhető legyen."
hint_mind_motive_religion_4,"[hint_mind_caption]
Szent Szófia Anya, bocsásd meg a vétkeimet!

Az oka: <hint=hint_need_piety>Áhítatszükséglet</hint>.

<b>Tipp:</b> Építs egy <hint=hint_bld_temple>templomot</hint>, és gondoskodj róla, hogy mindenki számára elérhető legyen."
hint_mind_motive_sex_1,"[hint_mind_caption]
Már régóta nem éreztem emberi melegséget…

Az oka: <hint=hint_need_sex>Szexszükséglet</hint>."
hint_mind_motive_sex_2,"[hint_mind_caption]
Szexre van szükségem. Igen, szexre! 

Az oka: <hint=hint_need_sex>Szexszükséglet</hint>."
hint_mind_motive_sex_3,"[hint_mind_caption]
Bárkivel jó lesz! Nem bírom tovább!

Az oka: <hint=hint_need_sex>Szexszükséglet</hint>."
hint_mind_motive_care_1,"[hint_mind_caption]
A szüleim észre sem vesznek… Talán túlságosan elfoglaltak.

Az oka: <hint=hint_need_care>Gondoskodásszükséglet</hint>."
hint_mind_motive_care_2,"[hint_mind_caption]
Miért nem beszél velem anya és apa? Olyan magányosnak érzem magam!

Az oka: <hint=hint_need_care>Gondoskodásszükséglet</hint>."
hint_mind_motive_care_3,"[hint_mind_caption]
A szüleim gyűlölnek! Mit rosszat tettem?

Az oka: <hint=hint_need_care>Gondoskodásszükséglet</hint>."
hint_mind_new_town_resident,"[hint_mind_caption]
Remélem, itt boldog leszek!
[hint_mind_remain_time]"
hint_mind_night_murder,"[hint_mind_caption]
Megöltem egy embert álmában… Ez megvetendő, tudom!

Az oka: Gonosz gyilkosságot követett el éjszaka.
[hint_mind_remain_time]"
hint_mind_no_salary,"[hint_mind_caption]
Ide a pénzemet!
[hint_mind_remain_time]"
hint_mind_pain,"[hint_mind_caption]
Aaaah! Ez fáj!
[hint_mind_remain_time]"
hint_mind_personality_blockhead,"[hint_mind_caption]
Óóó! Eh? Haha!

Az oka: Karakter-jellemvonás – Bolondos öröm.

"
hint_mind_personality_bloodthirsty_fight,"[hint_mind_caption]
Nincs is jobb egy jó kis bunyónál!

Az oka: Karakter-jellemvonás – Vérszomjas.
[hint_mind_remain_time]"
hint_mind_personality_bloodthirsty_saw_fight,"[hint_mind_caption]
Láttam a vérontást… Ó, igen, gyönyörű volt!

Az oka: Karakter-jellemvonás – Vérszomjas.
[hint_mind_remain_time]"
hint_mind_personality_greedy,"[hint_mind_caption]
Én vagyok a leggazdagabb a családban, nincs is jobb érzés ennél!

Az oka: Rendelkezik a Kapzsi jellemvonással, és a családtagok közt neki van a legtöbb <hint=hint_resource_rune>Szent Gyűrűje</hint>.
[hint_mind_remain_time]"
hint_mind_quality_of_life_high,"[hint_mind_caption]
Boldog vagyok, hogy bőségben élhetek! Ez a legjobb város szerte a világon!

Az oka: <hint=hint_rich>Anyagi jólét</hint>."
hint_mind_religious_pain,"[hint_mind_caption]
Tudom, hogy Szent Szófia szeret! Ez a fájdalom az ő áldása!

Az oka: <hint=hint_persons_fanatic>Vallási fanatikus</hint>."
hint_mind_sex_bribe_coercion_dummy,"[hint_mind_caption]
Ez nem méltó egy nemeshez… 

Az oka: Szex egy paraszttal. 
[hint_mind_remain_time]"
hint_mind_sex_bribe_intimate,"[hint_mind_caption]
Tudom, hogy {name} ellenkezett!

Az oka: Egy hozzá közel állót szexre kényszerítettek.
[hint_mind_remain_time]"
hint_mind_sex_bribe_slave,"[hint_mind_caption]
De most legalább hosszú időre elég a pénzem…
[hint_mind_remain_time]"
hint_mind_sex_coercion_fail,"[hint_mind_caption]
Fáj, de a becsületem megmaradt!
[hint_mind_remain_time]"
hint_mind_sex_coercion_success,"[hint_mind_caption]
Mit tehettem volna az erőszak ellen?
[hint_mind_remain_time]"
hint_mind_sex_orgasm,"[hint_mind_caption]
Fúúú… Ez nem semmi volt!
[hint_mind_remain_time]"
hint_mind_sick_was_visit,"[hint_mind_caption]
Ha <hint=hint_sick>beteg</hint> vagyok, minden együttérző szó segít…
[hint_mind_remain_time]"
hint_mind_slight,"[hint_mind_caption]
{name} úgy tesz, mintha nem is léteznék! Ez olyan rossz érzés!
[hint_mind_remain_time]"
hint_mind_starvation,"[hint_mind_caption]
Napok óta nem ettem… Meddig bírom még, mielőtt éhen halnék?

Az oka: Hosszú ideje nem evett.
[hint_mind_remain_time]"
hint_mind_terror,"[hint_mind_caption]
Félek, én leszek a következő!

Az oka: <hint=hint_terror>Terror</hint> a népesség ezen csoportja körében.
[hint_mind_remain_time]"
hint_mind_toothache,"[hint_mind_caption]
Ez átkozottul fáj!"
hint_mind_try_to_posion_me,"[hint_mind_caption]
{name} megpróbált megmérgezni! Szerencsére nem igazán tudja, mit csinál!

Az oka: Sikertelen kísérlet a karakter megmérgezésére.
[hint_mind_remain_time]"
hint_mind_ugly_scars,"[hint_mind_caption]
Tudom, hogy csúnya vagyok…"
hint_mind_paramour,"[hint_mind_caption]
Nagyon jó, hogy van valaki, akit szerethetek!"
hint_mind_ex_paramour,"[hint_mind_caption]
Már nem vagyunk együtt.
[hint_mind_remain_time]"
hint_mind_love,"[hint_mind_caption]
{name} az életem értelme!"
hint_mind_refuse_flirt_full,"[hint_mind_caption]
{name}, életem szerelme nem hajlandó találkára jönni velem! Az érzéseim összetörtek!
[hint_mind_remain_time]"
hint_mind_refuse_flirt,"[hint_mind_caption]
Amúgy sem akartam igazán! {name} megbánja még ezt!
[hint_mind_remain_time]"
hint_mind_flirt,"[hint_mind_caption]
{name} ma a nevemet fogja suttogni! Ó, igen!"
hint_mind_convicted_of_adultery,"[hint_mind_caption]
{name}, szerelmem! Ez hogy történhet meg?!

Az oka: A partnere megcsalja valakivel ({soul_uuid_other}), és a karakter rájött.
[hint_mind_remain_time]"
hint_mind_adultery,"[hint_mind_caption]
Igen, egy szörnyeteg vagyok… {name}, megbocsátasz nekem, ha bevallom?

Az oka: Megcsalta a társát valakivel ({soul_uuid_other}).
[hint_mind_remain_time]"
hint_mind_suspicion_of_adultery,"[hint_mind_caption]
Azt hiszem, {name} megcsal… Nem, ezt nem bírom elviselni!

Az oka: A partnere megcsalja valakivel ({soul_uuid_other}), de a karakternek nincs bizonyítéka.
[hint_mind_remain_time]"
hint_mind_restrictions,"[hint_mind_caption]
Senkinek nincs joga megmondani nekem, hogy mit szabad és mit nem!

Az oka: Korlátozás a <hint=hint_dynasty_menu>Dinasztia menüben</hint>."
hint_mind_want_to_breakout,"[hint_mind_caption]
Bárcsak újra láthatnám őket! De ez még várat magára…
[hint_mind_remain_time]"
hint_mind_breakout_happy,"[hint_mind_caption]
Csak egy volt fogoly értheti meg ezt az érzést!
[hint_mind_remain_time]"
hint_mind_child_born,"[hint_mind_caption]
Új életet kezdtem!
[hint_mind_remain_time]"
hint_mind_meat_eating,"[hint_mind_caption]
Ó, ínycsiklandó!

Az oka: <hint=hint_resource_meat>Húst</hint> fogyasztott.
[hint_mind_remain_time]"
hint_mind_swede_eating,"[hint_mind_caption]
Csak a disznók képesek ezt megrágni és lenyelni!

Az oka: <hint=hint_resource_rutabaga>Karórépát</hint> fogyasztott.
[hint_mind_remain_time]"
hint_mind_ale_drinking,"[hint_mind_caption]
Ez az íz az ajkamon olyan, mintha egy angyal csókolt volna meg tavasszal! És egy csipetnyi erdei gyümölcs…

Az oka: Ízletes <hint=hint_resource_ale>sört</hint> fogyasztott.
[hint_mind_remain_time]"
hint_mind_moonshine_drinking,"[hint_mind_caption]
Ütős cucc! Bár az íze eléggé középszerű…

Az oka: <hint=hint_resource_moonshine>Lőrét</hint> fogyasztott.
[hint_mind_remain_time]"
hint_mind_desire_success,"[hint_mind_caption]
Az elégedettség érzése öntött el!

Az oka: Beteljesült <hint=hint_desire>vágy</hint>.
[hint_mind_remain_time]"
hint_mind_anguished_desire,"[hint_mind_caption]
Meg kell tennem mindenáron!

Az oka: <hint=hint_desire_obsession>megszállottság</hint>.
[hint_mind_remain_time]"
hint_mind_obsession_desire,"[hint_mind_caption]
Egész nap csak erre tudok gondolni. Megőrülök, ha nem érhetek célt!

Az oka: Intenzív <hint=hint_desire_obsession>megszállottság</hint>."
hint_mind_loyalty_low,"[hint_mind_caption]
Úgy érzem, nem becsülnek meg itt… Gyötrő érzés.

Az oka: Alacsony <hint=hint_loyality>hűség</hint>.

"
hint_mind_rescued_from_captivity,"[hint_mind_caption]
Azt hittem, itt a vég, de most már szabad vagyok!
[hint_mind_remain_time]"
hint_mind_patrolling_fatigue,"[hint_mind_caption]
Fáradt a járőrözéstől

Egész éjjel <hint=hint_persons_guard>járőröztem</hint>, nagyon fáradt vagyok!

<b>Tipp:</b> A harcosok automatikusan lesznek beosztva és váltják egymást az őrjáratokban. Az általános terhelés csökkentéséhez csökkentsd az őrök számát a <hint=hint_bld_patrol_sign>Járőrlobogó</hint> menüben.
[hint_mind_remain_time]"
hint_mind_fear_of_death,"[hint_mind_caption]
Én csak egy paraszt vagyok, nem harcos! A legelső csatában ott hagyom a fogam! 
[hint_mind_remain_time]"
hint_mind_cleaned_from_sin,"[hint_mind_caption]
A püspök feloldozott, újra tiszta vagyok az istennő előtt!

Köszönöm, Szent Szófia!"
