Key,Ukrainian
hint_king_coward_letter_1,"~
На ваше щастя, у мене виникли важливіші справи, ніж покарання зухвалого сусіда. Поки що можете жити спокійно!"
hint_king_coward_letter_2,"~
Ви варті покарання за непокору, але мені уві сні з’явилася Свята Мати Софія і заборонила це робити. Вам пощастило!"
hint_king_vassal_lite,"[hint_DESCRIPTION]
Монарх {soul_uuid_king} вважає, що в поточній ситуації вам буде краще стати його <hint=hint_vassal>васалом</hint>.

У вас є <b>2 дні</b> на роздуми.

$ Якщо ви проігноруєте пропозицію, {soul_uuid_king} розцінить це як зухвальство. Ставлення монарха до вас погіршиться на <red>{king_de}</red>.

[hint_SENDER]"
hint_king_lite_ignore,"~
Ви проігнорували пропозицію.

$ Взаємини з монархом {soul_uuid_king}: <red>{king_de}</red>"
hint_king_lite_ignore_letter_1,"~
Я не звик отримувати мовчазні відмови, особливо в питаннях влади. Ви виявили відкриту неповагу, і до вас будуть ставитися відповідно!"
hint_king_lite_ignore_letter_2,"~
Ви відмовляєтеся стати моїм васалом? Щоб мати таких ворогів, як я, ви маєте вважати себе безсмертним! Що ж, прийде час, і ми перевіримо це на практиці."
hint_demand_vassal_fair_conditions,"~
$ Якщо правитель не підкориться протягом 3 днів, ви будете змушені напасти на місто.
$ Якщо ви переможете, то силою зробите це угруповання вашим васалом.
$ Якщо ви не атакуєте місто після відмови правителя, це угруповання вважатиме вас боягузом."
hint_demand_vassal_fair,"Вимагати васалітету
Ви кидаєте виклик правлінню {soul_uuid_king} і вимагаєте, щоб той став вашим <hint=hint_vassal>васалом</hint>.
{optional_conditions}

У будь-якому разі це агресивна дія:
{optional_attack_on_vassal_or_ally}
{optional_change_relations_with_owner}
$ Взаємини із сусідами: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Взаємини з Матріархом: <red>{demand_vassal_fair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]
{optional_duty_of_honor}"
hint_demand_vassal_fair_success,"~
Ви кинули виклик владі монарха {soul_uuid_king}. Скоро ви отримаєте відповідь.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{demand_vassal_fair_rel_de}</red>
$ Взаємини з сусідами: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Взаємини з Матріархом: <red>{demand_vassal_fair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_demand_vassal_fair_relations,"~
$ Взаємини з {soul_uuid_king}: <red>{demand_vassal_fair_rel_de}</red>"
hint_demand_vassal_unfair,"Запропонувати васалітет
Ви кидаєте виклик владі монарха {soul_uuid_king} і вимагаєте стати вашим <hint=hint_vassal>васалом</hint>.

$ Якщо вони не підкоряться протягом 3 днів, ви муситимете напасти на їхнє місто.
$ Якщо ви переможете, вони силою стануть вашим васалом.
$ Якщо ви не атакуєте їхнє місто після їхньої відмови, вас вважатимуть боягузом.

ПОПЕРЕДЖЕННЯ. Оскільки ви в хороших (вище <green>+15</green>) взаєминах із правителем цього поселення, подібні агресивні дії сприйматимуться як <red>підступний</red> удар у спину.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{demand_vassal_rel_de}</red>
$ Взаємини з сусідами: <red>{demand_vassal_rel_neigh_de}</red>
$ Взаємини з Матріархом: <red>{demand_vassal_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_demand_vassal_unfair_success,"~
Ви кинули виклик владі монарха {soul_uuid_king}. Скоро ви отримаєте відповідь.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{demand_vassal_rel_de}</red>
$ Взаємини з сусідами: <red>{demand_vassal_rel_neigh_de}</red>
$ Взаємини з Матріархом: <red>{demand_vassal_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_demand_vassal_fair_consequences,"~
{optional_attack_on_vassal_or_ally}
$ Взаємини із сусідами: <red>{demand_vassal_fair_rel_de_neigh}</red>
$ Взаємини з Матріархом: <red>{demand_vassal_fair_matriarch_rel_de}</red>"
hint_demand_vassal_wait,"В очікуванні відповіді
{soul_uuid_king} обмірковує пропозицію стати вашим <hint=hint_vassal>васалом</hint>
Він відповість незабаром."
hint_demand_vassal_success,"~
Монарх {soul_uuid_king} вирішив прийняти вашу пропозицію й став вашим <hint=hint_vassal>васалом</hint>.

Тепер ви його сюзерен.

Він присягнув вам на вірну службу.
{optional_consequences}

[hint_vassal_tribute]
{optional_duty_of_honor_complete}"
hint_demand_vassal_fail,"~
{soul_uuid_king} відмовляється від вашої пропозиції та пропонує вирішити проблему силою.

Ви маєте напасти на місто монарха й перемогти протягом наступних трьох днів. Інакше вас визнають боягузом."
hint_demand_vassal_success_letter_1,"~
Я мушу погодитися на ваші вимоги. Було важко прийняти рішення, але часи неспокійні, і, зізнаюся, мені потрібен ваш захист."
hint_demand_vassal_success_letter_2,"~
Ви ставите мене перед суворим вибором: побачити моє королівство знищеним або заплатити вам непосильну данину… Я вибираю данину! Але пам’ятайте, Свята Софія все бачить!"
hint_demand_vassal_fail_letter_1,"~
Думаєте, я готовий стати перед вами на коліна? Ніколи! Для погроз на папері не потрібна мужність, але проявити себе гідним у бою дано не кожному! Наші мечі вже наточені, і ми чекаємо!"
hint_demand_vassal_fail_letter_2,"~
Сьогодні перед усіма я сміливо заявляю, що ми не станемо вашим васалом. Я не боюся смерті в будь-якому світі. Проте я прагну, щоб мене запам’ятали як доблесного воїна, а не як орла в полоні."
hint_demand_vassal_attack_description,"Очікування нападу
Після відхилення вимоги стати вашим <hint=hint_vassal>васалом</hint> {soul_uuid_king} очікує штурму свого міста вашим військом.

$ Якщо ви переможете, це угруповання стане вашим васалом.
$ Якщо ви програєте, угруповання збереже незалежність.
$ Якщо ви не почнете штурм протягом 3 днів, вас оголосять боягузом."
hint_demand_vassal_attack,"Напад
$ Якщо ви переможете, {soul_uuid_king} стане вашим васалом.
$ Якщо ви програєте, це угруповання збереже незалежність.
$ Якщо ви не почнете штурм протягом 3 днів, вас оголосять боягузом."
hint_demand_vassal_attack_success,"~
У результаті успішного нападу монарх {soul_uuid_king} визнає вашу владу й погоджується стати вашим <hint=hint_vassal>васалом</hint>.

[hint_vassal_tribute]"
hint_demand_vassal_attack_fail,"~
Ви програли битву. Монарх {soul_uuid_king} зберіг незалежність."
hint_demand_vassal_attack_timeover,"~
Ви не почали штурм. Тепер вашого монарха оголосять боягузом.

$ Взаємини з сусідами й монархом {soul_uuid_king}: <red>{rel_coward}</red>."
hint_demand_vassal_attack_success_letter_1,"~
Скільки смертей і горя ви посіяли своїм нападом! Скільки дітей залишилося без батьків! Годі, тепер я ваш васал. Але пам’ятайте, що я завжди боротимусь за свободу!"
hint_demand_vassal_attack_success_letter_2,"~
Ви хоробрий воїн, і в мене немає іншого вибору, як підкоритися вам. Але моє серце залишиться вільним!"
hint_demand_vassal_attack_fail_letter_1,"~
Я поважатиму гідного суперника, навіть якщо він зазнає поразки! Проте тих сусідів, які не вміють воювати і безглуздо розоряють свій народ, я зневажаю!"
hint_demand_vassal_attack_fail_letter_2,"~
Смак перемоги солодкий, але вам невідомий! Утім, ще солодша для мене моя свобода, яку я зміг так гідно відстояти! Я молюся, щоб ви припинили свої спроби підкорити мене й уникнути подальшої ганьби!"
hint_demand_vassal_attack_timeover_letter_1,"~
Кожен прагне бути відомим на всю землю, і вам це вдалося! Чутки про ваше боягузтво поширяться по всьому світу. Повірте, я про це подбаю!"
hint_demand_vassal_attack_timeover_letter_2,"~
Погрожувати може кожний, але для виконання потрібна хоробрість. Доля нагородила вас лише боягузтвом, і, будьте певні, завтра про цей подарунок заговорять усі наші сусіди!"
hint_demand_exit_vassal_wait,"Очікування відповіді
{soul_uuid_king} розглядає ваше рішення вийти з <hint=hint_vassal>васалітету</hint>.

$ Якщо ваш сюзерен достатньо сильний, він візьме ваше місто в облогу. Якщо ваш замок буде знищено, ви залишитеся васалом.
$ Утім, якщо ви успішно захистите свою свободу, то станете незалежним.
$ Сюзерен може вирішити надати вам свободу без бою, якщо ваше військо достатньо сильне.

Незабаром ви отримаєте відповідь. Тим часом ви можете просити військову допомогу від своїх союзників."
hint_exit_vassal_description,"Вихід із васалітету
Ви оголошуєте про намір кинути виклик сюзерену й звільнитися від його влади.
{optional_conditions}

У будь-якому разі це порушення присяги васала:
{optional_change_relations_with_owner}
$ Взаємини із сусідами: <red>{break_vassal_agreement_rel_de_neigh}</red>
{optional_possible_helpers}

[hint_SENDER]
{optional_duty_of_honor}"
hint_exit_vassal_success,"~
Ви кинули виклик владі монарха {soul_uuid_king}. Скоро ви отримаєте відповідь.

$ Взаємини з монархом {soul_uuid_king}: <red>{break_vassal_agreement_rel_de}</red>
$ Взаємини з сусідами: <red>{break_vassal_agreement_rel_de_neigh}</red>"
hint_exit_vassal_attack,"~
Монарх {soul_uuid_king} вирішує провчити вас. Незабаром військо сюзерена покарає вас.
Якщо ви захистите своє місто, то отримаєте свободу."
hint_exit_vassal_coward,"~
Монарх {soul_uuid_king} дарує вам свободу, бо у нього є важливіші справи, ніж приборкувати непокірного васала. 

Але ваш колишній господар це запам’ятає.
{optional_duty_of_honor_complete}"
hint_exit_vassal_attack_lose,"~
Ви програли битву. Монарх {soul_uuid_king} залишається вашим сюзереном."
hint_exit_vassal_attack_win,"~
Ви вийшли переможцем і стали незалежними. {soul_uuid_king} більше не ваш сюзерен."
hint_exit_vassal_attack_letter_1,"~
Отже, ви бажаєте звільнитися від мого правління. Ви добре знаєте, що для цього ви матимете протистояти моєму війську. Не лестіть собі, це неможливо! Тож скажіть жінкам, нехай готують траурні сукні."
hint_exit_vassal_attack_letter_2,"~
Ви не перший, хто кидає мені виклик, але, як бачите, я все ще на троні. Думаєте, удача тут відіграє роль? Я давно в це не вірю. Лише могутнє військо викликає повагу, і в мене воно є. Готуйтеся до бою!"
hint_exit_vassal_coward_letter_1,"~
Гадаєте, що зможеш протистояти своїм ворогам без моєї допомоги? Ну, вперед! Спостерігати за поразками дурнів – найкраща розвага!"
hint_exit_vassal_coward_letter_2,"~
Я відчуваю полегшення від вашого рішення. У мене є важливіші справи, ніж знатися з дурнем, який не розуміє своїх інтересів!"
hint_exit_vassal_attack_lose_letter_1,"~
Невже ви думали, що зможете перемогти мене? Ви добряче схибили. Тож не забувайте платити данину і ніколи більше, сину слуги, не смійте мені погрожувати!"
hint_exit_vassal_attack_lose_letter_2,"~
Так закінчується битва, коли зарозумілість і амбіції затьмарюють розум. Зізнайтеся, що вам потрібен мій захист, і не втручайтесь у справи сильних, якщо вони вам не під силу!"
hint_exit_vassal_attack_win_letter_1,"~
Ви довели свою мужність, я це визнаю. Я дарую вам свободу; ви заслужили це. Але що тепер ви робитимете з ворогами?"
hint_exit_vassal_attack_win_letter_2,"~
Я пишу, щоб привітати вас із незалежністю, тому що тільки слабкі не можуть визнати поразку. Нехай Свята Софія допоможе вам із новими друзями й ворогами!"
hint_exit_vassal_attack_lose_new_vassalage,"~  
Ви програли битву. Монарх {soul_uuid_king} стає вашим сюзереном."
hint_good_vassal_description,"Дружній васалітет
По-дружньому запропонуйте сусідові {soul_uuid_king} стати вашим <hint=hint_vassal>васалом</hint>.

Цей сусід погодиться, оскільки ваші взаємини перевищують <green>{rel_good_vassal_requiments}</green>, а ваше військо набагато сильніше.

[hint_SENDER]"
hint_good_vassal_send_request,"Пропозиція васалітету
Монарх погодиться, оскільки ваші взаємини перевищують <green>{rel_good_vassal_requiments}</green>, а ваше військо набагато сильніше.

$ Монарх {soul_uuid_king} стане вашим васалом."
hint_good_vassal_unavalable,"Пропозиція не має сенсу.
Монарх {soul_uuid_king} не погодиться добровільно стати вашим васалом, поки ваші взаємини не покращаться більше ніж на <green>{rel_good_vassal_requiments}</green>, а ваше військо не буде значно сильнішим."
hint_good_vassal_success,"~
Монарх {soul_uuid_king} визнає вашу владу й погоджується стати вашим <hint=hint_vassal>васалом</hint>.

[hint_vassal_tribute]"
hint_good_vassal_success_letter_1,"~
Я пишу вам, щоб оголосити про своє рішення стати вашим васалом. Я вважаю, що це дозволить мені скоротити мої військові витрати, оскільки зараз я маю справу з багатьма внутрішніми проблемами, як ви, можливо, знаєте."
hint_good_vassal_success_letter_2,"~
Я приймаю ваші умови, оскільки мені не завадять декілька років миру з поточними сусідами. Сподіваюся, я не пошкодую про своє рішення."
hint_vassal_rebel_description,"Бунт васала
Васал {soul_uuid_king} з угруповання {faction_uuid} більше не бажає служити під вашою короною, і кидає вам виклик.

$ У вас є <b>{number_of_remain_days} дн.</b>, щоб атакувати місто монарха. Якщо ви переможете, монарх залишиться вашим васалом.
$ У разі вашої поразки монарх більше не буде вашим васалом.
$ Якщо ви не підете в бій, ваш васал і ваші сусіди вважатимуть вас боягузом і погіршать ваші взаємини на <red>{rel_coward}</red>.
{optional_possible_helpers}"
hint_vassal_rebel_coward,"~
Ви не відповіли на виклик, і тепер монархом {soul_uuid_king} більше не є вашим васалом.

До того ж монарх і ваші сусіди визнали вас боягузом і погіршують ваші взаємини на <red>{rel_coward}</red>."
hint_vassal_rebel_attack_lose,"~
Ви програли битву. Монарх {soul_uuid_king} більше не є вашим васалом."
hint_vassal_rebel_attack_win,"~
Ви виграли битву. Монарх {soul_uuid_king} залишається вашим васалом."
hint_vassal_rebel_coward_letter_1,"~
Хіба мужність і гордість не вважаються головними чеснотами вельможі? Але що я бачу перед собою? Боязливий сусід, нездатний захистити власні права. Краще піти до монастиря й позбавити свою провінцію ганьби!"
hint_vassal_rebel_coward_letter_2,"~
Я вперше бачу таку хоробрість: навіть мої селяни піднімають заколот. А тут сам монарх боїться відповісти на мій виклик. Не можна заперечувати ваше боягузтво."
hint_vassal_rebel_attack_lose_letter_1,"~
Ви маєте визнати, що я гідний супротивник. Не кожному вистачило б сміливості піти проти волі сюзерена. Може, варто відкинути наші розбіжності в сторону і спробувати налагодити взаємини?"
hint_vassal_rebel_attack_lose_letter_2,"~
Благородний правитель – той, хто вміє визнавати хоробрість інших. Хіба мені не вдалося вибороти свободу в чесній боротьбі? Процвітання наших королівств має ґрунтуватися на добрих взаєминах із нашими сусідами. Чому б нам не вибрати такий шлях?"
hint_vassal_rebel_attack_win_letter_1,"~
Ви перемогли, і проти своєї волі я залишаюся вашим васалом. Але, клянуся Святою Софією, моя боротьба за свободу тільки почалася! І я вдарю, коли ви очікуватимете цього найменше!"
hint_vassal_rebel_attack_win_letter_2,"~
Битися з кимось слабшим за себе? Це може кожен дурень! Можливо, зараз ми зазнали втрат, але прийде день, коли Свята Софія допоможе мені здобути перемогу. І, повірте мені, цей день скоро настане. Обіцяю!"
hint_demand_exit_vassal_change_relations,"~
$ Взаємини з {soul_uuid_king}: <red>{break_vassal_agreement_rel_de}</red>"
hint_demand_exit_vassal_conditions,"~
$ Якщо ваш сюзерен достатньо сильний, він візьме ваше місто в облогу. Якщо ваш замок буде знищено, ви залишитеся васалом.
$ Утім, якщо ви успішно захистите свою свободу, то станете незалежним.
$ Сюзерен може вирішити надати вам свободу без бою, якщо ваше військо достатньо сильне."
hint_bandits_description,"~
Успіх залежить від володіння виконавцем такими навичками: «{skill_name_1}» і «{skill_name_2}».

{soul_uuid_performer}:
«{skill_name_1}», рівень {skill_level_1}.
«{skill_name_2}», рівень {skill_level_2}.

$ Імовірність успіху: {chances}%

<b>Вартість:</b> <hint=hint_resource_gold>{price}</hint>"
hint_assassinate_gm_description,"Вбивство вельможі
Наймання місцевих головорізів для вбивства вельможі.

$ У разі успіху вельможу буде вбито.

У разі поразки:
$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_assassinate}</red>
$ Взаємини з Матріархом: <red>{rel_de_neigh_assassinate}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_assassinate_gm_person_select,"Замовити вбивство
[hint_bandits_description]
{optional_holy_defence_will_removed}"
hint_assassinate_gm_success,"Вбивство вдалося!
{soul_uuid_assassinate_target} гине від кинджала вночі у власному ліжку."
hint_assassinate_gm_fail,"Вбивство не вдалося
{soul_uuid_assassinate_target} захищається від найманих головорізів – всі вони були вбиті.

$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_assassinate}</red>
$ Взаємини з Матріархом: <red>{rel_de_neigh_assassinate}</red>
{optional_holy_defence_will_removed}"
hint_kidnap_gm_description,"Викрадення вельможі
Найміть місцевих головорізів, щоб викрасти вибраного персонажа й доставити його до вашого поселення.

$ У разі успіху персонаж стає полоненим і буде доставлений у ваше поселення.

У разі поразки:
$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_kidnap}</red>
$ Взаємини з Матріархом: <red>{rel_de_neigh_kidnap}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_kidnap_gm_person_select,"Наказ на викрадення
[hint_bandits_description]
{optional_holy_defence_will_removed}"
hint_kidnap_gm_success,"Викрадення вдалося!
{soul_uuid_kidnap_target} в полоні, й незабаром буде у вашому поселенні."
hint_kidnap_gm_fail,"Викрадення не вдалося
{soul_uuid_kidnap_target} захищається від найманих головорізів – всі вони були вбиті.

$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_kidnap}</red>
$ Взаємини з Матріархом: <red>{rel_de_neigh_assassinate}</red>
{optional_holy_defence_will_removed}"
hint_robbery_description,"Пограбування замку
Найміть головорізів, щоб пограбувати місцеву скарбницю й отримати <hint=hint_resource_gold>золото</hint>.

У разі поразки:
$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_gold_stealer}</red>
$ Взаємини з Матріархом: <red>{rel_de_gold_stealer_neigh}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_robbery_person_select,"Наказ на пограбування замку
[hint_bandits_description]

$ Головорізи принесуть <hint=hint_resource_gold>{robbery_money}</hint>.
{optional_holy_defence_will_removed}"
hint_unavailable_nothing_to_robbery,"Нічого грабувати 
У місті замало золота для пограбування."
hint_robbery_success,"Пограбування замку вдалося!
Наймані головорізи викрали таку кількість золота: <hint=hint_resource_gold>{sum}</hint>. Незабаром ви його отримаєте."
hint_robbery_fail,"Пограбування не вдалося
Наймані головорізи побилися з охороною і були вбиті.

$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_gold_stealer}</red>
$ Взаємини з Матріархом: <red>{rel_de_gold_stealer_neigh}</red>
{optional_holy_defence_will_removed}"
hint_robbery_books_description,"Пограбування бібліотеки
Найміть головорізів, щоб пограбувати місцеву бібліотеку й отримати 3–5 випадково вибраних <hint=hint_book>книг</hint>.

$ У разі успіху кожен головоріз принесе одну випадково вилучену книгу.

У разі невдачі:
$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_book_stealer}</red>
$ Взаємини з Матріархом: <red>{rel_de_book_stealer_neigh}</red>
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_robbery_books_person_select,"Пограбування бібліотеки
[hint_bandits_description]

$ Головорізи принесли таку кількість книг: <hint=hint_book>{books_min} – {books_max}</hint>.
{optional_holy_defence_will_removed}"
hint_robbery_books_success,"Пограбування бібліотеки вдалося!
Наймані головорізи викрали {sum} шт. <hint=hint_book>книг</hint>. Незабаром ви їх отримаєте."
hint_robbery_books_fail,"Пограбування бібліотеки не вдалося
Наймані головорізи побилися з охороною і були вбиті.

$ Взаємини з монархом {soul_uuid_king}: <red>{rel_de_book_stealer}</red>
$ Взаємини з Матріархом: <red>{rel_de_book_stealer_neigh}</red>
{optional_holy_defence_will_removed}"
hint_gift_for_king,"Підношення монарху
Вельможа дарує {gift_for_king_resource} голові іншого дому від імені вашого монарха. Тип подарунку залежить від <hint=hint_culture>культури</hint> міста.

$ У результаті їхнє ставлення до голови вашої шляхетної родини поліпшиться відповідно до рівня навички «<hint=hint_skill_manners>Манери</hint>» того, хто зробив подарунок.
$ З кожним повторенням цей жест виглядатиме менш щирим, а його ефект зменшуватиметься.
$ Ця дія доступна навіть коли монарха немає у місті – йому повідомлять про подарунок.

[hint_SENDER]"
hint_gift_for_king_choose_performer,"Підношення монарху
Виконавець {soul_uuid_performer}: «{skill_name}» рів. {skill_level}.

Взаємини з вашим монархом: <green>{gift_rel_improve}</green>.

<b>Запланований подарунок:</b> {gift_for_king_resource}."
hint_gift_for_king_success,"~
Монарх {soul_uuid_king} прийняв ваше підношення й покращив свої взаємини з вами до <green>{gift_rel_improve}</green>."
hint_gift_for_king_success_letter_1,"~
Я пишу вам із сердечною вдячністю за ваш щедрий подарунок! Сусідські стосунки мають будуватися на дружбі, але, на жаль, це мало хто розуміє в наш час."
hint_gift_for_king_success_letter_2,"~
Мати такого сусіда, як ви, – велика честь! Ви зробили мені дуже щедрий подарунок, і, будьте певні, він не залишиться не оціненим!"
hint_gift_for_king_success_letter_3,"~
Нехай Софія прихильно дивиться на вас! Дійсно, такого цінного подарунка годі було й чекати! Якщо вам колись знадобиться допомога, не соромтеся написати."
hint_slander_for_king,"Наклеп на сусіда
Ваш вельможа <b>погано говорить</b> про вашого спільного сусіда від імені вашого монарха.

Як наслідок, взаємини між монархом {soul_uuid_king} і сусідом <b>погіршуються</b> відповідно до рівня навички <hint=hint_skill_speech>«Переконування»</hint> виконавця.

Однак ніхто не любить наклепи, і {soul_uuid_king} також погіршить взаємини з вашим правителем на <red>{rel_de_slander}</red>.

<b>Підказка.</b> 
Погіршення взаємин нижче рівня <red>-25</red> означає ворожнечу.
$ Між незалежними монархами це означає початок військових дій. 
$ Якщо йдеться про взаємини васала з його сюзереном, васал повстане. 
$ Якщо йдеться про взаємини між союзником і лідером союзу вільних міст, союзник вийде із союзу.

[hint_SENDER]"
hint_slander_for_king_choose_performer,"Наклеп на сусіда
Виконавець {soul_uuid_performer}: «{skill_name}» рівня {skill_level}

<b>Наслідки</b>
$ Взаємини монархів {soul_uuid_king} і {soul_uuid_king_s}: <red>{rel_de_slander_to_target_king}</red>
$ Взаємини {soul_uuid_king} з вашим монархом: <red>{rel_de_slander}</red>

Поточні взаємини монархів {soul_uuid_king} і {soul_uuid_king_s}: {rel_current}"
hint_slander_for_king_successs,"~
Монарх {soul_uuid_king} взяв до уваги вашу думку щодо {soul_uuid_king_s}, і, хоча це виглядає як брудний наклеп і не робить честі вашому правителеві, він все ж трохи подумав про це.

<b>Наслідки</b>
$ Взаємини монархів {soul_uuid_king} і {soul_uuid_king_s}: <red>{rel_de_slander_to_target_king}</red>
$ Взаємини монарха {soul_uuid_king} з вашим монархом: <red>{rel_de_slander}</red>"
hint_slander_for_king_success_letter_1,"~
Хто б міг подумати, що ви вирішите погано говорити про сусідів. Усе ж, сподіваюся, що у ваших словах є частка правди. Інакше ваші дії були б цілком нечесними."
hint_slander_for_king_success_letter_2,"~
Наклеп на ближнього не приносить честі вашому імені. Але, знаючи вас, я припускаю, що ви маєте докази, щоб підтвердити свої твердження. Зрештою, шляхетна людина не вчинить так без поважної причини."
hint_slander_for_king_success_letter_3,"~
Наклеп є низьким і ганебним вчинком, особливо якщо він спрямований проти ближнього. Моє єдине припущення полягає в тому, що в цих чутках є частка правди. Інакше ваша поведінка не гідна монарха!"
hint_action_task_invite,"Запрошення відвідати 
Запросіть вельможу відвідати ваше поселення. 

[hint_SENDER]"
hint_invite_success,"~
{soul_uuid_guest} приймає ваше запрошення й незабаром прибуде до вашого міста."
hint_invite_success_letter_1,"~
Поспішаю повідомити про отримання вашого запрошення. Я з великою радістю приймаю його! Що може бути краще, ніж вирушити в подорож і на час забути про нескінченні клопоти?"
hint_invite_success_letter_2,"~
Дякую за надання такої пропозиції. Я приїду до вас якнайшвидше, і, запевняю вас, що не буду вас сильно турбувати!"
hint_trade_agreement_demand_generic,"~
Як партнер <hint=hint_trade_agreement>торгової угоди</hint>, {soul_uuid_king} запропонує купувати {offer_resource_stack} за <hint=hint_resource_gold>{offer_price}</hint> <b>щодня</b>, що становить <hint=hint_resource_gold>{offer_price_per_item}</hint> за одиницю."
hint_trade_agreement_offer_generic,"~
Як партнер <hint=hint_trade_agreement>торгової угоди</hint>, {soul_uuid_king} запропонує продавати {offer_resource_stack} за <hint=hint_resource_gold>{offer_price}</hint> <b>щодня</b>, що становить <hint=hint_resource_gold>{offer_price_per_item}</hint> за одиницю."
hint_trade_agreement_demand,"Місто купує: {offer_resource_name}
[hint_trade_agreement_demand_generic]

{optional_holy_family_prices}
{optional_paper_prices}
{optional_trading_volumes_reduced}
[hint_SENDER]"
hint_trade_agreement_offer,"Місто продає: {offer_resource_name}
[hint_trade_agreement_offer_generic]

{optional_holy_family_prices}
{optional_paper_prices}
{optional_trading_volumes_reduced}
[hint_SENDER]"
hint_trade_agreement_generic,"~
$ Вартість посередницьких послуг Церкви: <hint=hint_resource_gold>{trade_agreement_cost_money}</hint>."
hint_trade_agreement_demand_success,"Торгова угода
[hint_trade_agreement_success_generic]

$ Взаємини з монархом {soul_uuid_king} покращились: <green>{trade_agreement_king_im}</green>
Бюджет міста партнера збільшиться, населення міста зростатиме на {add_peasant} жителів після кожної торгової операції.

[hint_trade_agreement_demand_generic]"
hint_trade_agreement_offer_success,"Торгова угода
[hint_trade_agreement_success_generic]

$ Взаємини з монархом {soul_uuid_king} покращились: <green>{trade_agreement_king_im}</green>

[hint_trade_agreement_offer_generic]"
hint_trade_agreement_success_generic,"~
{soul_uuid_king} і ви уклали <hint=hint_trade_agreement>торгову угоду</hint>."
hint_trade_agreement_declared_request,"Торгова угода
[hint_trade_agreement_success_generic]

[hint_trade_agreement_demand_generic]
{optional_trading_volumes_reduced}

<b>До завершення дії угоди залишилася така кількість днів: {trade_agreement_duration_remain}</b>"
hint_trade_agreement_declared_offer,"Торгова угода
[hint_trade_agreement_success_generic]

[hint_trade_agreement_offer_generic]
{optional_trading_volumes_reduced}

<b>До завершення дії угоди залишилася така кількість днів: {trade_agreement_duration_remain}</b>"
hint_trade_treaty_finish,"Термін дії торгової угоди завершився.
Тепер ви й монарх {soul_uuid_king} не зв’язані взаємними зобов’язаннями."
hint_trade_treaty_bad_relations,"Термін дії торгової угоди завершився.
Ваші взаємини значно погіршилися.

$ Тепер ви й монарх {soul_uuid_king} не зв’язані взаємними зобов’язаннями."
hint_trade_treaty_king_dead,"Торгову угоду буде розірвано.
Причина: смерть одного з підписантів.

$ Тепер ви й монарх {soul_uuid_king} не зв’язані взаємними зобов’язаннями."
hint_trade_treaty_bad_relations_letter_1,"~
Я вважаю, що наші взаємини більше не можуть служити основою для подальшої торгівлі. Цим я розриваю нашу торгову угоду."
hint_trade_treaty_bad_relations_letter_2,"~
Не думаю, що є сенс продовжувати торгувати."
hint_trade_treaty_success_letter_1,"~
Для мене велика честь укласти з вами торгову угоду. Торгівля, перш за все, служить гарантією миру між нашими королівствами."
hint_trade_treaty_success_letter_2,"~
Я пишу, щоб висловити свою радість з приводу укладення такої прибуткової торгової угоди. Не кожен може скласти меч і перейти до переговорів."
hint_trade_treaty_finish_letter_1,"~
Як ви, можливо, знаєте, термін дії нашого торгової угоди завершився. Це було досить вигідно."
hint_trade_treaty_finish_letter_2,"~
Я пишу вам, щоб повідомити про завершення нашої торгової угоди. Чи можлива нова? Подивимось."
hint_trade_treaty_king_dead_letter_1,"~
Я пишу вам, щоб повідомити, що мій попередник помер. Торгова угода, яку ви з ним уклали, не приносить ніякої користі. Вважайте її недійсною."
hint_trade_treaty_king_dead_letter_2,"~
Мій попередник пішов із цього світу. Моє ж ставлення до цієї комерційної домовленості завжди було суворим. Як такі умови можна вважати вигідними? Цим я анулюю цей пакт."
hint_trade_agreement_cost_paper,"~
$ Вартість укладення угоди: <hint=hint_resource_paper>{trade_agreement_cost_paper}."
