Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Indonesia
m_name.gwelts.532,Киран,Kieran,,Kieran,,,,,,,,,,,,Кіеран,Prabu
m_name.gwelts.533,Киллиан,Killian,,Killian,,,,,,,,,,,,Кілліен,Pradana
m_name.gwelts.534,Килан,Labhrainn,,Labhrainn,,,,,,,,,,,,Лабрейн,Pramono
m_name.gwelts.535,Лахтна,Lachtna,,Lachtna,,,,,,,,,,,,Лахта,Pranoto
m_name.gwelts.536,Лаосеах,Laoiseach,,Laoiseach,,,,,,,,,,,,Лойчех,Prasetia
m_name.gwelts.537,Лоркан,Lorcan,,Lorcan,,,,,,,,,,,,Лоркан,Prasetiyo
m_name.gwelts.538,Луг,Lugh,,Lugh,,,,,,,,,,,,Х'ю,Prasetyo
m_name.gwelts.539,Маэл,Mael,,Mael,,,,,,,,,,,,Мейл,Puput Dwi Cahyo
m_name.gwelts.540,Малахия,Malachy,,Malachy,,,,,,,,,,,,Малак,Purnama
m_name.gwelts.541,Мананнан,Manannan,,Manannan,,,,,,,,,,,,Меннен,Purnomo
m_name.gwelts.542,Маркас,Marcas,,Marcas,,,,,,,,,,,,Маркас,Purwadi
m_name.gwelts.543,Мел,Mel,,Mel,,,,,,,,,,,,Мел,Purwanto
m_name.gwelts.544,Мохта,Mochta,,Mochta,,,,,,,,,,,,Мокта,Purwoko
m_name.gwelts.545,Мойрин,Moirin,,Moirin,,,,,,,,,,,,Мойрін,Putra
m_name.gwelts.546,Мойрин,Moirin,,Moirin,,,,,,,,,,,,Мойрін,Raden
m_name.gwelts.547,Ойсин,Oisin,,Oisin,,,,,,,,,,,,Ойзін,Radig Guntur Hadiwardoyo
m_name.gwelts.548,Наоиз,Naoise,,Naoise,,,,,,,,,,,,Нойсе,Radit
m_name.gwelts.549,Ниалл,Niall,,Niall,,,,,,,,,,,,Ньяль,Raditya
m_name.gwelts.550,Одхран,Odhran,,Odhran,,,,,,,,,,,,Одґран,Raditya Ardimas.M
m_name.gwelts.551,Ойсин,Oisin,,Oisin,,,,,,,,,,,,Ойзін,Raffi
m_name.gwelts.552,Ойсин,Oisin,,Oisin,,,,,,,,,,,,Ойзін,Rafi
m_name.gwelts.553,Ойсин,Oisin,,Oisin,,,,,,,,,,,,Ойзін,Ragil Panca Yoga
m_name.gwelts.554,Риордан,Riordan,,Riordan,,,,,,,,,,,,Ріордан,Rahadian
m_name.gwelts.555,Ристард,Risteard,,Risteard,,,,,,,,,,,,Рістерд,Raharja
m_name.gwelts.556,Ронан,Ronan,,Ronan,,,,,,,,,,,,Ронан,Raharjo
m_name.gwelts.557,Руараид,Ruaraidh,,Ruaraidh,,,,,,,,,,,,Рурі,Rahmad
m_name.gwelts.558,Руарк,Ruarc,,Ruarc,,,,,,,,,,,,Руарк,Rahmadani Solihin
m_name.gwelts.559,Руаидри,Ruaidhri,,Ruaidhri,,,,,,,,,,,,Рудрі,Rahmadi
m_name.gwelts.560,Руайри,Ruairi,,Ruairi,,,,,,,,,,,,Руйрі,Rahman
m_name.gwelts.561,Шон,Sean,,Sean,,,,,,,,,,,,Шон,Rahmat
m_name.gwelts.562,Шеймус,Seamus,,Seamus,,,,,,,,,,,,Сімус,Raka
m_name.gwelts.563,Седна,Sedna,,Sedna,,,,,,,,,,,,Седна,Rakhmat
m_name.gwelts.564,Сенан,Senan,,Senan,,,,,,,,,,,,Сенанн,Raksa
m_name.gwelts.565,Сенан,Senan,,Senan,,,,,,,,,,,,Сенанн,Rama
m_name.gwelts.566,Руарк,Ruarc,,Ruarc,,,,,,,,,,,,Руарк,Ramadhan
m_name.gwelts.567,Руарк,Ruarc,,Ruarc,,,,,,,,,,,,Руарк,Ramli
m_name.gwelts.568,Руарк,Ruarc,,Ruarc,,,,,,,,,,,,Руарк,Ramli Ramadani
m_name.gwelts.569,Тадхг,Tadhg,,Tadhg,,,,,,,,,,,,Тадеґ,Randy
m_name.gwelts.570,Таран,Taran,,Taran,,,,,,,,,,,,Таран,Rantung
m_name.gwelts.571,Тойрдельбах,Toirdelbach,,Toirdelbach,,,,,,,,,,,,Тордельбах,Rasya
m_name.gwelts.572,Турлаф,Turlough,,Turlough,,,,,,,,,,,,Турлоу,Rasyid
m_name.gwelts.573,Уилльям,Uilliam,,Uilliam,,,,,,,,,,,,Уліам,Rauf
m_name.gwelts.574,Ултан,Ultan,,Ultan,,,,,,,,,,,,Ультан,Renal
m_name.gwelts.575,Ольхе,Uaithne,,Uaithne,,,,,,,,,,,,Утне,Rendi Efendi
m_name.gwelts.576,Феаргус,Fearghus,,Fearghus,,,,,,,,,,,,Феаргус,Rendy
m_name.gwelts.577,Фионн,Fionn,,Fionn,,,,,,,,,,,,Фйонн,Restu
m_name.gwelts.578,Фраох,Fraoch,,Fraoch,,,,,,,,,,,,Фрох,Restu Yudha Bagaskara
m_name.gwelts.579,Гаван,Gavan,,Gavan,,,,,,,,,,,,Ґаван,Reza Abi Mubaroq
m_name.gwelts.580,Грейд,Graid,,Graid,,,,,,,,,,,,Ґрейд,Reza Riawan
m_name.gwelts.581,Иоллан,Iollan,,Iollan,,,,,,,,,,,,Йоланн,Rian
m_name.gwelts.582,Ломан,Loman,,Loman,,,,,,,,,,,,Ломан,Rian Rahman
m_name.gwelts.583,Лоркан,Lorcan,,Lorcan,,,,,,,,,,,,Лоркан,Ricky Rivandy
m_name.gwelts.584,Майнчин,Mainchin,,Mainchin,,,,,,,,,,,,Мейнкін,Ridho
m_name.gwelts.585,Ниалл,Niall,,Niall,,,,,,,,,,,,Ньяль,Ridwan
m_name.gwelts.586,Од,Od,,Od,,,,,,,,,,,,Од,Rifky
m_name.gwelts.587,Фергал,Fergal,,Fergal,,,,,,,,,,,,Ферґал,Rikcart Dinatha Harpen Purba
m_name.gwelts.588,Фергус,Fergus,,Fergus,,,,,,,,,,,,Фергус,Riki
m_name.gwelts.589,Финбар,Finbar,,Finbar,,,,,,,,,,,,Фінбар,Riko
m_name.gwelts.590,Фионн,Fionn,,Fionn,,,,,,,,,,,,Фйонн,Riko Ferdiyantono
m_name.gwelts.591,Фиакра,Fiachra,,Fiachra,,,,,,,,,,,,Файкра,Ripan Aulia Pahri
m_name.gwelts.592,Фланн,Flann,,Flann,,,,,,,,,,,,Фланн,Riski
m_name.gwelts.593,Гарбх,Garbh,,Garbh,,,,,,,,,,,,Ґарб,Riski Saifudin
m_name.gwelts.594,Гаван,Gavan,,Gavan,,,,,,,,,,,,Ґаванн,Riskie Rahmadhani Setiansyah
m_name.gwelts.595,Героид,Gearoid,,Gearoid,,,,,,,,,,,,Ґеройд,Riyan
m_name.gwelts.596,Горм,Gorm,,Gorm,,,,,,,,,,,,Ґорм,Rizal
m_name.gwelts.597,Иарлайт,Iarlaith,,Iarlaith,,,,,,,,,,,,Ярлейт,Rizal Rachmat Hadi Tristanto
m_name.gwelts.598,Иоллан,Iollan,,Iollan,,,,,,,,,,,,Йоланн,Rizal Said Pamuji
m_name.gwelts.599,Ивор,Ivor,,Ivor,,,,,,,,,,,,Айвар,Rizal Yusuf
m_name.gwelts.600,Кин,Keane,,Keane,,,,,,,,,,,,Кієн,Rizky
m_name.gwelts.601,Катал,Cathal,,Cathal,,,,,,,,,,,,Катал,Rizky Arianda Putra
m_name.gwelts.602,Киран,Kieran,,Kieran,,,,,,,,,,,,Кіеран,Rizky Kurniawan
m_name.gwelts.603,Лир,Lir,,Lir,,,,,,,,,,,,Лір,Rizqi Budi Setyawan
m_name.gwelts.604,Лоркан,Lorcan,,Lorcan,,,,,,,,,,,,Лоркан,Robby Wijaya
m_name.gwelts.605,Луг,Lugh,,Lugh,,,,,,,,,,,,Х'ю,Robiansyah
m_name.gwelts.606,Лунн,Lunn,,Lunn,,,,,,,,,,,,Лунн,Robiansyah Nur
m_name.gwelts.607,Маэл,Mael,,Mael,,,,,,,,,,,,Мейл,Romli
m_name.gwelts.608,Малахия,Malachy,,Malachy,,,,,,,,,,,,Малак,Romy
m_name.gwelts.609,Манникс,Mannix,,Mannix,,,,,,,,,,,,Маннікс,Ronald
m_name.gwelts.610,Мэл,Mel,,Mel,,,,,,,,,,,,Мел,Roni
m_name.gwelts.611,Ниалл,Niall,,Niall,,,,,,,,,,,,Ньяль,Rosid
m_name.gwelts.612,Одхран,Odhran,,Odhran,,,,,,,,,,,,Одґран,Rudi
m_name.gwelts.613,Ойсин,Oisin,,Oisin,,,,,,,,,,,,Ойзін,Ryan
m_name.gwelts.614,Олкан,Olcan,,Olcan,,,,,,,,,,,,Олькан,Ryan Hidayat
m_name.gwelts.615,Пэдар,Peadar,,Peadar,,,,,,,,,,,,Пейдар,Ryo
m_name.gwelts.616,Пирс,Pearse,,Pearse,,,,,,,,,,,,Перс,Sabil
m_name.gwelts.617,Риан,Rian,,Rian,,,,,,,,,,,,Райан,Saepul
m_name.gwelts.618,Ронан,Ronan,,Ronan,,,,,,,,,,,,Ронан,Safaludin
m_name.gwelts.619,Ронан,Ronan,,Ronan,,,,,,,,,,,,Ронан,Safrullah
m_name.gwelts.620,Руари,Ruairi,,Ruairi,,,,,,,,,,,,Руйрі,Sahid
m_name.gwelts.621,Шон,Sean,,Sean,,,,,,,,,,,,Шон,Sahrul
m_name.gwelts.622,Шеймус,Seamus,,Seamus,,,,,,,,,,,,Сімус,Saiful Alfan
m_name.gwelts.623,Сенан,Senan,,Senan,,,,,,,,,,,,Сенанн,Saiful Fahyudi
m_name.gwelts.624,Сетанта,Setanta,,Setanta,,,,,,,,,,,,Сетанта,Sakti
m_name.gwelts.625,Шейн,Shane,,Shane,,,,,,,,,,,,Шейн,Samsul Abidin
m_name.gwelts.626,Шей,Shay,,Shay,,,,,,,,,,,,Шей,Samsul Arifin
m_name.gwelts.627,Ши,Shea,,Shea,,,,,,,,,,,,Шіа,Samuel
m_name.gwelts.628,Тадхг,Tadhg,,Tadhg,,,,,,,,,,,,Тадеґ,Sandi
m_name.gwelts.629,Тиг,Teague,,Teague,,,,,,,,,,,,Тіґ,Sandi Setiawan Indra Jaya
m_name.gwelts.630,Тирнан,Tiernan,,Tiernan,,,,,,,,,,,,Тірнан,Sandika
m_name.gwelts.631,Тиге,Tighe,,Tighe,,,,,,,,,,,,Тіґе,Santa
m_name.gwelts.632,Торин,Torin,,Torin,,,,,,,,,,,,Торін,Santoso
m_name.gwelts.633,Турлаф,Turlough,,Turlough,,,,,,,,,,,,Турлоу,Saputra
m_name.gwelts.634,Сигберт,Sigbert,,Sigbert,,,,,,,,,,,,Зігберт,Sarno
m_name.gwelts.635,Сигманд,Sigmand,,Sigmand,,,,,,,,,,,,Зіґманд,Satria
m_name.gwelts.636,Сигфрид,Sigfrid,,Sigfrid,,,,,,,,,,,,Зіґфред,Seftianto
m_name.gwelts.637,Сиджи,Siji,,Siji,,,,,,,,,,,,Сіджі,Selamat
m_name.gwelts.638,Сиджисвалд,Sijiswald,,Sijiswald,,,,,,,,,,,,Сіджівальд,Senja Sugandi
m_name.gwelts.639,Сиджисманд,Sijismand,,Sijismand,,,,,,,,,,,,Сіджіменд,Septian
m_name.gwelts.640,Сик,Sik,,Sik,,,,,,,,,,,,Сік,Setiadi
m_name.gwelts.641,Симен,Simen,,Simen,,,,,,,,,,,,Саймен,Setiawan
m_name.gwelts.642,Стефан,Stefan,,Stefan,,,,,,,,,,,,Штефан,Setya
m_name.gwelts.643,Стеффен,Steffen,,Steffen,,,,,,,,,,,,Штеффен,Setyawan
m_name.gwelts.644,Танкред,Tancred,,Tancred,,,,,,,,,,,,Танкред,Setyo
m_name.gwelts.645,Тарк,Tark,,Tark,,,,,,,,,,,,Тарк,Sidik
m_name.gwelts.646,Тедерик,Tederic,,Tederic,,,,,,,,,,,,Тедерік,Sigit
m_name.gwelts.647,Тилл,Till,,Till,,,,,,,,,,,,Тілл,Silvador Fiderson
m_name.gwelts.648,Тилло,Tillot,,Tillot,,,,,,,,,,,,Тіллот,Simbar Kaliemas
m_name.gwelts.649,Улрик,Ulrik,,Ulrik,,,,,,,,,,,,Ульрік,Slamet
m_name.tanaya.650,Алеон,Aleon,,Aleon,,,,,,,,,,,,Алеон,Slamet Triyono
m_name.tanaya.651,Грилос,Grilos,,Groto,,,,,,,,,,,,Ґрілос,Sodiq
m_name.tanaya.652,Пенелис,Penelis,,Penelis,,,,,,,,,,,,Пенеліс,Solihin
m_name.tanaya.653,Калитон,Kaliton,,Kaliton,,,,,,,,,,,,Калітон,Sony Ardiansyah
m_name.tanaya.654,Дримиос,Drimios,,Drimios,,,,,,,,,,,,Дрімуа,Subianto
m_name.tanaya.655,Леонет,Leonet,,Leonet,,,,,,,,,,,,Леонет,Sugeng Wahyudi
m_name.tanaya.656,Пирелис,Pirelis,,Pirelis,,,,,,,,,,,,Піреліс,Suherman
m_name.tanaya.657,Галонос,Galonos,,Galonos,,,,,,,,,,,,Ґалонос,Sukardi
m_name.tanaya.658,Трендас,Trendas,,Trendas,,,,,,,,,,,,Трендас,Sulaimansyah
m_name.tanaya.659,Филеон,Fileon,,Fileon,,,,,,,,,,,,Філеон,Sunardi
m_name.tanaya.660,Каларис,Kalaris,,Kalaris,,,,,,,,,,,,Каларіс,Supangat
m_name.tanaya.661,Дриман,Driman,,Driman,,,,,,,,,,,,Дріман,Surya
m_name.tanaya.662,Энерион,Enerion,,Enerion,,,,,,,,,,,,Енеріон,Suryadi
m_name.tanaya.663,Тимелос,Timelos,,Timelos,,,,,,,,,,,,Тімелос,Suryono
m_name.tanaya.664,Степанис,Stepanis,,Stepanis,,,,,,,,,,,,Штеніс,Susanto
m_name.tanaya.665,Перион,Perion,,Perion,,,,,,,,,,,,Періон,Sutarno
m_name.tanaya.666,Лилиос,Lilios,,Lilios,,,,,,,,,,,,Ліліос,Sutekno
m_name.tanaya.667,Фалерос,Faleros,,Faleros,,,,,,,,,,,,Фалерос,Syahputra
m_name.tanaya.668,Делонис,Delonis,,Delonis,,,,,,,,,,,,Делоніс,Syahril
m_name.tanaya.669,Теронид,Teronid,,Teronid,,,,,,,,,,,,Теронід,Syaiful
m_name.tanaya.670,Виларис,Vilaris,,Vilaris,,,,,,,,,,,,Віларіс,Syamsul
m_name.tanaya.671,Пелетос,Peletos,,Peletos,,,,,,,,,,,,Пелетос,Syarif
m_name.tanaya.672,Лендор,Lendor,,Lendor,,,,,,,,,,,,Лендор,Syarifuddin
m_name.tanaya.673,Аримон,Arimon,,Arimon,,,,,,,,,,,,Арімон,Syarifuddin Pakiding
m_name.tanaya.674,Телерон,Teleron,,Teleron,,,,,,,,,,,,Телерон,Taufan
m_name.tanaya.675,Финело,Finelo,,Finelo,,,,,,,,,,,,Фінело,Taufik
m_name.tanaya.676,Дримет,Drimet,,Drimet,,,,,,,,,,,,Дрімет,Taufiq
m_name.tanaya.677,Пелиор,Pelior,,Pelior,,,,,,,,,,,,Пеліор,Taufiq Qurrahman
m_name.tanaya.678,Гранеос,Graneos,,Graneos,,,,,,,,,,,,Ґранес,Tedy Syah Putra
m_name.tanaya.679,Лиренис,Lirenis,,Lirenis,,,,,,,,,,,,Ліреніс,Tegar Setiadi
m_name.tanaya.680,Тименор,Timenor,,Timenor,,,,,,,,,,,,Тіменор,Teguh
m_name.tanaya.681,Филид,Filid,,Filid,,,,,,,,,,,,Філід,Teguh Agus Amin
m_name.tanaya.682,Гелоран,Geloran,,Geloran,,,,,,,,,,,,Ґелоран,Teguh Sudiyono
m_name.tanaya.683,Дримел,Drimel,,Drimel,,,,,,,,,,,,Дрімел,Tian Salembang
m_name.tanaya.684,Калетон,Kaleton,,Kaleton,,,,,,,,,,,,Калетон,Tibud Fajar Shubhi
m_name.tanaya.685,Тиленос,Tilenos,,Tilenos,,,,,,,,,,,,Тіленос,Tio
m_name.tanaya.686,Лендри,Lendri,,Lendri,,,,,,,,,,,,Лендрі,Tito
m_name.tanaya.687,Перилос,Perilos,,Perilos,,,,,,,,,,,,Перілос,Tommy Mohammad Chadiq
m_name.tanaya.688,Арелис,Arelis,,Arelis,,,,,,,,,,,,Ареліс,Toni
m_name.tanaya.689,Филинор,Filinor,,Filinor,,,,,,,,,,,,Філінор,Tri
m_name.tanaya.690,Гелитон,Geliton,,Geliton,,,,,,,,,,,,Ґелітон,Tri Wibowo
m_name.tanaya.691,Дримор,Drimor,,Drimor,,,,,,,,,,,,Дрімор,Tria
m_name.tanaya.692,Телонис,Telonis,,Telonis,,,,,,,,,,,,Телоніс,Trian
m_name.tanaya.693,Перен,Peren,,Peren,,,,,,,,,,,,Перен,Trifendi Julian Mustofa
m_name.tanaya.694,Галерон,Galeron,,Galeron,,,,,,,,,,,,Ґелерон,Tukiman
m_name.tanaya.695,Лилидор,Lilidor,,Lilidor,,,,,,,,,,,,Лілідор,Tulus
m_name.tanaya.696,Каленис,Kalenis,,Kalenis,,,,,,,,,,,,Каленіс,Tutut Adhi Prabowo
m_name.tanaya.697,Тилис,Tilis,,Tilis,,,,,,,,,,,,Тільс,Ucok
m_name.tanaya.698,Энелор,Enelor,,Enelor,,,,,,,,,,,,Енелор,Ucu
m_name.tanaya.699,Грелид,Grelyd,,Grelyd,,,,,,,,,,,,Ґрелід,Udin
m_name.tanaya.700,Лирикос,Lirikos,,Lirikos,,,,,,,,,,,,Лірікос,Ujang
m_name.tanaya.701,Паленор,Palenor,,Palenor,,,,,,,,,,,,Пеленор,Umar
m_name.tanaya.702,Ферон,Feron,,Feron,,,,,,,,,,,,Ферон,Unang
m_name.tanaya.703,Тримос,Trimos,,Trimos,,,,,,,,,,,,Трімос,Untung
m_name.tanaya.704,Галор,Galor,,Galor,,,,,,,,,,,,Ґалор,Urip
m_name.tanaya.705,Делон,Delon,,Delon,,,,,,,,,,,,Делон,Vicky
m_name.tanaya.706,Лорон,Loron,,Loron,,,,,,,,,,,,Лорон,Viko
m_name.tanaya.707,Керис,Keris,,Keris,,,,,,,,,,,,Керіс,Viktor
m_name.tanaya.708,Тирол,Tirol,,Tirol,,,,,,,,,,,,Тірол,Wahab
m_name.tanaya.709,Гримел,Grimel,,Grimel,,,,,,,,,,,,Ґрімель,Wahid
m_name.tanaya.710,Алерон,Aleron,,Aleron,,,,,,,,,,,,Алерон,Wahyu
m_name.tanaya.711,Трендос,Trendos,,Trendos,,,,,,,,,,,,Трендос,Wahyu Catur Atmojo
m_name.tanaya.712,Дрелос,Drelos,,Drelos,,,,,,,,,,,,Дрелос,Wahyu Prasetyo
m_name.tanaya.713,Галери,Galery,,Galery,,,,,,,,,,,,Ґелері,Wahyu Saifuddin
m_name.tanaya.714,Перил,Peril,,Peril,,,,,,,,,,,,Періл,Wahyudi
m_name.tanaya.715,Лирет,Liret,,Liret,,,,,,,,,,,,Лірет,Waluyo
m_name.tanaya.716,Филон,Filon,,Filon,,,,,,,,,,,,Філон,Wardi
m_name.tanaya.717,Дремел,Dremel,,Dremel,,,,,,,,,,,,Дремель,Warih
m_name.tanaya.718,Грело,Grelo,,Gralo,,,,,,,,,,,,Ґрело,Warjono
m_name.tanaya.719,Тилен,Tilen,,Tilen,,,,,,,,,,,,Тілен,Wawan
m_name.tanaya.720,Калор,Kalor,,Kalor,,,,,,,,,,,,Калор,Wibowo
m_name.tanaya.721,Перон,Peron,,Peron,,,,,,,,,,,,Перон,Wicaksono
m_name.tanaya.722,Дрелик,Drelik,,Drelik,,,,,,,,,,,,Дрелік,Widi
m_name.tanaya.723,Лирен,Liren,,Liren,,,,,,,,,,,,Лірен,Widianto
m_name.tanaya.724,Грелос,Grelos,,Gralos,,,,,,,,,,,,Ґрелос,Wido
m_name.tanaya.725,Трилон,Trilon,,Trilon,,,,,,,,,,,,Трілон,Wiguna
m_name.tanaya.726,Дрило,Drilo,,Drilo,,,,,,,,,,,,Дріло,Wikanto
m_name.tanaya.727,Пелор,Pelor,,Pelor,,,,,,,,,,,,Пелор,Willy
m_name.tanaya.728,Алеро,Alero,,Alero,,,,,,,,,,,,Алеро,Wilson
m_name.tanaya.729,Грелис,Grelys,,Grelys,,,,,,,,,,,,Ґреліс,Wira
m_name.tanaya.730,Лирнос,Lirnos,,Lirnos,,,,,,,,,,,,Лірнос,Wirawan
m_name.tanaya.731,Терел,Terel,,Terel,,,,,,,,,,,,Терел,Wisnu
m_name.tanaya.732,Филет,Filet,,Filet,,,,,,,,,,,,Філет,Yana
m_name.tanaya.733,Дримен,Drimen,,Drimen,,,,,,,,,,,,Дрімен,Yanto
m_name.tanaya.734,Галет,Galet,,Galet,,,,,,,,,,,,Ґелет,Yanuar
m_name.tanaya.735,Перик,Perik,,Perik,,,,,,,,,,,,Перік,Yermia Rubhel Turnado
m_name.tanaya.736,Келор,Kelor,,Kelor,,,,,,,,,,,,Келор,Yoga
m_name.tanaya.737,Трелен,Trelen,,Trelen,,,,,,,,,,,,Трелен,Yoga Prastyo
m_name.tanaya.738,Грилет,Grilet,,Grilet,,,,,,,,,,,,Ґрілет,Yogi
m_name.tanaya.739,Дрелен,Drelen,,Drelen,,,,,,,,,,,,Дрелен,Yoosa Sanjaya
m_name.tanaya.740,Тилос,Tilos,,Tilos,,,,,,,,,,,,Тілос,Yoseph Longgawa
m_name.tanaya.741,Гримен,Grimen,,Grimen,,,,,,,,,,,,Ґрімен,Yosua Pribadi Wikan
m_name.tanaya.742,Дримел,Drimel,,Drimel,,,,,,,,,,,,Дрімель,Yuda
m_name.tanaya.743,Трело,Trelo,,Tрelo,,,,,,,,,,,,Пело,Yudi
m_name.tanaya.744,Лирек,Lirek,,Lirek,,,,,,,,,,,,Лірек,Yudi Umbara
m_name.tanaya.745,Филер,Filer,,Filer,,,,,,,,,,,,Філур,Yulian
m_name.tanaya.746,Грелен,Grelen,,Grelен,,,,,,,,,,,,Ґреле,Yulianto
m_name.tanaya.747,Лирас,Liras,,Liras,,,,,,,,,,,,Лірас,Yuni
m_name.tanaya.748,Гелоник,Gelonik,,Gelonik,,,,,,,,,,,,Гелон,Yunus
m_name.tanaya.749,Дретос,Dretos,,Dretos,,,,,,,,,,,,Дретос,Yusrianto Salusu
m_name.tanaya.750,Пелонис,Pelonis,,Pelonis,,,,,,,,,,,,Пелоніс,Yusril Mahendra
m_name.tanaya.751,Тралос,Tralos,,Tralos,,,,,,,,,,,,Тралос,Yusuf
m_name.tanaya.752,Келон,Kelon,,Kelon,,,,,,,,,,,,Келон,Zaenuddin
m_name.tanaya.753,Аримос,Arimos,,Arimos,,,,,,,,,,,,Арімос,Zainal
m_name.tanaya.754,Гелоран,Geloran,,Geloran,,,,,,,,,,,,Ґелоран,Zainal Abidin
m_name.tanaya.755,Триман,Triman,,Triman,,,,,,,,,,,,Тріман,Zainal Indra Setiawan
m_name.tanaya.756,Палорис,Paloris,,Paloris,,,,,,,,,,,,Палоріс,Zainudin
m_name.tanaya.757,Деленис,Delenis,,Delenis,,,,,,,,,,,,Деленіс,Zainul Arief Fuadi
m_name.tanaya.758,Лиронд,Lirond,,Lirond,,,,,,,,,,,,Ліронд,Zakaria
m_name.tanaya.759,Грелан,Grelan,,Grelan,,,,,,,,,,,,Ґрелан,Zaki
m_name.tanaya.760,Тилорик,Tilorik,,Tilorik,,,,,,,,,,,,Тілорік,Zamani
m_name.tanaya.761,Феринос,Ferinos,,Ferinos,,,,,,,,,,,,Ферінс,Zidan
m_name.tanaya.762,Дриморан,Drimoran,,Drimoran,,,,,,,,,,,,Дріморен,Zikri
m_name.tanaya.763,Галерин,Galerin,,Galerin,,,,,,,,,,,,Ґелерін,Zuhri
m_name.tanaya.764,Терило,Terilo,,Terilo,,,,,,,,,,,,Теріл,Zulfikar
m_name.tanaya.765,Пеларис,Pelaris,,Pelaris,,,,,,,,,,,,Пеларіс,Zulham
m_name.tanaya.766,Гримелис,Grimelis,,Grimelis,,,,,,,,,,,,Ґрімеліс,Zulkarnain
m_name.tanaya.767,Дретон,Dreton,,Dretоn,,,,,,,,,,,,Дретон,Zulkifli
m_name.tanaya.768,Лиреник,Lirenik,,Lirenik,,,,,,,,,,,,Ліренік,Zulkifli Rahmat
m_name.tanaya.769,Галоранд,Galorand,,Galorand,,,,,,,,,,,,Ґалоранд,
m_name.tanaya.770,Терелон,Terelon,,Terelon,,,,,,,,,,,,Терелон,
m_name.tanaya.771,Дреликос,Drelikos,,Drelikos,,,,,,,,,,,,Дрелікс,
m_name.tanaya.772,Филоранд,Filorand,,Filоrand,,,,,,,,,,,,Філоранд,
m_name.tanaya.773,Греленд,Grelynd,,Grelynd,,,,,,,,,,,,Ґрелінд,
m_name.tanaya.774,Трален,Tralen,,Tralen,,,,,,,,,,,,Трален,
m_name.tanaya.775,Дримелор,Drimelor,,Drimelor,,,,,,,,,,,,Дрімелор,
m_name.tanaya.776,Гралос,Gralos,,Gralos,,,,,,,,,,,,Ґралос,
m_name.tanaya.777,Теринд,Terind,,Terind,,,,,,,,,,,,Терінд,
m_name.tanaya.778,Лирелос,Lirelos,,Lirelos,,,,,,,,,,,,Лірелос,
m_name.tanaya.779,Пелоран,Peloran,,Peloran,,,,,,,,,,,,Пелоран,
m_name.tanaya.780,Грименд,Grimend,,Grimend,,,,,,,,,,,,Ґріменд,
m_name.tanaya.781,Дрилорис,Driloris,,Driloris,,,,,,,,,,,,Дрілор,
m_name.tanaya.782,Траленд,Tralynd,,Tralynd,,,,,,,,,,,,Тралін,
m_name.tanaya.783,Грелорик,Grelyrik,,Grelyrik,,,,,,,,,,,,Ґрелірік,
m_name.tanaya.784,Дретосис,Dretosis,,Dretosis,,,,,,,,,,,,Дретосис,
m_name.tanaya.785,Леримон,Lerimon,,Lerimon,,,,,,,,,,,,Лерімон,
m_name.tanaya.786,Тримеланд,Trimeland,,Trimeland,,,,,,,,,,,,Трімлан,
m_name.tanaya.787,Гелорос,Geloros,,Gelоros,,,,,,,,,,,,Ґелорос,
m_name.tanaya.788,Дрален,Dralen,,Dralen,,,,,,,,,,,,Дрален,
m_name.tanaya.789,Терилос,Terilos,,Terilos,,,,,,,,,,,,Терілос,
m_name.tanaya.790,Гримелон,Grimelon,,Grimelon,,,,,,,,,,,,Ґрімельн,
m_name.tanaya.791,Дретонис,Dretonis,,Dretоnis,,,,,,,,,,,,Дретоніс,
m_name.tanaya.792,Лиреланд,Lireland,,Lireland,,,,,,,,,,,,Лірланд,
m_name.tanaya.793,Греленос,Grelynos,,Grelynos,,,,,,,,,,,,Ґрелін,
m_name.tanaya.794,Триморис,Trimoris,,Trimoris,,,,,,,,,,,,Тріморіс,
m_name.tanaya.795,Дримелис,Drimelis,,Drimelis,,,,,,,,,,,,Дрімеліс,
m_name.tanaya.796,Граленд,Gralend,,Gralend,,,,,,,,,,,,Ґраленд,
m_name.tanaya.797,Палендор,Palendor,,Palendor,,,,,,,,,,,,Плендор,
m_name.tanaya.798,Гримон,Grimon,,Grimon,,,,,,,,,,,,Ґрімон,
m_name.tanaya.799,Тералон,Teralon,,Teralon,,,,,,,,,,,,Тералон,
m_name.tanaya.800,Дрикос,Drikos,,Drikos,,,,,,,,,,,,Дрікос,
m_name.tanaya.801,Лиримос,Lirimos,,Lirimos,,,,,,,,,,,,Лірімос,
m_name.tanaya.802,Гелорис,Geloris,,Geloris,,,,,,,,,,,,Ґелоріс,
m_name.tanaya.803,Траленди,Tralyndi,,Tralyndi,,,,,,,,,,,,Тралінді,
m_name.tanaya.804,Палорон,Paloron,,Paloron,,,,,,,,,,,,Палорон,
m_name.tanaya.805,Дретик,Dretik,,Dretik,,,,,,,,,,,,Дретік,
m_name.tanaya.806,Галенди,Galyndi,,Galyndi,,,,,,,,,,,,Ґалінді,
m_name.tanaya.807,Трименос,Trimenos,,Trimenos,,,,,,,,,,,,Тріменос,
m_name.tanaya.808,Лероник,Leronik,,Leronik,,,,,,,,,,,,Леронік,
